Tme,wtemp_C,wtrhgt__2_mm,wtrhgt__3_mm
6/30/2020 11:30,10.8,-34,-34
6/30/2020 11:40,6.8,60,45
6/30/2020 11:50,5.3,61,60
6/30/2020 12:00,5.5,62,60
6/30/2020 12:10,5.6,60,61
6/30/2020 12:20,5.8,58,60
6/30/2020 12:30,5.8,45,59
6/30/2020 12:40,6,44,46
6/30/2020 12:50,6.1,43,44
6/30/2020 13:00,6.3,46,45
6/30/2020 13:10,6.4,42,45
6/30/2020 13:20,6.5,47,45
6/30/2020 13:30,6.6,45,46
6/30/2020 13:40,6.7,46,46
6/30/2020 13:50,6.8,45,45
6/30/2020 14:00,6.8,44,45
6/30/2020 14:10,6.8,45,46
6/30/2020 14:20,6.8,46,46
6/30/2020 14:30,6.7,44,45
6/30/2020 14:40,6.7,47,46
6/30/2020 14:50,6.7,45,46
6/30/2020 15:00,6.7,47,46
6/30/2020 15:10,6.7,45,46
6/30/2020 15:20,6.6,44,45
6/30/2020 15:30,6.5,45,46
6/30/2020 15:40,6.3,45,45
6/30/2020 15:50,6.2,44,45
6/30/2020 16:00,6.1,46,46
6/30/2020 16:10,6.2,46,45
6/30/2020 16:20,6.1,44,45
6/30/2020 16:30,6,46,45
6/30/2020 16:40,5.9,46,45
6/30/2020 16:50,5.8,46,46
6/30/2020 17:00,5.7,47,45
6/30/2020 17:10,5.6,47,46
6/30/2020 17:20,5.6,44,45
6/30/2020 17:30,5.5,45,45
6/30/2020 17:40,5.4,45,46
6/30/2020 17:50,5.4,46,46
6/30/2020 18:00,5.3,45,45
6/30/2020 18:10,5.3,46,46
6/30/2020 18:20,5.2,48,47
6/30/2020 18:30,5.2,43,46
6/30/2020 18:40,5.1,49,46
6/30/2020 18:50,5.1,45,45
6/30/2020 19:00,5.1,46,46
6/30/2020 19:10,5,47,46
6/30/2020 19:20,5,45,46
6/30/2020 19:30,4.9,45,45
6/30/2020 19:40,4.9,47,46
6/30/2020 19:50,4.8,46,47
6/30/2020 20:00,4.8,46,46
6/30/2020 20:10,4.7,46,46
6/30/2020 20:20,4.7,46,46
6/30/2020 20:30,4.6,46,46
6/30/2020 20:40,4.6,46,46
6/30/2020 20:50,4.5,48,47
6/30/2020 21:00,4.5,46,47
6/30/2020 21:10,4.4,47,47
6/30/2020 21:20,4.4,46,46
6/30/2020 21:30,4.3,46,47
6/30/2020 21:40,4.2,44,46
6/30/2020 21:50,4.2,48,47
6/30/2020 22:00,4.2,46,47
6/30/2020 22:10,4.1,46,46
6/30/2020 22:20,4.1,47,46
6/30/2020 22:30,4,49,47
6/30/2020 22:40,4,48,47
6/30/2020 22:50,4,47,47
6/30/2020 23:00,3.9,50,47
6/30/2020 23:10,3.9,45,46
6/30/2020 23:20,3.8,47,47
6/30/2020 23:30,3.8,47,46
6/30/2020 23:40,3.8,47,47
6/30/2020 23:50,3.7,47,46
7/1/2020 0:00,3.7,46,47
7/1/2020 0:10,3.7,48,47
7/1/2020 0:20,3.7,47,46
7/1/2020 0:30,3.6,49,47
7/1/2020 0:40,3.6,45,46
7/1/2020 0:50,3.6,50,48
7/1/2020 1:00,3.6,48,47
7/1/2020 1:10,3.5,48,48
7/1/2020 1:20,3.5,47,47
7/1/2020 1:30,3.5,48,47
7/1/2020 1:40,3.4,48,47
7/1/2020 1:50,3.4,48,47
7/1/2020 2:00,3.4,49,47
7/1/2020 2:10,3.3,50,47
7/1/2020 2:20,3.3,46,48
7/1/2020 2:30,3.3,48,47
7/1/2020 2:40,3.2,48,47
7/1/2020 2:50,3.2,45,48
7/1/2020 3:00,3.2,46,46
7/1/2020 3:10,3.2,50,47
7/1/2020 3:20,3.1,48,47
7/1/2020 3:30,3.1,48,47
7/1/2020 3:40,3.1,45,47
7/1/2020 3:50,3.1,46,47
7/1/2020 4:00,3.1,46,47
7/1/2020 4:10,3,46,47
7/1/2020 4:20,3,48,47
7/1/2020 4:30,3,49,46
7/1/2020 4:40,3,47,47
7/1/2020 4:50,3,46,47
7/1/2020 5:00,3,46,46
7/1/2020 5:10,2.9,47,47
7/1/2020 5:20,2.9,44,47
7/1/2020 5:30,2.9,47,46
7/1/2020 5:40,2.9,47,47
7/1/2020 5:50,2.9,49,48
7/1/2020 6:00,2.9,48,47
7/1/2020 6:10,2.9,47,47
7/1/2020 6:20,2.9,45,47
7/1/2020 6:30,2.9,47,47
7/1/2020 6:40,2.9,45,47
7/1/2020 6:50,2.9,47,48
7/1/2020 7:00,2.9,48,47
7/1/2020 7:10,3,48,47
7/1/2020 7:20,3,46,47
7/1/2020 7:30,3.1,44,47
7/1/2020 7:40,3.1,47,46
7/1/2020 7:50,3.2,47,46
7/1/2020 8:00,3.3,46,47
7/1/2020 8:10,3.3,47,48
7/1/2020 8:20,3.5,47,46
7/1/2020 8:30,3.8,43,46
7/1/2020 8:40,4,48,46
7/1/2020 8:50,4.1,46,46
7/1/2020 9:00,4.2,48,46
7/1/2020 9:10,4.3,48,45
7/1/2020 9:20,4.3,45,45
7/1/2020 9:30,4.4,45,45
7/1/2020 9:40,4.5,41,44
7/1/2020 9:50,4.5,45,46
7/1/2020 10:00,4.6,43,45
7/1/2020 10:10,4.7,46,45
7/1/2020 10:20,4.8,46,46
7/1/2020 10:30,4.9,43,45
7/1/2020 10:40,5,45,45
7/1/2020 10:50,5.1,44,46
7/1/2020 11:00,5.2,45,45
7/1/2020 11:10,5.5,45,45
7/1/2020 11:20,5.7,45,45
7/1/2020 11:30,5.8,44,44
7/1/2020 11:40,6,43,44
7/1/2020 11:50,6.2,43,45
7/1/2020 12:00,6.4,46,45
7/1/2020 12:10,6.5,42,43
7/1/2020 12:20,6.6,45,44
7/1/2020 12:30,6.7,44,44
7/1/2020 12:40,6.8,45,43
7/1/2020 12:50,6.9,45,44
7/1/2020 13:00,7,41,44
7/1/2020 13:10,7.1,44,43
7/1/2020 13:20,7.2,44,45
7/1/2020 13:30,7.2,44,44
7/1/2020 13:40,7.3,47,45
7/1/2020 13:50,7.4,45,44
7/1/2020 14:00,7.5,45,44
7/1/2020 14:10,7.5,45,44
7/1/2020 14:20,7.5,46,44
7/1/2020 14:30,7.5,43,45
7/1/2020 14:40,7.3,44,44
7/1/2020 14:50,7.4,43,44
7/1/2020 15:00,7.3,44,45
7/1/2020 15:10,7.3,44,44
7/1/2020 15:20,7,46,44
7/1/2020 15:30,6.7,45,45
7/1/2020 15:40,6.6,44,45
7/1/2020 15:50,6.5,45,45
7/1/2020 16:00,6.5,44,45
7/1/2020 16:10,6.5,44,45
7/1/2020 16:20,6.6,46,45
7/1/2020 16:30,6.7,44,45
7/1/2020 16:40,6.6,43,45
7/1/2020 16:50,6.6,47,46
7/1/2020 17:00,6.5,43,46
7/1/2020 17:10,6.5,44,45
7/1/2020 17:20,6.4,45,46
7/1/2020 17:30,6.2,44,46
7/1/2020 17:40,6.1,47,45
7/1/2020 17:50,6,45,46
7/1/2020 18:00,6,48,46
7/1/2020 18:10,5.9,44,46
7/1/2020 18:20,5.9,45,45
7/1/2020 18:30,5.9,48,47
7/1/2020 18:40,5.8,45,45
7/1/2020 18:50,5.8,46,46
7/1/2020 19:00,5.8,48,47
7/1/2020 19:10,5.7,47,47
7/1/2020 19:20,5.6,46,46
7/1/2020 19:30,5.6,47,45
7/1/2020 19:40,5.6,46,46
7/1/2020 19:50,5.6,46,46
7/1/2020 20:00,5.6,48,47
7/1/2020 20:10,5.5,46,47
7/1/2020 20:20,5.5,45,46
7/1/2020 20:30,5.5,48,47
7/1/2020 20:40,5.4,48,47
7/1/2020 20:50,5.4,48,47
7/1/2020 21:00,5.4,45,47
7/1/2020 21:10,5.3,46,47
7/1/2020 21:20,5.3,46,47
7/1/2020 21:30,5.3,45,47
7/1/2020 21:40,5.2,46,46
7/1/2020 21:50,5.2,46,47
7/1/2020 22:00,5.1,46,47
7/1/2020 22:10,5.1,49,48
7/1/2020 22:20,5.1,47,47
7/1/2020 22:30,5,48,47
7/1/2020 22:40,5,48,48
7/1/2020 22:50,5,46,47
7/1/2020 23:00,4.9,48,47
7/1/2020 23:10,4.9,48,47
7/1/2020 23:20,4.8,46,47
7/1/2020 23:30,4.8,47,47
7/1/2020 23:40,4.8,47,47
7/1/2020 23:50,4.7,48,48
7/2/2020 0:00,4.7,48,48
7/2/2020 0:10,4.7,48,47
7/2/2020 0:20,4.6,48,48
7/2/2020 0:30,4.6,48,47
7/2/2020 0:40,4.6,47,48
7/2/2020 0:50,4.6,47,48
7/2/2020 1:00,4.6,42,47
7/2/2020 1:10,4.6,48,48
7/2/2020 1:20,4.5,47,47
7/2/2020 1:30,4.5,46,48
7/2/2020 1:40,4.5,47,48
7/2/2020 1:50,4.5,46,47
7/2/2020 2:00,4.4,46,47
7/2/2020 2:10,4.4,49,48
7/2/2020 2:20,4.4,48,48
7/2/2020 2:30,4.3,46,47
7/2/2020 2:40,4.3,50,48
7/2/2020 2:50,4.3,45,48
7/2/2020 3:00,4.3,49,48
7/2/2020 3:10,4.3,48,47
7/2/2020 3:20,4.2,48,48
7/2/2020 3:30,4.2,47,48
7/2/2020 3:40,4.2,48,48
7/2/2020 3:50,4.2,48,47
7/2/2020 4:00,4.1,49,48
7/2/2020 4:10,4.1,47,48
7/2/2020 4:20,4.1,49,48
7/2/2020 4:30,4.1,46,48
7/2/2020 4:40,4,48,48
7/2/2020 4:50,4,49,49
7/2/2020 5:00,4,49,49
7/2/2020 5:10,4,50,49
7/2/2020 5:20,3.9,49,49
7/2/2020 5:30,3.9,48,48
7/2/2020 5:40,3.9,49,48
7/2/2020 5:50,3.9,51,49
7/2/2020 6:00,3.9,50,49
7/2/2020 6:10,3.8,48,48
7/2/2020 6:20,3.8,48,48
7/2/2020 6:30,3.8,50,48
7/2/2020 6:40,3.8,49,48
7/2/2020 6:50,3.8,48,48
7/2/2020 7:00,3.8,47,48
7/2/2020 7:10,3.8,47,48
7/2/2020 7:20,3.9,46,48
7/2/2020 7:30,3.9,47,48
7/2/2020 7:40,4,48,47
7/2/2020 7:50,4,47,48
7/2/2020 8:00,4,46,48
7/2/2020 8:10,4.1,51,48
7/2/2020 8:20,4.2,47,48
7/2/2020 8:30,4.4,49,48
7/2/2020 8:40,4.5,47,47
7/2/2020 8:50,4.6,47,47
7/2/2020 9:00,4.7,44,46
7/2/2020 9:10,4.9,44,47
7/2/2020 9:20,5,45,47
7/2/2020 9:30,5.2,48,47
7/2/2020 9:40,5.3,46,47
7/2/2020 9:50,5.4,47,47
7/2/2020 10:00,5.5,48,47
7/2/2020 10:10,5.6,48,47
7/2/2020 10:20,5.7,48,47
7/2/2020 10:30,5.7,48,47
7/2/2020 10:40,5.9,47,47
7/2/2020 10:50,6,48,47
7/2/2020 11:00,6.1,46,46
7/2/2020 11:10,6.3,47,47
7/2/2020 11:20,6.6,46,46
7/2/2020 11:30,6.7,46,46
7/2/2020 11:40,6.9,47,46
7/2/2020 11:50,7.2,46,46
7/2/2020 12:00,7.3,45,46
7/2/2020 12:10,7.5,47,46
7/2/2020 12:20,7.5,46,46
7/2/2020 12:30,7.5,46,45
7/2/2020 12:40,7.6,46,46
7/2/2020 12:50,7.6,46,46
7/2/2020 13:00,7.5,46,46
7/2/2020 13:10,7.8,45,46
7/2/2020 13:20,7.7,46,47
7/2/2020 13:30,7.6,46,46
7/2/2020 13:40,7.6,47,46
7/2/2020 13:50,7.8,46,46
7/2/2020 14:00,7.8,46,46
7/2/2020 14:10,7.9,46,46
7/2/2020 14:20,7.7,44,45
7/2/2020 14:30,7.7,46,46
7/2/2020 14:40,7.8,46,46
7/2/2020 14:50,7.8,47,46
7/2/2020 15:00,7.7,44,45
7/2/2020 15:10,7.6,45,45
7/2/2020 15:20,7.5,46,46
7/2/2020 15:30,7.4,47,46
7/2/2020 15:40,7.3,46,46
7/2/2020 15:50,7.2,46,46
7/2/2020 16:00,7.2,48,47
7/2/2020 16:10,7.1,46,46
7/2/2020 16:20,7.1,46,46
7/2/2020 16:30,6.9,47,46
7/2/2020 16:40,6.8,46,46
7/2/2020 16:50,6.7,46,46
7/2/2020 17:00,6.6,49,47
7/2/2020 17:10,6.6,46,46
7/2/2020 17:20,6.6,46,46
7/2/2020 17:30,6.5,48,46
7/2/2020 17:40,6.5,46,47
7/2/2020 17:50,6.4,45,46
7/2/2020 18:00,6.4,45,46
7/2/2020 18:10,6.4,46,47
7/2/2020 18:20,6.3,48,48
7/2/2020 18:30,6.3,49,47
7/2/2020 18:40,6.3,47,47
7/2/2020 18:50,6.2,48,47
7/2/2020 19:00,6.1,47,47
7/2/2020 19:10,6.1,46,47
7/2/2020 19:20,6,45,47
7/2/2020 19:30,6,47,48
7/2/2020 19:40,6,45,47
7/2/2020 19:50,5.9,47,47
7/2/2020 20:00,5.9,48,47
7/2/2020 20:10,5.8,48,47
7/2/2020 20:20,5.8,46,47
7/2/2020 20:30,5.7,47,47
7/2/2020 20:40,5.7,47,48
7/2/2020 20:50,5.6,44,47
7/2/2020 21:00,5.6,48,47
7/2/2020 21:10,5.6,48,47
7/2/2020 21:20,5.5,47,47
7/2/2020 21:30,5.5,48,48
7/2/2020 21:40,5.4,48,47
7/2/2020 21:50,5.4,46,47
7/2/2020 22:00,5.4,49,47
7/2/2020 22:10,5.3,48,47
7/2/2020 22:20,5.3,47,47
7/2/2020 22:30,5.3,46,47
7/2/2020 22:40,5.3,47,48
7/2/2020 22:50,5.2,47,47
7/2/2020 23:00,5.2,48,47
7/2/2020 23:10,5.2,49,48
7/2/2020 23:20,5.2,48,48
7/2/2020 23:30,5.1,48,47
7/2/2020 23:40,5.1,47,47
7/2/2020 23:50,5.1,47,47
7/3/2020 0:00,5.1,47,48
7/3/2020 0:10,5,47,48
7/3/2020 0:20,5,49,48
7/3/2020 0:30,5,49,48
7/3/2020 0:40,5,48,48
7/3/2020 0:50,4.9,48,48
7/3/2020 1:00,4.9,48,47
7/3/2020 1:10,4.9,46,48
7/3/2020 1:20,4.9,47,47
7/3/2020 1:30,4.9,50,48
7/3/2020 1:40,4.8,47,48
7/3/2020 1:50,4.8,47,47
7/3/2020 2:00,4.8,46,48
7/3/2020 2:10,4.8,48,47
7/3/2020 2:20,4.7,48,47
7/3/2020 2:30,4.7,47,48
7/3/2020 2:40,4.7,47,48
7/3/2020 2:50,4.7,48,48
7/3/2020 3:00,4.7,49,48
7/3/2020 3:10,4.7,48,48
7/3/2020 3:20,4.6,46,47
7/3/2020 3:30,4.6,49,48
7/3/2020 3:40,4.6,47,47
7/3/2020 3:50,4.6,48,48
7/3/2020 4:00,4.6,48,48
7/3/2020 4:10,4.6,47,48
7/3/2020 4:20,4.6,48,47
7/3/2020 4:30,4.5,47,48
7/3/2020 4:40,4.5,47,48
7/3/2020 4:50,4.5,47,48
7/3/2020 5:00,4.5,46,48
7/3/2020 5:10,4.5,48,48
7/3/2020 5:20,4.4,47,48
7/3/2020 5:30,4.4,48,48
7/3/2020 5:40,4.4,49,48
7/3/2020 5:50,4.4,49,48
7/3/2020 6:00,4.3,46,48
7/3/2020 6:10,4.3,50,49
7/3/2020 6:20,4.3,49,48
7/3/2020 6:30,4.3,47,48
7/3/2020 6:40,4.3,49,48
7/3/2020 6:50,4.3,48,47
7/3/2020 7:00,4.3,48,47
7/3/2020 7:10,4.3,46,47
7/3/2020 7:20,4.3,48,47
7/3/2020 7:30,4.4,49,48
7/3/2020 7:40,4.4,46,48
7/3/2020 7:50,4.5,46,48
7/3/2020 8:00,4.5,48,47
7/3/2020 8:10,4.6,47,47
7/3/2020 8:20,4.7,48,47
7/3/2020 8:30,4.9,46,47
7/3/2020 8:40,5,46,47
7/3/2020 8:50,5.1,47,46
7/3/2020 9:00,5.2,49,45
7/3/2020 9:10,5.4,47,46
7/3/2020 9:20,5.5,45,46
7/3/2020 9:30,5.5,47,46
7/3/2020 9:40,5.7,48,46
7/3/2020 9:50,5.9,48,45
7/3/2020 10:00,6,46,45
7/3/2020 10:10,6.1,47,46
7/3/2020 10:20,6.2,44,46
7/3/2020 10:30,6.3,42,46
7/3/2020 10:40,6.4,46,46
7/3/2020 10:50,6.5,46,46
7/3/2020 11:00,6.5,42,45
7/3/2020 11:10,6.5,46,45
7/3/2020 11:20,6.4,46,45
7/3/2020 11:30,6.5,45,45
7/3/2020 11:40,6.9,46,45
7/3/2020 11:50,7.2,44,45
7/3/2020 12:00,7.4,44,45
7/3/2020 12:10,7.7,47,45
7/3/2020 12:20,7.4,43,45
7/3/2020 12:30,7.2,44,45
7/3/2020 12:40,7.4,43,45
7/3/2020 12:50,7.4,46,45
7/3/2020 13:00,7.4,45,45
7/3/2020 13:10,7.4,44,44
7/3/2020 13:20,7.4,44,44
7/3/2020 13:30,7.7,44,44
7/3/2020 13:40,7.6,42,43
7/3/2020 13:50,7.3,42,44
7/3/2020 14:00,7.1,47,44
7/3/2020 14:10,7.1,45,44
7/3/2020 14:20,7.4,43,44
7/3/2020 14:30,7.6,45,44
7/3/2020 14:40,7.4,44,44
7/3/2020 14:50,7.1,43,44
7/3/2020 15:00,6.9,43,44
7/3/2020 15:10,6.9,44,44
7/3/2020 15:20,6.8,44,45
7/3/2020 15:30,6.6,46,45
7/3/2020 15:40,6.5,46,45
7/3/2020 15:50,6.4,46,45
7/3/2020 16:00,6.3,45,44
7/3/2020 16:10,6.2,45,45
7/3/2020 16:20,6.1,43,45
7/3/2020 16:30,6.1,44,45
7/3/2020 16:40,6.1,45,45
7/3/2020 16:50,6.1,45,45
7/3/2020 17:00,6.1,44,45
7/3/2020 17:10,6.2,45,44
7/3/2020 17:20,6.2,45,44
7/3/2020 17:30,6.2,46,46
7/3/2020 17:40,6.1,46,45
7/3/2020 17:50,6.1,45,44
7/3/2020 18:00,6.1,43,45
7/3/2020 18:10,6,46,46
7/3/2020 18:20,6,43,44
7/3/2020 18:30,6,44,45
7/3/2020 18:40,6,45,46
7/3/2020 18:50,6,43,45
7/3/2020 19:00,6,44,45
7/3/2020 19:10,5.9,44,46
7/3/2020 19:20,5.9,45,45
7/3/2020 19:30,5.8,47,46
7/3/2020 19:40,5.8,45,45
7/3/2020 19:50,5.8,45,45
7/3/2020 20:00,5.7,45,45
7/3/2020 20:10,5.7,45,45
7/3/2020 20:20,5.6,46,45
7/3/2020 20:30,5.6,46,45
7/3/2020 20:40,5.6,45,46
7/3/2020 20:50,5.6,45,45
7/3/2020 21:00,5.6,46,45
7/3/2020 21:10,5.6,45,45
7/3/2020 21:20,5.5,47,46
7/3/2020 21:30,5.5,46,45
7/3/2020 21:40,5.5,46,46
7/3/2020 21:50,5.5,46,45
7/3/2020 22:00,5.5,46,45
7/3/2020 22:10,5.4,47,46
7/3/2020 22:20,5.4,45,45
7/3/2020 22:30,5.4,45,46
7/3/2020 22:40,5.4,44,46
7/3/2020 22:50,5.4,46,45
7/3/2020 23:00,5.4,46,46
7/3/2020 23:10,5.3,45,45
7/3/2020 23:20,5.3,45,46
7/3/2020 23:30,5.3,45,45
7/3/2020 23:40,5.3,43,45
7/3/2020 23:50,5.2,45,45
7/4/2020 0:00,5.2,44,46
7/4/2020 0:10,5.2,44,46
7/4/2020 0:20,5.1,46,45
7/4/2020 0:30,5.1,45,46
7/4/2020 0:40,5.1,46,46
7/4/2020 0:50,5,46,46
7/4/2020 1:00,5,46,46
7/4/2020 1:10,5,47,46
7/4/2020 1:20,5,47,46
7/4/2020 1:30,4.9,46,46
7/4/2020 1:40,4.9,47,46
7/4/2020 1:50,4.9,46,46
7/4/2020 2:00,4.9,45,45
7/4/2020 2:10,4.9,45,46
7/4/2020 2:20,4.9,45,46
7/4/2020 2:30,4.9,45,46
7/4/2020 2:40,4.9,47,46
7/4/2020 2:50,4.9,46,46
7/4/2020 3:00,4.9,46,45
7/4/2020 3:10,4.9,45,46
7/4/2020 3:20,4.9,45,46
7/4/2020 3:30,4.9,46,46
7/4/2020 3:40,4.9,46,46
7/4/2020 3:50,4.9,48,46
7/4/2020 4:00,4.9,47,46
7/4/2020 4:10,4.9,45,46
7/4/2020 4:20,4.9,47,46
7/4/2020 4:30,4.9,46,46
7/4/2020 4:40,4.8,45,46
7/4/2020 4:50,4.8,46,46
7/4/2020 5:00,4.8,45,45
7/4/2020 5:10,4.7,46,46
7/4/2020 5:20,4.7,43,46
7/4/2020 5:30,4.7,43,46
7/4/2020 5:40,4.6,46,46
7/4/2020 5:50,4.6,46,46
7/4/2020 6:00,4.6,45,45
7/4/2020 6:10,4.6,47,46
7/4/2020 6:20,4.6,47,47
7/4/2020 6:30,4.6,46,46
7/4/2020 6:40,4.6,46,46
7/4/2020 6:50,4.6,47,47
7/4/2020 7:00,4.6,47,46
7/4/2020 7:10,4.6,47,46
7/4/2020 7:20,4.6,48,46
7/4/2020 7:30,4.6,46,46
7/4/2020 7:40,4.6,46,46
7/4/2020 7:50,4.6,48,47
7/4/2020 8:00,4.7,48,46
7/4/2020 8:10,4.8,46,45
7/4/2020 8:20,4.9,46,46
7/4/2020 8:30,5.1,44,45
7/4/2020 8:40,5.3,42,45
7/4/2020 8:50,5.3,46,46
7/4/2020 9:00,5.4,45,44
7/4/2020 9:10,5.4,47,44
7/4/2020 9:20,5.5,46,44
7/4/2020 9:30,5.7,45,45
7/4/2020 9:40,5.9,45,44
7/4/2020 9:50,5.9,45,44
7/4/2020 10:00,5.9,44,44
7/4/2020 10:10,6,43,45
7/4/2020 10:20,6,45,44
7/4/2020 10:30,6.2,44,44
7/4/2020 10:40,6.4,45,45
7/4/2020 10:50,6.5,45,45
7/4/2020 11:00,6.6,45,45
7/4/2020 11:10,6.9,46,45
7/4/2020 11:20,7.1,45,44
7/4/2020 11:30,7.3,45,44
7/4/2020 11:40,7.5,44,44
7/4/2020 11:50,7.6,45,43
7/4/2020 12:00,7.5,45,44
7/4/2020 12:10,7.8,44,44
7/4/2020 12:20,8,45,44
7/4/2020 12:30,8.2,44,44
7/4/2020 12:40,8.2,41,44
7/4/2020 12:50,8.2,46,44
7/4/2020 13:00,7.9,42,44
7/4/2020 13:10,7.6,44,44
7/4/2020 13:20,7.3,45,45
7/4/2020 13:30,7.3,45,44
7/4/2020 13:40,7.3,45,44
7/4/2020 13:50,7.2,44,45
7/4/2020 14:00,7,45,44
7/4/2020 14:10,6.9,45,44
7/4/2020 14:20,6.7,44,45
7/4/2020 14:30,6.6,47,45
7/4/2020 14:40,6.6,45,45
7/4/2020 14:50,6.5,46,46
7/4/2020 15:00,6.4,46,45
7/4/2020 15:10,6.4,47,45
7/4/2020 15:20,6.3,45,45
7/4/2020 15:30,6.2,45,45
7/4/2020 15:40,6.2,46,45
7/4/2020 15:50,6.2,45,45
7/4/2020 16:00,6.1,44,45
7/4/2020 16:10,6.1,45,45
7/4/2020 16:20,6.1,43,45
7/4/2020 16:30,6.1,45,45
7/4/2020 16:40,6,45,45
7/4/2020 16:50,6,46,45
7/4/2020 17:00,6,45,45
7/4/2020 17:10,6,44,45
7/4/2020 17:20,6,45,45
7/4/2020 17:30,5.9,45,45
7/4/2020 17:40,5.9,46,45
7/4/2020 17:50,5.9,44,46
7/4/2020 18:00,5.9,44,45
7/4/2020 18:10,5.8,47,46
7/4/2020 18:20,5.8,45,45
7/4/2020 18:30,5.8,48,45
7/4/2020 18:40,5.8,45,45
7/4/2020 18:50,5.7,46,46
7/4/2020 19:00,5.7,46,45
7/4/2020 19:10,5.7,47,45
7/4/2020 19:20,5.7,45,45
7/4/2020 19:30,5.7,45,45
7/4/2020 19:40,5.6,46,46
7/4/2020 19:50,5.6,45,45
7/4/2020 20:00,5.6,48,45
7/4/2020 20:10,5.6,46,45
7/4/2020 20:20,5.5,45,46
7/4/2020 20:30,5.5,44,45
7/4/2020 20:40,5.4,48,47
7/4/2020 20:50,5.4,46,45
7/4/2020 21:00,5.3,44,45
7/4/2020 21:10,5.3,43,45
7/4/2020 21:20,5.3,46,45
7/4/2020 21:30,5.2,47,46
7/4/2020 21:40,5.2,45,46
7/4/2020 21:50,5.1,46,46
7/4/2020 22:00,5.1,46,46
7/4/2020 22:10,5,47,46
7/4/2020 22:20,5,45,46
7/4/2020 22:30,5,46,46
7/4/2020 22:40,4.9,47,46
7/4/2020 22:50,4.9,47,46
7/4/2020 23:00,4.9,46,46
7/4/2020 23:10,4.8,46,46
7/4/2020 23:20,4.8,45,46
7/4/2020 23:30,4.7,45,46
7/4/2020 23:40,4.7,47,46
7/4/2020 23:50,4.7,46,46
7/5/2020 0:00,4.7,46,46
7/5/2020 0:10,4.6,46,46
7/5/2020 0:20,4.6,46,46
7/5/2020 0:30,4.6,46,46
7/5/2020 0:40,4.6,46,46
7/5/2020 0:50,4.6,45,47
7/5/2020 1:00,4.6,45,46
7/5/2020 1:10,4.6,45,46
7/5/2020 1:20,4.6,45,46
7/5/2020 1:30,4.5,46,46
7/5/2020 1:40,4.5,45,47
7/5/2020 1:50,4.5,46,46
7/5/2020 2:00,4.5,45,46
7/5/2020 2:10,4.4,45,46
7/5/2020 2:20,4.4,46,46
7/5/2020 2:30,4.4,45,46
7/5/2020 2:40,4.4,44,46
7/5/2020 2:50,4.3,46,46
7/5/2020 3:00,4.3,46,46
7/5/2020 3:10,4.3,48,46
7/5/2020 3:20,4.3,46,46
7/5/2020 3:30,4.3,46,45
7/5/2020 3:40,4.3,46,46
7/5/2020 3:50,4.3,46,46
7/5/2020 4:00,4.3,46,46
7/5/2020 4:10,4.3,47,47
7/5/2020 4:20,4.2,47,46
7/5/2020 4:30,4.2,49,46
7/5/2020 4:40,4.2,46,47
7/5/2020 4:50,4.2,47,46
7/5/2020 5:00,4.2,46,46
7/5/2020 5:10,4.2,47,46
7/5/2020 5:20,4.2,46,46
7/5/2020 5:30,4.2,47,47
7/5/2020 5:40,4.2,45,46
7/5/2020 5:50,4.2,47,46
7/5/2020 6:00,4.2,46,46
7/5/2020 6:10,4.2,45,46
7/5/2020 6:20,4.2,44,46
7/5/2020 6:30,4.2,46,46
7/5/2020 6:40,4.2,47,46
7/5/2020 6:50,4.2,47,46
7/5/2020 7:00,4.2,46,46
7/5/2020 7:10,4.2,45,46
7/5/2020 7:20,4.2,47,47
7/5/2020 7:30,4.3,47,45
7/5/2020 7:40,4.3,45,46
7/5/2020 7:50,4.4,44,45
7/5/2020 8:00,4.4,46,46
7/5/2020 8:10,4.5,46,46
7/5/2020 8:20,4.6,45,45
7/5/2020 8:30,4.8,44,45
7/5/2020 8:40,5,44,44
7/5/2020 8:50,5.1,44,44
7/5/2020 9:00,5.1,43,44
7/5/2020 9:10,5.2,46,44
7/5/2020 9:20,5.2,44,44
7/5/2020 9:30,5.3,42,44
7/5/2020 9:40,5.6,44,44
7/5/2020 9:50,5.7,45,44
7/5/2020 10:00,5.9,42,44
7/5/2020 10:10,6,42,44
7/5/2020 10:20,6.2,44,44
7/5/2020 10:30,6.3,45,44
7/5/2020 10:40,6.4,43,44
7/5/2020 10:50,6.5,44,44
7/5/2020 11:00,6.7,43,43
7/5/2020 11:10,6.9,44,43
7/5/2020 11:20,7.2,42,43
7/5/2020 11:30,7.5,43,43
7/5/2020 11:40,7.8,44,43
7/5/2020 11:50,7.7,43,43
7/5/2020 12:00,7.2,44,44
7/5/2020 12:10,6.9,42,43
7/5/2020 12:20,6.9,45,44
7/5/2020 12:30,7.2,44,43
7/5/2020 12:40,7,42,44
7/5/2020 12:50,7,44,43
7/5/2020 13:00,7.3,42,43
7/5/2020 13:10,7.4,42,43
7/5/2020 13:20,7.3,43,43
7/5/2020 13:30,7.5,44,43
7/5/2020 13:40,7.5,42,43
7/5/2020 13:50,7.4,43,43
7/5/2020 14:00,7.3,42,43
7/5/2020 14:10,7.2,42,43
7/5/2020 14:20,7.2,44,43
7/5/2020 14:30,7.2,41,43
7/5/2020 14:40,7.3,44,43
7/5/2020 14:50,7.3,42,43
7/5/2020 15:00,7.3,43,43
