Tme,wtemp_C,wtrhgt__2_mm,wtrhgt__3_mm
7/16/2020 22:00,6.3,23,23
7/16/2020 22:10,6.2,23,23
7/16/2020 22:20,6.2,23,23
7/16/2020 22:30,6.1,23,23
7/16/2020 22:40,6.1,23,23
7/16/2020 22:50,6,24,24
7/16/2020 23:00,6,22,23
7/16/2020 23:10,6,22,23
7/16/2020 23:20,5.9,23,23
7/16/2020 23:30,5.9,24,23
7/16/2020 23:40,5.8,24,23
7/16/2020 23:50,5.8,23,23
7/17/2020 0:00,5.7,24,23
7/17/2020 0:10,5.6,23,23
7/17/2020 0:20,5.6,23,23
7/17/2020 0:30,5.6,23,23
7/17/2020 0:40,5.6,24,23
7/17/2020 0:50,5.5,24,23
7/17/2020 1:00,5.5,23,23
7/17/2020 1:10,5.4,24,24
7/17/2020 1:20,5.4,24,24
7/17/2020 1:30,5.3,23,24
7/17/2020 1:40,5.3,24,24
7/17/2020 1:50,5.3,24,24
7/17/2020 2:00,5.3,23,24
7/17/2020 2:10,5.2,24,23
7/17/2020 2:20,5.2,24,24
7/17/2020 2:30,5.2,24,23
7/17/2020 2:40,5.1,23,24
7/17/2020 2:50,5.1,24,24
7/17/2020 3:00,5.1,24,24
7/17/2020 3:10,5.1,24,24
7/17/2020 3:20,5,24,24
7/17/2020 3:30,5,24,24
7/17/2020 3:40,5,23,24
7/17/2020 3:50,5,24,24
7/17/2020 4:00,5,24,24
7/17/2020 4:10,4.9,24,24
7/17/2020 4:20,4.9,23,24
7/17/2020 4:30,4.9,23,24
7/17/2020 4:40,4.9,23,24
7/17/2020 4:50,4.8,25,24
7/17/2020 5:00,4.8,24,24
7/17/2020 5:10,4.8,24,24
7/17/2020 5:20,4.8,24,24
7/17/2020 5:30,4.7,23,24
7/17/2020 5:40,4.7,23,24
7/17/2020 5:50,4.7,24,24
7/17/2020 6:00,4.7,23,24
7/17/2020 6:10,4.7,24,24
7/17/2020 6:20,4.7,24,24
7/17/2020 6:30,4.7,23,24
7/17/2020 6:40,4.7,23,23
7/17/2020 6:50,4.8,24,24
7/17/2020 7:00,4.8,24,23
7/17/2020 7:10,4.9,24,24
7/17/2020 7:20,4.9,23,24
7/17/2020 7:30,4.9,24,24
7/17/2020 7:40,5,24,23
7/17/2020 7:50,5.1,24,23
7/17/2020 8:00,5.2,24,23
7/17/2020 8:10,5.3,22,23
7/17/2020 8:20,5.6,24,23
7/17/2020 8:30,5.7,23,23
7/17/2020 8:40,5.7,23,23
7/17/2020 8:50,5.8,23,23
7/17/2020 9:00,5.9,22,23
7/17/2020 9:10,6,23,22
7/17/2020 9:20,6.3,22,23
7/17/2020 9:30,6.6,23,23
7/17/2020 9:40,6.7,23,23
7/17/2020 9:50,6.9,23,23
7/17/2020 10:00,7,22,22
7/17/2020 10:10,7,23,23
7/17/2020 10:20,6.9,22,23
7/17/2020 10:30,7,22,23
7/17/2020 10:40,7.2,22,22
7/17/2020 10:50,7.1,23,22
7/17/2020 11:00,7.3,22,22
7/17/2020 11:10,7.3,21,22
7/17/2020 11:20,7.7,21,21
7/17/2020 11:30,8.2,20,21
7/17/2020 11:40,7.9,21,21
7/17/2020 11:50,7.8,21,21
7/17/2020 12:00,8.2,21,21
7/17/2020 12:10,8.6,21,21
7/17/2020 12:20,8.5,21,21
7/17/2020 12:30,8.5,20,21
7/17/2020 12:40,8.2,20,21
7/17/2020 12:50,8.3,21,21
7/17/2020 13:00,8.5,21,20
7/17/2020 13:10,8.5,20,20
7/17/2020 13:20,8.5,20,20
7/17/2020 13:30,8.6,19,20
7/17/2020 13:40,8.9,19,20
7/17/2020 13:50,9,20,20
7/17/2020 14:00,9.1,20,20
7/17/2020 14:10,9.2,20,20
7/17/2020 14:20,9.2,19,20
7/17/2020 14:30,9.3,20,20
7/17/2020 14:40,9,20,20
7/17/2020 14:50,8.9,19,20
7/17/2020 15:00,8.7,19,20
7/17/2020 15:10,8.6,21,20
7/17/2020 15:20,8.5,20,20
7/17/2020 15:30,8.4,19,20
7/17/2020 15:40,8.4,19,20
7/17/2020 15:50,8.2,19,20
7/17/2020 16:00,8.2,21,20
7/17/2020 16:10,8.1,21,20
7/17/2020 16:20,8.1,19,20
7/17/2020 16:30,8.1,21,20
7/17/2020 16:40,8,20,20
7/17/2020 16:50,7.9,20,20
7/17/2020 17:00,7.9,19,19
7/17/2020 17:10,7.9,19,20
7/17/2020 17:20,7.8,20,20
7/17/2020 17:30,7.7,19,20
7/17/2020 17:40,7.7,20,20
7/17/2020 17:50,7.6,20,19
7/17/2020 18:00,7.6,20,19
7/17/2020 18:10,7.6,21,20
7/17/2020 18:20,7.5,20,20
7/17/2020 18:30,7.4,19,20
7/17/2020 18:40,7.4,21,20
7/17/2020 18:50,7.4,20,20
7/17/2020 19:00,7.4,19,20
7/17/2020 19:10,7.3,20,20
7/17/2020 19:20,7.3,21,20
7/17/2020 19:30,7.2,22,20
7/17/2020 19:40,7.2,21,21
7/17/2020 19:50,7.1,19,20
7/17/2020 20:00,7.1,22,20
7/17/2020 20:10,7,20,20
7/17/2020 20:20,7,19,20
7/17/2020 20:30,6.9,22,21
7/17/2020 20:40,6.9,21,20
7/17/2020 20:50,6.8,21,21
7/17/2020 21:00,6.7,21,21
7/17/2020 21:10,6.7,21,21
7/17/2020 21:20,6.6,21,21
7/17/2020 21:30,6.6,19,20
7/17/2020 21:40,6.5,20,21
7/17/2020 21:50,6.5,21,21
7/17/2020 22:00,6.5,20,21
7/17/2020 22:10,6.4,21,21
7/17/2020 22:20,6.4,21,21
7/17/2020 22:30,6.3,21,21
7/17/2020 22:40,6.3,21,21
7/17/2020 22:50,6.2,23,21
7/17/2020 23:00,6.2,20,21
7/17/2020 23:10,6.1,21,21
7/17/2020 23:20,6.1,21,21
7/17/2020 23:30,6.1,22,21
7/17/2020 23:40,6,21,21
7/17/2020 23:50,6,21,21
7/18/2020 0:00,6,24,22
7/18/2020 0:10,5.9,22,22
7/18/2020 0:20,5.9,22,22
7/18/2020 0:30,5.9,21,21
7/18/2020 0:40,5.8,20,22
7/18/2020 0:50,5.8,22,22
7/18/2020 1:00,5.8,24,22
7/18/2020 1:10,5.7,23,22
7/18/2020 1:20,5.7,22,22
7/18/2020 1:30,5.6,20,22
7/18/2020 1:40,5.6,22,21
7/18/2020 1:50,5.6,21,22
7/18/2020 2:00,5.6,23,22
7/18/2020 2:10,5.5,24,22
7/18/2020 2:20,5.5,20,21
7/18/2020 2:30,5.5,21,22
7/18/2020 2:40,5.4,21,22
7/18/2020 2:50,5.4,21,22
7/18/2020 3:00,5.4,23,22
7/18/2020 3:10,5.4,22,22
7/18/2020 3:20,5.3,22,22
7/18/2020 3:30,5.3,23,22
7/18/2020 3:40,5.3,21,22
7/18/2020 3:50,5.3,23,22
7/18/2020 4:00,5.2,22,21
7/18/2020 4:10,5.2,24,22
7/18/2020 4:20,5.2,23,22
7/18/2020 4:30,5.2,23,22
7/18/2020 4:40,5.2,21,22
7/18/2020 4:50,5.2,22,22
7/18/2020 5:00,5.1,22,22
7/18/2020 5:10,5.1,22,22
7/18/2020 5:20,5.1,23,22
7/18/2020 5:30,5.1,20,22
7/18/2020 5:40,5.1,22,22
7/18/2020 5:50,5.1,24,22
7/18/2020 6:00,5.1,22,22
7/18/2020 6:10,5.1,22,22
7/18/2020 6:20,5.1,21,22
7/18/2020 6:30,5.1,22,22
7/18/2020 6:40,5.1,21,22
7/18/2020 6:50,5.1,22,22
7/18/2020 7:00,5.1,22,22
7/18/2020 7:10,5.1,21,22
7/18/2020 7:20,5.1,21,22
7/18/2020 7:30,5.1,21,21
7/18/2020 7:40,5.2,22,22
7/18/2020 7:50,5.2,23,22
7/18/2020 8:00,5.3,22,22
7/18/2020 8:10,5.5,21,22
7/18/2020 8:20,5.7,20,21
7/18/2020 8:30,5.9,23,21
7/18/2020 8:40,5.9,21,21
7/18/2020 8:50,6,20,21
7/18/2020 9:00,6.1,23,21
7/18/2020 9:10,6.2,22,21
7/18/2020 9:20,6.5,21,21
7/18/2020 9:30,6.8,19,20
7/18/2020 9:40,6.8,21,21
7/18/2020 9:50,7,21,21
7/18/2020 10:00,7.2,21,20
7/18/2020 10:10,7.3,21,21
7/18/2020 10:20,7.2,20,21
7/18/2020 10:30,7.1,21,21
7/18/2020 10:40,7.3,19,21
7/18/2020 10:50,7.4,19,20
7/18/2020 11:00,7.5,19,20
7/18/2020 11:10,7.6,18,20
7/18/2020 11:20,7.8,19,19
7/18/2020 11:30,8.2,21,20
7/18/2020 11:40,8.1,19,19
7/18/2020 11:50,9.1,18,19
7/18/2020 12:00,9.7,20,19
7/18/2020 12:10,9.6,18,19
7/18/2020 12:20,9.4,17,19
7/18/2020 12:30,9,19,19
7/18/2020 12:40,9.1,19,19
7/18/2020 12:50,9.2,19,19
7/18/2020 13:00,9.7,17,18
7/18/2020 13:10,9.7,18,18
7/18/2020 13:20,9.5,17,18
7/18/2020 13:30,9.5,18,18
7/18/2020 13:40,9.8,18,18
7/18/2020 13:50,9.9,16,18
7/18/2020 14:00,10.1,17,18
7/18/2020 14:10,10.4,16,17
7/18/2020 14:20,10.2,18,18
7/18/2020 14:30,9.7,18,18
7/18/2020 14:40,9.5,18,17
7/18/2020 14:50,9.5,17,18
7/18/2020 15:00,9.4,17,17
7/18/2020 15:10,9,17,17
7/18/2020 15:20,8.9,16,17
7/18/2020 15:30,8.7,16,18
7/18/2020 15:40,8.5,16,17
7/18/2020 15:50,8.4,18,18
7/18/2020 16:00,8.4,17,17
7/18/2020 16:10,8.5,17,18
7/18/2020 16:20,8.4,18,18
7/18/2020 16:30,8.2,16,17
7/18/2020 16:40,8.2,18,18
7/18/2020 16:50,8.2,19,18
7/18/2020 17:00,8.2,16,17
7/18/2020 17:10,8.1,18,18
7/18/2020 17:20,8,18,18
7/18/2020 17:30,7.9,18,18
7/18/2020 17:40,7.9,17,17
7/18/2020 17:50,7.9,18,18
7/18/2020 18:00,7.9,18,18
7/18/2020 18:10,7.9,19,19
7/18/2020 18:20,7.9,18,18
7/18/2020 18:30,7.9,17,18
7/18/2020 18:40,7.8,17,17
7/18/2020 18:50,7.6,16,18
7/18/2020 19:00,7.6,16,18
7/18/2020 19:10,7.7,19,18
7/18/2020 19:20,7.6,19,18
7/18/2020 19:30,7.6,17,18
7/18/2020 19:40,7.5,19,18
7/18/2020 19:50,7.3,19,18
7/18/2020 20:00,7.1,17,18
7/18/2020 20:10,7.1,18,19
7/18/2020 20:20,7,18,18
7/18/2020 20:30,7,18,18
7/18/2020 20:40,6.9,18,18
7/18/2020 20:50,6.9,18,18
7/18/2020 21:00,6.8,19,18
7/18/2020 21:10,6.8,18,19
7/18/2020 21:20,6.7,18,19
7/18/2020 21:30,6.7,19,19
7/18/2020 21:40,6.6,18,19
7/18/2020 21:50,6.6,19,19
7/18/2020 22:00,6.6,18,19
7/18/2020 22:10,6.5,20,19
7/18/2020 22:20,6.5,21,20
7/18/2020 22:30,6.5,20,19
7/18/2020 22:40,6.4,17,19
7/18/2020 22:50,6.4,19,19
7/18/2020 23:00,6.3,19,19
7/18/2020 23:10,6.3,20,20
7/18/2020 23:20,6.2,20,19
7/18/2020 23:30,6.1,18,19
7/18/2020 23:40,6.1,19,20
7/18/2020 23:50,6,19,19
7/19/2020 0:00,6,18,19
7/19/2020 0:10,5.9,20,19
7/19/2020 0:20,5.9,20,19
7/19/2020 0:30,5.9,19,20
7/19/2020 0:40,5.8,21,19
7/19/2020 0:50,5.8,20,20
7/19/2020 1:00,5.8,19,19
7/19/2020 1:10,5.8,18,19
7/19/2020 1:20,5.8,19,20
7/19/2020 1:30,5.8,20,20
7/19/2020 1:40,5.7,19,19
7/19/2020 1:50,5.7,20,20
7/19/2020 2:00,5.8,19,19
7/19/2020 2:10,5.7,19,19
7/19/2020 2:20,5.7,20,20
7/19/2020 2:30,5.7,20,20
7/19/2020 2:40,5.6,20,20
7/19/2020 2:50,5.6,20,19
7/19/2020 3:00,5.6,21,20
7/19/2020 3:10,5.6,21,20
7/19/2020 3:20,5.5,18,20
7/19/2020 3:30,5.5,19,20
7/19/2020 3:40,5.4,19,20
7/19/2020 3:50,5.4,21,20
7/19/2020 4:00,5.4,20,20
7/19/2020 4:10,5.3,20,19
7/19/2020 4:20,5.3,20,19
7/19/2020 4:30,5.3,21,20
7/19/2020 4:40,5.3,23,20
7/19/2020 4:50,5.3,20,20
7/19/2020 5:00,5.3,22,20
7/19/2020 5:10,5.2,19,20
7/19/2020 5:20,5.2,22,20
7/19/2020 5:30,5.2,21,20
7/19/2020 5:40,5.2,20,20
7/19/2020 5:50,5.2,21,20
7/19/2020 6:00,5.1,19,20
7/19/2020 6:10,5.1,18,19
7/19/2020 6:20,5.1,21,20
7/19/2020 6:30,5.1,19,20
7/19/2020 6:40,5.1,21,20
7/19/2020 6:50,5.1,20,20
7/19/2020 7:00,5.1,20,20
7/19/2020 7:10,5.2,17,20
7/19/2020 7:20,5.2,19,20
7/19/2020 7:30,5.3,19,20
7/19/2020 7:40,5.3,20,19
7/19/2020 7:50,5.3,20,20
7/19/2020 8:00,5.4,18,19
7/19/2020 8:10,5.5,19,19
7/19/2020 8:20,5.6,19,20
7/19/2020 8:30,5.6,19,19
7/19/2020 8:40,5.6,21,20
7/19/2020 8:50,5.7,19,19
7/19/2020 9:00,5.8,21,20
7/19/2020 9:10,5.8,17,19
7/19/2020 9:20,5.9,19,19
7/19/2020 9:30,6.1,19,19
7/19/2020 9:40,6.3,19,19
7/19/2020 9:50,6.6,19,19
7/19/2020 10:00,6.5,18,19
7/19/2020 10:10,6.5,20,19
7/19/2020 10:20,6.5,19,19
7/19/2020 10:30,6.5,18,19
7/19/2020 10:40,6.6,19,19
7/19/2020 10:50,6.7,18,18
7/19/2020 11:00,6.6,17,19
7/19/2020 11:10,6.7,18,18
7/19/2020 11:20,7.3,18,18
7/19/2020 11:30,8.3,18,18
7/19/2020 11:40,8.3,17,18
7/19/2020 11:50,9.2,17,17
7/19/2020 12:00,10,18,17
7/19/2020 12:10,10,15,17
7/19/2020 12:20,9.4,17,17
7/19/2020 12:30,9.1,18,17
7/19/2020 12:40,8.9,17,17
7/19/2020 12:50,8.6,16,17
7/19/2020 13:00,8.9,17,17
7/19/2020 13:10,8.7,16,16
7/19/2020 13:20,8.5,17,16
7/19/2020 13:30,8.7,16,17
7/19/2020 13:40,8.8,17,17
7/19/2020 13:50,8.7,16,17
7/19/2020 14:00,8.7,16,16
7/19/2020 14:10,8.8,17,16
7/19/2020 14:20,9,16,16
7/19/2020 14:30,9,15,16
7/19/2020 14:40,8.9,14,16
7/19/2020 14:50,8.8,16,16
7/19/2020 15:00,8.6,15,16
7/19/2020 15:10,8.4,16,16
7/19/2020 15:20,8.5,16,16
7/19/2020 15:30,8.7,15,16
7/19/2020 15:40,8.8,16,15
7/19/2020 15:50,8.9,17,16
7/19/2020 16:00,8.8,16,15
7/19/2020 16:10,8.7,16,15
7/19/2020 16:20,8.7,15,15
7/19/2020 16:30,8.6,14,15
7/19/2020 16:40,8.5,15,16
7/19/2020 16:50,8.3,16,15
7/19/2020 17:00,8.3,15,15
7/19/2020 17:10,8.4,17,16
7/19/2020 17:20,8.3,16,16
7/19/2020 17:30,8.2,14,16
7/19/2020 17:40,8.1,16,15
7/19/2020 17:50,8,15,15
7/19/2020 18:00,7.9,16,15
7/19/2020 18:10,7.9,15,15
7/19/2020 18:20,7.8,15,15
7/19/2020 18:30,7.8,15,15
7/19/2020 18:40,7.7,16,15
7/19/2020 18:50,7.6,14,15
7/19/2020 19:00,7.6,15,16
7/19/2020 19:10,7.5,17,16
7/19/2020 19:20,7.4,16,16
7/19/2020 19:30,7.4,16,16
7/19/2020 19:40,7.3,16,16
7/19/2020 19:50,7.2,16,16
7/19/2020 20:00,7.2,16,16
7/19/2020 20:10,7.1,14,16
7/19/2020 20:20,7,16,16
7/19/2020 20:30,6.9,15,16
7/19/2020 20:40,6.9,16,16
7/19/2020 20:50,6.9,16,16
7/19/2020 21:00,6.8,16,16
7/19/2020 21:10,6.7,16,16
7/19/2020 21:20,6.7,16,16
7/19/2020 21:30,6.6,16,16
7/19/2020 21:40,6.6,16,16
7/19/2020 21:50,6.5,17,16
7/19/2020 22:00,6.5,16,16
7/19/2020 22:10,6.5,17,17
7/19/2020 22:20,6.4,17,16
7/19/2020 22:30,6.3,16,17
7/19/2020 22:40,6.3,17,17
7/19/2020 22:50,6.2,17,17
7/19/2020 23:00,6.2,17,17
7/19/2020 23:10,6.1,17,17
7/19/2020 23:20,6.1,16,17
7/19/2020 23:30,6,18,17
7/19/2020 23:40,6,16,17
7/19/2020 23:50,5.9,18,17
7/20/2020 0:00,5.9,17,17
7/20/2020 0:10,5.9,17,17
7/20/2020 0:20,5.8,18,17
7/20/2020 0:30,5.8,17,17
7/20/2020 0:40,5.7,17,17
7/20/2020 0:50,5.7,17,17
7/20/2020 1:00,5.6,18,17
7/20/2020 1:10,5.6,18,18
7/20/2020 1:20,5.6,18,17
7/20/2020 1:30,5.6,18,17
7/20/2020 1:40,5.5,17,17
7/20/2020 1:50,5.5,17,17
7/20/2020 2:00,5.5,18,17
7/20/2020 2:10,5.4,17,17
7/20/2020 2:20,5.4,16,17
7/20/2020 2:30,5.4,17,17
7/20/2020 2:40,5.4,18,18
7/20/2020 2:50,5.3,17,18
7/20/2020 3:00,5.3,18,17
7/20/2020 3:10,5.3,17,18
7/20/2020 3:20,5.3,17,17
7/20/2020 3:30,5.3,18,18
7/20/2020 3:40,5.2,18,17
7/20/2020 3:50,5.2,18,17
7/20/2020 4:00,5.2,17,17
7/20/2020 4:10,5.2,17,18
7/20/2020 4:20,5.2,18,18
7/20/2020 4:30,5.2,18,18
7/20/2020 4:40,5.2,18,17
7/20/2020 4:50,5.2,17,17
7/20/2020 5:00,5.2,18,18
7/20/2020 5:10,5.2,18,17
7/20/2020 5:20,5.2,18,18
7/20/2020 5:30,5.1,17,18
7/20/2020 5:40,5.1,17,18
7/20/2020 5:50,5.1,18,18
7/20/2020 6:00,5.1,18,18
7/20/2020 6:10,5.1,18,18
7/20/2020 6:20,5,17,17
7/20/2020 6:30,5,17,18
7/20/2020 6:40,5,18,18
7/20/2020 6:50,5,18,18
7/20/2020 7:00,5,18,18
7/20/2020 7:10,5,18,18
7/20/2020 7:20,5.1,18,17
7/20/2020 7:30,5.1,17,17
7/20/2020 7:40,5.1,18,18
7/20/2020 7:50,5.2,18,17
7/20/2020 8:00,5.3,17,18
7/20/2020 8:10,5.5,17,17
7/20/2020 8:20,5.7,17,17
7/20/2020 8:30,5.9,15,17
7/20/2020 8:40,6,16,16
7/20/2020 8:50,6.2,17,16
7/20/2020 9:00,6.2,16,16
7/20/2020 9:10,6.3,17,17
7/20/2020 9:20,6.4,16,16
7/20/2020 9:30,6.5,17,16
7/20/2020 9:40,6.5,16,16
7/20/2020 9:50,6.7,17,16
7/20/2020 10:00,6.8,16,16
7/20/2020 10:10,6.9,16,16
7/20/2020 10:20,7,15,16
7/20/2020 10:30,7.2,15,16
7/20/2020 10:40,7.2,16,16
7/20/2020 10:50,7.3,15,15
7/20/2020 11:00,7.6,16,15
7/20/2020 11:10,7.6,14,15
7/20/2020 11:20,7.8,14,15
7/20/2020 11:30,8.1,14,15
7/20/2020 11:40,8.2,14,14
7/20/2020 11:50,9.1,15,14
7/20/2020 12:00,9.8,14,14
7/20/2020 12:10,10,14,14
7/20/2020 12:20,9.5,14,14
7/20/2020 12:30,9.2,15,15
7/20/2020 12:40,9.3,14,14
7/20/2020 12:50,9.4,14,14
7/20/2020 13:00,9.7,14,14
7/20/2020 13:10,9.9,14,14
7/20/2020 13:20,9.9,14,14
7/20/2020 13:30,9.8,14,14
7/20/2020 13:40,9.8,14,14
7/20/2020 13:50,9.9,14,14
7/20/2020 14:00,10,15,14
7/20/2020 14:10,10.2,13,14
7/20/2020 14:20,10.1,14,14
7/20/2020 14:30,10.2,13,14
7/20/2020 14:40,10.1,14,14
7/20/2020 14:50,10,14,14
7/20/2020 15:00,10.1,14,14
7/20/2020 15:10,10,13,14
7/20/2020 15:20,9.9,14,14
7/20/2020 15:30,9.8,14,14
7/20/2020 15:40,9.7,13,13
7/20/2020 15:50,9.6,13,14
7/20/2020 16:00,9.5,13,13
7/20/2020 16:10,9.4,14,14
7/20/2020 16:20,9.4,14,13
7/20/2020 16:30,9.3,13,13
7/20/2020 16:40,9.1,13,13
7/20/2020 16:50,8.9,13,13
7/20/2020 17:00,8.8,13,13
7/20/2020 17:10,8.7,13,13
7/20/2020 17:20,8.6,13,13
7/20/2020 17:30,8.5,13,14
7/20/2020 17:40,8.3,14,13
7/20/2020 17:50,8.2,13,14
7/20/2020 18:00,8.2,14,14
7/20/2020 18:10,8.2,13,14
7/20/2020 18:20,8,14,14
7/20/2020 18:30,7.9,13,13
7/20/2020 18:40,7.8,14,13
7/20/2020 18:50,7.8,14,14
7/20/2020 19:00,7.6,14,14
7/20/2020 19:10,7.6,13,14
7/20/2020 19:20,7.5,14,14
7/20/2020 19:30,7.4,15,14
7/20/2020 19:40,7.3,14,14
7/20/2020 19:50,7.3,14,14
7/20/2020 20:00,7.2,14,14
7/20/2020 20:10,7.1,14,14
7/20/2020 20:20,7,15,14
7/20/2020 20:30,7,14,14
7/20/2020 20:40,6.9,14,14
7/20/2020 20:50,6.8,14,14
7/20/2020 21:00,6.7,14,14
7/20/2020 21:10,6.7,14,14
7/20/2020 21:20,6.6,14,14
7/20/2020 21:30,6.5,15,15
7/20/2020 21:40,6.5,15,14
7/20/2020 21:50,6.4,14,14
7/20/2020 22:00,6.3,15,15
7/20/2020 22:10,6.3,15,14
7/20/2020 22:20,6.2,14,15
7/20/2020 22:30,6.2,15,15
7/20/2020 22:40,6.1,16,15
7/20/2020 22:50,6,15,15
7/20/2020 23:00,6,14,15
7/20/2020 23:10,5.9,15,15
7/20/2020 23:20,5.9,15,15
7/20/2020 23:30,5.9,15,15
7/20/2020 23:40,5.8,15,15
7/20/2020 23:50,5.8,15,15
7/21/2020 0:00,5.7,16,15
7/21/2020 0:10,5.7,15,15
7/21/2020 0:20,5.6,15,15
7/21/2020 0:30,5.6,16,15
7/21/2020 0:40,5.6,16,15
7/21/2020 0:50,5.5,16,15
7/21/2020 1:00,5.5,16,15
7/21/2020 1:10,5.4,15,15
7/21/2020 1:20,5.4,15,15
7/21/2020 1:30,5.4,16,15
7/21/2020 1:40,5.3,15,15
7/21/2020 1:50,5.3,15,15
7/21/2020 2:00,5.3,16,16
7/21/2020 2:10,5.2,15,15
7/21/2020 2:20,5.2,16,16
7/21/2020 2:30,5.2,16,15
7/21/2020 2:40,5.2,16,15
7/21/2020 2:50,5.1,16,16
7/21/2020 3:00,5.1,16,16
7/21/2020 3:10,5.1,16,16
7/21/2020 3:20,5.1,15,15
7/21/2020 3:30,5.1,16,16
7/21/2020 3:40,5.1,16,16
7/21/2020 3:50,5,15,16
7/21/2020 4:00,5,16,16
7/21/2020 4:10,5,16,16
7/21/2020 4:20,5,16,16
7/21/2020 4:30,4.9,16,16
7/21/2020 4:40,4.9,16,15
7/21/2020 4:50,4.9,16,16
7/21/2020 5:00,4.9,16,16
7/21/2020 5:10,4.9,16,16
7/21/2020 5:20,4.9,16,16
7/21/2020 5:30,4.9,15,16
7/21/2020 5:40,4.9,16,16
7/21/2020 5:50,4.8,16,16
7/21/2020 6:00,4.8,16,16
7/21/2020 6:10,4.8,16,16
7/21/2020 6:20,4.8,15,16
7/21/2020 6:30,4.8,15,16
7/21/2020 6:40,4.7,16,16
7/21/2020 6:50,4.7,15,16
7/21/2020 7:00,4.8,16,16
7/21/2020 7:10,4.8,16,16
7/21/2020 7:20,4.8,16,16
7/21/2020 7:30,4.9,16,16
7/21/2020 7:40,5,16,16
7/21/2020 7:50,5,17,16
7/21/2020 8:00,5.1,15,16
7/21/2020 8:10,5.3,16,15
7/21/2020 8:20,5.6,15,15
7/21/2020 8:30,5.8,15,15
7/21/2020 8:40,5.9,14,15
7/21/2020 8:50,6,15,15
7/21/2020 9:00,6,15,15
7/21/2020 9:10,6.2,15,15
7/21/2020 9:20,6.4,16,15
7/21/2020 9:30,6.6,14,15
7/21/2020 9:40,6.9,15,15
7/21/2020 9:50,7.1,15,15
7/21/2020 10:00,7.3,15,15
7/21/2020 10:10,7.5,15,15
7/21/2020 10:20,7.8,15,15
7/21/2020 10:30,8.1,14,14
7/21/2020 10:40,8.2,15,15
7/21/2020 10:50,8.4,15,14
7/21/2020 11:00,8.5,14,14
7/21/2020 11:10,8.6,15,14
7/21/2020 11:20,8.7,15,14
7/21/2020 11:30,8.5,15,14
7/21/2020 11:40,8.6,13,14
7/21/2020 11:50,9.7,13,14
7/21/2020 12:00,10.1,14,13
7/21/2020 12:10,10.5,13,13
7/21/2020 12:20,10.1,14,13
7/21/2020 12:30,9.8,14,13
7/21/2020 12:40,9.7,14,14
7/21/2020 12:50,9.9,13,13
7/21/2020 13:00,10.3,12,13
7/21/2020 13:10,10.4,14,13
7/21/2020 13:20,10.1,14,13
7/21/2020 13:30,10,13,13
7/21/2020 13:40,10.1,13,13
7/21/2020 13:50,10.2,13,13
7/21/2020 14:00,10.2,13,12
7/21/2020 14:10,10.4,13,13
7/21/2020 14:20,10.4,14,13
7/21/2020 14:30,10.6,13,13
7/21/2020 14:40,10.5,13,13
7/21/2020 14:50,10.4,13,13
7/21/2020 15:00,10.1,12,12
7/21/2020 15:10,9.8,12,12
7/21/2020 15:20,9.7,12,13
7/21/2020 15:30,9.7,11,12
7/21/2020 15:40,9.9,12,12
7/21/2020 15:50,9.7,12,12
7/21/2020 16:00,9.6,11,12
7/21/2020 16:10,9.5,13,12
7/21/2020 16:20,9.4,12,12
7/21/2020 16:30,9.2,12,12
7/21/2020 16:40,9.1,13,12
7/21/2020 16:50,8.9,13,12
7/21/2020 17:00,8.9,12,12
7/21/2020 17:10,8.7,12,12
7/21/2020 17:20,8.6,12,12
7/21/2020 17:30,8.6,13,12
7/21/2020 17:40,8.5,13,12
7/21/2020 17:50,8.5,12,12
7/21/2020 18:00,8.4,12,12
7/21/2020 18:10,8.3,13,13
7/21/2020 18:20,8.2,13,13
7/21/2020 18:30,8.1,12,12
7/21/2020 18:40,8,12,12
7/21/2020 18:50,7.9,13,13
7/21/2020 19:00,7.8,12,13
7/21/2020 19:10,7.7,12,12
7/21/2020 19:20,7.7,13,13
7/21/2020 19:30,7.6,13,13
7/21/2020 19:40,7.6,13,13
7/21/2020 19:50,7.5,13,13
7/21/2020 20:00,7.4,13,13
7/21/2020 20:10,7.3,13,13
7/21/2020 20:20,7.3,13,13
7/21/2020 20:30,7.2,13,13
7/21/2020 20:40,7.1,13,13
7/21/2020 20:50,7,13,13
7/21/2020 21:00,7,14,13
7/21/2020 21:10,6.9,13,13
7/21/2020 21:20,6.8,14,13
7/21/2020 21:30,6.7,13,13
7/21/2020 21:40,6.7,14,13
7/21/2020 21:50,6.6,13,13
7/21/2020 22:00,6.6,14,14
7/21/2020 22:10,6.5,14,13
7/21/2020 22:20,6.5,13,14
7/21/2020 22:30,6.5,14,14
7/21/2020 22:40,6.4,13,14
7/21/2020 22:50,6.3,14,14
7/21/2020 23:00,6.3,13,14
7/21/2020 23:10,6.2,13,14
7/21/2020 23:20,6.2,14,14
7/21/2020 23:30,6.1,14,14
7/21/2020 23:40,6.1,14,14
7/21/2020 23:50,6,14,14
7/22/2020 0:00,6,14,14
7/22/2020 0:10,6,15,14
7/22/2020 0:20,5.9,14,14
7/22/2020 0:30,5.9,14,14
7/22/2020 0:40,5.9,14,14
7/22/2020 0:50,5.8,14,14
7/22/2020 1:00,5.8,14,14
7/22/2020 1:10,5.7,14,14
7/22/2020 1:20,5.7,13,14
7/22/2020 1:30,5.6,14,14
