date,time,voltage_mv,co2_ppm
7/15/21,2:10:00,57.59,191.9666667
7/15/21,2:20:00,57.475,191.5833333
7/15/21,2:30:00,59.955,199.85
7/15/21,2:40:00,56.6,188.6666667
7/15/21,2:50:00,58.585,195.2833333
7/15/21,3:00:00,55.905,186.35
7/15/21,3:10:00,60.315,201.05
7/15/21,3:20:00,55.09,183.6333333
7/15/21,3:30:00,58.52,195.0666667
7/15/21,3:40:00,57.68,192.2666667
7/15/21,3:50:00,55.02,183.4
7/15/21,4:00:00,57.62,192.0666667
7/15/21,4:10:00,55.475,184.9166667
7/15/21,4:20:00,55.225,184.0833333
7/15/21,4:30:00,55.18,183.9333333
7/15/21,4:40:00,54.79,182.6333333
7/15/21,4:50:00,58.88,196.2666667
7/15/21,5:00:00,55.19,183.9666667
7/15/21,5:10:00,58.35,194.5
7/15/21,5:20:00,55.755,185.85
7/15/21,5:30:00,56.065,186.8833333
7/15/21,5:40:00,60.29,200.9666667
7/15/21,5:50:00,57.73,192.4333333
7/15/21,6:00:00,53.25,177.5
7/15/21,6:10:00,54.9,183
7/15/21,6:20:00,57.78,192.6
7/15/21,6:30:00,57.95,193.1666667
7/15/21,6:40:00,55.125,183.75
7/15/21,6:50:00,55.25,184.1666667
7/15/21,7:00:00,54.34,181.1333333
7/15/21,7:10:00,57.255,190.85
7/15/21,7:20:00,55.225,184.0833333
7/15/21,7:30:00,54.985,183.2833333
7/15/21,7:40:00,55.67,185.5666667
7/15/21,7:50:00,50.7,169
7/15/21,8:00:00,53.155,177.1833333
7/15/21,8:10:00,53.275,177.5833333
7/15/21,8:20:00,50.83,169.4333333
7/15/21,8:30:00,48.745,162.4833333
7/15/21,8:40:00,51.915,173.05
7/15/21,8:50:00,49.11,163.7
7/15/21,9:00:00,50.235,167.45
7/15/21,9:10:00,47.38,157.9333333
7/15/21,9:20:00,46.395,154.65
7/15/21,9:30:00,48.135,160.45
7/15/21,9:40:00,46.775,155.9166667
7/15/21,9:50:00,47.8,159.3333333
7/15/21,10:00:00,42.75,142.5
7/15/21,10:10:00,44.975,149.9166667
7/15/21,10:20:00,45.06,150.2
7/15/21,10:30:00,43.905,146.35
7/15/21,10:40:00,41.78,139.2666667
7/15/21,10:50:00,42.15,140.5
7/15/21,11:00:00,42.325,141.0833333
7/15/21,11:10:00,42.255,140.85
7/15/21,11:20:00,45.04,150.1333333
7/15/21,11:30:00,46.745,155.8166667
7/15/21,11:40:00,45.23,150.7666667
7/15/21,11:50:00,43.035,143.45
7/15/21,12:00:00,42.67,142.2333333
7/15/21,12:10:00,46.42,154.7333333
7/15/21,12:20:00,44.9,149.6666667
7/15/21,12:30:00,40.645,135.4833333
7/15/21,12:40:00,46.26,154.2
7/15/21,12:50:00,43.26,144.2
7/15/21,13:00:00,43.26,144.2
7/15/21,13:10:00,46.935,156.45
7/15/21,13:20:00,43.965,146.55
7/15/21,13:30:00,43.645,145.4833333
7/15/21,13:40:00,41.965,139.8833333
7/15/21,13:50:00,44.97,149.9
7/15/21,14:00:00,45.53,151.7666667
7/15/21,14:10:00,43.865,146.2166667
7/15/21,14:20:00,45.405,151.35
7/15/21,14:30:00,45.445,151.4833333
7/15/21,14:40:00,42.925,143.0833333
7/15/21,14:50:00,45.72,152.4
7/15/21,15:00:00,44.205,147.35
7/15/21,15:10:00,45.285,150.95
7/15/21,15:20:00,46.825,156.0833333
7/15/21,15:30:00,43.605,145.35
7/15/21,15:40:00,45.37,151.2333333
7/15/21,15:50:00,47.385,157.95
7/15/21,16:00:00,44.455,148.1833333
7/15/21,16:10:00,45.28,150.9333333
7/15/21,16:20:00,47.695,158.9833333
7/15/21,16:30:00,49.095,163.65
7/15/21,16:40:00,45.58,151.9333333
7/15/21,16:50:00,45.135,150.45
7/15/21,17:00:00,42.86,142.8666667
7/15/21,17:10:00,50.16,167.2
7/15/21,17:20:00,45.745,152.4833333
7/15/21,17:30:00,49.365,164.55
7/15/21,17:40:00,47.96,159.8666667
7/15/21,17:50:00,49.935,166.45
7/15/21,18:00:00,50.43,168.1
7/15/21,18:10:00,50.325,167.75
7/15/21,18:20:00,50.395,167.9833333
7/15/21,18:30:00,53.11,177.0333333
7/15/21,18:40:00,55.35,184.5
7/15/21,18:50:00,54.87,182.9
7/15/21,19:00:00,52.695,175.65
7/15/21,19:10:00,55.895,186.3166667
7/15/21,19:20:00,50.86,169.5333333
7/15/21,19:30:00,51.66,172.2
7/15/21,19:40:00,50.25,167.5
7/15/21,19:50:00,46.875,156.25
7/15/21,20:00:00,51.595,171.9833333
7/15/21,20:10:00,50.23,167.4333333
7/15/21,20:20:00,50.08,166.9333333
7/15/21,20:30:00,55.075,183.5833333
7/15/21,20:40:00,55.85,186.1666667
7/15/21,20:50:00,54.205,180.6833333
7/15/21,21:00:00,54.465,181.55
7/15/21,21:10:00,55.34,184.4666667
7/15/21,21:20:00,54.645,182.15
7/15/21,21:30:00,55.135,183.7833333
7/15/21,21:40:00,53.05,176.8333333
7/15/21,21:50:00,52.85,176.1666667
7/15/21,22:00:00,51.985,173.2833333
7/15/21,22:10:00,50.18,167.2666667
7/15/21,22:20:00,52.67,175.5666667
7/15/21,22:30:00,53.02,176.7333333
7/15/21,22:40:00,54.405,181.35
7/15/21,22:50:00,54.42,181.4
7/15/21,23:00:00,54.875,182.9166667
7/15/21,23:10:00,50.25,167.5
7/15/21,23:20:00,51.635,172.1166667
7/15/21,23:30:00,50.185,167.2833333
7/15/21,23:40:00,50.415,168.05
7/15/21,23:50:00,55.255,184.1833333
7/16/21,0:00:00,52.77,175.9
7/16/21,0:10:00,52.7,175.6666667
7/16/21,0:20:00,55.16,183.8666667
7/16/21,0:30:00,52.655,175.5166667
7/16/21,0:40:00,52.885,176.2833333
7/16/21,0:50:00,53.085,176.95
7/16/21,1:00:00,48.53,161.7666667
7/16/21,1:10:00,50.105,167.0166667
7/16/21,1:20:00,51.145,170.4833333
7/16/21,1:30:00,51.08,170.2666667
7/16/21,1:40:00,51.145,170.4833333
7/16/21,1:50:00,47.905,159.6833333
7/16/21,2:00:00,47.85,159.5
7/16/21,2:10:00,49.51,165.0333333
7/16/21,2:20:00,50.04,166.8
7/16/21,2:30:00,47.72,159.0666667
7/16/21,2:40:00,47.625,158.75
7/16/21,2:50:00,47.91,159.7
7/16/21,3:00:00,47.165,157.2166667
7/16/21,3:10:00,48.615,162.05
7/16/21,3:20:00,47.67,158.9
7/16/21,3:30:00,47.55,158.5
7/16/21,3:40:00,48.525,161.75
7/16/21,3:50:00,42.8,142.6666667
7/16/21,4:00:00,48.945,163.15
7/16/21,4:10:00,45.55,151.8333333
7/16/21,4:20:00,47.725,159.0833333
7/16/21,4:30:00,42.535,141.7833333
7/16/21,4:40:00,46.09,153.6333333
7/16/21,4:50:00,47.455,158.1833333
7/16/21,5:00:00,47.585,158.6166667
7/16/21,5:10:00,47.595,158.65
7/16/21,5:20:00,45.215,150.7166667
7/16/21,5:30:00,48.335,161.1166667
7/16/21,5:40:00,46.98,156.6
7/16/21,5:50:00,47.615,158.7166667
7/16/21,6:00:00,46.905,156.35
7/16/21,6:10:00,50.095,166.9833333
7/16/21,6:20:00,45.115,150.3833333
7/16/21,6:30:00,47.67,158.9
7/16/21,6:40:00,47.73,159.1
7/16/21,6:50:00,43.355,144.5166667
7/16/21,7:00:00,47.555,158.5166667
7/16/21,7:10:00,45.2,150.6666667
7/16/21,7:20:00,47.015,156.7166667
7/16/21,7:30:00,47.985,159.95
7/16/21,7:40:00,44.77,149.2333333
7/16/21,7:50:00,45.63,152.1
7/16/21,8:00:00,48.175,160.5833333
7/16/21,8:10:00,50.895,169.65
7/16/21,8:20:00,46.115,153.7166667
7/16/21,8:30:00,47.97,159.9
7/16/21,8:40:00,48.97,163.2333333
7/16/21,8:50:00,45.24,150.8
7/16/21,9:00:00,51.515,171.7166667
7/16/21,9:10:00,47.47,158.2333333
7/16/21,9:20:00,45.99,153.3
7/16/21,9:30:00,44.955,149.85
7/16/21,9:40:00,43.535,145.1166667
7/16/21,9:50:00,40.495,134.9833333
7/16/21,10:00:00,40.83,136.1
7/16/21,10:10:00,39.98,133.2666667
7/16/21,10:20:00,41.265,137.55
7/16/21,10:30:00,39.445,131.4833333
7/16/21,10:40:00,40.965,136.55
7/16/21,10:50:00,41.595,138.65
7/16/21,11:00:00,40.86,136.2
7/16/21,11:10:00,44.015,146.7166667
7/16/21,11:20:00,42.89,142.9666667
7/16/21,11:30:00,44.505,148.35
7/16/21,11:40:00,39.32,131.0666667
7/16/21,11:50:00,42.79,142.6333333
7/16/21,12:00:00,41.905,139.6833333
7/16/21,12:10:00,44.14,147.1333333
7/16/21,12:20:00,46.935,156.45
7/16/21,12:30:00,44.935,149.7833333
7/16/21,12:40:00,42.74,142.4666667
7/16/21,12:50:00,40.71,135.7
7/16/21,13:00:00,44.71,149.0333333
7/16/21,13:10:00,44.79,149.3
7/16/21,13:20:00,40.795,135.9833333
7/16/21,13:30:00,40.755,135.85
7/16/21,13:40:00,40.905,136.35
7/16/21,13:50:00,42.855,142.85
7/16/21,14:00:00,43.805,146.0166667
7/16/21,14:10:00,47.73,159.1
7/16/21,14:20:00,42.045,140.15
7/16/21,14:30:00,39.935,133.1166667
7/16/21,14:40:00,42.47,141.5666667
7/16/21,14:50:00,43.3,144.3333333
7/16/21,15:00:00,42.705,142.35
7/16/21,15:10:00,42.225,140.75
7/16/21,15:20:00,42.545,141.8166667
7/16/21,15:30:00,39.805,132.6833333
7/16/21,15:40:00,43.385,144.6166667
7/16/21,15:50:00,46.075,153.5833333
7/16/21,16:00:00,43.9,146.3333333
7/16/21,16:10:00,44.415,148.05
7/16/21,16:20:00,42.06,140.2
7/16/21,16:30:00,47.39,157.9666667
7/16/21,16:40:00,44.3,147.6666667
7/16/21,16:50:00,44.98,149.9333333
7/16/21,17:00:00,44.895,149.65
7/16/21,17:10:00,42.84,142.8
7/16/21,17:20:00,44.99,149.9666667
7/16/21,17:30:00,44.725,149.0833333
7/16/21,17:40:00,44.17,147.2333333
7/16/21,17:50:00,45.57,151.9
7/16/21,18:00:00,45.805,152.6833333
7/16/21,18:10:00,49.305,164.35
7/16/21,18:20:00,46.93,156.4333333
7/16/21,18:30:00,45.21,150.7
7/16/21,18:40:00,48.43,161.4333333
7/16/21,18:50:00,47.63,158.7666667
7/16/21,19:00:00,49.84,166.1333333
7/16/21,19:10:00,52.18,173.9333333
7/16/21,19:20:00,50.53,168.4333333
7/16/21,19:30:00,50.745,169.15
7/16/21,19:40:00,52.665,175.55
7/16/21,19:50:00,54.53,181.7666667
7/16/21,20:00:00,54.985,183.2833333
7/16/21,20:10:00,56.115,187.05
7/16/21,20:20:00,53.115,177.05
7/16/21,20:30:00,53.88,179.6
7/16/21,20:40:00,58.77,195.9
7/16/21,20:50:00,55,183.3333333
7/16/21,21:00:00,52.47,174.9
7/16/21,21:10:00,58.285,194.2833333
7/16/21,21:20:00,57.745,192.4833333
7/16/21,21:30:00,57.515,191.7166667
7/16/21,21:40:00,54.73,182.4333333
7/16/21,21:50:00,57.96,193.2
7/16/21,22:00:00,61.165,203.8833333
7/16/21,22:10:00,57.98,193.2666667
7/16/21,22:20:00,60.34,201.1333333
7/16/21,22:30:00,57.675,192.25
7/16/21,22:40:00,57.285,190.95
7/16/21,22:50:00,57.145,190.4833333
7/16/21,23:00:00,57.635,192.1166667
7/16/21,23:10:00,60.655,202.1833333
7/16/21,23:20:00,57.04,190.1333333
7/16/21,23:30:00,57.835,192.7833333
7/16/21,23:40:00,56.885,189.6166667
7/16/21,23:50:00,62.38,207.9333333
7/17/21,0:00:00,55.83,186.1
7/17/21,0:10:00,57.28,190.9333333
7/17/21,0:20:00,56.945,189.8166667
7/17/21,0:30:00,52.965,176.55
7/17/21,0:40:00,55.61,185.3666667
7/17/21,0:50:00,52.15,173.8333333
7/17/21,1:00:00,51.92,173.0666667
7/17/21,1:10:00,52.735,175.7833333
7/17/21,1:20:00,50.83,169.4333333
7/17/21,1:30:00,53.155,177.1833333
7/17/21,1:40:00,50.065,166.8833333
7/17/21,1:50:00,48.215,160.7166667
7/17/21,2:00:00,52.1,173.6666667
7/17/21,2:10:00,48.115,160.3833333
7/17/21,2:20:00,50.765,169.2166667
7/17/21,2:30:00,49.515,165.05
7/17/21,2:40:00,49.89,166.3
7/17/21,2:50:00,47.505,158.35
7/17/21,3:00:00,49.38,164.6
7/17/21,3:10:00,49.935,166.45
7/17/21,3:20:00,50.94,169.8
7/17/21,3:30:00,49.28,164.2666667
7/17/21,3:40:00,49.29,164.3
7/17/21,3:50:00,51.435,171.45
7/17/21,4:00:00,49.76,165.8666667
7/17/21,4:10:00,50.555,168.5166667
7/17/21,4:20:00,47.76,159.2
7/17/21,4:30:00,51.515,171.7166667
7/17/21,4:40:00,50.055,166.85
7/17/21,4:50:00,47.125,157.0833333
7/17/21,5:00:00,50.325,167.75
7/17/21,5:10:00,49.515,165.05
7/17/21,5:20:00,49.805,166.0166667
7/17/21,5:30:00,50.13,167.1
7/17/21,5:40:00,50.865,169.55
7/17/21,5:50:00,48.37,161.2333333
7/17/21,6:00:00,47.61,158.7
7/17/21,6:10:00,47.3,157.6666667
7/17/21,6:20:00,48.685,162.2833333
7/17/21,6:30:00,45.22,150.7333333
7/17/21,6:40:00,49.665,165.55
7/17/21,6:50:00,42.985,143.2833333
7/17/21,7:00:00,46.775,155.9166667
7/17/21,7:10:00,43.87,146.2333333
7/17/21,7:20:00,47.605,158.6833333
7/17/21,7:30:00,44.955,149.85
7/17/21,7:40:00,46.34,154.4666667
7/17/21,7:50:00,45.105,150.35
7/17/21,8:00:00,46.775,155.9166667
7/17/21,8:10:00,42.875,142.9166667
7/17/21,8:20:00,44.795,149.3166667
7/17/21,8:30:00,43.445,144.8166667
7/17/21,8:40:00,46.65,155.5
7/17/21,8:50:00,42.245,140.8166667
7/17/21,9:00:00,44.93,149.7666667
7/17/21,9:10:00,45.425,151.4166667
7/17/21,9:20:00,46.24,154.1333333
7/17/21,9:30:00,41.86,139.5333333
7/17/21,9:40:00,43.67,145.5666667
7/17/21,9:50:00,40.495,134.9833333
7/17/21,10:00:00,40.705,135.6833333
7/17/21,10:10:00,39.04,130.1333333
7/17/21,10:20:00,38.125,127.0833333
7/17/21,10:30:00,38.35,127.8333333
7/17/21,10:40:00,44.59,148.6333333
7/17/21,10:50:00,40.57,135.2333333
7/17/21,11:00:00,43.82,146.0666667
7/17/21,11:10:00,44.08,146.9333333
7/17/21,11:20:00,47.265,157.55
7/17/21,11:30:00,50.105,167.0166667
7/17/21,11:40:00,47.755,159.1833333
7/17/21,11:50:00,49.56,165.2
7/17/21,12:00:00,48.415,161.3833333
7/17/21,12:10:00,47.96,159.8666667
7/17/21,12:20:00,46.41,154.7
7/17/21,12:30:00,43.605,145.35
7/17/21,12:40:00,42.955,143.1833333
7/17/21,12:50:00,42.6,142
7/17/21,13:00:00,43.225,144.0833333
7/17/21,13:10:00,40.795,135.9833333
7/17/21,13:20:00,42.545,141.8166667
7/17/21,13:30:00,41.77,139.2333333
7/17/21,13:40:00,39.91,133.0333333
7/17/21,13:50:00,40.48,134.9333333
7/17/21,14:00:00,44.91,149.7
7/17/21,14:10:00,44.7,149
7/17/21,14:20:00,48.73,162.4333333
7/17/21,14:30:00,47.16,157.2
7/17/21,14:40:00,51.39,171.3
7/17/21,14:50:00,45.855,152.85
7/17/21,15:00:00,47.41,158.0333333
7/17/21,15:10:00,48.145,160.4833333
7/17/21,15:20:00,45.365,151.2166667
7/17/21,15:30:00,42.69,142.3
7/17/21,15:40:00,42.34,141.1333333
7/17/21,15:50:00,44.785,149.2833333
7/17/21,16:00:00,46.75,155.8333333
7/17/21,16:10:00,42.48,141.6
7/17/21,16:20:00,41.1,137
7/17/21,16:30:00,42.05,140.1666667
7/17/21,16:40:00,42.88,142.9333333
7/17/21,16:50:00,42.76,142.5333333
7/17/21,17:00:00,44.73,149.1
7/17/21,17:10:00,45.65,152.1666667
7/17/21,17:20:00,48.075,160.25
7/17/21,17:30:00,48.03,160.1
7/17/21,17:40:00,44.925,149.75
7/17/21,17:50:00,46.135,153.7833333
7/17/21,18:00:00,47.075,156.9166667
7/17/21,18:10:00,50.01,166.7
7/17/21,18:20:00,44.525,148.4166667
7/17/21,18:30:00,46.575,155.25
7/17/21,18:40:00,47.755,159.1833333
7/17/21,18:50:00,49.15,163.8333333
7/17/21,19:00:00,53.82,179.4
7/17/21,19:10:00,50.29,167.6333333
7/17/21,19:20:00,53.03,176.7666667
7/17/21,19:30:00,51.83,172.7666667
7/17/21,19:40:00,52.905,176.35
7/17/21,19:50:00,55.965,186.55
7/17/21,20:00:00,54.23,180.7666667
7/17/21,20:10:00,53.29,177.6333333
7/17/21,20:20:00,52.885,176.2833333
7/17/21,20:30:00,54.005,180.0166667
7/17/21,20:40:00,56.365,187.8833333
7/17/21,20:50:00,56.985,189.95
7/17/21,21:00:00,54.84,182.8
7/17/21,21:10:00,53.99,179.9666667
7/17/21,21:20:00,57.1,190.3333333
7/17/21,21:30:00,54.815,182.7166667
7/17/21,21:40:00,51.82,172.7333333
7/17/21,21:50:00,53.4,178
7/17/21,22:00:00,52.045,173.4833333
7/17/21,22:10:00,54.865,182.8833333
7/17/21,22:20:00,55.445,184.8166667
7/17/21,22:30:00,49.97,166.5666667
7/17/21,22:40:00,54.105,180.35
7/17/21,22:50:00,51.16,170.5333333
7/17/21,23:00:00,53.975,179.9166667
7/17/21,23:10:00,52.875,176.25
7/17/21,23:20:00,52.91,176.3666667
7/17/21,23:30:00,51.755,172.5166667
7/17/21,23:40:00,51.595,171.9833333
7/17/21,23:50:00,55.14,183.8
7/18/21,0:00:00,51.195,170.65
7/18/21,0:10:00,52.275,174.25
7/18/21,0:20:00,54.695,182.3166667
7/18/21,0:30:00,47.905,159.6833333
7/18/21,0:40:00,52.62,175.4
7/18/21,0:50:00,52.225,174.0833333
7/18/21,1:00:00,49.445,164.8166667
7/18/21,1:10:00,52.37,174.5666667
7/18/21,1:20:00,49.545,165.15
7/18/21,1:30:00,46.965,156.55
7/18/21,1:40:00,52.53,175.1
7/18/21,1:50:00,47.98,159.9333333
7/18/21,2:00:00,46.56,155.2
7/18/21,2:10:00,45.03,150.1
7/18/21,2:20:00,47.52,158.4
7/18/21,2:30:00,48.46,161.5333333
7/18/21,2:40:00,49.185,163.95
7/18/21,2:50:00,48.505,161.6833333
7/18/21,3:00:00,47.375,157.9166667
7/18/21,3:10:00,46.165,153.8833333
7/18/21,3:20:00,45.465,151.55
7/18/21,3:30:00,47.39,157.9666667
7/18/21,3:40:00,47.86,159.5333333
7/18/21,3:50:00,47.145,157.15
7/18/21,4:00:00,46.605,155.35
7/18/21,4:10:00,48.425,161.4166667
7/18/21,4:20:00,47.63,158.7666667
7/18/21,4:30:00,45.44,151.4666667
7/18/21,4:40:00,47.265,157.55
7/18/21,4:50:00,49.625,165.4166667
7/18/21,5:00:00,50.935,169.7833333
7/18/21,5:10:00,47.67,158.9
7/18/21,5:20:00,44.7,149
7/18/21,5:30:00,47.43,158.1
7/18/21,5:40:00,52.31,174.3666667
7/18/21,5:50:00,47.77,159.2333333
7/18/21,6:00:00,46.64,155.4666667
7/18/21,6:10:00,47.005,156.6833333
7/18/21,6:20:00,49.07,163.5666667
7/18/21,6:30:00,44.67,148.9
7/18/21,6:40:00,47.295,157.65
7/18/21,6:50:00,46.62,155.4
7/18/21,7:00:00,44.855,149.5166667
7/18/21,7:10:00,42.765,142.55
7/18/21,7:20:00,44.86,149.5333333
7/18/21,7:30:00,44.935,149.7833333
7/18/21,7:40:00,42.925,143.0833333
7/18/21,7:50:00,47.185,157.2833333
7/18/21,8:00:00,47.295,157.65
7/18/21,8:10:00,46.845,156.15
7/18/21,8:20:00,48.54,161.8
7/18/21,8:30:00,48.465,161.55
7/18/21,8:40:00,46.405,154.6833333
7/18/21,8:50:00,46.42,154.7333333
7/18/21,9:00:00,49.765,165.8833333
7/18/21,9:10:00,47.58,158.6
7/18/21,9:20:00,44.535,148.45
7/18/21,9:30:00,46.575,155.25
7/18/21,9:40:00,43.16,143.8666667
7/18/21,9:50:00,44.125,147.0833333
7/18/21,10:00:00,44.05,146.8333333
7/18/21,10:10:00,46.49,154.9666667
7/18/21,10:20:00,47.23,157.4333333
7/18/21,10:30:00,42.055,140.1833333
7/18/21,10:40:00,40.165,133.8833333
7/18/21,10:50:00,39.315,131.05
7/18/21,11:00:00,42.36,141.2
7/18/21,11:10:00,41.205,137.35
7/18/21,11:20:00,42.17,140.5666667
7/18/21,11:30:00,47.915,159.7166667
7/18/21,11:40:00,43.1,143.6666667
7/18/21,11:50:00,43.835,146.1166667
7/18/21,12:00:00,45.58,151.9333333
7/18/21,12:10:00,45.615,152.05
7/18/21,12:20:00,44.8,149.3333333
7/18/21,12:30:00,44.23,147.4333333
7/18/21,12:40:00,45.11,150.3666667
7/18/21,12:50:00,42.88,142.9333333
7/18/21,13:00:00,44.19,147.3
7/18/21,13:10:00,46.885,156.2833333
7/18/21,13:20:00,45.94,153.1333333
7/18/21,13:30:00,44.41,148.0333333
7/18/21,13:40:00,41.995,139.9833333
7/18/21,13:50:00,46.195,153.9833333
7/18/21,14:00:00,44.56,148.5333333
7/18/21,14:10:00,43.75,145.8333333
7/18/21,14:20:00,42.735,142.45
7/18/21,14:30:00,44.97,149.9
7/18/21,14:40:00,45.3,151
7/18/21,14:50:00,44.945,149.8166667
7/18/21,15:00:00,45.335,151.1166667
7/18/21,15:10:00,45.045,150.15
7/18/21,15:20:00,43.995,146.65
7/18/21,15:30:00,46.81,156.0333333
7/18/21,15:40:00,49.045,163.4833333
7/18/21,15:50:00,47.375,157.9166667
7/18/21,16:00:00,47.43,158.1
7/18/21,16:10:00,49.08,163.6
7/18/21,16:20:00,46.63,155.4333333
7/18/21,16:30:00,49.555,165.1833333
7/18/21,16:40:00,47.875,159.5833333
7/18/21,16:50:00,47.81,159.3666667
7/18/21,17:00:00,44.84,149.4666667
7/18/21,17:10:00,51.305,171.0166667
7/18/21,17:20:00,48.245,160.8166667
7/18/21,17:30:00,51.42,171.4
7/18/21,17:40:00,50.69,168.9666667
7/18/21,17:50:00,50.49,168.3
7/18/21,18:00:00,52.18,173.9333333
7/18/21,18:10:00,52.68,175.6
7/18/21,18:20:00,52.87,176.2333333
7/18/21,18:30:00,52.25,174.1666667
7/18/21,18:40:00,58.23,194.1
7/18/21,18:50:00,52.815,176.05
7/18/21,19:00:00,60.015,200.05
7/18/21,19:10:00,57.915,193.05
7/18/21,19:20:00,59.62,198.7333333
7/18/21,19:30:00,63.015,210.05
7/18/21,19:40:00,65.045,216.8166667
7/18/21,19:50:00,65.23,217.4333333
7/18/21,20:00:00,62.35,207.8333333
7/18/21,20:10:00,62.455,208.1833333
7/18/21,20:20:00,65.105,217.0166667
7/18/21,20:30:00,65.715,219.05
7/18/21,20:40:00,64.92,216.4
7/18/21,20:50:00,62.395,207.9833333
7/18/21,21:00:00,60.93,203.1
7/18/21,21:10:00,61.995,206.65
7/18/21,21:20:00,63.525,211.75
7/18/21,21:30:00,60.28,200.9333333
7/18/21,21:40:00,58.495,194.9833333
7/18/21,21:50:00,59.545,198.4833333
7/18/21,22:00:00,61.15,203.8333333
7/18/21,22:10:00,61.795,205.9833333
7/18/21,22:20:00,60.39,201.3
7/18/21,22:30:00,58.52,195.0666667
7/18/21,22:40:00,57.68,192.2666667
7/18/21,22:50:00,59.63,198.7666667
7/18/21,23:00:00,54.67,182.2333333
7/18/21,23:10:00,56.94,189.8
7/18/21,23:20:00,54.95,183.1666667
7/18/21,23:30:00,56,186.6666667
7/18/21,23:40:00,52.47,174.9
7/18/21,23:50:00,54.56,181.8666667
7/19/21,0:00:00,56.48,188.2666667
7/19/21,0:10:00,49.6,165.3333333
7/19/21,0:20:00,55.025,183.4166667
7/19/21,0:30:00,51.765,172.55
7/19/21,0:40:00,54.41,181.3666667
7/19/21,0:50:00,48.515,161.7166667
7/19/21,1:00:00,54.57,181.9
7/19/21,1:10:00,49.78,165.9333333
7/19/21,1:20:00,49.495,164.9833333
7/19/21,1:30:00,51.27,170.9
7/19/21,1:40:00,48.895,162.9833333
7/19/21,1:50:00,49.78,165.9333333
7/19/21,2:00:00,45.81,152.7
7/19/21,2:10:00,47.18,157.2666667
7/19/21,2:20:00,50.79,169.3
7/19/21,2:30:00,47.22,157.4
7/19/21,2:40:00,47.155,157.1833333
7/19/21,2:50:00,49.555,165.1833333
7/19/21,3:00:00,44.78,149.2666667
7/19/21,3:10:00,45.99,153.3
7/19/21,3:20:00,45.585,151.95
7/19/21,3:30:00,46.305,154.35
7/19/21,3:40:00,44.98,149.9333333
7/19/21,3:50:00,45.14,150.4666667
7/19/21,4:00:00,46.905,156.35
7/19/21,4:10:00,42.53,141.7666667
7/19/21,4:20:00,47.495,158.3166667
7/19/21,4:30:00,47.12,157.0666667
