sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
4338,7/16/21 13:50,5.7,188,188,7/16/21 13:50
4339,7/16/21 14:00,5.4,188,188,7/16/21 14:00
4340,7/16/21 14:10,5.2,188,188,7/16/21 14:10
4341,7/16/21 14:20,5.1,187,188,7/16/21 14:20
4342,7/16/21 14:30,5,187,187,7/16/21 14:30
4343,7/16/21 14:40,4.9,187,187,7/16/21 14:40
4344,7/16/21 14:50,4.8,187,187,7/16/21 14:50
4345,7/16/21 15:00,4.8,186,187,7/16/21 15:00
4346,7/16/21 15:10,4.7,186,186,7/16/21 15:10
4347,7/16/21 15:20,4.7,187,187,7/16/21 15:20
4348,7/16/21 15:30,4.6,186,186,7/16/21 15:30
4349,7/16/21 15:40,4.6,185,186,7/16/21 15:40
4350,7/16/21 15:50,4.6,185,186,7/16/21 15:50
4351,7/16/21 16:00,4.6,185,185,7/16/21 16:00
4352,7/16/21 16:10,4.6,185,185,7/16/21 16:10
4353,7/16/21 16:20,4.6,185,185,7/16/21 16:20
4354,7/16/21 16:30,4.6,185,185,7/16/21 16:30
4355,7/16/21 16:40,4.6,185,185,7/16/21 16:40
4356,7/16/21 16:50,4.6,185,185,7/16/21 16:50
4357,7/16/21 17:00,4.6,185,185,7/16/21 17:00
4358,7/16/21 17:10,4.6,184,185,7/16/21 17:10
4359,7/16/21 17:20,4.6,185,185,7/16/21 17:20
4360,7/16/21 17:30,4.6,185,185,7/16/21 17:30
4361,7/16/21 17:40,4.6,185,185,7/16/21 17:40
4362,7/16/21 17:50,4.6,185,185,7/16/21 17:50
4363,7/16/21 18:00,4.5,185,185,7/16/21 18:00
4364,7/16/21 18:10,4.5,184,185,7/16/21 18:10
4365,7/16/21 18:20,4.5,185,185,7/16/21 18:20
4366,7/16/21 18:30,4.4,185,185,7/16/21 18:30
4367,7/16/21 18:40,4.4,184,185,7/16/21 18:40
4368,7/16/21 18:50,4.4,184,184,7/16/21 18:50
4369,7/16/21 19:00,4.4,183,184,7/16/21 19:00
4370,7/16/21 19:10,4.3,183,183,7/16/21 19:10
