sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3
191,08/13/2020 00:40:00,5.3,68,68
192,08/13/2020 00:50:00,5.3,68,68
193,08/13/2020 01:00:00,5.2,68,68
194,08/13/2020 01:10:00,5.2,68,68
195,08/13/2020 01:20:00,5.2,68,68
196,08/13/2020 01:30:00,5.1,69,69
197,08/13/2020 01:40:00,5.1,68,69
198,08/13/2020 01:50:00,5.0,69,69
199,08/13/2020 02:00:00,5.0,69,69
200,08/13/2020 02:10:00,4.9,69,69
201,08/13/2020 02:20:00,4.9,69,69
202,08/13/2020 02:30:00,4.8,69,69
203,08/13/2020 02:40:00,4.8,69,69
204,08/13/2020 02:50:00,4.7,69,69
205,08/13/2020 03:00:00,4.7,69,69
206,08/13/2020 03:10:00,4.6,69,69
207,08/13/2020 03:20:00,4.6,69,69
208,08/13/2020 03:30:00,4.6,69,69
209,08/13/2020 03:40:00,4.6,69,69
210,08/13/2020 03:50:00,4.6,69,69
211,08/13/2020 04:00:00,4.6,69,69
212,08/13/2020 04:10:00,4.6,69,69
213,08/13/2020 04:20:00,4.6,69,69
214,08/13/2020 04:30:00,4.6,69,69
215,08/13/2020 04:40:00,4.6,69,69
216,08/13/2020 04:50:00,4.6,69,69
217,08/13/2020 05:00:00,4.6,69,69
218,08/13/2020 05:10:00,4.5,69,69
219,08/13/2020 05:20:00,4.5,69,69
220,08/13/2020 05:30:00,4.5,69,69
221,08/13/2020 05:40:00,4.5,69,69
222,08/13/2020 05:50:00,4.5,69,69
223,08/13/2020 06:00:00,4.4,69,69
224,08/13/2020 06:10:00,4.4,69,69
225,08/13/2020 06:20:00,4.4,69,69
226,08/13/2020 06:30:00,4.4,69,69
227,08/13/2020 06:40:00,4.4,69,69
228,08/13/2020 06:50:00,4.4,69,69
229,08/13/2020 07:00:00,4.4,69,69
230,08/13/2020 07:10:00,4.4,69,69
231,08/13/2020 07:20:00,4.4,69,69
232,08/13/2020 07:30:00,4.4,69,69
233,08/13/2020 07:40:00,4.4,69,69
234,08/13/2020 07:50:00,4.4,69,69
235,08/13/2020 08:00:00,4.4,69,69
236,08/13/2020 08:10:00,4.4,69,69
237,08/13/2020 08:20:00,4.4,69,69
238,08/13/2020 08:30:00,4.4,69,69
239,08/13/2020 08:40:00,4.5,69,69
240,08/13/2020 08:50:00,4.5,69,69
241,08/13/2020 09:00:00,4.5,69,69
242,08/13/2020 09:10:00,4.6,69,69
243,08/13/2020 09:20:00,4.6,69,69
244,08/13/2020 09:30:00,4.6,69,69
245,08/13/2020 09:40:00,4.7,69,69
246,08/13/2020 09:50:00,4.8,68,68
247,08/13/2020 10:00:00,4.8,68,68
248,08/13/2020 10:10:00,4.9,68,68
249,08/13/2020 10:20:00,5.0,68,68
250,08/13/2020 10:30:00,5.0,68,68
251,08/13/2020 10:40:00,5.1,68,68
252,08/13/2020 10:50:00,5.2,67,68
253,08/13/2020 11:00:00,5.3,67,67
254,08/13/2020 11:10:00,5.3,67,67
255,08/13/2020 11:20:00,5.5,67,67
256,08/13/2020 11:30:00,5.6,66,67
257,08/13/2020 11:40:00,5.7,66,66
258,08/13/2020 11:50:00,5.9,66,66
259,08/13/2020 12:00:00,6.1,66,66
260,08/13/2020 12:10:00,6.3,66,66
261,08/13/2020 12:20:00,6.6,66,66
262,08/13/2020 12:30:00,6.9,65,66
263,08/13/2020 12:40:00,7.1,64,64
264,08/13/2020 12:50:00,7.2,64,64
265,08/13/2020 13:00:00,7.4,64,64
266,08/13/2020 13:10:00,7.6,65,65
267,08/13/2020 13:20:00,7.8,65,65
268,08/13/2020 13:30:00,7.8,64,64
269,08/13/2020 13:40:00,7.8,64,64
270,08/13/2020 13:50:00,7.8,64,64
271,08/13/2020 14:00:00,7.8,64,64
272,08/13/2020 14:10:00,7.8,64,64
273,08/13/2020 14:20:00,7.7,64,64
274,08/13/2020 14:30:00,7.7,64,64
275,08/13/2020 14:40:00,7.6,64,64
276,08/13/2020 14:50:00,7.5,64,64
277,08/13/2020 15:00:00,7.5,64,64
278,08/13/2020 15:10:00,7.5,64,64
279,08/13/2020 15:20:00,7.5,64,64
280,08/13/2020 15:30:00,7.5,64,64
281,08/13/2020 15:40:00,7.5,64,64
282,08/13/2020 15:50:00,7.4,65,64
283,08/13/2020 16:00:00,7.4,64,64
284,08/13/2020 16:10:00,7.4,64,64
285,08/13/2020 16:20:00,7.3,64,64
286,08/13/2020 16:30:00,7.3,64,64
287,08/13/2020 16:40:00,7.3,64,64
288,08/13/2020 16:50:00,7.3,64,64
289,08/13/2020 17:00:00,7.2,65,64
290,08/13/2020 17:10:00,7.2,64,64
291,08/13/2020 17:20:00,7.2,65,65
292,08/13/2020 17:30:00,7.1,65,65
293,08/13/2020 17:40:00,7.1,65,65
294,08/13/2020 17:50:00,7.1,65,65
295,08/13/2020 18:00:00,7.0,65,65
296,08/13/2020 18:10:00,7.0,65,65
297,08/13/2020 18:20:00,7.0,65,65
298,08/13/2020 18:30:00,6.9,66,65
299,08/13/2020 18:40:00,6.9,66,66
300,08/13/2020 18:50:00,6.9,66,66
301,08/13/2020 19:00:00,6.9,66,66
302,08/13/2020 19:10:00,6.8,66,66
303,08/13/2020 19:20:00,6.8,66,66
304,08/13/2020 19:30:00,6.7,66,66
305,08/13/2020 19:40:00,6.7,66,66
306,08/13/2020 19:50:00,6.6,66,66
307,08/13/2020 20:00:00,6.6,66,66
308,08/13/2020 20:10:00,6.5,67,67
309,08/13/2020 20:20:00,6.5,67,67
310,08/13/2020 20:30:00,6.5,67,67
311,08/13/2020 20:40:00,6.4,67,67
312,08/13/2020 20:50:00,6.3,67,67
313,08/13/2020 21:00:00,6.3,67,67
314,08/13/2020 21:10:00,6.3,67,67
315,08/13/2020 21:20:00,6.2,67,67
316,08/13/2020 21:30:00,6.2,67,67
317,08/13/2020 21:40:00,6.1,67,67
318,08/13/2020 21:50:00,6.1,68,68
319,08/13/2020 22:00:00,6.0,68,68
320,08/13/2020 22:10:00,6.0,67,68
321,08/13/2020 22:20:00,5.9,68,68
322,08/13/2020 22:30:00,5.9,68,68
323,08/13/2020 22:40:00,5.8,68,68
324,08/13/2020 22:50:00,5.8,68,68
325,08/13/2020 23:00:00,5.7,68,68
326,08/13/2020 23:10:00,5.6,68,68
327,08/13/2020 23:20:00,5.6,68,68
328,08/13/2020 23:30:00,5.6,68,68
329,08/13/2020 23:40:00,5.6,68,68
330,08/13/2020 23:50:00,5.6,68,68
331,08/14/2020 00:00:00,5.6,68,68
332,08/14/2020 00:10:00,5.5,68,68
333,08/14/2020 00:20:00,5.5,68,68
334,08/14/2020 00:30:00,5.5,69,68
335,08/14/2020 00:40:00,5.4,68,68
336,08/14/2020 00:50:00,5.4,68,68
337,08/14/2020 01:00:00,5.3,68,68
338,08/14/2020 01:10:00,5.3,69,68
339,08/14/2020 01:20:00,5.3,69,68
340,08/14/2020 01:30:00,5.2,68,68
341,08/14/2020 01:40:00,5.2,69,69
342,08/14/2020 01:50:00,5.2,69,69
343,08/14/2020 02:00:00,5.1,69,69
344,08/14/2020 02:10:00,5.1,69,69
345,08/14/2020 02:20:00,5.1,69,69
346,08/14/2020 02:30:00,5.1,69,69
347,08/14/2020 02:40:00,5.0,69,69
348,08/14/2020 02:50:00,5.0,69,69
349,08/14/2020 03:00:00,5.0,69,69
350,08/14/2020 03:10:00,5.0,69,69
351,08/14/2020 03:20:00,5.0,69,69
352,08/14/2020 03:30:00,4.9,69,69
353,08/14/2020 03:40:00,4.9,69,69
354,08/14/2020 03:50:00,4.9,69,69
355,08/14/2020 04:00:00,4.9,69,69
356,08/14/2020 04:10:00,4.9,69,69
357,08/14/2020 04:20:00,4.9,69,69
358,08/14/2020 04:30:00,4.8,69,69
359,08/14/2020 04:40:00,4.8,69,69
360,08/14/2020 04:50:00,4.7,69,69
361,08/14/2020 05:00:00,4.7,69,69
362,08/14/2020 05:10:00,4.7,69,69
363,08/14/2020 05:20:00,4.6,69,69
364,08/14/2020 05:30:00,4.6,70,69
365,08/14/2020 05:40:00,4.6,69,69
366,08/14/2020 05:50:00,4.6,70,69
367,08/14/2020 06:00:00,4.6,69,69
368,08/14/2020 06:10:00,4.6,70,69
369,08/14/2020 06:20:00,4.5,70,69
370,08/14/2020 06:30:00,4.5,69,69
371,08/14/2020 06:40:00,4.5,69,69
372,08/14/2020 06:50:00,4.5,69,69
373,08/14/2020 07:00:00,4.5,69,70
374,08/14/2020 07:10:00,4.4,70,70
375,08/14/2020 07:20:00,4.4,70,70
376,08/14/2020 07:30:00,4.4,69,70
377,08/14/2020 07:40:00,4.5,70,69
378,08/14/2020 07:50:00,4.5,69,69
379,08/14/2020 08:00:00,4.5,69,69
380,08/14/2020 08:10:00,4.5,69,69
381,08/14/2020 08:20:00,4.6,69,69
382,08/14/2020 08:30:00,4.6,69,69
383,08/14/2020 08:40:00,4.6,69,69
384,08/14/2020 08:50:00,4.6,69,69
385,08/14/2020 09:00:00,4.6,69,69
386,08/14/2020 09:10:00,4.7,69,69
387,08/14/2020 09:20:00,4.7,68,69
388,08/14/2020 09:30:00,4.8,69,69
389,08/14/2020 09:40:00,4.8,68,69
390,08/14/2020 09:50:00,4.9,68,68
391,08/14/2020 10:00:00,5.0,68,68
392,08/14/2020 10:10:00,5.0,68,68
393,08/14/2020 10:20:00,5.1,68,68
394,08/14/2020 10:30:00,5.2,68,68
395,08/14/2020 10:40:00,5.2,68,68
396,08/14/2020 10:50:00,5.3,68,67
397,08/14/2020 11:00:00,5.3,67,67
398,08/14/2020 11:10:00,5.4,67,67
399,08/14/2020 11:20:00,5.5,67,67
400,08/14/2020 11:30:00,5.7,66,67
401,08/14/2020 11:40:00,5.8,66,66
402,08/14/2020 11:50:00,6.0,66,66
403,08/14/2020 12:00:00,6.2,66,66
404,08/14/2020 12:10:00,6.5,66,66
405,08/14/2020 12:20:00,6.7,66,66
406,08/14/2020 12:30:00,7.0,65,66
407,08/14/2020 12:40:00,7.2,65,65
408,08/14/2020 12:50:00,7.3,65,65
409,08/14/2020 13:00:00,7.4,64,65
410,08/14/2020 13:10:00,7.6,65,65
411,08/14/2020 13:20:00,7.8,65,65
412,08/14/2020 13:30:00,7.7,64,64
413,08/14/2020 13:40:00,7.6,64,64
414,08/14/2020 13:50:00,7.7,64,64
415,08/14/2020 14:00:00,7.8,64,64
416,08/14/2020 14:10:00,7.8,64,64
417,08/14/2020 14:20:00,7.8,64,64
418,08/14/2020 14:30:00,7.8,64,64
419,08/14/2020 14:40:00,7.7,64,64
420,08/14/2020 14:50:00,7.6,64,64
421,08/14/2020 15:00:00,7.6,64,64
422,08/14/2020 15:10:00,7.5,64,64
423,08/14/2020 15:20:00,7.4,64,64
424,08/14/2020 15:30:00,7.4,65,64
425,08/14/2020 15:40:00,7.4,65,64
426,08/14/2020 15:50:00,7.3,65,65
427,08/14/2020 16:00:00,7.2,65,65
428,08/14/2020 16:10:00,7.2,65,65
429,08/14/2020 16:20:00,7.2,65,65
430,08/14/2020 16:30:00,7.1,65,65
431,08/14/2020 16:40:00,7.1,65,65
432,08/14/2020 16:50:00,7.1,66,65
433,08/14/2020 17:00:00,7.1,66,66
434,08/14/2020 17:10:00,7.1,66,66
435,08/14/2020 17:20:00,7.1,66,66
436,08/14/2020 17:30:00,7.0,66,66
437,08/14/2020 17:40:00,7.0,66,66
438,08/14/2020 17:50:00,7.0,66,66
439,08/14/2020 18:00:00,6.9,66,66
440,08/14/2020 18:10:00,6.9,66,66
441,08/14/2020 18:20:00,6.9,66,66
442,08/14/2020 18:30:00,6.9,66,66
443,08/14/2020 18:40:00,6.9,66,66
444,08/14/2020 18:50:00,6.8,66,67
445,08/14/2020 19:00:00,6.8,66,67
446,08/14/2020 19:10:00,6.7,67,67
447,08/14/2020 19:20:00,6.7,67,67
448,08/14/2020 19:30:00,6.7,67,67
449,08/14/2020 19:40:00,6.6,66,67
450,08/14/2020 19:50:00,6.5,67,67
451,08/14/2020 20:00:00,6.5,67,67
452,08/14/2020 20:10:00,6.5,67,67
453,08/14/2020 20:20:00,6.4,67,67
454,08/14/2020 20:30:00,6.4,67,67
455,08/14/2020 20:40:00,6.3,67,67
456,08/14/2020 20:50:00,6.3,67,67
457,08/14/2020 21:00:00,6.2,67,68
458,08/14/2020 21:10:00,6.2,68,68
459,08/14/2020 21:20:00,6.1,68,68
460,08/14/2020 21:30:00,6.0,68,68
461,08/14/2020 21:40:00,6.0,68,68
462,08/14/2020 21:50:00,6.0,68,68
463,08/14/2020 22:00:00,5.9,68,68
464,08/14/2020 22:10:00,5.9,68,68
465,08/14/2020 22:20:00,5.8,68,68
466,08/14/2020 22:30:00,5.8,68,68
467,08/14/2020 22:40:00,5.7,68,68
468,08/14/2020 22:50:00,5.6,68,68
469,08/14/2020 23:00:00,5.6,69,68
470,08/14/2020 23:10:00,5.6,69,68
471,08/14/2020 23:20:00,5.5,69,69
472,08/14/2020 23:30:00,5.4,69,69
473,08/14/2020 23:40:00,5.4,69,69
474,08/14/2020 23:50:00,5.3,69,69
475,08/15/2020 00:00:00,5.3,69,69
476,08/15/2020 00:10:00,5.3,69,69
477,08/15/2020 00:20:00,5.2,69,69
478,08/15/2020 00:30:00,5.2,69,69
479,08/15/2020 00:40:00,5.2,69,69
480,08/15/2020 00:50:00,5.1,69,69
481,08/15/2020 01:00:00,5.1,69,69
482,08/15/2020 01:10:00,5.1,69,69
483,08/15/2020 01:20:00,5.1,69,69
484,08/15/2020 01:30:00,5.0,69,69
485,08/15/2020 01:40:00,5.0,69,69
486,08/15/2020 01:50:00,5.0,69,69
487,08/15/2020 02:00:00,5.0,69,69
488,08/15/2020 02:10:00,4.9,69,69
489,08/15/2020 02:20:00,4.9,69,69
490,08/15/2020 02:30:00,4.9,69,69
491,08/15/2020 02:40:00,4.9,69,69
492,08/15/2020 02:50:00,4.8,69,69
493,08/15/2020 03:00:00,4.8,69,69
494,08/15/2020 03:10:00,4.8,69,69
495,08/15/2020 03:20:00,4.7,70,69
496,08/15/2020 03:30:00,4.7,69,69
497,08/15/2020 03:40:00,4.7,69,69
498,08/15/2020 03:50:00,4.7,69,69
499,08/15/2020 04:00:00,4.6,69,70
500,08/15/2020 04:10:00,4.6,70,70
501,08/15/2020 04:20:00,4.6,69,69
502,08/15/2020 04:30:00,4.6,70,70
503,08/15/2020 04:40:00,4.6,69,70
504,08/15/2020 04:50:00,4.6,70,70
505,08/15/2020 05:00:00,4.6,69,70
506,08/15/2020 05:10:00,4.6,70,70
507,08/15/2020 05:20:00,4.5,70,70
508,08/15/2020 05:30:00,4.5,70,70
509,08/15/2020 05:40:00,4.5,70,70
510,08/15/2020 05:50:00,4.5,70,70
511,08/15/2020 06:00:00,4.5,70,70
512,08/15/2020 06:10:00,4.4,70,70
513,08/15/2020 06:20:00,4.4,70,70
514,08/15/2020 06:30:00,4.4,70,70
515,08/15/2020 06:40:00,4.4,70,70
516,08/15/2020 06:50:00,4.3,70,70
517,08/15/2020 07:00:00,4.3,70,70
518,08/15/2020 07:10:00,4.3,70,70
519,08/15/2020 07:20:00,4.3,70,70
520,08/15/2020 07:30:00,4.3,70,70
521,08/15/2020 07:40:00,4.3,70,70
522,08/15/2020 07:50:00,4.3,70,70
523,08/15/2020 08:00:00,4.3,70,70
524,08/15/2020 08:10:00,4.4,69,70
525,08/15/2020 08:20:00,4.4,70,70
526,08/15/2020 08:30:00,4.5,70,70
527,08/15/2020 08:40:00,4.5,69,70
528,08/15/2020 08:50:00,4.5,70,70
529,08/15/2020 09:00:00,4.6,69,69
530,08/15/2020 09:10:00,4.6,69,69
531,08/15/2020 09:20:00,4.6,69,69
532,08/15/2020 09:30:00,4.7,69,69
533,08/15/2020 09:40:00,4.7,69,69
534,08/15/2020 09:50:00,4.8,69,69
535,08/15/2020 10:00:00,4.9,69,69
536,08/15/2020 10:10:00,4.9,68,69
537,08/15/2020 10:20:00,5.0,68,68
538,08/15/2020 10:30:00,5.1,68,68
539,08/15/2020 10:40:00,5.1,68,68
540,08/15/2020 10:50:00,5.2,67,68
541,08/15/2020 11:00:00,5.3,67,68
542,08/15/2020 11:10:00,5.4,67,67
543,08/15/2020 11:20:00,5.4,67,67
544,08/15/2020 11:30:00,5.6,67,67
545,08/15/2020 11:40:00,5.7,67,67
546,08/15/2020 11:50:00,5.8,66,67
547,08/15/2020 12:00:00,6.0,67,66
548,08/15/2020 12:10:00,6.2,67,66
549,08/15/2020 12:20:00,6.4,67,66
550,08/15/2020 12:30:00,6.6,66,66
551,08/15/2020 12:40:00,6.8,65,65
552,08/15/2020 12:50:00,6.9,65,65
553,08/15/2020 13:00:00,7.0,65,65
554,08/15/2020 13:10:00,7.2,65,65
555,08/15/2020 13:20:00,7.3,65,65
556,08/15/2020 13:30:00,7.4,64,65
557,08/15/2020 13:40:00,7.4,64,65
558,08/15/2020 13:50:00,7.5,64,64
559,08/15/2020 14:00:00,7.5,64,64
560,08/15/2020 14:10:00,7.5,64,64
561,08/15/2020 14:20:00,7.4,64,64
562,08/15/2020 14:30:00,7.3,64,64
563,08/15/2020 14:40:00,7.2,65,64
564,08/15/2020 14:50:00,7.2,65,64
565,08/15/2020 15:00:00,7.2,65,64
566,08/15/2020 15:10:00,7.1,65,64
567,08/15/2020 15:20:00,7.1,65,65
568,08/15/2020 15:30:00,7.1,65,65
569,08/15/2020 15:40:00,7.0,65,65
570,08/15/2020 15:50:00,7.0,65,65
571,08/15/2020 16:00:00,6.9,65,65
572,08/15/2020 16:10:00,6.9,65,65
573,08/15/2020 16:20:00,6.9,65,65
574,08/15/2020 16:30:00,6.9,65,65
575,08/15/2020 16:40:00,6.9,65,65
576,08/15/2020 16:50:00,6.9,65,65
577,08/15/2020 17:00:00,6.9,65,65
578,08/15/2020 17:10:00,6.9,65,65
579,08/15/2020 17:20:00,6.9,65,65
580,08/15/2020 17:30:00,6.9,66,65
581,08/15/2020 17:40:00,6.9,66,65
582,08/15/2020 17:50:00,6.8,65,65
583,08/15/2020 18:00:00,6.8,66,66
584,08/15/2020 18:10:00,6.7,66,66
585,08/15/2020 18:20:00,6.7,66,66
586,08/15/2020 18:30:00,6.7,66,66
587,08/15/2020 18:40:00,6.6,66,66
588,08/15/2020 18:50:00,6.6,66,66
589,08/15/2020 19:00:00,6.6,66,66
590,08/15/2020 19:10:00,6.5,67,67
591,08/15/2020 19:20:00,6.5,67,67
592,08/15/2020 19:30:00,6.5,66,67
593,08/15/2020 19:40:00,6.4,67,67
594,08/15/2020 19:50:00,6.4,67,67
595,08/15/2020 20:00:00,6.3,67,67
596,08/15/2020 20:10:00,6.3,67,67
597,08/15/2020 20:20:00,6.2,67,67
598,08/15/2020 20:30:00,6.2,68,67
599,08/15/2020 20:40:00,6.1,67,68
600,08/15/2020 20:50:00,6.0,68,68
601,08/15/2020 21:00:00,6.0,68,68
602,08/15/2020 21:10:00,5.9,68,68
603,08/15/2020 21:20:00,5.9,68,68
604,08/15/2020 21:30:00,5.9,68,68
605,08/15/2020 21:40:00,5.8,68,68
