date,time,voltage_v,co2_ppm,formatted_datetime
8/4/2021,5:00:00 PM,0.1211,403.6666667,08/04/2021 17:00
8/4/2021,5:10:00 PM,0.1238,412.6666667,08/04/2021 17:10
8/4/2021,5:20:00 PM,0.1248,416,08/04/2021 17:20
8/4/2021,5:30:00 PM,0.1252,417.3333333,08/04/2021 17:30
8/4/2021,5:40:00 PM,0.1246,415.3333333,08/04/2021 17:40
8/4/2021,5:50:00 PM,0.1271,423.6666667,08/04/2021 17:50
8/4/2021,6:00:00 PM,0.132,440,08/04/2021 18:00
8/4/2021,6:10:00 PM,0.1277,425.6666667,08/04/2021 18:10
8/4/2021,6:20:00 PM,0.1303,434.3333333,08/04/2021 18:20
8/4/2021,6:30:00 PM,0.1325,441.6666667,08/04/2021 18:30
8/4/2021,6:40:00 PM,0.1325,441.6666667,08/04/2021 18:40
8/4/2021,6:50:00 PM,0.1328,442.6666667,08/04/2021 18:50
8/4/2021,7:00:00 PM,0.1276,425.3333333,08/04/2021 19:00
8/4/2021,7:10:00 PM,0.1315,438.3333333,08/04/2021 19:10
8/4/2021,7:20:00 PM,0.1299,433,08/04/2021 19:20
8/4/2021,7:30:00 PM,0.1275,425,08/04/2021 19:30
8/4/2021,7:40:00 PM,0.1298,432.6666667,08/04/2021 19:40
8/4/2021,7:50:00 PM,0.1278,426,08/04/2021 19:50
8/4/2021,8:00:00 PM,0.1277,425.6666667,08/04/2021 20:00
8/4/2021,8:10:00 PM,0.1295,431.6666667,08/04/2021 20:10
8/4/2021,8:20:00 PM,0.13,433.3333333,08/04/2021 20:20
8/4/2021,8:30:00 PM,0.13,433.3333333,08/04/2021 20:30
8/4/2021,8:40:00 PM,0.132,440,08/04/2021 20:40
8/4/2021,8:50:00 PM,0.1298,432.6666667,08/04/2021 20:50
8/4/2021,9:00:00 PM,0.1278,426,08/04/2021 21:00
8/4/2021,9:10:00 PM,0.1278,426,08/04/2021 21:10
8/4/2021,9:20:00 PM,0.1294,431.3333333,08/04/2021 21:20
8/4/2021,9:30:00 PM,0.1284,428,08/04/2021 21:30
8/4/2021,9:40:00 PM,0.1307,435.6666667,08/04/2021 21:40
8/4/2021,9:50:00 PM,0.1295,431.6666667,08/04/2021 21:50
8/4/2021,10:00:00 PM,0.1287,429,08/04/2021 22:00
8/4/2021,10:10:00 PM,0.1264,421.3333333,08/04/2021 22:10
8/4/2021,10:20:00 PM,0.1254,418,08/04/2021 22:20
8/4/2021,10:30:00 PM,0.1276,425.3333333,08/04/2021 22:30
8/4/2021,10:40:00 PM,0.1284,428,08/04/2021 22:40
8/4/2021,10:50:00 PM,0.1286,428.6666667,08/04/2021 22:50
8/4/2021,11:00:00 PM,0.1292,430.6666667,08/04/2021 23:00
8/4/2021,11:10:00 PM,0.1296,432,08/04/2021 23:10
8/4/2021,11:20:00 PM,0.1299,433,08/04/2021 23:20
8/4/2021,11:30:00 PM,0.1322,440.6666667,08/04/2021 23:30
8/4/2021,11:40:00 PM,0.1316,438.6666667,08/04/2021 23:40
8/4/2021,11:50:00 PM,0.1299,433,08/04/2021 23:50
8/5/2021,12:00:00 AM,0.1263,421,08/05/2021 00:00
8/5/2021,12:10:00 AM,0.1297,432.3333333,08/05/2021 00:10
8/5/2021,12:20:00 AM,0.132,440,08/05/2021 00:20
8/5/2021,12:30:00 AM,0.1322,440.6666667,08/05/2021 00:30
8/5/2021,12:40:00 AM,0.1297,432.3333333,08/05/2021 00:40
8/5/2021,12:50:00 AM,0.1294,431.3333333,08/05/2021 00:50
8/5/2021,1:00:00 AM,0.1287,429,08/05/2021 01:00
8/5/2021,1:10:00 AM,0.1272,424,08/05/2021 01:10
8/5/2021,1:20:00 AM,0.1293,431,08/05/2021 01:20
8/5/2021,1:30:00 AM,0.1257,419,08/05/2021 01:30
8/5/2021,1:40:00 AM,0.1247,415.6666667,08/05/2021 01:40
8/5/2021,1:50:00 AM,0.1247,415.6666667,08/05/2021 01:50
8/5/2021,2:00:00 AM,0.1294,431.3333333,08/05/2021 02:00
8/5/2021,2:10:00 AM,0.1269,423,08/05/2021 02:10
8/5/2021,2:20:00 AM,0.1276,425.3333333,08/05/2021 02:20
8/5/2021,2:30:00 AM,0.1272,424,08/05/2021 02:30
8/5/2021,2:40:00 AM,0.1267,422.3333333,08/05/2021 02:40
8/5/2021,2:50:00 AM,0.1296,432,08/05/2021 02:50
8/5/2021,3:00:00 AM,0.1271,423.6666667,08/05/2021 03:00
8/5/2021,3:10:00 AM,0.127,423.3333333,08/05/2021 03:10
8/5/2021,3:20:00 AM,0.1292,430.6666667,08/05/2021 03:20
8/5/2021,3:30:00 AM,0.1283,427.6666667,08/05/2021 03:30
8/5/2021,3:40:00 AM,0.1249,416.3333333,08/05/2021 03:40
8/5/2021,3:50:00 AM,0.1246,415.3333333,08/05/2021 03:50
8/5/2021,4:00:00 AM,0.1226,408.6666667,08/05/2021 04:00
8/5/2021,4:10:00 AM,0.1254,418,08/05/2021 04:10
8/5/2021,4:20:00 AM,0.1255,418.3333333,08/05/2021 04:20
8/5/2021,4:30:00 AM,0.1268,422.6666667,08/05/2021 04:30
8/5/2021,4:40:00 AM,0.1248,416,08/05/2021 04:40
