Plot Title: 10778333,,,,
ID,datetime,low_range_uScm,full_range_uScm,temp_C
1,6/2/21 14:25,15.5,14,3.09
2,6/2/21 14:30,15.4,14,3
3,6/2/21 14:35,15.3,14,3
4,6/2/21 14:40,15.3,13.7,3.01
5,6/2/21 14:45,15.3,14,3.01
6,6/2/21 14:50,15.3,13.7,3.01
7,6/2/21 14:55,15.3,14,3.01
8,6/2/21 15:00,15.3,14,3
9,6/2/21 15:05,15.3,14,3.01
10,6/2/21 15:10,15.3,14,3.02
11,6/2/21 15:15,15.3,13.7,3.02
12,6/2/21 15:20,15.3,13.7,3.03
13,6/2/21 15:25,15.3,14,3.03
14,6/2/21 15:30,15.3,13.7,3.03
15,6/2/21 15:35,15.3,13.7,3.03
16,6/2/21 15:40,15.3,13.7,3.02
17,6/2/21 15:45,15.3,14,3.02
18,6/2/21 15:50,15.3,13.7,3.02
19,6/2/21 15:55,15.3,13.7,3.03
20,6/2/21 16:00,15.3,14,3.03
21,6/2/21 16:05,15.3,13.7,3.05
22,6/2/21 16:10,15.3,13.7,3.03
23,6/2/21 16:15,15.3,14,3.03
24,6/2/21 16:20,15.3,13.7,3.03
25,6/2/21 16:25,15.3,14,3.03
26,6/2/21 16:30,15.3,13.7,3.02
27,6/2/21 16:35,15.3,13.7,3.03
28,6/2/21 16:40,15.4,14,3.03
29,6/2/21 16:45,15.3,14,3.05
30,6/2/21 16:50,15.3,13.7,3.06
31,6/2/21 16:55,15.3,14,3.06
32,6/2/21 17:00,15.4,14,3.06
33,6/2/21 17:05,15.3,14,3.06
34,6/2/21 17:10,15.4,14,3.06
35,6/2/21 17:15,15.3,14,3.05
36,6/2/21 17:20,15.3,13.7,3.06
37,6/2/21 17:25,15.3,13.7,3.06
38,6/2/21 17:30,15.4,14,3.09
39,6/2/21 17:35,15.4,13.7,3.07
40,6/2/21 17:40,15.3,13.7,3.09
41,6/2/21 17:45,15.3,14,3.07
42,6/2/21 17:50,15.3,14,3.06
43,6/2/21 17:55,15.3,14,3.06
44,6/2/21 18:00,15.4,14,3.09
45,6/2/21 18:05,15.4,14,3.09
46,6/2/21 18:10,15.4,14,3.09
47,6/2/21 18:15,15.4,13.7,3.09
48,6/2/21 18:20,15.4,14,3.09
49,6/2/21 18:25,15.3,14,3.07
50,6/2/21 18:30,15.4,14,3.07
51,6/2/21 18:35,15.4,14,3.07
52,6/2/21 18:40,15.4,14,3.09
