Plot Title: 10778334,,,,
ID,datetime,low_range_uScm,full_range_uScm,temp_C
1,6/2/21 14:25,1.7,11,10.04
2,6/2/21 14:30,1.8,5.7,10.06
3,6/2/21 14:35,1.8,11,9.55
4,6/2/21 14:40,1.8,11,9.21
5,6/2/21 14:45,1.8,11,9.01
6,6/2/21 14:50,1.8,20.9,8.84
7,6/2/21 14:55,1.8,5.7,8.73
8,6/2/21 15:00,1.8,20.9,8.65
9,6/2/21 15:05,2.2,5.7,8.6
10,6/2/21 15:10,1.8,11,8.57
11,6/2/21 15:15,2.1,20.9,8.56
12,6/2/21 15:20,1.8,20.9,8.57
13,6/2/21 15:25,1.8,20.9,8.56
14,6/2/21 15:30,2.2,20.9,8.55
15,6/2/21 15:35,1.8,20.9,8.55
16,6/2/21 15:40,2.1,11,8.55
17,6/2/21 15:45,2.2,20.9,8.55
18,6/2/21 15:50,1.9,11,8.55
19,6/2/21 15:55,1.8,11,8.56
20,6/2/21 16:00,2.2,11,8.57
21,6/2/21 16:05,2.2,5.7,8.6
22,6/2/21 16:10,2.2,11,8.61
23,6/2/21 16:15,1.8,20.9,8.61
24,6/2/21 16:20,1.8,18.6,8.61
25,6/2/21 16:25,1.8,11,8.64
26,6/2/21 16:30,1.8,5.7,8.64
27,6/2/21 16:35,1.8,20.9,8.64
28,6/2/21 16:40,1.8,11,8.65
29,6/2/21 16:45,1.8,20.9,8.66
30,6/2/21 16:50,1.8,20.9,8.7
31,6/2/21 16:55,1.8,20.9,8.72
32,6/2/21 17:00,1.5,5.7,8.73
33,6/2/21 17:05,1.8,20.9,8.74
34,6/2/21 17:10,1.8,20.9,8.75
35,6/2/21 17:15,1.8,11,8.77
36,6/2/21 17:20,1.8,20.9,8.78
37,6/2/21 17:25,1.8,20.9,8.79
38,6/2/21 17:30,1.8,20.9,8.81
39,6/2/21 17:35,1.8,11,8.82
40,6/2/21 17:40,1.5,20.9,8.83
41,6/2/21 17:45,1.5,20.9,8.83
42,6/2/21 17:50,1.6,11,8.84
43,6/2/21 17:55,1.6,20.9,8.87
44,6/2/21 18:00,1.6,11,8.87
45,6/2/21 18:05,1.6,11,8.87
46,6/2/21 18:10,1.6,11,8.88
47,6/2/21 18:15,1.6,11,8.91
48,6/2/21 18:20,1.6,3,8.91
49,6/2/21 18:25,1.4,2.3,8.92
50,6/2/21 18:30,1.6,11,8.92
51,6/2/21 18:35,1.5,20.9,8.92
52,6/2/21 18:40,1.5,2.3,8.93
53,6/2/21 18:45,1.5,3,8.95
