date,time,voltage_v,co2_ppm,formatted_datetime
6/16/2021,10:20:00 AM,0.1126,375.3333333,06/16/2021 10:20
6/16/2021,10:30:00 AM,0.1168,389.3333333,06/16/2021 10:30
6/16/2021,10:40:00 AM,0.1127,375.6666667,06/16/2021 10:40
6/16/2021,10:50:00 AM,0.1129,376.3333333,06/16/2021 10:50
6/16/2021,11:00:00 AM,0.1135,378.3333333,06/16/2021 11:00
6/16/2021,11:10:00 AM,0.1135,378.3333333,06/16/2021 11:10
6/16/2021,11:20:00 AM,0.1128,376,06/16/2021 11:20
6/16/2021,11:30:00 AM,0.1152,384,06/16/2021 11:30
6/16/2021,11:40:00 AM,0.1135,378.3333333,06/16/2021 11:40
6/16/2021,11:50:00 AM,0.1142,380.6666667,06/16/2021 11:50
6/16/2021,12:00:00 PM,0.1118,372.6666667,06/16/2021 12:00
6/16/2021,12:10:00 PM,0.111,370,06/16/2021 12:10
6/16/2021,12:20:00 PM,0.1104,368,06/16/2021 12:20
