Created by Omnilog Version 7.2 at 16/05/2022 12:38:51,,,,
Logger Type   WT-HR 64K,,,,
Serial Number   1804244,,,,
Logging Period   10min,,,,
Logger Status   Running Looping,,,,
Total Samples   10948,,,,
Number of Trips   9,,,,
Logger ID   Factory Default Reset on 23/04/2018,,,,
,,,,
Sample,Date Time,Water Temp,Water Height,Water Height
Number,d/m/y,Average,Point,Average
,24hr,°C,mm,mm
165,02/03/2022 15:20:00,0.3,6,6
166,02/03/2022 15:30:00,0.3,6,6
167,02/03/2022 15:40:00,0.3,6,6
168,02/03/2022 15:50:00,0.3,6,6
169,02/03/2022 16:00:00,0.3,6,6
170,02/03/2022 16:10:00,0.3,6,6
171,02/03/2022 16:20:00,0.3,6,6
172,02/03/2022 16:30:00,0.3,6,6
173,02/03/2022 16:40:00,0.3,6,6
174,02/03/2022 16:50:00,0.3,6,6
175,02/03/2022 17:00:00,0.3,6,6
176,02/03/2022 17:10:00,0.3,6,6
177,02/03/2022 17:20:00,0.3,6,6
178,02/03/2022 17:30:00,0.3,6,6
179,02/03/2022 17:40:00,0.3,6,6
180,02/03/2022 17:50:00,0.3,6,6
181,02/03/2022 18:00:00,0.3,6,6
182,02/03/2022 18:10:00,0.3,6,6
183,02/03/2022 18:20:00,0.3,6,6
184,02/03/2022 18:30:00,0.3,6,6
185,02/03/2022 18:40:00,0.3,6,6
186,02/03/2022 18:50:00,0.3,6,6
187,02/03/2022 19:00:00,0.3,6,6
188,02/03/2022 19:10:00,0.3,6,6
189,02/03/2022 19:20:00,0.3,6,6
190,02/03/2022 19:30:00,0.3,6,6
191,02/03/2022 19:40:00,0.3,6,6
192,02/03/2022 19:50:00,0.3,6,6
193,02/03/2022 20:00:00,0.3,6,6
194,02/03/2022 20:10:00,0.3,6,6
195,02/03/2022 20:20:00,0.3,6,6
196,02/03/2022 20:30:00,0.3,6,6
197,02/03/2022 20:40:00,0.3,6,6
198,02/03/2022 20:50:00,0.3,6,6
199,02/03/2022 21:00:00,0.3,6,6
200,02/03/2022 21:10:00,0.3,6,6
201,02/03/2022 21:20:00,0.3,6,6
202,02/03/2022 21:30:00,0.3,6,6
203,02/03/2022 21:40:00,0.3,6,6
204,02/03/2022 21:50:00,0.3,6,6
205,02/03/2022 22:00:00,0.3,6,6
206,02/03/2022 22:10:00,0.3,6,6
207,02/03/2022 22:20:00,0.3,6,6
208,02/03/2022 22:30:00,0.3,6,6
209,02/03/2022 22:40:00,0.3,6,6
210,02/03/2022 22:50:00,0.3,6,6
211,02/03/2022 23:00:00,0.3,6,6
212,02/03/2022 23:10:00,0.3,6,6
213,02/03/2022 23:20:00,0.3,6,6
214,02/03/2022 23:30:00,0.3,6,6
215,02/03/2022 23:40:00,0.3,6,6
216,02/03/2022 23:50:00,0.3,6,6
217,02/03/2022 00:00:00,0.3,6,6
218,03/03/2022 00:10:00,0.3,6,6
219,03/03/2022 00:20:00,0.3,6,6
220,03/03/2022 00:30:00,0.3,6,6
221,03/03/2022 00:40:00,0.3,6,6
222,03/03/2022 00:50:00,0.3,6,6
223,03/03/2022 01:00:00,0.3,6,6
224,03/03/2022 01:10:00,0.3,6,6
225,03/03/2022 01:20:00,0.3,6,6
226,03/03/2022 01:30:00,0.3,6,6
227,03/03/2022 01:40:00,0.3,6,6
228,03/03/2022 01:50:00,0.3,6,6
229,03/03/2022 02:00:00,0.3,6,6
230,03/03/2022 02:10:00,0.3,6,6
231,03/03/2022 02:20:00,0.3,6,6
232,03/03/2022 02:30:00,0.3,6,6
233,03/03/2022 02:40:00,0.3,6,6
234,03/03/2022 02:50:00,0.3,6,6
235,03/03/2022 03:00:00,0.3,6,6
236,03/03/2022 03:10:00,0.3,6,6
237,03/03/2022 03:20:00,0.3,6,6
238,03/03/2022 03:30:00,0.3,6,6
239,03/03/2022 03:40:00,0.3,6,6
240,03/03/2022 03:50:00,0.3,6,6
241,03/03/2022 04:00:00,0.3,6,6
242,03/03/2022 04:10:00,0.3,6,6
243,03/03/2022 04:20:00,0.3,6,6
244,03/03/2022 04:30:00,0.3,6,6
245,03/03/2022 04:40:00,0.3,6,6
246,03/03/2022 04:50:00,0.3,6,6
247,03/03/2022 05:00:00,0.3,6,6
248,03/03/2022 05:10:00,0.3,6,6
249,03/03/2022 05:20:00,0.3,6,6
250,03/03/2022 05:30:00,0.3,6,6
251,03/03/2022 05:40:00,0.3,6,6
252,03/03/2022 05:50:00,0.3,6,6
253,03/03/2022 06:00:00,0.3,6,6
254,03/03/2022 06:10:00,0.3,6,6
255,03/03/2022 06:20:00,0.3,6,6
256,03/03/2022 06:30:00,0.3,6,6
257,03/03/2022 06:40:00,0.3,6,6
258,03/03/2022 06:50:00,0.3,6,6
259,03/03/2022 07:00:00,0.3,6,6
260,03/03/2022 07:10:00,0.3,6,6
261,03/03/2022 07:20:00,0.3,6,6
262,03/03/2022 07:30:00,0.3,6,6
263,03/03/2022 07:40:00,0.3,6,6
264,03/03/2022 07:50:00,0.3,6,6
265,03/03/2022 08:00:00,0.3,6,6
266,03/03/2022 08:10:00,0.3,6,6
267,03/03/2022 08:20:00,0.3,6,6
268,03/03/2022 08:30:00,0.3,6,6
269,03/03/2022 08:40:00,0.3,6,6
270,03/03/2022 08:50:00,0.3,6,6
271,03/03/2022 09:00:00,0.3,6,6
272,03/03/2022 09:10:00,0.3,6,6
273,03/03/2022 09:20:00,0.3,6,6
274,03/03/2022 09:30:00,0.3,6,6
275,03/03/2022 09:40:00,0.3,6,6
276,03/03/2022 09:50:00,0.3,6,6
277,03/03/2022 10:00:00,0.3,6,6
278,03/03/2022 10:10:00,0.3,6,6
279,03/03/2022 10:20:00,0.3,6,6
280,03/03/2022 10:30:00,0.3,6,6
281,03/03/2022 10:40:00,0.3,6,6
282,03/03/2022 10:50:00,0.3,6,6
283,03/03/2022 11:00:00,0.3,6,6
284,03/03/2022 11:10:00,0.3,6,6
285,03/03/2022 11:20:00,0.3,6,6
