Created by Omnilog Version 7.2 at 16/05/2022 11:30:23,,,,
Logger Type   WT-HR 64K,,,,
Serial Number   1607233,,,,
Logging Period   10min,,,,
Logger Status   Running Looping,,,,
Total Samples   10941,,,,
Number of Trips   12,,,,
Logger ID   Factory Default Reset on 19/07/2016,,,,
,,,,
Sample,Date Time,Water Temp,Water Height,Water Height
Number,d/m/y,Average,Point,Average
,24hr,°C,mm,mm
158,02/03/2022 14:10:00,-0.1,-52,-52
159,02/03/2022 14:20:00,-0.1,-52,-52
160,02/03/2022 14:30:00,-0.1,-52,-52
161,02/03/2022 14:40:00,-0.1,-52,-52
162,02/03/2022 14:50:00,-0.1,-52,-52
163,02/03/2022 15:00:00,-0.1,-52,-52
164,02/03/2022 15:10:00,-0.1,-52,-52
165,02/03/2022 15:20:00,-0.1,-52,-52
166,02/03/2022 15:30:00,-0.1,-52,-52
167,02/03/2022 15:40:00,-0.1,-52,-52
168,02/03/2022 15:50:00,-0.1,-52,-52
169,02/03/2022 16:00:00,-0.1,-52,-52
170,02/03/2022 16:10:00,-0.1,-52,-52
171,02/03/2022 16:20:00,-0.1,-52,-52
172,02/03/2022 16:30:00,-0.1,-52,-52
173,02/03/2022 16:40:00,-0.1,-52,-52
174,02/03/2022 16:50:00,-0.1,-52,-52
175,02/03/2022 17:00:00,-0.1,-52,-52
176,02/03/2022 17:10:00,-0.1,-52,-52
177,02/03/2022 17:20:00,-0.1,-52,-52
178,02/03/2022 17:30:00,-0.1,-52,-52
179,02/03/2022 17:40:00,-0.1,-52,-52
180,02/03/2022 17:50:00,-0.1,-52,-52
181,02/03/2022 18:00:00,-0.1,-52,-52
182,02/03/2022 18:10:00,-0.1,-52,-52
183,02/03/2022 18:20:00,-0.1,-52,-52
184,02/03/2022 18:30:00,-0.1,-52,-52
185,02/03/2022 18:40:00,-0.1,-52,-52
186,02/03/2022 18:50:00,-0.1,-52,-52
187,02/03/2022 19:00:00,-0.1,-52,-52
188,02/03/2022 19:10:00,-0.1,-52,-52
189,02/03/2022 19:20:00,-0.1,-52,-52
190,02/03/2022 19:30:00,-0.1,-52,-52
191,02/03/2022 19:40:00,-0.1,-52,-52
192,02/03/2022 19:50:00,-0.1,-52,-52
193,02/03/2022 20:00:00,-0.1,-52,-52
194,02/03/2022 20:10:00,-0.1,-52,-52
195,02/03/2022 20:20:00,-0.1,-52,-52
196,02/03/2022 20:30:00,-0.1,-52,-52
197,02/03/2022 20:40:00,-0.1,-52,-52
198,02/03/2022 20:50:00,-0.1,-52,-52
199,02/03/2022 21:00:00,-0.1,-52,-52
200,02/03/2022 21:10:00,-0.1,-52,-52
201,02/03/2022 21:20:00,-0.1,-52,-52
202,02/03/2022 21:30:00,-0.1,-52,-52
203,02/03/2022 21:40:00,-0.1,-52,-52
204,02/03/2022 21:50:00,-0.1,-52,-52
205,02/03/2022 22:00:00,-0.1,-52,-52
206,02/03/2022 22:10:00,-0.1,-52,-52
207,02/03/2022 22:20:00,-0.1,-52,-52
208,02/03/2022 22:30:00,-0.1,-52,-52
209,02/03/2022 22:40:00,-0.1,-52,-52
210,02/03/2022 22:50:00,-0.1,-52,-52
211,02/03/2022 23:00:00,-0.1,-52,-52
212,02/03/2022 23:10:00,-0.1,-52,-52
213,02/03/2022 23:20:00,-0.1,-52,-52
214,02/03/2022 23:30:00,-0.1,-52,-52
215,02/03/2022 23:40:00,-0.1,-52,-52
216,02/03/2022 23:50:00,-0.1,-52,-52
217,03/03/2022 00:00:00,-0.1,-52,-52
218,03/03/2022 00:10:00,-0.1,-52,-52
219,03/03/2022 00:20:00,-0.1,-52,-52
220,03/03/2022 00:30:00,-0.1,-52,-52
221,03/03/2022 00:40:00,-0.1,-52,-52
222,03/03/2022 00:50:00,-0.1,-52,-52
223,03/03/2022 01:00:00,-0.1,-52,-52
224,03/03/2022 01:10:00,-0.1,-52,-52
225,03/03/2022 01:20:00,-0.1,-52,-52
226,03/03/2022 01:30:00,-0.1,-52,-52
227,03/03/2022 01:40:00,-0.1,-52,-52
228,03/03/2022 01:50:00,-0.1,-52,-52
229,03/03/2022 02:00:00,-0.1,-52,-52
230,03/03/2022 02:10:00,-0.1,-52,-52
231,03/03/2022 02:20:00,-0.1,-52,-52
232,03/03/2022 02:30:00,-0.1,-52,-52
233,03/03/2022 02:40:00,-0.1,-52,-52
234,03/03/2022 02:50:00,-0.1,-52,-52
235,03/03/2022 03:00:00,-0.1,-52,-52
236,03/03/2022 03:10:00,-0.1,-52,-52
237,03/03/2022 03:20:00,-0.1,-52,-52
238,03/03/2022 03:30:00,-0.1,-52,-52
239,03/03/2022 03:40:00,-0.1,-52,-52
240,03/03/2022 03:50:00,-0.1,-52,-52
241,03/03/2022 04:00:00,-0.1,-52,-52
242,03/03/2022 04:10:00,-0.1,-52,-52
243,03/03/2022 04:20:00,-0.1,-52,-52
244,03/03/2022 04:30:00,-0.1,-52,-52
245,03/03/2022 04:40:00,-0.1,-52,-52
246,03/03/2022 04:50:00,-0.1,-52,-52
247,03/03/2022 05:00:00,-0.1,-52,-52
248,03/03/2022 05:10:00,-0.1,-52,-52
249,03/03/2022 05:20:00,-0.1,-52,-52
250,03/03/2022 05:30:00,-0.1,-52,-52
251,03/03/2022 05:40:00,-0.1,-52,-52
252,03/03/2022 05:50:00,-0.1,-52,-52
253,03/03/2022 06:00:00,-0.1,-52,-52
254,03/03/2022 06:10:00,-0.1,-52,-52
255,03/03/2022 06:20:00,-0.1,-52,-52
256,03/03/2022 06:30:00,-0.1,-52,-52
257,03/03/2022 06:40:00,-0.1,-52,-52
258,03/03/2022 06:50:00,-0.1,-52,-52
259,03/03/2022 07:00:00,-0.1,-52,-52
260,03/03/2022 07:10:00,-0.1,-52,-52
261,03/03/2022 07:20:00,-0.1,-52,-52
262,03/03/2022 07:30:00,-0.1,-52,-52
263,03/03/2022 07:40:00,-0.1,-52,-52
264,03/03/2022 07:50:00,-0.1,-52,-52
