Plot Title: 10778331,,,,
ID,datetime,low_range_uScm,full_range_uScm,temp_C
1,5/5/21 11:00,2.5,6.3,14.92
2,5/5/21 11:10,2.5,2.5,14.73
3,5/5/21 11:20,2.5,2.5,14.33
4,5/5/21 11:30,4.2,2.5,15.88
5,5/5/21 11:40,2.7,2.5,12.07
6,5/5/21 11:50,2.5,6.3,9.63
7,5/5/21 12:00,2.7,2.5,8.38
8,5/5/21 12:10,2.7,2.5,7.55
9,5/5/21 12:20,2.5,2.5,6.88
10,5/5/21 12:30,2.7,9,6.34
11,5/5/21 12:40,2.7,2.5,6.07
12,5/5/21 12:50,2.7,2.5,5.81
13,5/5/21 13:00,2.5,2.5,5.52
14,5/5/21 13:10,2.5,2.5,5.31
15,5/5/21 13:20,2.5,2.5,5.37
16,5/5/21 13:30,2.5,2.5,5.71
17,5/5/21 13:40,2.7,6.3,6.12
18,5/5/21 13:50,2.7,6.3,6.37
19,5/5/21 14:00,2.5,2.5,6.53
20,5/5/21 14:10,2.7,2.5,6.75
21,5/5/21 14:20,2.7,6.3,6.86
22,5/5/21 14:30,2.5,2.5,6.91
23,5/5/21 14:40,2.7,2.5,7.04
24,5/5/21 14:50,2.7,2.5,7.11
25,5/5/21 15:00,2.5,6.3,7.15
26,5/5/21 15:10,2.5,6.3,7.29
27,5/5/21 15:20,2.7,2.5,7.34
28,5/5/21 15:30,2.5,2.5,7.34
29,5/5/21 15:40,2.7,6.3,7.34
30,5/5/21 15:50,2.5,2.5,7.32
31,5/5/21 16:00,2.5,2.5,7.16
32,5/5/21 16:10,2.5,6.3,7.03
33,5/5/21 16:20,2.7,6.3,6.88
34,5/5/21 16:30,2.5,2.5,6.73
35,5/5/21 16:40,4,6.3,6.55
36,5/5/21 16:50,2.7,2.5,6.53
37,5/5/21 17:00,2.5,2.5,6.45
38,5/5/21 17:10,2.5,2.5,6.32
39,5/5/21 17:20,2.7,6.3,6.23
40,5/5/21 17:30,2.5,2.5,6.1
41,5/5/21 17:40,2.5,2.5,6
42,5/5/21 17:50,2.7,6.3,5.92
43,5/5/21 18:00,2.7,2.5,5.82
44,5/5/21 18:10,2.5,6.3,5.71
45,5/5/21 18:20,2.5,2.5,5.64
46,5/5/21 18:30,2.5,2.5,5.54
47,5/5/21 18:40,2.5,2.5,5.4
48,5/5/21 18:50,2.5,2.5,5.32
49,5/5/21 19:00,2.7,2.5,5.24
50,5/5/21 19:10,2.7,2.5,5.07
51,5/5/21 19:20,2.7,6.3,4.91
52,5/5/21 19:30,2.7,6.3,4.77
53,5/5/21 19:40,2.5,2.5,4.6
54,5/5/21 19:50,2.5,2.5,4.4
55,5/5/21 20:00,2.7,2.5,4.28
56,5/5/21 20:10,2.7,6.3,4.1
