sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4,batt_mi_5
418,05/02/2021 05:30:00,0.5,0.1,-49,-49,3.99
419,05/02/2021 05:40:00,0.5,0.1,-49,-49,3.99
420,05/02/2021 05:50:00,0.5,-0.2,-49,-49,3.99
421,05/02/2021 06:00:00,0.5,-0.2,-49,-49,3.99
422,05/02/2021 06:10:00,0.5,-0.2,-49,-49,3.99
423,05/02/2021 06:20:00,0.5,-0.2,-49,-49,3.99
424,05/02/2021 06:30:00,0.5,-0.2,-49,-49,3.99
425,05/02/2021 06:40:00,0.5,0.1,-49,-49,3.99
426,05/02/2021 06:50:00,0.5,0.1,-49,-49,3.99
427,05/02/2021 07:00:00,0.5,0.1,-49,-49,3.99
428,05/02/2021 07:10:00,0.5,0.5,-49,-49,3.99
429,05/02/2021 07:20:00,0.5,0.5,-49,-49,3.99
430,05/02/2021 07:30:00,0.5,0.5,-49,-49,3.99
431,05/02/2021 07:40:00,0.5,0.5,-49,-49,3.99
432,05/02/2021 07:50:00,0.5,0.5,-49,-49,3.99
433,05/02/2021 08:00:00,0.5,0.5,-49,-49,3.99
434,05/02/2021 08:10:00,0.5,0.5,-49,-49,3.99
435,05/02/2021 08:20:00,0.5,0.8,-49,-49,3.99
436,05/02/2021 08:30:00,0.5,0.8,-49,-49,3.99
437,05/02/2021 08:40:00,0.5,1.2,-49,-49,3.99
438,05/02/2021 08:50:00,0.5,1.2,-49,-49,3.99
439,05/02/2021 09:00:00,0.5,1.2,-49,-49,3.99
440,05/02/2021 09:10:00,0.5,1.5,-49,-49,3.99
441,05/02/2021 09:20:00,0.5,1.5,-49,-49,3.99
442,05/02/2021 09:30:00,0.5,1.9,-49,-49,3.99
443,05/02/2021 09:40:00,0.5,1.9,-49,-49,3.99
444,05/02/2021 09:50:00,0.5,2.2,-49,-49,3.99
445,05/02/2021 10:00:00,0.5,2.2,-49,-49,3.99
446,05/02/2021 10:10:00,0.5,1.9,-49,-49,3.99
447,05/02/2021 10:20:00,0.5,1.5,-49,-49,3.99
448,05/02/2021 10:30:00,0.5,1.2,-49,-49,3.99
449,05/02/2021 10:40:00,0.5,1.2,-49,-49,3.99
450,05/02/2021 10:50:00,0.5,1.2,-49,-49,3.99
451,05/02/2021 11:00:00,0.5,1.2,-49,-49,3.99
452,05/02/2021 11:10:00,0.5,1.2,-49,-49,3.99
453,05/02/2021 11:20:00,0.5,1.5,-49,-49,3.99
454,05/02/2021 11:30:00,0.5,1.9,-49,-49,3.99
455,05/02/2021 11:40:00,0.5,1.9,-49,-49,3.99
456,05/02/2021 11:50:00,0.5,2.2,-49,-49,3.99
457,05/02/2021 12:00:00,0.5,2.2,-49,-49,3.99
458,05/02/2021 12:10:00,0.5,2.5,-49,-49,3.99
459,05/02/2021 12:20:00,0.5,2.9,-49,-49,3.99
460,05/02/2021 12:30:00,0.5,2.9,-49,-49,3.99
461,05/02/2021 12:40:00,0.5,2.9,-49,-49,3.99
462,05/02/2021 12:50:00,0.5,2.9,-49,-49,3.99
463,05/02/2021 13:00:00,0.5,2.9,-49,-49,3.99
464,05/02/2021 13:10:00,0.5,2.9,-49,-49,3.99
465,05/02/2021 13:20:00,0.5,3.2,-49,-49,3.99
466,05/02/2021 13:30:00,0.5,3.2,-50,-50,3.99
467,05/02/2021 13:40:00,0.5,3.5,-49,-50,3.99
468,05/02/2021 13:50:00,0.5,4.2,-49,-49,3.99
469,05/02/2021 14:00:00,0.5,4.2,-49,-49,3.99
470,05/02/2021 14:10:00,0.5,4.6,-49,-49,3.99
471,05/02/2021 14:20:00,0.5,4.6,-49,-49,3.99
472,05/02/2021 14:30:00,0.5,4.9,-49,-49,3.99
473,05/02/2021 14:40:00,0.5,4.9,-49,-49,3.99
474,05/02/2021 14:50:00,0.5,4.9,-49,-49,3.99
475,05/02/2021 15:00:00,0.5,4.6,-49,-49,3.99
476,05/02/2021 15:10:00,0.5,4.2,-50,-49,3.99
477,05/02/2021 15:20:00,0.5,3.9,-50,-50,3.99
478,05/02/2021 15:30:00,0.5,3.2,-49,-49,3.99
479,05/02/2021 15:40:00,0.5,2.9,-49,-49,3.99
480,05/02/2021 15:50:00,0.5,2.9,-49,-49,3.99
481,05/02/2021 16:00:00,0.5,3.2,-49,-49,3.99
482,05/02/2021 16:10:00,0.5,3.2,-50,-50,3.99
483,05/02/2021 16:20:00,0.5,3.5,-49,-49,3.99
484,05/02/2021 16:30:00,0.5,4.9,-49,-49,3.99
485,05/02/2021 16:40:00,0.5,7.5,-50,-49,3.99
486,05/02/2021 16:50:00,0.5,9.2,-49,-49,3.99
487,05/02/2021 17:00:00,0.5,8.9,-50,-49,3.99
488,05/02/2021 17:10:00,0.5,8.2,-49,-49,3.99
489,05/02/2021 17:20:00,0.5,7.5,-50,-49,3.99
490,05/02/2021 17:30:00,0.5,6.5,-49,-49,3.99
491,05/02/2021 17:40:00,0.5,5.9,-49,-49,3.99
492,05/02/2021 17:50:00,0.5,5.2,-49,-49,3.99
493,05/02/2021 18:00:00,0.5,4.6,-49,-49,3.99
494,05/02/2021 18:10:00,0.5,4.2,-49,-49,3.99
495,05/02/2021 18:20:00,0.5,3.5,-50,-49,3.99
496,05/02/2021 18:30:00,0.5,3.2,-49,-50,3.99
497,05/02/2021 18:40:00,0.5,2.9,-49,-49,3.99
498,05/02/2021 18:50:00,0.5,2.5,-49,-49,3.99
499,05/02/2021 19:00:00,0.5,2.2,-49,-49,3.99
500,05/02/2021 19:10:00,0.5,2.2,-49,-49,3.99
501,05/02/2021 19:20:00,0.5,1.9,-49,-49,3.99
502,05/02/2021 19:30:00,0.5,1.9,-49,-49,3.99
503,05/02/2021 19:40:00,0.5,1.5,-49,-49,3.99
504,05/02/2021 19:50:00,0.5,1.5,-49,-49,3.99
505,05/02/2021 20:00:00,0.5,1.2,-49,-49,3.99
506,05/02/2021 20:10:00,0.5,1.2,-49,-49,3.99
507,05/02/2021 20:20:00,0.5,0.8,-49,-49,3.99
508,05/02/2021 20:30:00,0.5,0.8,-49,-49,3.99
509,05/02/2021 20:40:00,0.5,0.8,-49,-49,3.99
510,05/02/2021 20:50:00,0.5,0.5,-49,-49,3.99
511,05/02/2021 21:00:00,0.5,0.5,-49,-49,3.99
512,05/02/2021 21:10:00,0.5,0.5,-49,-49,3.99
513,05/02/2021 21:20:00,0.5,0.5,-49,-49,3.99
514,05/02/2021 21:30:00,0.5,0.5,-49,-49,3.99
515,05/02/2021 21:40:00,0.5,0.5,-49,-49,3.99
516,05/02/2021 21:50:00,0.5,0.5,-49,-49,3.99
517,05/02/2021 22:00:00,0.5,0.5,-49,-49,3.99
518,05/02/2021 22:10:00,0.5,0.5,-49,-49,3.99
519,05/02/2021 22:20:00,0.5,0.5,-49,-49,3.99
520,05/02/2021 22:30:00,0.5,0.5,-49,-49,3.99
521,05/02/2021 22:40:00,0.5,0.5,-49,-49,3.99
522,05/02/2021 22:50:00,0.5,0.5,-49,-49,3.99
523,05/02/2021 23:00:00,0.5,0.5,-49,-49,3.99
524,05/02/2021 23:10:00,0.5,0.5,-49,-49,3.99
525,05/02/2021 23:20:00,0.5,0.5,-49,-49,3.99
526,05/02/2021 23:30:00,0.5,0.5,-49,-49,3.99
527,05/02/2021 23:40:00,0.5,0.5,-49,-49,3.99
528,05/02/2021 23:50:00,0.5,0.5,-49,-49,3.99
529,05/03/2021 00:00:00,0.5,0.5,-49,-49,3.99
530,05/03/2021 00:10:00,0.5,0.5,-49,-49,3.99
531,05/03/2021 00:20:00,0.5,0.5,-49,-49,3.99
532,05/03/2021 00:30:00,0.5,0.5,-49,-49,3.99
533,05/03/2021 00:40:00,0.5,0.5,-49,-49,3.99
534,05/03/2021 00:50:00,0.5,0.1,-49,-49,3.99
535,05/03/2021 01:00:00,0.5,0.1,-49,-49,3.99
536,05/03/2021 01:10:00,0.5,0.1,-49,-49,3.99
537,05/03/2021 01:20:00,0.5,0.1,-49,-49,3.99
538,05/03/2021 01:30:00,0.5,0.1,-49,-49,3.99
539,05/03/2021 01:40:00,0.5,0.1,-49,-49,3.99
540,05/03/2021 01:50:00,0.5,0.1,-49,-49,3.99
541,05/03/2021 02:00:00,0.5,0.1,-49,-49,3.99
542,05/03/2021 02:10:00,0.5,0.1,-49,-49,3.99
543,05/03/2021 02:20:00,0.5,0.1,-49,-49,3.99
544,05/03/2021 02:30:00,0.5,0.1,-49,-49,3.99
545,05/03/2021 02:40:00,0.5,0.1,-49,-49,3.99
546,05/03/2021 02:50:00,0.5,0.1,-49,-49,3.99
547,05/03/2021 03:00:00,0.5,0.1,-49,-49,3.99
548,05/03/2021 03:10:00,0.5,0.1,-49,-49,3.99
549,05/03/2021 03:20:00,0.5,0.1,-49,-49,3.99
550,05/03/2021 03:30:00,0.5,0.1,-49,-49,3.99
551,05/03/2021 03:40:00,0.5,0.1,-49,-49,3.99
552,05/03/2021 03:50:00,0.5,0.1,-49,-49,3.99
553,05/03/2021 04:00:00,0.5,0.1,-49,-49,3.99
554,05/03/2021 04:10:00,0.5,0.1,-49,-49,3.99
555,05/03/2021 04:20:00,0.5,0.1,-49,-49,3.99
556,05/03/2021 04:30:00,0.5,-0.2,-49,-49,3.99
557,05/03/2021 04:40:00,0.5,-0.2,-49,-49,3.99
558,05/03/2021 04:50:00,0.5,-0.2,-49,-49,3.99
559,05/03/2021 05:00:00,0.5,-0.6,-49,-49,3.99
560,05/03/2021 05:10:00,0.5,-0.6,-49,-49,3.99
561,05/03/2021 05:20:00,0.5,-0.9,-49,-49,3.99
562,05/03/2021 05:30:00,0.5,-0.9,-49,-49,3.99
563,05/03/2021 05:40:00,0.5,-0.9,-49,-49,3.99
564,05/03/2021 05:50:00,0.5,-0.9,-49,-49,3.99
565,05/03/2021 06:00:00,0.5,-0.9,-49,-49,3.99
566,05/03/2021 06:10:00,0.5,-0.9,-49,-49,3.99
567,05/03/2021 06:20:00,0.5,-0.9,-49,-49,3.99
568,05/03/2021 06:30:00,0.5,-0.9,-49,-49,3.99
569,05/03/2021 06:40:00,0.5,-0.9,-49,-49,3.99
570,05/03/2021 06:50:00,0.5,-0.9,-49,-49,3.99
571,05/03/2021 07:00:00,0.5,-0.9,-49,-49,3.99
572,05/03/2021 07:10:00,0.5,-0.9,-49,-49,3.99
573,05/03/2021 07:20:00,0.5,-0.9,-49,-49,3.99
574,05/03/2021 07:30:00,0.5,-0.6,-49,-49,3.99
575,05/03/2021 07:40:00,0.5,-0.6,-49,-49,3.99
576,05/03/2021 07:50:00,0.5,-0.2,-49,-49,3.99
577,05/03/2021 08:00:00,0.5,-0.2,-49,-49,3.99
578,05/03/2021 08:10:00,0.5,-0.2,-49,-49,3.99
579,05/03/2021 08:20:00,0.5,-0.2,-49,-49,3.99
580,05/03/2021 08:30:00,0.5,-0.2,-49,-49,3.99
581,05/03/2021 08:40:00,0.5,-0.2,-49,-49,3.99
582,05/03/2021 08:50:00,0.5,-0.2,-49,-49,3.99
583,05/03/2021 09:00:00,0.5,0.1,-49,-49,3.99
584,05/03/2021 09:10:00,0.5,0.1,-49,-49,3.99
585,05/03/2021 09:20:00,0.5,0.5,-49,-49,3.99
586,05/03/2021 09:30:00,0.5,0.8,-49,-49,3.99
587,05/03/2021 09:40:00,0.5,0.8,-49,-49,3.99
588,05/03/2021 09:50:00,0.5,0.8,-49,-49,3.99
589,05/03/2021 10:00:00,0.5,0.8,-49,-49,3.99
590,05/03/2021 10:10:00,0.5,0.8,-49,-49,3.99
591,05/03/2021 10:20:00,0.5,0.8,-49,-49,3.99
592,05/03/2021 10:30:00,0.5,1.2,-49,-49,3.99
593,05/03/2021 10:40:00,0.5,1.2,-49,-49,3.99
594,05/03/2021 10:50:00,0.5,1.5,-49,-49,3.99
595,05/03/2021 11:00:00,0.5,1.5,-49,-49,3.99
596,05/03/2021 11:10:00,0.5,1.5,-49,-49,3.99
597,05/03/2021 11:20:00,0.5,1.9,-49,-49,3.99
598,05/03/2021 11:30:00,0.5,1.9,-49,-49,3.99
599,05/03/2021 11:40:00,0.5,1.9,-49,-49,3.99
600,05/03/2021 11:50:00,0.5,2.2,-49,-49,3.99
601,05/03/2021 12:00:00,0.5,2.5,-49,-49,3.99
602,05/03/2021 12:10:00,0.5,2.5,-49,-49,3.99
603,05/03/2021 12:20:00,0.5,2.5,-49,-49,3.99
604,05/03/2021 12:30:00,0.5,2.9,-49,-49,3.99
605,05/03/2021 12:40:00,0.5,2.9,-49,-49,3.99
606,05/03/2021 12:50:00,0.5,3.2,-49,-49,3.99
607,05/03/2021 13:00:00,0.5,3.2,-49,-49,3.99
608,05/03/2021 13:10:00,0.5,3.5,-49,-49,3.99
609,05/03/2021 13:20:00,0.5,3.5,-49,-49,3.99
610,05/03/2021 13:30:00,0.5,3.5,-49,-49,3.99
611,05/03/2021 13:40:00,0.5,3.5,-49,-49,3.99
612,05/03/2021 13:50:00,0.5,3.5,-49,-49,3.99
613,05/03/2021 14:00:00,0.5,3.5,-49,-49,3.99
614,05/03/2021 14:10:00,0.5,3.5,-49,-49,3.99
615,05/03/2021 14:20:00,0.5,3.9,-49,-49,3.99
616,05/03/2021 14:30:00,0.5,3.9,-49,-49,3.99
617,05/03/2021 14:40:00,0.5,3.9,-49,-49,3.99
618,05/03/2021 14:50:00,0.5,4.2,-49,-49,3.99
619,05/03/2021 15:00:00,0.5,4.6,-49,-49,3.99
620,05/03/2021 15:10:00,0.5,4.9,-49,-49,3.99
621,05/03/2021 15:20:00,0.5,5.6,-49,-49,3.99
622,05/03/2021 15:30:00,0.5,6.9,-49,-49,3.99
623,05/03/2021 15:40:00,0.5,7.2,-49,-49,3.99
624,05/03/2021 15:50:00,0.5,6.9,-49,-49,3.99
625,05/03/2021 16:00:00,0.5,5.6,-49,-49,3.99
626,05/03/2021 16:10:00,0.5,4.6,-49,-49,3.99
627,05/03/2021 16:20:00,0.5,3.9,-49,-49,3.99
628,05/03/2021 16:30:00,0.5,3.2,-49,-49,3.99
629,05/03/2021 16:40:00,0.5,3.5,-49,-49,3.99
630,05/03/2021 16:50:00,0.5,5.2,-49,-49,3.99
631,05/03/2021 17:00:00,0.5,8.2,-49,-49,3.99
632,05/03/2021 17:10:00,0.5,8.9,-49,-49,3.99
633,05/03/2021 17:20:00,0.5,8.2,-49,-49,3.99
634,05/03/2021 17:30:00,0.5,6.9,-49,-49,3.99
635,05/03/2021 17:40:00,0.5,5.6,-49,-49,3.99
636,05/03/2021 17:50:00,0.5,4.6,-49,-49,3.99
637,05/03/2021 18:00:00,0.5,3.5,-49,-49,3.99
638,05/03/2021 18:10:00,0.5,2.9,-49,-49,3.99
639,05/03/2021 18:20:00,0.5,2.5,-49,-49,3.99
640,05/03/2021 18:30:00,0.5,2.2,-49,-49,3.99
641,05/03/2021 18:40:00,0.5,1.9,-49,-49,3.99
642,05/03/2021 18:50:00,0.5,1.5,-49,-49,3.99
643,05/03/2021 19:00:00,0.5,1.5,-49,-49,3.99
644,05/03/2021 19:10:00,0.5,1.2,-49,-49,3.99
645,05/03/2021 19:20:00,0.5,1.2,-49,-49,3.99
646,05/03/2021 19:30:00,0.5,0.8,-49,-49,3.99
647,05/03/2021 19:40:00,0.5,0.8,-49,-49,3.99
648,05/03/2021 19:50:00,0.5,0.5,-49,-49,3.99
649,05/03/2021 20:00:00,0.5,0.5,-49,-49,3.99
650,05/03/2021 20:10:00,0.5,0.1,-49,-49,3.99
651,05/03/2021 20:20:00,0.5,0.1,-49,-49,3.99
652,05/03/2021 20:30:00,0.5,0.1,-49,-49,3.99
653,05/03/2021 20:40:00,0.5,0.1,-49,-49,3.99
654,05/03/2021 20:50:00,0.5,0.1,-49,-49,3.99
655,05/03/2021 21:00:00,0.5,0.1,-49,-49,3.99
656,05/03/2021 21:10:00,0.5,-0.2,-49,-49,3.99
657,05/03/2021 21:20:00,0.5,-0.2,-49,-49,3.99
658,05/03/2021 21:30:00,0.5,-0.2,-49,-49,3.99
659,05/03/2021 21:40:00,0.5,-0.2,-49,-49,3.99
660,05/03/2021 21:50:00,0.5,-0.2,-49,-49,3.99
661,05/03/2021 22:00:00,0.5,-0.2,-49,-49,3.99
662,05/03/2021 22:10:00,0.5,-0.2,-49,-49,3.99
663,05/03/2021 22:20:00,0.5,-0.6,-49,-49,3.99
664,05/03/2021 22:30:00,0.5,-0.6,-49,-49,3.99
665,05/03/2021 22:40:00,0.5,-0.6,-49,-49,3.99
666,05/03/2021 22:50:00,0.5,-0.6,-49,-49,3.99
667,05/03/2021 23:00:00,0.5,-0.6,-49,-49,3.99
668,05/03/2021 23:10:00,0.5,-0.6,-49,-49,3.99
669,05/03/2021 23:20:00,0.5,-0.9,-49,-49,3.99
670,05/03/2021 23:30:00,0.5,-0.9,-49,-49,3.99
671,05/03/2021 23:40:00,0.5,-0.9,-49,-49,3.99
672,05/03/2021 23:50:00,0.5,-0.9,-49,-49,3.99
673,05/04/2021 00:00:00,0.5,-0.9,-49,-49,3.99
674,05/04/2021 00:10:00,0.5,-0.9,-49,-49,3.99
675,05/04/2021 00:20:00,0.5,-0.9,-49,-49,3.99
676,05/04/2021 00:30:00,0.5,-0.9,-49,-49,3.99
677,05/04/2021 00:40:00,0.5,-0.9,-49,-49,3.99
678,05/04/2021 00:50:00,0.5,-0.9,-49,-49,3.99
679,05/04/2021 01:00:00,0.5,-0.9,-49,-49,3.99
680,05/04/2021 01:10:00,0.5,-0.9,-49,-49,3.99
681,05/04/2021 01:20:00,0.5,-1.3,-49,-49,3.99
682,05/04/2021 01:30:00,0.5,-1.3,-49,-49,3.99
683,05/04/2021 01:40:00,0.5,-1.3,-49,-49,3.99
684,05/04/2021 01:50:00,0.5,-1.3,-49,-49,3.99
685,05/04/2021 02:00:00,0.5,-1.3,-49,-49,3.99
686,05/04/2021 02:10:00,0.5,-1.3,-49,-49,3.99
687,05/04/2021 02:20:00,0.5,-1.3,-49,-49,3.99
688,05/04/2021 02:30:00,0.5,-1.3,-49,-49,3.99
689,05/04/2021 02:40:00,0.5,-1.3,-49,-49,3.99
690,05/04/2021 02:50:00,0.5,-1.3,-49,-49,3.99
691,05/04/2021 03:00:00,0.5,-1.3,-49,-49,3.99
692,05/04/2021 03:10:00,0.5,-1.3,-49,-49,3.99
693,05/04/2021 03:20:00,0.5,-1.3,-49,-49,3.99
694,05/04/2021 03:30:00,0.5,-1.3,-49,-49,3.99
695,05/04/2021 03:40:00,0.5,-1.3,-49,-49,3.99
696,05/04/2021 03:50:00,0.5,-1.3,-49,-49,3.99
697,05/04/2021 04:00:00,0.5,-1.6,-49,-49,3.99
698,05/04/2021 04:10:00,0.5,-1.6,-49,-49,3.99
699,05/04/2021 04:20:00,0.5,-1.6,-49,-49,3.99
700,05/04/2021 04:30:00,0.5,-1.6,-49,-49,3.99
701,05/04/2021 04:40:00,0.5,-1.6,-49,-49,3.99
702,05/04/2021 04:50:00,0.5,-1.6,-49,-49,3.99
703,05/04/2021 05:00:00,0.5,-1.6,-49,-49,3.99
704,05/04/2021 05:10:00,0.5,-1.6,-49,-49,3.99
705,05/04/2021 05:20:00,0.5,-1.6,-49,-49,3.99
706,05/04/2021 05:30:00,0.5,-1.6,-49,-49,3.99
707,05/04/2021 05:40:00,0.5,-1.6,-49,-49,3.99
708,05/04/2021 05:50:00,0.5,-1.6,-49,-49,3.99
709,05/04/2021 06:00:00,0.5,-1.6,-49,-49,3.99
710,05/04/2021 06:10:00,0.5,-1.6,-49,-49,3.99
711,05/04/2021 06:20:00,0.5,-1.6,-49,-49,3.99
712,05/04/2021 06:30:00,0.5,-1.6,-49,-49,3.99
713,05/04/2021 06:40:00,0.5,-1.3,-49,-49,3.99
714,05/04/2021 06:50:00,0.5,-1.3,-49,-49,3.99
715,05/04/2021 07:00:00,0.5,-1.3,-49,-49,3.99
716,05/04/2021 07:10:00,0.5,-1.3,-49,-49,3.99
717,05/04/2021 07:20:00,0.5,-1.3,-49,-49,3.99
718,05/04/2021 07:30:00,0.5,-1.3,-49,-49,3.99
719,05/04/2021 07:40:00,0.5,-1.3,-49,-49,3.99
720,05/04/2021 07:50:00,0.5,-0.9,-49,-49,3.99
721,05/04/2021 08:00:00,0.5,-0.9,-49,-49,3.99
722,05/04/2021 08:10:00,0.5,-0.9,-49,-49,3.99
723,05/04/2021 08:20:00,0.5,-0.6,-49,-49,3.99
724,05/04/2021 08:30:00,0.5,-0.6,-49,-49,3.99
725,05/04/2021 08:40:00,0.5,-0.6,-49,-49,3.99
726,05/04/2021 08:50:00,0.5,-0.6,-49,-49,3.99
727,05/04/2021 09:00:00,0.5,-0.2,-49,-49,3.99
728,05/04/2021 09:10:00,0.5,0.1,-49,-49,3.99
729,05/04/2021 09:20:00,0.5,0.1,-49,-49,3.99
730,05/04/2021 09:30:00,0.5,0.5,-49,-49,3.99
731,05/04/2021 09:40:00,0.5,0.8,-49,-49,3.99
732,05/04/2021 09:50:00,0.5,0.8,-49,-49,3.99
733,05/04/2021 10:00:00,0.5,1.2,-49,-49,3.99
734,05/04/2021 10:10:00,0.5,1.2,-49,-49,3.99
735,05/04/2021 10:20:00,0.5,1.5,-49,-49,3.99
736,05/04/2021 10:30:00,0.5,1.9,-49,-49,3.99
737,05/04/2021 10:40:00,0.5,1.9,-49,-49,3.99
738,05/04/2021 10:50:00,0.5,2.2,-49,-49,3.99
739,05/04/2021 11:00:00,0.5,2.2,-49,-49,3.99
740,05/04/2021 11:10:00,0.5,2.5,-49,-49,3.99
741,05/04/2021 11:20:00,0.5,2.5,-49,-49,3.99
742,05/04/2021 11:30:00,0.5,2.5,-49,-49,3.99
743,05/04/2021 11:40:00,0.5,2.5,-49,-49,3.99
744,05/04/2021 11:50:00,0.5,2.9,-49,-49,3.99
745,05/04/2021 12:00:00,0.5,2.9,-49,-49,3.99
746,05/04/2021 12:10:00,0.5,2.9,-49,-49,3.99
747,05/04/2021 12:20:00,0.5,3.2,-49,-49,3.99
748,05/04/2021 12:30:00,0.5,3.5,-49,-49,3.99
749,05/04/2021 12:40:00,0.5,3.9,-49,-49,3.99
750,05/04/2021 12:50:00,0.5,4.2,-49,-49,3.99
751,05/04/2021 13:00:00,0.5,4.6,-49,-49,3.99
752,05/04/2021 13:10:00,0.5,4.9,-49,-49,3.99
753,05/04/2021 13:20:00,0.5,4.6,-49,-49,3.99
754,05/04/2021 13:30:00,0.5,4.6,-49,-49,3.99
755,05/04/2021 13:40:00,0.5,4.6,-49,-49,3.99
756,05/04/2021 13:50:00,0.5,4.2,-49,-49,3.99
757,05/04/2021 14:00:00,0.5,4.2,-49,-49,3.99
758,05/04/2021 14:10:00,0.5,3.9,-49,-49,3.99
759,05/04/2021 14:20:00,0.5,3.9,-49,-49,3.99
760,05/04/2021 14:30:00,0.5,4.2,-49,-49,3.99
761,05/04/2021 14:40:00,0.5,4.6,-49,-49,3.99
762,05/04/2021 14:50:00,0.5,4.9,-49,-49,3.99
763,05/04/2021 15:00:00,0.5,4.9,-49,-49,3.99
764,05/04/2021 15:10:00,0.5,4.2,-49,-49,3.99
765,05/04/2021 15:20:00,0.5,3.9,-49,-49,3.99
766,05/04/2021 15:30:00,0.5,3.2,-49,-49,3.99
767,05/04/2021 15:40:00,0.5,2.9,-49,-49,3.99
768,05/04/2021 15:50:00,0.5,2.5,-49,-49,3.99
769,05/04/2021 16:00:00,0.5,2.2,-49,-49,3.99
770,05/04/2021 16:10:00,0.5,1.9,-49,-49,3.99
771,05/04/2021 16:20:00,0.5,1.9,-49,-49,3.99
772,05/04/2021 16:30:00,0.5,1.9,-49,-49,3.99
773,05/04/2021 16:40:00,0.5,3.2,-49,-49,3.99
774,05/04/2021 16:50:00,0.5,4.6,-49,-49,3.99
775,05/04/2021 17:00:00,0.5,4.6,-49,-49,3.99
776,05/04/2021 17:10:00,0.5,3.9,-49,-49,3.99
777,05/04/2021 17:20:00,0.5,3.2,-49,-49,3.99
778,05/04/2021 17:30:00,0.5,2.5,-49,-49,3.99
779,05/04/2021 17:40:00,0.5,2.2,-49,-49,3.99
780,05/04/2021 17:50:00,0.5,2.2,-49,-49,3.99
781,05/04/2021 18:00:00,0.5,1.9,-49,-49,3.99
782,05/04/2021 18:10:00,0.5,1.9,-49,-49,3.99
783,05/04/2021 18:20:00,0.5,1.9,-49,-49,3.99
784,05/04/2021 18:30:00,0.5,1.5,-49,-49,3.99
785,05/04/2021 18:40:00,0.5,1.5,-49,-49,3.99
786,05/04/2021 18:50:00,0.5,1.2,-49,-49,3.99
787,05/04/2021 19:00:00,0.5,1.2,-49,-49,3.99
788,05/04/2021 19:10:00,0.5,1.2,-49,-49,3.99
789,05/04/2021 19:20:00,0.5,0.8,-49,-49,3.99
790,05/04/2021 19:30:00,0.5,0.8,-49,-49,3.99
791,05/04/2021 19:40:00,0.5,0.8,-49,-49,3.99
792,05/04/2021 19:50:00,0.5,0.5,-49,-49,3.99
793,05/04/2021 20:00:00,0.5,0.5,-49,-49,3.99
794,05/04/2021 20:10:00,0.5,0.1,-49,-49,3.99
795,05/04/2021 20:20:00,0.5,0.1,-49,-49,3.99
796,05/04/2021 20:30:00,0.5,-0.2,-49,-49,3.99
797,05/04/2021 20:40:00,0.5,-0.2,-49,-49,3.99
798,05/04/2021 20:50:00,0.5,-0.6,-49,-49,3.99
799,05/04/2021 21:00:00,0.5,-0.6,-49,-49,3.99
800,05/04/2021 21:10:00,0.5,-0.9,-49,-49,3.99
801,05/04/2021 21:20:00,0.5,-0.9,-49,-49,3.99
802,05/04/2021 21:30:00,0.5,-1.3,-49,-49,3.99
803,05/04/2021 21:40:00,0.5,-1.3,-49,-49,3.99
804,05/04/2021 21:50:00,0.5,-1.3,-49,-49,3.99
805,05/04/2021 22:00:00,0.5,-1.3,-49,-49,3.99
806,05/04/2021 22:10:00,0.5,-1.3,-49,-49,3.99
807,05/04/2021 22:20:00,0.5,-1.3,-49,-49,3.99
808,05/04/2021 22:30:00,0.5,-1.3,-49,-49,3.99
809,05/04/2021 22:40:00,0.5,-1.3,-49,-49,3.99
810,05/04/2021 22:50:00,0.5,-1.3,-49,-49,3.99
811,05/04/2021 23:00:00,0.5,-1.3,-49,-49,3.99
812,05/04/2021 23:10:00,0.5,-1.3,-49,-49,3.99
813,05/04/2021 23:20:00,0.5,-1.3,-49,-49,3.99
814,05/04/2021 23:30:00,0.5,-1.3,-49,-49,3.99
815,05/04/2021 23:40:00,0.5,-1.3,-49,-49,3.99
816,05/04/2021 23:50:00,0.5,-1.3,-49,-49,3.99
817,05/05/2021 00:00:00,0.5,-1.3,-49,-49,3.99
818,05/05/2021 00:10:00,0.5,-1.3,-49,-49,3.99
819,05/05/2021 00:20:00,0.5,-1.3,-49,-49,3.99
820,05/05/2021 00:30:00,0.5,-1.3,-49,-49,3.99
821,05/05/2021 00:40:00,0.5,-1.3,-49,-49,3.99
822,05/05/2021 00:50:00,0.5,-1.3,-49,-49,3.99
823,05/05/2021 01:00:00,0.5,-1.3,-49,-49,3.99
824,05/05/2021 01:10:00,0.5,-1.3,-49,-49,3.99
825,05/05/2021 01:20:00,0.5,-1.3,-49,-49,3.99
826,05/05/2021 01:30:00,0.5,-1.3,-49,-49,3.99
827,05/05/2021 01:40:00,0.5,-1.3,-49,-49,3.99
828,05/05/2021 01:50:00,0.5,-0.9,-49,-49,3.99
829,05/05/2021 02:00:00,0.5,-0.9,-49,-49,3.99
830,05/05/2021 02:10:00,0.5,-0.9,-49,-49,3.99
831,05/05/2021 02:20:00,0.5,-0.9,-49,-49,3.99
832,05/05/2021 02:30:00,0.5,-0.9,-49,-49,3.99
833,05/05/2021 02:40:00,0.5,-0.9,-49,-49,3.99
834,05/05/2021 02:50:00,0.5,-0.9,-49,-49,3.99
835,05/05/2021 03:00:00,0.5,-0.9,-49,-49,3.99
