sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4
8945,30/06/2021 10:40:00,6.1,13.5,-56,-56
8946,30/06/2021 10:50:00,6.1,14.3,-55,-56
8947,30/06/2021 11:00:00,6.1,14.7,-55,-56
8948,30/06/2021 11:10:00,6.1,14.7,-56,-56
8949,30/06/2021 11:20:00,6.1,14.4,-56,-56
8950,30/06/2021 11:30:00,6.1,14.1,-56,-56
8951,30/06/2021 11:40:00,6.1,14.0,-56,-56
8952,30/06/2021 11:50:00,6.1,14.1,-56,-56
8953,30/06/2021 12:00:00,6.1,14.3,-56,-56
8954,30/06/2021 12:10:00,6.1,14.5,-56,-56
8955,30/06/2021 12:20:00,6.1,14.8,-55,-56
8956,30/06/2021 12:30:00,6.1,15.7,-56,-56
8957,30/06/2021 12:40:00,6.1,16.7,-56,-56
8958,30/06/2021 12:50:00,6.1,17.6,-56,-56
8959,30/06/2021 13:00:00,6.1,18.3,-56,-56
8960,30/06/2021 13:10:00,6.1,18.5,-56,-56
8961,30/06/2021 13:20:00,6.1,18.6,-56,-56
8962,30/06/2021 13:30:00,6.1,18.9,-56,-56
8963,30/06/2021 13:40:00,6.1,19.2,-56,-56
8964,30/06/2021 13:50:00,6.2,19.5,-56,-56
8965,30/06/2021 14:00:00,6.2,19.7,-56,-56
8966,30/06/2021 14:10:00,6.1,19.7,-56,-56
8967,30/06/2021 14:20:00,6.1,19.3,-56,-56
8968,30/06/2021 14:30:00,6.1,18.8,-56,-56
8969,30/06/2021 14:40:00,6.1,18.3,-56,-56
8970,30/06/2021 14:50:00,6.1,17.7,-56,-56
8971,30/06/2021 15:00:00,6.1,17.2,-56,-56
8972,30/06/2021 15:10:00,6.1,16.5,-56,-56
8973,30/06/2021 15:20:00,6.1,15.1,-56,-56
8974,30/06/2021 15:30:00,6.1,13.8,-56,-56
8975,30/06/2021 15:40:00,6.1,12.9,-56,-56
8976,30/06/2021 15:50:00,6.1,12.4,-56,-56
8977,30/06/2021 16:00:00,6.1,12.4,-56,-56
8978,30/06/2021 16:10:00,6.1,12.7,-56,-56
8979,30/06/2021 16:20:00,6.1,12.9,-56,-56
8980,30/06/2021 16:30:00,6.1,13.0,-56,-56
8981,30/06/2021 16:40:00,6.1,13.0,-56,-56
8982,30/06/2021 16:50:00,6.1,13.1,-56,-56
8983,30/06/2021 17:00:00,6.1,13.0,-56,-56
8984,30/06/2021 17:10:00,6.1,13.0,-56,-56
8985,30/06/2021 17:20:00,6.1,13.0,-56,-56
8986,30/06/2021 17:30:00,6.1,13.2,-56,-56
8987,30/06/2021 17:40:00,6.1,13.4,-56,-56
8988,30/06/2021 17:50:00,6.1,13.5,-56,-56
8989,30/06/2021 18:00:00,6.1,13.5,-56,-56
8990,30/06/2021 18:10:00,6.1,13.5,-56,-56
8991,30/06/2021 18:20:00,6.1,13.5,-56,-56
8992,30/06/2021 18:30:00,6.1,13.5,-56,-56
8993,30/06/2021 18:40:00,6.1,13.3,-56,-56
8994,30/06/2021 18:50:00,6.1,13.1,-56,-56
8995,30/06/2021 19:00:00,6.1,12.9,-56,-56
8996,30/06/2021 19:10:00,6.1,12.7,-56,-56
8997,30/06/2021 19:20:00,6.1,12.5,-56,-56
8998,30/06/2021 19:30:00,6.1,12.2,-56,-56
8999,30/06/2021 19:40:00,6.1,11.8,-56,-56
9000,30/06/2021 19:50:00,6.1,11.3,-56,-56
9001,30/06/2021 20:00:00,6.1,10.8,-56,-56
9002,30/06/2021 20:10:00,6.1,10.5,-56,-56
9003,30/06/2021 20:20:00,6.1,10.2,-56,-56
9004,30/06/2021 20:30:00,6.1,10.0,-55,-56
9005,30/06/2021 20:40:00,6.1,9.9,-55,-55
9006,30/06/2021 20:50:00,6.1,9.7,-55,-55
9007,30/06/2021 21:00:00,6.1,9.6,-55,-55
9008,30/06/2021 21:10:00,6.1,9.6,-55,-56
9009,30/06/2021 21:20:00,6.1,9.5,-55,-55
9010,30/06/2021 21:30:00,6.1,9.5,-55,-56
9011,30/06/2021 21:40:00,6.1,9.4,-55,-56
9012,30/06/2021 21:50:00,6.1,9.3,-55,-55
9013,30/06/2021 22:00:00,6.1,9.3,-55,-55
9014,30/06/2021 22:10:00,6.1,9.2,-55,-55
9015,30/06/2021 22:20:00,6.1,9.2,-55,-55
9016,30/06/2021 22:30:00,6.1,9.1,-55,-55
9017,30/06/2021 22:40:00,6.1,9.1,-55,-55
9018,30/06/2021 22:50:00,6.1,9.1,-55,-55
9019,30/06/2021 23:00:00,6.1,9.1,-55,-56
