"Insight Version","1.0.5.2"
"Generation Time",2022-06-06 15:16:09
"Date From",2022-06-06 14:26:25
"Date To",2022-06-06 15:16:10

"GMP252","U1011935","1.3.4"

"Timestamp","GMP252 U1011935 - Carbon dioxide concentration (ppm)"
2022-06-06 15:07:10,240.514510
2022-06-06 15:07:15,239.980550
2022-06-06 15:07:20,239.745350
2022-06-06 15:07:25,239.963560
2022-06-06 15:07:30,240.594530
2022-06-06 15:07:35,241.238890
2022-06-06 15:07:40,241.503250
2022-06-06 15:07:45,241.925110
2022-06-06 15:07:50,242.045960
2022-06-06 15:07:55,242.136760
2022-06-06 15:08:00,242.171100
2022-06-06 15:08:05,242.277920
2022-06-06 15:08:10,242.357440
2022-06-06 15:08:15,242.569670
2022-06-06 15:08:20,245.217770
2022-06-06 15:08:25,246.791440
2022-06-06 15:08:30,249.079540
2022-06-06 15:08:35,249.896120
2022-06-06 15:08:40,249.462310
2022-06-06 15:08:45,247.752980
2022-06-06 15:08:50,245.860350
2022-06-06 15:08:55,242.684460
2022-06-06 15:09:00,241.000600
2022-06-06 15:09:05,239.291550
2022-06-06 15:09:10,238.038380
2022-06-06 15:09:15,233.370770
2022-06-06 15:09:20,232.551240
2022-06-06 15:09:25,232.758850
2022-06-06 15:09:30,238.397250
2022-06-06 15:09:35,242.072860
2022-06-06 15:09:40,245.608340
2022-06-06 15:09:45,246.628460
2022-06-06 15:09:50,247.439390
2022-06-06 15:09:55,247.910660
2022-06-06 15:10:00,248.021480
2022-06-06 15:10:05,248.031660
2022-06-06 15:10:10,248.065140
2022-06-06 15:10:15,248.760860
2022-06-06 15:10:20,249.299100
2022-06-06 15:10:25,249.409640
2022-06-06 15:10:30,249.400880
2022-06-06 15:10:35,249.445130
2022-06-06 15:10:40,249.552520
2022-06-06 15:10:45,249.547940
2022-06-06 15:10:50,249.383800
2022-06-06 15:10:55,249.389000
2022-06-06 15:11:00,249.345930
2022-06-06 15:11:05,248.242170
2022-06-06 15:11:10,246.409940
2022-06-06 15:11:15,246.164300
2022-06-06 15:11:20,245.543640
2022-06-06 15:11:25,243.419020
2022-06-06 15:11:30,242.146330
2022-06-06 15:11:35,240.933780
2022-06-06 15:11:40,239.800230
2022-06-06 15:11:45,237.732070
2022-06-06 15:11:50,237.018040
2022-06-06 15:11:55,237.100360
2022-06-06 15:12:00,237.370960
2022-06-06 15:12:05,237.387730
2022-06-06 15:12:10,237.469020
2022-06-06 15:12:15,237.647250
2022-06-06 15:12:20,237.917660
2022-06-06 15:12:25,238.008260
2022-06-06 15:12:30,237.798920
2022-06-06 15:12:35,237.442150
2022-06-06 15:12:40,237.115100
2022-06-06 15:12:45,237.018280
2022-06-06 15:12:50,236.960700
2022-06-06 15:12:55,236.949550
2022-06-06 15:13:00,236.942060
2022-06-06 15:13:05,236.908110
2022-06-06 15:13:10,236.958280
2022-06-06 15:13:15,238.705520
2022-06-06 15:13:20,242.266220
2022-06-06 15:13:25,245.918330
2022-06-06 15:13:30,250.817870
2022-06-06 15:13:35,253.184130
2022-06-06 15:13:40,256.155700
2022-06-06 15:13:45,256.668900
2022-06-06 15:13:50,257.188000
2022-06-06 15:13:55,256.011840
2022-06-06 15:14:00,252.592180
2022-06-06 15:14:05,248.938170
2022-06-06 15:14:10,247.073970
2022-06-06 15:14:15,245.576630
2022-06-06 15:14:20,244.842480
2022-06-06 15:14:25,241.294740
2022-06-06 15:14:30,239.249850
2022-06-06 15:14:35,237.896850
2022-06-06 15:14:40,236.572970
2022-06-06 15:14:45,235.134690
2022-06-06 15:14:50,235.086790
2022-06-06 15:14:55,235.087330
2022-06-06 15:15:00,235.099660
2022-06-06 15:15:05,235.277130
2022-06-06 15:15:10,235.602750
2022-06-06 15:15:15,235.620540
2022-06-06 15:15:20,235.568540
2022-06-06 15:15:25,235.528060
2022-06-06 15:15:30,235.538590
2022-06-06 15:15:35,235.642180
2022-06-06 15:15:40,235.614070
2022-06-06 15:15:45,235.338930
2022-06-06 15:15:50,234.863190
2022-06-06 15:15:55,233.726260
2022-06-06 15:16:00,233.434810
2022-06-06 15:16:05,233.413650
2022-06-06 15:16:10,234.185700
