Plot Title: 10778331,,,,
ID,datetime,low_range_uScm,full_range_uScm,temp_C
1,6/4/20 9:14,2.5,2.5,18.37
2,6/4/20 9:14,,,
3,6/4/20 9:17,2.5,2.5,18.14
4,6/4/20 9:20,2.5,6.2,17.9
5,6/4/20 9:23,2.7,6.2,17.68
6,6/4/20 9:26,2.7,2.5,17.52
7,6/4/20 9:29,2.7,2.5,17.41
8,6/4/20 9:32,2.5,2.5,17.36
9,6/4/20 9:35,4.2,2.5,17.32
10,6/4/20 9:38,2.5,2.5,17.31
11,6/4/20 9:41,2.5,2.5,17.31
12,6/4/20 9:44,4.2,2.5,17.31
13,6/4/20 9:47,2.7,2.5,17.32
14,6/4/20 9:50,2.7,2.5,17.33
15,6/4/20 9:53,2.5,6.2,17.37
16,6/4/20 9:56,2.5,2.5,17.41
17,6/4/20 9:59,2.5,2.5,17.45
18,6/4/20 10:02,2.7,6.2,17.49
19,6/4/20 10:05,2.5,2.5,17.54
20,6/4/20 10:08,2.5,6.2,17.6
21,6/4/20 10:11,4.2,2.5,17.66
22,6/4/20 10:14,2.7,2.5,17.73
23,6/4/20 10:17,2.5,2.5,17.81
24,6/4/20 10:20,2.5,2.5,17.9
25,6/4/20 10:23,2.5,2.5,18
26,6/4/20 10:26,2.5,6.2,18.11
27,6/4/20 10:29,2.7,2.5,18.21
28,6/4/20 10:32,2.7,2.5,18.35
29,6/4/20 10:35,2.7,2.5,18.52
30,6/4/20 10:38,2.7,6.2,18.74
31,6/4/20 10:41,2.5,2.5,18.95
32,6/4/20 10:44,2.7,6.2,19.16
33,6/4/20 10:47,3.9,2.5,19.36
34,6/4/20 10:50,2.5,2.5,21.18
35,6/4/20 10:53,3.9,2.5,20.13
36,6/4/20 10:56,15.7,14.3,7.62
37,6/4/20 10:59,13.6,12.8,3.98
38,6/4/20 11:02,13.1,12.8,3.26
39,6/4/20 11:05,13,12.5,3.08
40,6/4/20 11:08,12.8,12.5,2.98
41,6/4/20 11:11,12.8,12.5,2.97
42,6/4/20 11:14,12.9,12.9,2.98
43,6/4/20 11:17,12.8,12.9,2.98
44,6/4/20 11:20,12.8,12.5,2.97
45,6/4/20 11:23,12.8,12.5,2.98
46,6/4/20 11:26,12.8,12.5,2.98
47,6/4/20 11:29,12.8,12.5,2.98
48,6/4/20 11:32,12.8,12.5,2.97
49,6/4/20 11:35,12.8,12.5,2.98
50,6/4/20 11:38,12.8,12.1,2.98
51,6/4/20 11:41,12.8,12.5,2.98
52,6/4/20 11:44,12.8,12.5,2.98
53,6/4/20 11:47,12.9,12.5,3
54,6/4/20 11:50,12.8,12.9,2.98
55,6/4/20 11:53,12.8,12.5,2.98
56,6/4/20 11:56,12.8,12.5,2.98
57,6/4/20 11:59,12.8,12.9,2.98
58,6/4/20 12:02,12.8,12.5,3
59,6/4/20 12:05,12.8,12.5,2.97
60,6/4/20 12:08,12.8,12.1,2.98
61,6/4/20 12:11,12.8,12.5,2.98
62,6/4/20 12:14,12.8,12.9,3
63,6/4/20 12:17,12.8,12.5,2.98
64,6/4/20 12:20,12.8,12.9,3.01
65,6/4/20 12:23,12.8,12.5,3.01
66,6/4/20 12:26,12.8,12.5,2.98
67,6/4/20 12:29,12.8,12.9,3
68,6/4/20 12:32,12.8,12.5,2.98
69,6/4/20 12:35,12.8,12.5,3
70,6/4/20 12:38,12.8,12.9,3
71,6/4/20 12:41,12.8,12.5,2.98
72,6/4/20 12:44,12.8,12.5,3
73,6/4/20 12:47,12.8,12.5,2.98
74,6/4/20 12:50,12.8,12.9,3
75,6/4/20 12:53,12.8,12.5,3
76,6/4/20 12:56,12.8,12.5,3
77,6/4/20 12:59,12.8,12.9,3.01
78,6/4/20 13:02,12.8,12.9,3.01
79,6/4/20 13:05,12.8,12.9,2.98
80,6/4/20 13:08,12.8,12.5,3
81,6/4/20 13:11,12.8,12.9,3.01
82,6/4/20 13:14,12.8,12.5,3.01
83,6/4/20 13:17,12.9,12.5,3
84,6/4/20 13:20,12.8,12.5,3
85,6/4/20 13:23,12.8,12.5,3.01
86,6/4/20 13:26,12.8,12.5,3
87,6/4/20 13:29,12.8,12.5,3
88,6/4/20 13:32,12.8,12.9,3
89,6/4/20 13:35,12.9,12.9,3
90,6/4/20 13:38,12.8,12.5,3
91,6/4/20 13:41,12.8,12.9,3
92,6/4/20 13:44,12.8,12.9,3
93,6/4/20 13:47,12.8,12.5,3
94,6/4/20 13:50,12.9,12.5,2.98
95,6/4/20 13:53,12.8,12.9,3
96,6/4/20 13:56,12.8,12.9,3
97,6/4/20 13:59,12.8,12.5,3
98,6/4/20 14:02,12.8,12.5,3
99,6/4/20 14:05,12.8,12.5,3
100,6/4/20 14:08,12.8,12.9,3
101,6/4/20 14:11,12.8,12.5,2.98
102,6/4/20 14:14,12.8,12.5,2.98
103,6/4/20 14:17,12.8,12.5,3.01
104,6/4/20 14:20,12.8,12.5,3
105,6/4/20 14:23,12.8,12.5,3
106,6/4/20 14:26,12.8,12.9,3
107,6/4/20 14:29,12.8,12.9,3.01
108,6/4/20 14:32,12.8,12.9,3.01
109,6/4/20 14:35,12.8,12.5,3
110,6/4/20 14:38,12.9,12.5,3
111,6/4/20 14:41,12.8,12.5,3
112,6/4/20 14:44,12.9,12.9,3
113,6/4/20 14:47,12.8,12.5,3.01
114,6/4/20 14:50,12.8,12.5,3.01
115,6/4/20 14:53,12.8,12.5,3.02
116,6/4/20 14:56,12.8,12.5,3.01
