Plot Title: 10778333,,,,
ID,datetime,low_range_uScm,full_range_uScm,temp_C
1,6/4/20 9:13,2.2,5.5,18.36
2,6/4/20 9:13,,,
3,6/4/20 9:16,2.2,5.5,18.08
4,6/4/20 9:19,2.5,3.2,17.87
5,6/4/20 9:22,2.2,3.2,17.64
6,6/4/20 9:25,3.9,5.5,17.45
7,6/4/20 9:28,2.4,5.5,17.34
8,6/4/20 9:31,1.6,5.5,17.26
9,6/4/20 9:34,2.2,1.7,17.19
10,6/4/20 9:37,2.4,5.5,17.17
11,6/4/20 9:40,3.9,5.5,17.14
12,6/4/20 9:43,2.4,5.5,17.13
13,6/4/20 9:46,2.2,5.5,17.13
14,6/4/20 9:49,2.4,1.7,17.14
15,6/4/20 9:52,2.4,5.5,17.16
16,6/4/20 9:55,2.4,5.5,17.19
17,6/4/20 9:58,2.4,5.5,17.23
18,6/4/20 10:01,2.2,1.7,17.26
19,6/4/20 10:04,2.4,5.5,17.3
20,6/4/20 10:07,2.4,5.5,17.35
21,6/4/20 10:10,2.4,5.5,17.4
22,6/4/20 10:13,2.3,5.5,17.47
23,6/4/20 10:16,2.3,5.5,17.53
24,6/4/20 10:19,2.3,5.5,17.58
25,6/4/20 10:22,2.2,5.5,17.68
26,6/4/20 10:25,2.2,5.5,17.78
27,6/4/20 10:28,2.3,5.5,17.88
28,6/4/20 10:31,3.6,5.5,18
29,6/4/20 10:34,3.9,5.5,18.19
30,6/4/20 10:37,2.2,5.5,18.43
31,6/4/20 10:40,2.2,5.5,18.64
32,6/4/20 10:43,2.2,5.5,18.83
33,6/4/20 10:46,2.3,5.5,19.03
34,6/4/20 10:49,2.2,5.5,19.97
35,6/4/20 10:52,2.3,5.5,20.38
36,6/4/20 10:55,3.9,3.2,19.44
37,6/4/20 10:58,16.1,14.4,5.09
38,6/4/20 11:01,14.6,13.3,3.59
39,6/4/20 11:04,13.9,12.9,2.98
40,6/4/20 11:07,13.5,12.1,2.84
41,6/4/20 11:10,13.3,12.1,2.79
42,6/4/20 11:13,13.2,12.1,2.79
43,6/4/20 11:16,13.1,12.5,2.77
44,6/4/20 11:19,13.1,12.1,2.76
45,6/4/20 11:22,13.1,12.1,2.76
46,6/4/20 11:25,13.1,12.5,2.75
47,6/4/20 11:28,13.1,12.1,2.76
48,6/4/20 11:31,13.1,12.1,2.76
49,6/4/20 11:34,13,12.1,2.76
50,6/4/20 11:37,13,12.1,2.76
51,6/4/20 11:40,13.1,12.1,2.77
52,6/4/20 11:43,13.1,12.1,2.76
53,6/4/20 11:46,13.1,12.1,2.76
54,6/4/20 11:49,13.1,12.1,2.76
55,6/4/20 11:52,13.1,12.1,2.76
56,6/4/20 11:55,13.1,12.1,2.76
57,6/4/20 11:58,13.1,12.5,2.77
58,6/4/20 12:01,13.1,12.5,2.76
59,6/4/20 12:04,13,12.5,2.77
60,6/4/20 12:07,13,12.5,2.77
61,6/4/20 12:10,13.1,12.5,2.76
62,6/4/20 12:13,13.1,12.1,2.76
63,6/4/20 12:16,13.1,12.5,2.79
64,6/4/20 12:19,13.1,12.1,2.77
65,6/4/20 12:22,13.1,12.1,2.79
66,6/4/20 12:25,13.1,12.1,2.77
67,6/4/20 12:28,13.1,12.1,2.77
68,6/4/20 12:31,13.1,12.5,2.77
69,6/4/20 12:34,13.1,12.1,2.77
70,6/4/20 12:37,13.1,12.1,2.77
71,6/4/20 12:40,13.1,12.1,2.77
72,6/4/20 12:43,13.1,12.1,2.77
73,6/4/20 12:46,13,12.1,2.77
74,6/4/20 12:49,13.1,12.1,2.76
75,6/4/20 12:52,13.1,12.1,2.77
76,6/4/20 12:55,13.1,12.1,2.77
77,6/4/20 12:58,13.1,12.1,2.77
78,6/4/20 13:01,13.1,12.1,2.77
79,6/4/20 13:04,13.1,12.1,2.76
80,6/4/20 13:07,13.1,12.1,2.76
81,6/4/20 13:10,13.1,12.1,2.77
82,6/4/20 13:13,13.1,12.5,2.79
83,6/4/20 13:16,13.1,12.5,2.77
84,6/4/20 13:19,13.1,12.5,2.77
85,6/4/20 13:22,13.1,12.5,2.77
86,6/4/20 13:25,13.1,12.5,2.77
87,6/4/20 13:28,13.1,12.1,2.77
88,6/4/20 13:31,13,12.1,2.79
89,6/4/20 13:34,13,12.5,2.77
90,6/4/20 13:37,13.1,12.1,2.77
91,6/4/20 13:40,13.1,12.1,2.79
92,6/4/20 13:43,13.1,12.5,2.77
93,6/4/20 13:46,13.1,12.1,2.79
94,6/4/20 13:49,13.1,12.1,2.77
95,6/4/20 13:52,13.1,12.1,2.77
96,6/4/20 13:55,13.1,12.5,2.77
97,6/4/20 13:58,13.1,12.1,2.79
98,6/4/20 14:01,13.1,12.1,2.77
99,6/4/20 14:04,13.1,12.1,2.77
100,6/4/20 14:07,13.1,12.1,2.79
101,6/4/20 14:10,13.1,12.5,2.79
102,6/4/20 14:13,13.1,12.5,2.79
103,6/4/20 14:16,13.1,12.1,2.77
104,6/4/20 14:19,13.1,12.1,2.79
105,6/4/20 14:22,13.1,12.5,2.77
106,6/4/20 14:25,13.1,12.1,2.77
107,6/4/20 14:28,13.1,12.5,2.77
108,6/4/20 14:31,13.1,12.1,2.77
109,6/4/20 14:34,13.1,12.1,2.77
110,6/4/20 14:37,13.1,12.5,2.77
111,6/4/20 14:40,13.1,12.1,2.79
112,6/4/20 14:43,13.1,12.1,2.77
113,6/4/20 14:46,13.1,12.1,2.79
114,6/4/20 14:49,13.1,12.5,2.77
115,6/4/20 14:52,13.1,12.5,2.79
116,6/4/20 14:55,13.1,12.1,2.79
117,6/4/20 14:58,13.1,12.1,2.8
118,6/4/20 15:01,13.1,12.1,2.79
119,6/4/20 15:04,13.1,12.5,2.79
120,6/4/20 15:07,13.1,12.1,2.77
121,6/4/20 15:10,13.1,12.1,2.79
122,6/4/20 15:13,13.1,12.1,2.77
123,6/4/20 15:16,13.1,12.5,2.79
124,6/4/20 15:19,13.1,12.1,2.77
125,6/4/20 15:22,13.1,12.1,2.79
126,6/4/20 15:25,13.1,12.1,2.77
127,6/4/20 15:28,13.1,12.1,2.77
128,6/4/20 15:31,13.1,12.1,2.77
129,6/4/20 15:34,13.1,12.1,2.77
130,6/4/20 15:37,13.1,12.5,2.77
131,6/4/20 15:40,13.1,12.1,2.77
132,6/4/20 15:43,13.1,12.1,2.77
133,6/4/20 15:46,13.1,12.5,2.77
134,6/4/20 15:49,13.1,12.1,2.77
135,6/4/20 15:52,13.1,12.1,2.77
136,6/4/20 15:55,13.1,12.5,2.76
137,6/4/20 15:58,13.1,12.1,2.77
138,6/4/20 16:01,13.1,12.1,2.77
139,6/4/20 16:04,13.1,12.1,2.77
140,6/4/20 16:07,13.1,12.5,2.77
141,6/4/20 16:10,13.1,12.1,2.77
142,6/4/20 16:13,13.1,12.1,2.77
143,6/4/20 16:16,13.1,12.1,2.77
144,6/4/20 16:19,13.1,12.5,2.77
145,6/4/20 16:22,13.1,12.1,2.77
146,6/4/20 16:25,13.1,12.1,2.77
147,6/4/20 16:28,13.1,12.1,2.77
148,6/4/20 16:31,13.1,12.5,2.77
149,6/4/20 16:34,13.1,12.1,2.77
150,6/4/20 16:37,13.1,12.5,2.77
151,6/4/20 16:40,13.1,12.1,2.79
152,6/4/20 16:43,13.1,12.1,2.79
153,6/4/20 16:46,13.1,12.5,2.79
154,6/4/20 16:49,13.1,12.1,2.77
