Time,wtemp_C,wtrhgt__2_mm,wtrhgt__3_mm
6/30/2020 11:20,6.4,-41,-41
6/30/2020 11:30,5.1,310,286
6/30/2020 11:40,5,311,311
6/30/2020 11:50,5,312,311
6/30/2020 12:00,5.2,308,308
6/30/2020 12:10,5.3,309,308
6/30/2020 12:20,5.5,307,309
6/30/2020 12:30,5.6,299,299
6/30/2020 12:40,5.8,300,300
6/30/2020 12:50,5.9,296,299
6/30/2020 13:00,6,298,297
6/30/2020 13:10,6.2,297,298
6/30/2020 13:20,6.3,298,298
6/30/2020 13:30,6.4,299,299
6/30/2020 13:40,6.5,299,299
6/30/2020 13:50,6.6,299,299
6/30/2020 14:00,6.6,299,299
6/30/2020 14:10,6.6,300,300
6/30/2020 14:20,6.6,300,300
6/30/2020 14:30,6.6,300,300
6/30/2020 14:40,6.6,300,300
6/30/2020 14:50,6.5,301,300
6/30/2020 15:00,6.5,301,301
6/30/2020 15:10,6.5,301,301
6/30/2020 15:20,6.4,301,301
6/30/2020 15:30,6.3,301,301
6/30/2020 15:40,6.1,301,301
6/30/2020 15:50,6.1,301,302
6/30/2020 16:00,6,302,302
6/30/2020 16:10,6,302,302
6/30/2020 16:20,5.9,302,302
6/30/2020 16:30,5.8,303,302
6/30/2020 16:40,5.7,302,302
6/30/2020 16:50,5.7,303,303
6/30/2020 17:00,5.6,303,303
6/30/2020 17:10,5.6,303,303
6/30/2020 17:20,5.5,304,303
6/30/2020 17:30,5.4,303,303
6/30/2020 17:40,5.4,304,303
6/30/2020 17:50,5.3,304,303
6/30/2020 18:00,5.3,303,304
6/30/2020 18:10,5.2,304,304
6/30/2020 18:20,5.2,304,304
6/30/2020 18:30,5.1,304,304
6/30/2020 18:40,5.1,304,304
6/30/2020 18:50,5.1,304,304
6/30/2020 19:00,5,304,304
6/30/2020 19:10,5,304,304
6/30/2020 19:20,5,304,304
6/30/2020 19:30,4.9,304,304
6/30/2020 19:40,4.9,305,304
6/30/2020 19:50,4.8,304,305
6/30/2020 20:00,4.8,305,305
6/30/2020 20:10,4.8,305,305
6/30/2020 20:20,4.7,304,305
6/30/2020 20:30,4.7,305,305
6/30/2020 20:40,4.6,305,305
6/30/2020 20:50,4.6,305,305
6/30/2020 21:00,4.6,306,305
6/30/2020 21:10,4.5,306,305
6/30/2020 21:20,4.5,306,305
6/30/2020 21:30,4.4,306,306
6/30/2020 21:40,4.4,306,306
6/30/2020 21:50,4.3,305,306
6/30/2020 22:00,4.3,306,306
6/30/2020 22:10,4.2,305,306
6/30/2020 22:20,4.2,306,306
6/30/2020 22:30,4.2,306,306
6/30/2020 22:40,4.1,306,306
6/30/2020 22:50,4.1,306,306
6/30/2020 23:00,4.1,306,306
6/30/2020 23:10,4.1,306,306
6/30/2020 23:20,4,306,306
6/30/2020 23:30,4,306,306
6/30/2020 23:40,4,306,306
6/30/2020 23:50,4,306,307
7/1/2020 0:00,3.9,307,307
7/1/2020 0:10,3.9,307,307
7/1/2020 0:20,3.9,307,307
7/1/2020 0:30,3.9,307,307
7/1/2020 0:40,3.9,307,307
7/1/2020 0:50,3.8,307,307
7/1/2020 1:00,3.8,308,307
7/1/2020 1:10,3.8,307,307
7/1/2020 1:20,3.8,308,307
7/1/2020 1:30,3.7,308,307
7/1/2020 1:40,3.7,308,308
7/1/2020 1:50,3.7,308,308
7/1/2020 2:00,3.6,308,308
7/1/2020 2:10,3.6,307,308
7/1/2020 2:20,3.6,308,308
7/1/2020 2:30,3.6,308,308
7/1/2020 2:40,3.6,308,308
7/1/2020 2:50,3.5,308,308
7/1/2020 3:00,3.5,308,308
7/1/2020 3:10,3.5,307,308
7/1/2020 3:20,3.5,307,308
7/1/2020 3:30,3.4,308,308
7/1/2020 3:40,3.4,308,308
7/1/2020 3:50,3.4,308,308
7/1/2020 4:00,3.4,308,308
7/1/2020 4:10,3.4,308,308
7/1/2020 4:20,3.3,308,308
7/1/2020 4:30,3.3,308,308
7/1/2020 4:40,3.3,308,308
7/1/2020 4:50,3.3,308,308
7/1/2020 5:00,3.3,309,308
7/1/2020 5:10,3.3,308,308
7/1/2020 5:20,3.2,308,308
7/1/2020 5:30,3.2,308,308
7/1/2020 5:40,3.2,308,308
7/1/2020 5:50,3.2,308,308
7/1/2020 6:00,3.2,309,308
7/1/2020 6:10,3.2,308,308
7/1/2020 6:20,3.2,309,308
7/1/2020 6:30,3.2,308,309
7/1/2020 6:40,3.2,309,309
7/1/2020 6:50,3.2,308,309
7/1/2020 7:00,3.2,309,309
7/1/2020 7:10,3.2,309,309
7/1/2020 7:20,3.2,309,309
7/1/2020 7:30,3.3,309,309
7/1/2020 7:40,3.3,308,309
7/1/2020 7:50,3.3,309,309
7/1/2020 8:00,3.4,309,309
7/1/2020 8:10,3.4,309,309
7/1/2020 8:20,3.5,309,309
7/1/2020 8:30,3.6,309,309
7/1/2020 8:40,3.6,309,309
7/1/2020 8:50,3.7,309,309
7/1/2020 9:00,3.8,309,309
7/1/2020 9:10,3.8,308,309
7/1/2020 9:20,3.9,309,308
7/1/2020 9:30,4,308,308
7/1/2020 9:40,4.1,308,308
7/1/2020 9:50,4.1,308,308
7/1/2020 10:00,4.2,309,308
7/1/2020 10:10,4.3,308,308
7/1/2020 10:20,4.4,308,308
7/1/2020 10:30,4.5,309,308
7/1/2020 10:40,4.6,308,308
7/1/2020 10:50,4.7,308,308
7/1/2020 11:00,4.8,309,308
7/1/2020 11:10,4.9,308,308
7/1/2020 11:20,5,308,308
7/1/2020 11:30,5.1,308,308
7/1/2020 11:40,5.3,308,308
7/1/2020 11:50,5.4,307,308
7/1/2020 12:00,5.5,309,308
7/1/2020 12:10,5.7,308,308
7/1/2020 12:20,5.9,308,308
7/1/2020 12:30,6,308,308
7/1/2020 12:40,6.2,308,308
7/1/2020 12:50,6.3,308,308
7/1/2020 13:00,6.4,308,308
7/1/2020 13:10,6.6,308,308
7/1/2020 13:20,6.7,307,308
7/1/2020 13:30,6.8,307,308
7/1/2020 13:40,6.9,306,307
7/1/2020 13:50,7,308,307
7/1/2020 14:00,7.1,307,307
7/1/2020 14:10,7.1,307,307
7/1/2020 14:20,7.1,307,307
7/1/2020 14:30,7.1,307,307
7/1/2020 14:40,7,307,307
7/1/2020 14:50,6.9,308,307
7/1/2020 15:00,6.8,308,308
7/1/2020 15:10,6.7,308,307
7/1/2020 15:20,6.6,308,307
7/1/2020 15:30,6.4,308,308
7/1/2020 15:40,6.3,307,307
7/1/2020 15:50,6.3,308,307
7/1/2020 16:00,6.2,308,308
7/1/2020 16:10,6.2,307,308
7/1/2020 16:20,6.2,308,308
7/1/2020 16:30,6.1,307,308
7/1/2020 16:40,6.1,307,308
7/1/2020 16:50,6.1,308,308
7/1/2020 17:00,6,308,308
7/1/2020 17:10,6,308,308
7/1/2020 17:20,6,308,308
7/1/2020 17:30,5.9,308,308
7/1/2020 17:40,5.9,308,308
7/1/2020 17:50,5.8,307,308
7/1/2020 18:00,5.8,308,308
7/1/2020 18:10,5.7,309,308
7/1/2020 18:20,5.7,308,308
7/1/2020 18:30,5.6,309,308
7/1/2020 18:40,5.6,309,308
7/1/2020 18:50,5.6,308,308
7/1/2020 19:00,5.6,309,309
7/1/2020 19:10,5.6,309,309
7/1/2020 19:20,5.5,309,309
7/1/2020 19:30,5.5,309,309
7/1/2020 19:40,5.4,309,309
7/1/2020 19:50,5.4,309,309
7/1/2020 20:00,5.4,310,309
7/1/2020 20:10,5.3,308,309
7/1/2020 20:20,5.3,309,309
7/1/2020 20:30,5.3,309,309
7/1/2020 20:40,5.3,309,309
7/1/2020 20:50,5.3,309,309
7/1/2020 21:00,5.2,309,309
7/1/2020 21:10,5.2,310,310
7/1/2020 21:20,5.2,310,310
7/1/2020 21:30,5.1,310,310
7/1/2020 21:40,5.1,309,310
7/1/2020 21:50,5.1,310,310
7/1/2020 22:00,5.1,310,310
7/1/2020 22:10,5,310,310
7/1/2020 22:20,5,310,310
7/1/2020 22:30,5,310,310
7/1/2020 22:40,4.9,310,310
7/1/2020 22:50,4.9,310,310
7/1/2020 23:00,4.9,310,310
7/1/2020 23:10,4.8,310,310
7/1/2020 23:20,4.8,311,310
7/1/2020 23:30,4.8,311,310
7/1/2020 23:40,4.7,310,310
7/1/2020 23:50,4.7,311,310
7/2/2020 0:00,4.7,310,310
7/2/2020 0:10,4.7,311,310
7/2/2020 0:20,4.6,311,311
7/2/2020 0:30,4.6,310,310
7/2/2020 0:40,4.6,311,311
7/2/2020 0:50,4.6,311,311
7/2/2020 1:00,4.6,311,311
7/2/2020 1:10,4.6,311,311
7/2/2020 1:20,4.6,311,311
7/2/2020 1:30,4.5,311,310
7/2/2020 1:40,4.5,310,311
7/2/2020 1:50,4.5,311,311
7/2/2020 2:00,4.5,311,311
7/2/2020 2:10,4.5,311,311
7/2/2020 2:20,4.4,311,311
7/2/2020 2:30,4.4,311,311
7/2/2020 2:40,4.4,311,311
7/2/2020 2:50,4.4,311,311
7/2/2020 3:00,4.3,311,311
7/2/2020 3:10,4.3,311,311
7/2/2020 3:20,4.3,311,311
7/2/2020 3:30,4.3,312,311
7/2/2020 3:40,4.3,312,311
7/2/2020 3:50,4.2,311,311
7/2/2020 4:00,4.2,310,311
7/2/2020 4:10,4.2,311,311
7/2/2020 4:20,4.2,311,311
7/2/2020 4:30,4.1,311,311
7/2/2020 4:40,4.1,311,311
7/2/2020 4:50,4.1,311,311
7/2/2020 5:00,4.1,311,311
7/2/2020 5:10,4.1,311,311
7/2/2020 5:20,4.1,310,311
7/2/2020 5:30,4,311,311
7/2/2020 5:40,4,311,311
7/2/2020 5:50,4,311,311
7/2/2020 6:00,4,311,311
7/2/2020 6:10,4,311,311
7/2/2020 6:20,4,311,311
7/2/2020 6:30,4,311,311
7/2/2020 6:40,3.9,312,311
7/2/2020 6:50,3.9,312,311
7/2/2020 7:00,3.9,311,311
7/2/2020 7:10,3.9,311,311
7/2/2020 7:20,4,312,311
7/2/2020 7:30,4,311,311
7/2/2020 7:40,4,312,311
7/2/2020 7:50,4,311,311
7/2/2020 8:00,4,311,311
7/2/2020 8:10,4.1,311,311
7/2/2020 8:20,4.1,311,311
7/2/2020 8:30,4.2,311,311
7/2/2020 8:40,4.2,310,311
7/2/2020 8:50,4.3,312,311
7/2/2020 9:00,4.4,311,311
7/2/2020 9:10,4.5,310,310
7/2/2020 9:20,4.5,310,310
7/2/2020 9:30,4.6,310,310
7/2/2020 9:40,4.7,310,310
7/2/2020 9:50,4.7,310,310
7/2/2020 10:00,4.8,311,310
7/2/2020 10:10,4.9,310,310
7/2/2020 10:20,5,309,310
7/2/2020 10:30,5.1,310,310
7/2/2020 10:40,5.1,309,310
7/2/2020 10:50,5.2,309,310
7/2/2020 11:00,5.3,309,310
7/2/2020 11:10,5.4,309,310
7/2/2020 11:20,5.6,309,310
7/2/2020 11:30,5.7,309,309
7/2/2020 11:40,5.8,309,309
7/2/2020 11:50,6,308,310
7/2/2020 12:00,6.1,309,309
7/2/2020 12:10,6.3,310,309
7/2/2020 12:20,6.5,309,309
7/2/2020 12:30,6.6,309,309
7/2/2020 12:40,6.7,310,309
7/2/2020 12:50,6.9,310,309
7/2/2020 13:00,6.9,309,309
7/2/2020 13:10,7,309,309
7/2/2020 13:20,7.1,309,309
7/2/2020 13:30,7.1,309,309
7/2/2020 13:40,7.1,309,309
7/2/2020 13:50,7.1,309,309
7/2/2020 14:00,7.1,310,309
7/2/2020 14:10,7.1,309,309
7/2/2020 14:20,7.1,309,309
7/2/2020 14:30,7.1,308,309
7/2/2020 14:40,7.2,309,309
7/2/2020 14:50,7.2,309,309
7/2/2020 15:00,7.2,309,309
7/2/2020 15:10,7.2,310,309
7/2/2020 15:20,7.1,310,310
7/2/2020 15:30,7,310,309
7/2/2020 15:40,6.9,309,309
7/2/2020 15:50,6.9,309,309
7/2/2020 16:00,6.8,310,309
7/2/2020 16:10,6.7,310,309
7/2/2020 16:20,6.6,310,310
7/2/2020 16:30,6.6,310,310
7/2/2020 16:40,6.5,309,310
7/2/2020 16:50,6.4,309,310
7/2/2020 17:00,6.4,310,310
7/2/2020 17:10,6.4,309,310
7/2/2020 17:20,6.3,309,310
7/2/2020 17:30,6.2,310,310
7/2/2020 17:40,6.2,310,310
7/2/2020 17:50,6.1,310,310
7/2/2020 18:00,6.1,310,311
7/2/2020 18:10,6.1,311,311
7/2/2020 18:20,6,310,311
7/2/2020 18:30,6,311,310
7/2/2020 18:40,6,310,311
7/2/2020 18:50,5.9,312,311
7/2/2020 19:00,5.9,311,311
7/2/2020 19:10,5.9,311,310
7/2/2020 19:20,5.8,311,311
7/2/2020 19:30,5.8,311,310
7/2/2020 19:40,5.7,310,311
7/2/2020 19:50,5.7,311,311
7/2/2020 20:00,5.6,311,311
7/2/2020 20:10,5.6,311,311
7/2/2020 20:20,5.6,311,311
7/2/2020 20:30,5.6,311,311
7/2/2020 20:40,5.5,311,311
7/2/2020 20:50,5.5,311,311
7/2/2020 21:00,5.4,311,311
7/2/2020 21:10,5.4,311,311
7/2/2020 21:20,5.4,311,311
7/2/2020 21:30,5.3,311,311
7/2/2020 21:40,5.3,310,311
7/2/2020 21:50,5.3,310,311
7/2/2020 22:00,5.2,311,311
7/2/2020 22:10,5.2,311,311
7/2/2020 22:20,5.2,311,311
7/2/2020 22:30,5.2,311,311
7/2/2020 22:40,5.1,311,311
7/2/2020 22:50,5.1,312,311
7/2/2020 23:00,5.1,311,311
7/2/2020 23:10,5.1,312,311
7/2/2020 23:20,5.1,312,312
7/2/2020 23:30,5.1,311,311
7/2/2020 23:40,5,311,312
7/2/2020 23:50,5,312,312
7/3/2020 0:00,5,312,311
7/3/2020 0:10,5,312,312
7/3/2020 0:20,4.9,312,312
7/3/2020 0:30,4.9,313,312
7/3/2020 0:40,4.9,313,313
7/3/2020 0:50,4.9,313,312
7/3/2020 1:00,4.9,313,313
7/3/2020 1:10,4.8,313,313
7/3/2020 1:20,4.8,312,313
7/3/2020 1:30,4.8,312,313
7/3/2020 1:40,4.8,312,313
7/3/2020 1:50,4.8,313,313
7/3/2020 2:00,4.7,313,313
7/3/2020 2:10,4.7,313,313
7/3/2020 2:20,4.7,312,313
7/3/2020 2:30,4.7,312,313
7/3/2020 2:40,4.7,312,313
7/3/2020 2:50,4.7,313,313
7/3/2020 3:00,4.6,312,313
7/3/2020 3:10,4.6,308,310
7/3/2020 3:20,4.6,309,309
7/3/2020 3:30,4.6,310,310
7/3/2020 3:40,4.6,309,310
7/3/2020 3:50,4.6,309,309
7/3/2020 4:00,4.6,309,310
7/3/2020 4:10,4.6,310,310
7/3/2020 4:20,4.6,309,309
7/3/2020 4:30,4.6,309,309
7/3/2020 4:40,4.5,310,309
7/3/2020 4:50,4.5,309,310
7/3/2020 5:00,4.5,310,310
7/3/2020 5:10,4.5,309,309
7/3/2020 5:20,4.5,309,310
7/3/2020 5:30,4.5,310,309
7/3/2020 5:40,4.4,310,309
7/3/2020 5:50,4.4,309,309
7/3/2020 6:00,4.4,309,310
7/3/2020 6:10,4.4,310,310
7/3/2020 6:20,4.4,309,310
7/3/2020 6:30,4.4,310,309
7/3/2020 6:40,4.3,310,310
7/3/2020 6:50,4.3,309,310
7/3/2020 7:00,4.3,310,310
7/3/2020 7:10,4.3,309,310
7/3/2020 7:20,4.3,310,310
7/3/2020 7:30,4.4,310,310
7/3/2020 7:40,4.4,310,310
7/3/2020 7:50,4.4,309,310
7/3/2020 8:00,4.4,309,310
7/3/2020 8:10,4.5,310,309
7/3/2020 8:20,4.5,310,310
7/3/2020 8:30,4.6,310,309
7/3/2020 8:40,4.6,309,309
7/3/2020 8:50,4.6,309,309
7/3/2020 9:00,4.7,310,309
7/3/2020 9:10,4.8,309,309
7/3/2020 9:20,4.9,308,308
7/3/2020 9:30,5,308,308
7/3/2020 9:40,5,308,308
7/3/2020 9:50,5.1,308,308
7/3/2020 10:00,5.2,308,308
7/3/2020 10:10,5.3,308,308
7/3/2020 10:20,5.3,308,308
7/3/2020 10:30,5.4,308,308
7/3/2020 10:40,5.5,308,308
7/3/2020 10:50,5.6,308,308
7/3/2020 11:00,5.7,308,308
7/3/2020 11:10,5.8,309,308
7/3/2020 11:20,5.8,308,308
7/3/2020 11:30,5.9,308,308
7/3/2020 11:40,6,307,308
7/3/2020 11:50,6.1,308,308
7/3/2020 12:00,6.3,308,308
7/3/2020 12:10,6.4,307,307
7/3/2020 12:20,6.5,307,307
7/3/2020 12:30,6.5,307,307
7/3/2020 12:40,6.6,307,307
7/3/2020 12:50,6.6,307,307
7/3/2020 13:00,6.7,307,307
7/3/2020 13:10,6.7,307,307
7/3/2020 13:20,6.8,307,307
7/3/2020 13:30,6.9,307,307
7/3/2020 13:40,6.9,306,306
7/3/2020 13:50,6.8,307,306
7/3/2020 14:00,6.7,307,306
7/3/2020 14:10,6.7,306,306
7/3/2020 14:20,6.8,307,306
7/3/2020 14:30,6.9,306,306
7/3/2020 14:40,6.7,306,306
7/3/2020 14:50,6.6,306,306
7/3/2020 15:00,6.5,306,306
7/3/2020 15:10,6.5,307,306
7/3/2020 15:20,6.4,309,308
7/3/2020 15:30,6.3,309,309
7/3/2020 15:40,6.3,309,309
7/3/2020 15:50,6.2,309,309
7/3/2020 16:00,6.1,308,309
7/3/2020 16:10,6,309,309
7/3/2020 16:20,6,309,309
7/3/2020 16:30,6,309,309
7/3/2020 16:40,6,309,309
7/3/2020 16:50,6,309,309
7/3/2020 17:00,5.9,309,309
7/3/2020 17:10,5.9,309,309
7/3/2020 17:20,5.9,309,309
7/3/2020 17:30,5.9,309,309
7/3/2020 17:40,5.9,309,309
7/3/2020 17:50,5.9,309,309
7/3/2020 18:00,5.9,309,309
7/3/2020 18:10,5.8,309,309
7/3/2020 18:20,5.8,309,309
7/3/2020 18:30,5.8,309,309
7/3/2020 18:40,5.8,309,309
7/3/2020 18:50,5.8,309,309
7/3/2020 19:00,5.7,309,309
7/3/2020 19:10,5.7,309,309
7/3/2020 19:20,5.7,309,309
7/3/2020 19:30,5.6,309,309
7/3/2020 19:40,5.6,309,309
7/3/2020 19:50,5.6,310,309
7/3/2020 20:00,5.6,309,309
7/3/2020 20:10,5.6,309,309
7/3/2020 20:20,5.5,309,309
7/3/2020 20:30,5.5,309,309
7/3/2020 20:40,5.5,309,309
7/3/2020 20:50,5.4,309,309
7/3/2020 21:00,5.4,310,309
7/3/2020 21:10,5.4,309,309
7/3/2020 21:20,5.4,309,309
7/3/2020 21:30,5.4,309,309
7/3/2020 21:40,5.3,309,309
7/3/2020 21:50,5.3,310,309
7/3/2020 22:00,5.3,310,310
7/3/2020 22:10,5.3,309,309
7/3/2020 22:20,5.3,310,310
7/3/2020 22:30,5.3,310,310
7/3/2020 22:40,5.3,310,310
7/3/2020 22:50,5.3,310,310
7/3/2020 23:00,5.3,310,310
7/3/2020 23:10,5.2,309,310
7/3/2020 23:20,5.2,309,310
7/3/2020 23:30,5.2,310,310
7/3/2020 23:40,5.2,310,310
7/3/2020 23:50,5.1,310,310
7/4/2020 0:00,5.1,310,310
7/4/2020 0:10,5.1,310,310
7/4/2020 0:20,5.1,310,310
7/4/2020 0:30,5.1,310,310
7/4/2020 0:40,5,310,310
7/4/2020 0:50,5,310,310
7/4/2020 1:00,5,310,310
7/4/2020 1:10,5,310,310
7/4/2020 1:20,5,310,310
7/4/2020 1:30,4.9,310,310
7/4/2020 1:40,4.9,310,310
7/4/2020 1:50,4.9,310,310
7/4/2020 2:00,4.9,310,310
7/4/2020 2:10,4.9,310,310
7/4/2020 2:20,4.9,310,310
7/4/2020 2:30,4.9,310,310
7/4/2020 2:40,4.9,310,310
7/4/2020 2:50,4.8,310,310
7/4/2020 3:00,4.8,310,310
7/4/2020 3:10,4.8,310,310
7/4/2020 3:20,4.8,310,310
7/4/2020 3:30,4.8,310,310
7/4/2020 3:40,4.8,310,310
7/4/2020 3:50,4.8,310,310
7/4/2020 4:00,4.8,310,310
7/4/2020 4:10,4.8,310,310
7/4/2020 4:20,4.8,310,310
7/4/2020 4:30,4.8,310,310
7/4/2020 4:40,4.8,310,310
7/4/2020 4:50,4.8,310,310
7/4/2020 5:00,4.8,310,310
7/4/2020 5:10,4.7,310,310
7/4/2020 5:20,4.7,311,310
7/4/2020 5:30,4.7,311,310
7/4/2020 5:40,4.7,310,310
7/4/2020 5:50,4.7,311,310
7/4/2020 6:00,4.6,311,311
7/4/2020 6:10,4.6,311,311
7/4/2020 6:20,4.6,311,311
7/4/2020 6:30,4.6,311,311
7/4/2020 6:40,4.6,311,311
7/4/2020 6:50,4.6,311,311
7/4/2020 7:00,4.6,311,311
7/4/2020 7:10,4.6,311,311
7/4/2020 7:20,4.6,311,311
7/4/2020 7:30,4.6,311,311
7/4/2020 7:40,4.6,311,311
7/4/2020 7:50,4.6,311,311
7/4/2020 8:00,4.6,311,311
7/4/2020 8:10,4.6,311,311
7/4/2020 8:20,4.7,311,311
7/4/2020 8:30,4.7,311,311
7/4/2020 8:40,4.8,311,311
7/4/2020 8:50,4.8,310,311
7/4/2020 9:00,4.9,311,311
7/4/2020 9:10,5,310,310
7/4/2020 9:20,5,310,310
7/4/2020 9:30,5.1,309,310
7/4/2020 9:40,5.1,309,310
7/4/2020 9:50,5.2,309,309
7/4/2020 10:00,5.3,310,310
7/4/2020 10:10,5.3,310,310
7/4/2020 10:20,5.4,310,310
7/4/2020 10:30,5.5,310,310
7/4/2020 10:40,5.5,310,310
7/4/2020 10:50,5.6,310,310
7/4/2020 11:00,5.8,310,310
7/4/2020 11:10,5.9,310,310
7/4/2020 11:20,6,310,310
7/4/2020 11:30,6.2,310,310
7/4/2020 11:40,6.3,310,310
7/4/2020 11:50,6.5,310,310
7/4/2020 12:00,6.6,310,310
7/4/2020 12:10,6.7,310,310
7/4/2020 12:20,6.8,310,310
7/4/2020 12:30,7,310,310
7/4/2020 12:40,7.1,310,310
7/4/2020 12:50,7.2,310,310
7/4/2020 13:00,7.1,309,310
7/4/2020 13:10,7,310,310
7/4/2020 13:20,6.9,309,310
7/4/2020 13:30,6.9,309,309
7/4/2020 13:40,6.8,309,309
7/4/2020 13:50,6.7,310,309
7/4/2020 14:00,6.6,309,309
7/4/2020 14:10,6.5,309,309
7/4/2020 14:20,6.5,309,310
7/4/2020 14:30,6.4,311,310
7/4/2020 14:40,6.3,310,310
7/4/2020 14:50,6.3,310,310
7/4/2020 15:00,6.2,310,310
7/4/2020 15:10,6.1,311,310
7/4/2020 15:20,6.1,311,311
7/4/2020 15:30,6,311,311
7/4/2020 15:40,6,310,311
7/4/2020 15:50,6,310,310
7/4/2020 16:00,5.9,310,311
7/4/2020 16:10,5.9,311,311
7/4/2020 16:20,5.9,310,311
7/4/2020 16:30,5.9,311,311
7/4/2020 16:40,5.8,310,310
7/4/2020 16:50,5.8,311,310
7/4/2020 17:00,5.8,310,310
7/4/2020 17:10,5.8,311,311
7/4/2020 17:20,5.7,310,310
7/4/2020 17:30,5.7,310,310
7/4/2020 17:40,5.7,310,311
7/4/2020 17:50,5.7,311,310
7/4/2020 18:00,5.6,311,310
7/4/2020 18:10,5.6,310,310
7/4/2020 18:20,5.6,311,311
7/4/2020 18:30,5.6,310,310
7/4/2020 18:40,5.6,310,310
7/4/2020 18:50,5.6,310,310
7/4/2020 19:00,5.6,310,311
7/4/2020 19:10,5.6,310,310
7/4/2020 19:20,5.6,311,310
7/4/2020 19:30,5.5,311,310
7/4/2020 19:40,5.5,310,311
7/4/2020 19:50,5.5,310,310
7/4/2020 20:00,5.4,311,311
7/4/2020 20:10,5.4,310,310
7/4/2020 20:20,5.4,311,310
7/4/2020 20:30,5.3,310,311
7/4/2020 20:40,5.3,310,311
7/4/2020 20:50,5.3,311,311
7/4/2020 21:00,5.3,311,311
7/4/2020 21:10,5.2,310,310
7/4/2020 21:20,5.2,311,311
7/4/2020 21:30,5.2,310,310
7/4/2020 21:40,5.1,310,311
7/4/2020 21:50,5.1,310,311
7/4/2020 22:00,5.1,310,310
7/4/2020 22:10,5,311,311
7/4/2020 22:20,5,311,311
7/4/2020 22:30,5,311,311
7/4/2020 22:40,4.9,311,311
7/4/2020 22:50,4.9,311,311
7/4/2020 23:00,4.9,311,311
7/4/2020 23:10,4.9,311,311
7/4/2020 23:20,4.8,311,311
7/4/2020 23:30,4.8,311,311
7/4/2020 23:40,4.8,311,311
7/4/2020 23:50,4.7,311,311
7/5/2020 0:00,4.7,311,311
7/5/2020 0:10,4.7,310,311
7/5/2020 0:20,4.7,310,311
7/5/2020 0:30,4.6,311,311
7/5/2020 0:40,4.6,311,311
7/5/2020 0:50,4.6,310,311
7/5/2020 1:00,4.6,311,311
7/5/2020 1:10,4.6,311,311
7/5/2020 1:20,4.6,311,311
7/5/2020 1:30,4.6,311,311
7/5/2020 1:40,4.6,311,311
7/5/2020 1:50,4.6,311,311
7/5/2020 2:00,4.6,311,311
7/5/2020 2:10,4.5,311,311
7/5/2020 2:20,4.5,311,311
7/5/2020 2:30,4.5,311,311
7/5/2020 2:40,4.5,311,311
7/5/2020 2:50,4.5,310,311
7/5/2020 3:00,4.5,311,311
7/5/2020 3:10,4.4,311,311
7/5/2020 3:20,4.4,311,311
7/5/2020 3:30,4.4,311,311
7/5/2020 3:40,4.4,311,311
7/5/2020 3:50,4.4,311,311
7/5/2020 4:00,4.4,311,311
7/5/2020 4:10,4.4,311,311
7/5/2020 4:20,4.3,311,311
7/5/2020 4:30,4.3,311,311
7/5/2020 4:40,4.3,311,311
7/5/2020 4:50,4.3,310,311
7/5/2020 5:00,4.3,311,311
7/5/2020 5:10,4.3,311,311
7/5/2020 5:20,4.3,310,311
7/5/2020 5:30,4.3,311,311
7/5/2020 5:40,4.3,311,311
7/5/2020 5:50,4.3,311,311
7/5/2020 6:00,4.3,311,311
7/5/2020 6:10,4.3,311,311
7/5/2020 6:20,4.3,311,311
7/5/2020 6:30,4.2,311,311
7/5/2020 6:40,4.2,311,311
7/5/2020 6:50,4.2,310,311
7/5/2020 7:00,4.3,311,311
7/5/2020 7:10,4.3,311,311
7/5/2020 7:20,4.3,311,311
7/5/2020 7:30,4.3,311,311
7/5/2020 7:40,4.3,311,311
7/5/2020 7:50,4.3,311,311
7/5/2020 8:00,4.4,311,311
7/5/2020 8:10,4.4,311,311
7/5/2020 8:20,4.5,311,311
7/5/2020 8:30,4.5,311,311
7/5/2020 8:40,4.5,311,311
7/5/2020 8:50,4.6,311,311
7/5/2020 9:00,4.6,311,311
7/5/2020 9:10,4.7,310,310
7/5/2020 9:20,4.8,310,310
7/5/2020 9:30,4.9,309,310
7/5/2020 9:40,5,310,309
7/5/2020 9:50,5,310,310
7/5/2020 10:00,5.1,310,310
7/5/2020 10:10,5.2,309,310
7/5/2020 10:20,5.3,310,310
7/5/2020 10:30,5.3,310,310
7/5/2020 10:40,5.4,311,310
7/5/2020 10:50,5.5,310,310
7/5/2020 11:00,5.6,310,310
7/5/2020 11:10,5.8,311,310
7/5/2020 11:20,5.9,310,310
7/5/2020 11:30,6,310,310
7/5/2020 11:40,6.2,310,310
7/5/2020 11:50,6.4,310,310
7/5/2020 12:00,6.3,309,310
7/5/2020 12:10,6.4,309,309
7/5/2020 12:20,6.4,309,309
7/5/2020 12:30,6.5,309,309
7/5/2020 12:40,6.5,309,309
7/5/2020 12:50,6.5,309,309
7/5/2020 13:00,6.6,309,309
7/5/2020 13:10,6.6,309,308
7/5/2020 13:20,6.7,308,308
7/5/2020 13:30,6.9,307,308
7/5/2020 13:40,6.9,307,307
7/5/2020 13:50,6.8,307,307
7/5/2020 14:00,6.8,306,306
7/5/2020 14:10,6.7,306,306
7/5/2020 14:20,6.7,307,306
7/5/2020 14:30,6.7,306,307
7/5/2020 14:40,6.7,306,307
7/5/2020 14:50,6.8,306,306
