date,time,voltage_v,co2_ppm
6/17/21,11:50:00,0.1018,339.3333333
6/17/21,12:00:00,0.0999,333
6/17/21,12:10:00,0.1024,341.3333333
6/17/21,12:20:00,0.1042,347.3333333
6/17/21,12:30:00,0.1019,339.6666667
6/17/21,12:40:00,0.1018,339.3333333
6/17/21,12:50:00,0.0967,322.3333333
6/17/21,13:00:00,0.0996,332
6/17/21,13:10:00,0.1014,338
6/17/21,13:20:00,0.1019,339.6666667
6/17/21,13:30:00,0.1002,334
6/17/21,13:40:00,0.0968,322.6666667
6/17/21,13:50:00,0.0996,332
6/17/21,14:00:00,0.1018,339.3333333
6/17/21,14:10:00,0.1023,341
6/17/21,14:20:00,0.1028,342.6666667
6/17/21,14:30:00,0.1049,349.6666667
6/17/21,14:40:00,0.1054,351.3333333
6/17/21,14:50:00,0.1071,357
6/17/21,15:00:00,0.1049,349.6666667
6/17/21,15:10:00,0.1068,356
6/17/21,15:20:00,0.1097,365.6666667
6/17/21,15:30:00,0.1068,356
6/17/21,15:40:00,0.1069,356.3333333
6/17/21,15:50:00,0.107,356.6666667
6/17/21,16:00:00,0.1102,367.3333333
6/17/21,16:10:00,0.1121,373.6666667
6/17/21,16:20:00,0.1111,370.3333333
6/17/21,16:30:00,0.1093,364.3333333
6/17/21,16:40:00,0.1089,363
6/17/21,16:50:00,0.108,360
6/17/21,17:00:00,0.1067,355.6666667
6/17/21,17:10:00,0.1092,364
6/17/21,17:20:00,0.1077,359
6/17/21,17:30:00,0.1071,357
6/17/21,17:40:00,0.1092,364
6/17/21,17:50:00,0.1045,348.3333333
6/17/21,18:00:00,0.1081,360.3333333
6/17/21,18:10:00,0.1092,364
6/17/21,18:20:00,0.1095,365
6/17/21,18:30:00,0.1122,374
6/17/21,18:40:00,0.1194,398
6/17/21,18:50:00,0.114,380
6/17/21,19:00:00,0.1126,375.3333333
6/17/21,19:10:00,0.1175,391.6666667
6/17/21,19:20:00,0.1195,398.3333333
6/17/21,19:30:00,0.1164,388
6/17/21,19:40:00,0.118,393.3333333
6/17/21,19:50:00,0.1222,407.3333333
6/17/21,20:00:00,0.1272,424
6/17/21,20:10:00,0.1269,423
6/17/21,20:20:00,0.1254,418
6/17/21,20:30:00,0.1248,416
6/17/21,20:40:00,0.1193,397.6666667
6/17/21,20:50:00,0.1228,409.3333333
6/17/21,21:00:00,0.124,413.3333333
6/17/21,21:10:00,0.1269,423
6/17/21,21:20:00,0.1255,418.3333333
6/17/21,21:30:00,0.1236,412
6/17/21,21:40:00,0.1264,421.3333333
6/17/21,21:50:00,0.1226,408.6666667
6/17/21,22:00:00,0.1252,417.3333333
6/17/21,22:10:00,0.1219,406.3333333
6/17/21,22:20:00,0.126,420
6/17/21,22:30:00,0.124,413.3333333
6/17/21,22:40:00,0.1223,407.6666667
6/17/21,22:50:00,0.1266,422
6/17/21,23:00:00,0.1293,431
6/17/21,23:10:00,0.125,416.6666667
6/17/21,23:20:00,0.1292,430.6666667
6/17/21,23:30:00,0.1299,433
6/17/21,23:40:00,0.1273,424.3333333
6/17/21,23:50:00,0.1297,432.3333333
6/18/21,0:00:00,0.1267,422.3333333
6/18/21,0:10:00,0.1269,423
6/18/21,0:20:00,0.1243,414.3333333
6/18/21,0:30:00,0.1219,406.3333333
6/18/21,0:40:00,0.1263,421
6/18/21,0:50:00,0.1218,406
6/18/21,1:00:00,0.1264,421.3333333
6/18/21,1:10:00,0.1242,414
6/18/21,1:20:00,0.1222,407.3333333
6/18/21,1:30:00,0.1248,416
6/18/21,1:40:00,0.1256,418.6666667
6/18/21,1:50:00,0.1284,428
6/18/21,2:00:00,0.1246,415.3333333
6/18/21,2:10:00,0.1253,417.6666667
6/18/21,2:20:00,0.1241,413.6666667
6/18/21,2:30:00,0.124,413.3333333
6/18/21,2:40:00,0.1268,422.6666667
6/18/21,2:50:00,0.1239,413
6/18/21,3:00:00,0.1259,419.6666667
6/18/21,3:10:00,0.1239,413
6/18/21,3:20:00,0.1213,404.3333333
6/18/21,3:30:00,0.1242,414
6/18/21,3:40:00,0.1241,413.6666667
6/18/21,3:50:00,0.1189,396.3333333
6/18/21,4:00:00,0.124,413.3333333
6/18/21,4:10:00,0.1241,413.6666667
6/18/21,4:20:00,0.1234,411.3333333
6/18/21,4:30:00,0.1234,411.3333333
6/18/21,4:40:00,0.1239,413
6/18/21,4:50:00,0.1203,401
6/18/21,5:00:00,0.1206,402
6/18/21,5:10:00,0.1206,402
6/18/21,5:20:00,0.1214,404.6666667
6/18/21,5:30:00,0.1242,414
6/18/21,5:40:00,0.124,413.3333333
6/18/21,5:50:00,0.1217,405.6666667
6/18/21,6:00:00,0.1217,405.6666667
6/18/21,6:10:00,0.1199,399.6666667
6/18/21,6:20:00,0.1183,394.3333333
6/18/21,6:30:00,0.118,393.3333333
6/18/21,6:40:00,0.1177,392.3333333
6/18/21,6:50:00,0.1184,394.6666667
6/18/21,7:00:00,0.1164,388
6/18/21,7:10:00,0.117,390
6/18/21,7:20:00,0.1148,382.6666667
6/18/21,7:30:00,0.1165,388.3333333
6/18/21,7:40:00,0.1112,370.6666667
6/18/21,7:50:00,0.1111,370.3333333
6/18/21,8:00:00,0.1139,379.6666667
6/18/21,8:10:00,0.1117,372.3333333
6/18/21,8:20:00,0.1089,363
6/18/21,8:30:00,0.1114,371.3333333
6/18/21,8:40:00,0.1117,372.3333333
6/18/21,8:50:00,0.1131,377
6/18/21,9:00:00,0.1089,363
6/18/21,9:10:00,0.1093,364.3333333
6/18/21,9:20:00,0.1092,364
6/18/21,9:30:00,0.1094,364.6666667
6/18/21,9:40:00,0.1097,365.6666667
6/18/21,9:50:00,0.1067,355.6666667
6/18/21,10:00:00,0.1069,356.3333333
6/18/21,10:10:00,0.1072,357.3333333
6/18/21,10:20:00,0.1044,348
6/18/21,10:30:00,0.1043,347.6666667
6/18/21,10:40:00,0.1017,339
6/18/21,10:50:00,0.1045,348.3333333
6/18/21,11:00:00,0.1018,339.3333333
6/18/21,11:10:00,0.1016,338.6666667
6/18/21,11:20:00,0.1016,338.6666667
6/18/21,11:30:00,0.1,333.3333333
6/18/21,11:40:00,0.102,340
6/18/21,11:50:00,0.104,346.6666667
6/18/21,12:00:00,0.1089,363
6/18/21,12:10:00,0.1055,351.6666667
6/18/21,12:20:00,0.1074,358
6/18/21,12:30:00,0.1062,354
6/18/21,12:40:00,0.107,356.6666667
6/18/21,12:50:00,0.1067,355.6666667
6/18/21,13:00:00,0.104,346.6666667
6/18/21,13:10:00,0.1042,347.3333333
6/18/21,13:20:00,0.1064,354.6666667
6/18/21,13:30:00,0.1054,351.3333333
6/18/21,13:40:00,0.1012,337.3333333
6/18/21,13:50:00,0.104,346.6666667
6/18/21,14:00:00,0.0988,329.3333333
6/18/21,14:10:00,0.1018,339.3333333
6/18/21,14:20:00,0.1018,339.3333333
6/18/21,14:30:00,0.102,340
6/18/21,14:40:00,0.1046,348.6666667
6/18/21,14:50:00,0.1031,343.6666667
6/18/21,15:00:00,0.1047,349
6/18/21,15:10:00,0.1039,346.3333333
6/18/21,15:20:00,0.1035,345
6/18/21,15:30:00,0.1039,346.3333333
6/18/21,15:40:00,0.103,343.3333333
6/18/21,15:50:00,0.1031,343.6666667
6/18/21,16:00:00,0.1026,342
6/18/21,16:10:00,0.1067,355.6666667
6/18/21,16:20:00,0.1068,356
6/18/21,16:30:00,0.1041,347
