TOA5,FC1_CR800_42958,CR800,42958,CR800.Std.32.02,CPU:FC1_CR800_42958_FEF_10min_program_2022Calibrated.CR8,63442,Data_10min,,,,,,,,,,,
TIMESTAMP,RECORD,SC_uS,SC_1,Ct_1,Ct_2,Temp_C,CDOM,CDOM_ave_mV,CDOM_ave,CDOM_stdev,CDOM_med,Turb,Turb_ave_mV,Turb_ave,Turb_stdev,Turb_med,CDOM_mV,TURB_mV
TS,RN,uS/cm,,,,Deg C,ppb QSE,millivolts,ppb QSE,ppb QSE,ppb QSE,NTU,millivolts,NTU,NTU,NTU,millivolts,millivolts
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
4/22/2022 12:40,0,126.9822,132.0419,0.1212048,114.1021,18.21,4.538043,156.8294,4.507263,0.03650114,4.495719,245.7144,4941.486,245.6527,0.03491119,245.6466,157.8188,4941.362
4/22/2022 12:50,1,126.7143,131.7892,0.1211596,114.0592,18.27,4.495222,154.5873,4.437514,0.05190088,4.410584,245.6892,4940.732,245.6151,0.04535097,245.6213,156.4423,4940.856
4/22/2022 13:00,2,126.0032,131.1182,0.1207045,113.6267,18.33,4.580075,155.7071,4.47235,0.05218768,4.453113,245.7,4941.072,245.6321,0.05788717,245.6321,153.7283,4941.072
4/22/2022 13:10,3,125.5161,130.6587,0.1204416,113.3769,18.39,4.495342,154.5911,4.437633,0.03264492,4.453022,245.6953,4941.102,245.6336,0.04535664,245.6274,153.7254,4940.979
4/22/2022 13:20,4,125.2149,130.3745,0.120307,113.249,18.43,4.453101,152.9858,4.387696,0.04179253,4.36846,245.6993,4941.306,245.6438,0.05655671,245.6314,151.007,4941.059
4/22/2022 13:30,5,125.0901,130.2567,0.1203556,113.2952,18.49,4.284123,148.0485,4.234105,0.03526361,4.199477,245.7154,4941.258,245.6414,0.03490825,245.6476,146.9354,4941.382
4/22/2022 13:40,6,124.946,130.1208,0.1203876,113.3255,18.55,4.284197,148.793,4.257263,0.02720685,4.241873,245.7193,4941.089,245.6329,0.05089408,245.5836,149.6588,4940.1
4/22/2022 13:50,7,125.444,130.5906,0.1209438,113.8541,18.59,5.934865,200.9891,5.880997,0.04071979,5.850216,245.7207,4941.364,245.6466,0.05380686,245.6528,202.7207,4941.488
4/22/2022 14:00,8,125.3655,130.5165,0.121032,113.938,18.65,5.892548,200.4946,5.865614,0.02720715,5.850224,245.721,4941.741,245.6655,0.04859891,245.6531,201.3604,4940.133
4/22/2022 14:10,9,125.2712,130.4276,0.1210438,113.9491,18.68,5.977198,202.9684,5.942569,0.03029631,5.934875,245.7211,4941.619,245.6594,0.0349161,245.6532,201.3605,4941.496
4/22/2022 14:20,10,125.2788,130.4347,0.1211451,114.0454,18.72,6.019523,202.4737,5.927179,0.03526438,5.934875,245.7211,4941.99,245.6779,0.05237366,245.6532,201.3605,4942.856
4/22/2022 14:30,11,125.2762,130.4323,0.1212379,114.1336,18.75,5.977198,202.1026,5.915636,0.04552596,5.89255,245.7211,4941.619,245.6594,0.04535664,245.6532,201.3605,4941.496
4/22/2022 14:40,12,125.195,130.3557,0.1212935,114.1865,18.8,5.976978,202.343,5.923112,0.0365009,5.934656,245.7125,4941.695,245.6632,0.04185051,245.6447,201.3535,4942.685
4/22/2022 14:50,13,125.2038,130.364,0.1213645,114.2539,18.82,5.976966,201.9715,5.911558,0.0376977,5.892321,245.7121,4941.191,245.638,0.04535664,245.6442,202.7136,4939.954
4/22/2022 15:00,14,125.1187,130.2837,0.1214165,114.3033,18.87,5.892477,199.5029,5.834762,0.03264817,5.807829,245.7182,4941.314,245.6441,0.04535551,245.6503,198.6371,4941.438
4/22/2022 15:10,15,125.1644,130.3268,0.1215193,114.401,18.89,5.892532,199.0099,5.819427,0.04071975,5.807884,245.7204,4941.853,245.671,0.05089609,245.6525,199.9994,4941.482
4/22/2022 15:20,16,125.1328,130.297,0.1215548,114.4348,18.91,5.892546,199.2577,5.827135,0.04552601,5.807898,245.7209,4941.739,245.6654,0.04859433,245.653,199.9998,4940.132
4/22/2022 15:30,17,125.188,130.3491,0.1216346,114.5106,18.92,5.850226,198.2684,5.796359,0.04453989,5.765577,245.7211,4941.372,245.647,0.0453555,245.6532,197.2789,4942.856
4/22/2022 15:40,18,125.3829,130.5329,0.1218361,114.7021,18.94,5.89255,200.1236,5.854073,0.03808982,5.850226,245.7211,4941.743,245.6655,0.03903783,245.6532,200,4941.496
4/22/2022 15:50,19,125.365,130.5161,0.1218838,114.7474,18.96,5.89221,199.4944,5.834497,0.04143815,5.807566,245.7077,4941.351,245.646,0.0611016,245.6398,199.9891,4942.588
4/22/2022 16:00,20,125.2208,130.38,0.1218212,114.6879,18.98,5.850117,197.6465,5.777012,0.03650144,5.76547,245.7168,4941.409,245.6489,0.04094161,245.6489,198.6359,4941.409
4/22/2022 16:10,21,125.1314,130.2957,0.1217431,114.6136,18.98,5.850199,197.6491,5.777093,0.03650181,5.765551,245.72,4941.721,245.6645,0.03903169,245.6521,199.9991,4941.474
4/22/2022 16:20,22,125.0239,130.1943,0.1217124,114.5845,19.01,5.850218,197.7734,5.780961,0.04866947,5.76557,245.7208,4941.489,245.6529,0.04094161,245.6529,197.2786,4941.49
4/22/2022 16:30,23,124.9766,130.1496,0.121671,114.5452,19.01,5.807902,197.4025,5.769425,0.03354317,5.765577,245.6532,4941.248,245.6409,0.0261834,245.6532,198.6394,4941.496
4/22/2022 16:40,24,124.9966,130.1685,0.12172,114.5917,19.02,5.807902,197.0315,5.757882,0.03029651,5.765577,245.7211,4941,245.6285,0.04364194,245.5853,195.9183,4940.135
4/22/2022 16:50,25,124.9213,130.0975,0.1216859,114.5593,19.03,5.807902,197.4025,5.769425,0.042149,5.765577,245.7211,4941.125,245.6347,0.05089609,245.5853,197.2789,4940.135
4/22/2022 17:00,26,124.8774,130.056,0.1216475,114.5228,19.03,5.765577,196.1657,5.730948,0.0396139,5.723253,245.6532,4941.248,245.6409,0.0261834,245.6532,197.2789,4941.496
4/22/2022 17:10,27,124.8368,130.0178,0.1216752,114.5491,19.05,5.807902,195.5473,5.71171,0.04805712,5.680929,245.6532,4941,245.6285,0.03265643,245.6532,194.5578,4940.135
4/22/2022 17:20,28,124.8054,129.9881,0.1216477,114.523,19.05,5.765577,194.8052,5.688624,0.03029636,5.680929,245.7211,4941.496,245.6532,0.02895009,245.6532,194.5578,4941.496
4/22/2022 17:30,29,124.7837,129.9676,0.1216287,114.5049,19.05,5.723253,193.5683,5.650148,0.0513342,5.638605,245.6532,4941,245.6285,0.03265643,245.6532,191.8367,4940.135
4/22/2022 17:40,30,124.7592,129.9445,0.1216086,114.4858,19.05,5.765577,194.5578,5.680929,0.04774806,5.680929,245.7211,4941.372,245.647,0.0453555,245.6532,194.5578,4942.856
4/22/2022 17:50,31,124.7016,129.8902,0.1215585,114.4382,19.05,5.680929,193.1973,5.638605,0.04035468,5.638605,245.7211,4941.496,245.6532,0.05014303,245.6532,191.8367,4940.135
4/22/2022 18:00,32,124.6573,129.8484,0.1215822,114.4608,19.07,5.723253,193.3209,5.642453,0.04214904,5.638605,245.6532,4940.753,245.6162,0.03380262,245.5853,190.4762,4940.135
4/22/2022 18:10,33,124.6098,129.8036,0.1216033,114.4808,19.1,5.680929,193.692,5.653996,0.02720703,5.638605,245.7211,4941.496,245.6532,0.02895008,245.6532,194.5578,4941.496
4/22/2022 18:20,34,124.6531,129.8444,0.1217041,114.5766,19.12,5.680929,193.0735,5.634757,0.0524752,5.596281,245.7211,4941.372,245.647,0.06110132,245.5853,190.4762,4942.856
4/22/2022 18:30,35,124.702,129.8905,0.12181,114.6772,19.14,5.723253,192.5788,5.619366,0.04552617,5.596281,245.7211,4941.372,245.647,0.04535551,245.6532,191.8367,4940.135
4/22/2022 18:40,36,124.7826,129.9666,0.1219438,114.8044,19.17,5.723253,192.8262,5.627062,0.04071981,5.596281,245.7211,4941.619,245.6594,0.0349161,245.6532,193.1973,4940.135
4/22/2022 18:50,37,124.8058,129.9885,0.1220275,114.8839,19.19,5.723119,192.6982,5.623082,0.05784173,5.596148,245.7157,4941.139,245.6354,0.03903783,245.6478,190.472,4941.387
4/22/2022 19:00,38,124.8354,130.0164,0.1221168,114.9688,19.21,5.723211,193.0722,5.634715,0.04214861,5.596239,245.7194,4941.213,245.6391,0.04859891,245.6515,191.8354,4941.461
4/22/2022 19:10,39,124.8296,130.011,0.1221751,115.0242,19.24,5.722828,193.0601,5.634339,0.04927063,5.638186,245.7039,4941.151,245.636,0.02894359,245.636,194.5442,4941.151
4/22/2022 19:20,40,124.827,130.0085,0.1222678,115.1124,19.27,5.723116,192.9455,5.630774,0.06461176,5.596146,245.7155,4941.136,245.6353,0.04859716,245.6476,194.5534,4940.023
4/22/2022 19:30,41,124.8947,130.0724,0.1223592,115.1991,19.28,5.638571,192.083,5.603942,0.04353112,5.596247,245.7197,4941.344,245.6456,0.03491414,245.6518,193.1962,4941.468
4/22/2022 19:40,42,124.9062,130.0832,0.1224328,115.2691,19.31,5.638596,191.7127,5.592423,0.03354295,5.596271,245.7207,4941.611,245.659,0.05380877,245.6528,191.8364,4941.488
4/22/2022 19:50,43,124.991,130.1632,0.1225709,115.4003,19.33,5.680928,192.5788,5.619365,0.03769926,5.59628,245.7211,4941.742,245.6655,0.03903783,245.6532,194.5578,4941.495
4/22/2022 20:00,44,125.1352,130.2993,0.1227616,115.5815,19.35,5.680929,192.5788,5.619366,0.03769939,5.638605,245.7211,4941.743,245.6655,0.03903783,245.6532,193.1973,4942.856
4/22/2022 20:10,45,125.1772,130.3389,0.1228622,115.6771,19.38,5.638605,191.5893,5.588585,0.0243349,5.596281,245.7211,4941.619,245.6594,0.04535664,245.6532,191.8367,4941.496
4/22/2022 20:20,46,125.2474,130.4052,0.1229559,115.7663,19.39,5.638605,191.8367,5.596281,0.04420621,5.596281,245.7211,4941.372,245.647,0.0538075,245.6532,191.8367,4941.496
4/22/2022 20:30,47,125.2683,130.4248,0.1230701,115.8747,19.42,5.638605,191.8367,5.596281,0.04035468,5.596281,245.7211,4941.99,245.6779,0.05237366,245.6532,191.8367,4942.856
4/22/2022 20:40,48,125.2886,130.444,0.1231518,115.9524,19.45,5.680929,190.9709,5.569347,0.05190775,5.553956,245.7211,4941.867,245.6717,0.03024078,245.6532,191.8367,4941.496
4/22/2022 20:50,49,125.3282,130.4814,0.1232187,116.016,19.46,5.638605,191.713,5.592433,0.0282746,5.596281,245.7211,4941.372,245.647,0.0453555,245.6532,191.8367,4941.496
4/22/2022 21:00,50,125.366,130.517,0.1232841,116.0781,19.47,5.638605,191.8367,5.596281,0.04035468,5.596281,245.7211,4941.248,245.6409,0.04859891,245.6532,193.1973,4941.496
4/22/2022 21:10,51,125.3493,130.5012,0.1233333,116.1248,19.49,5.680929,192.084,5.603976,0.0302966,5.596281,245.7211,4942.114,245.6841,0.04451013,245.6532,191.8367,4942.856
4/22/2022 21:20,52,125.3505,130.5024,0.1233983,116.1867,19.52,5.638605,191.713,5.592433,0.03354335,5.596281,245.7211,4941.496,245.6532,0.04094161,245.6532,190.4762,4941.496
4/22/2022 21:30,53,125.4255,130.5732,0.1234646,116.2496,19.52,5.638605,191.713,5.592433,0.0217658,5.596281,245.7211,4941.619,245.6594,0.04535664,245.6532,191.8367,4941.496
4/22/2022 21:40,54,125.4603,130.606,0.1235593,116.3397,19.54,5.680929,192.5788,5.619366,0.03309888,5.596281,245.7211,4941.496,245.6532,0.05014303,245.6532,191.8367,4942.856
4/22/2022 21:50,55,125.4919,130.6358,0.1236515,116.4273,19.56,5.596281,190.2288,5.546261,0.03961395,5.553956,245.7211,4941.99,245.6779,0.04364586,245.6532,191.8367,4942.856
4/22/2022 22:00,56,125.5642,130.704,0.1237154,116.488,19.56,5.595956,190.4658,5.553634,0.02552108,5.553635,245.7077,4941.722,245.6645,0.03266377,245.6398,190.4658,4942.588
4/22/2022 22:10,57,125.596,130.734,0.1237757,116.5453,19.57,5.596197,190.1024,5.54233,0.03650146,5.553873,245.7177,4941.303,245.6436,0.03491218,245.6497,189.113,4941.426
4/22/2022 22:20,58,125.5757,130.7148,0.1238219,116.5892,19.6,5.596254,190.2279,5.546235,0.04353112,5.511606,245.72,4941.969,245.6768,0.04363802,245.6521,189.1148,4941.474
4/22/2022 22:30,59,125.5474,130.6882,0.123829,116.5959,19.61,5.596275,189.8576,5.534713,0.04552604,5.511627,245.7209,4941.368,245.6468,0.04535551,245.653,191.8365,4940.131
4/22/2022 22:40,60,125.5458,130.6866,0.1238275,116.5945,19.61,5.596281,189.8577,5.534718,0.03309863,5.511632,245.7211,4941.619,245.6594,0.04535664,245.6532,190.4762,4941.496
4/22/2022 22:50,61,125.488,130.6321,0.1238405,116.6068,19.63,5.638343,190.5916,5.557546,0.05548929,5.511376,245.7104,4941.281,245.6425,0.05014303,245.6425,191.8284,4941.281
4/22/2022 23:00,62,125.4914,130.6354,0.1238436,116.6098,19.63,5.638259,190.2178,5.545921,0.04712125,5.511294,245.7069,4941.335,245.6452,0.04535664,245.639,189.1047,4941.211
4/22/2022 23:10,63,125.4819,130.6264,0.1238673,116.6323,19.64,5.638254,190.2177,5.545916,0.04352878,5.553611,245.7067,4941.578,245.6573,0.05089609,245.6388,189.1046,4942.568
4/22/2022 23:20,64,125.446,130.5925,0.1238676,116.6326,19.66,5.553523,189.1017,5.511201,0.03609164,5.511201,245.703,4941.257,245.6413,0.04535098,245.6352,189.1018,4941.134
4/22/2022 23:30,65,125.4819,130.6263,0.1238993,116.6628,19.66,5.595842,189.4727,5.522743,0.04071679,5.5112,245.703,4941.133,245.6351,0.02894359,245.6351,189.1017,4941.133
4/22/2022 23:40,66,125.6887,130.8215,0.124147,116.8982,19.68,5.553556,188.7318,5.499693,0.02609433,5.511236,245.7045,4940.791,245.6181,0.05089408,245.5687,189.1029,4941.162
4/22/2022 23:50,67,125.7308,130.8612,0.1241844,116.9336,19.68,5.553531,187.8652,5.472736,0.04214587,5.468888,245.7034,4941.017,245.6293,0.04535097,245.6355,187.7416,4941.141
4/23/2022 0:00,68,125.7424,130.8722,0.1242269,116.974,19.69,5.553092,188.8407,5.50308,0.03960838,5.510775,245.6852,4940.899,245.6234,0.04534532,245.6173,187.7277,4940.775
4/23/2022 0:10,69,125.7954,130.9221,0.1242739,117.0187,19.69,5.553731,188.3663,5.488323,0.04179482,5.469086,245.7117,4941.679,245.6623,0.03024758,245.6438,190.4689,4942.668
4/23/2022 0:20,70,125.792,130.9189,0.1243031,117.0465,19.7,5.51156,188.1238,5.480779,0.03172811,5.469236,245.7181,4941.806,245.6687,0.05089138,245.6502,187.7528,4941.435
4/23/2022 0:30,71,125.8258,130.9509,0.1243654,117.1057,19.71,5.553939,187.7545,5.46929,0.04035441,5.46929,245.7204,4941.357,245.6463,0.0349112,245.6525,186.394,4941.481
4/23/2022 0:40,72,125.8999,131.0208,0.1244312,117.1682,19.71,5.469304,185.5286,5.400046,0.04519957,5.384655,245.7209,4941.368,245.6469,0.03491119,245.653,183.6733,4941.492
4/23/2022 0:50,73,125.9028,131.0235,0.124466,117.2013,19.73,5.426855,185.1535,5.388379,0.04214815,5.384531,245.7156,4941.386,245.6477,0.04093241,245.6477,185.0299,4941.386
4/23/2022 1:00,74,125.9365,131.0553,0.1244959,117.2297,19.73,5.468949,185.641,5.403543,0.04552325,5.426627,245.7059,4941.068,245.6319,0.03492101,245.6381,186.3831,4941.192
4/23/2022 1:10,75,125.9085,131.0289,0.1245357,117.2675,19.75,5.42664,185.023,5.384317,0.03609226,5.384317,245.7065,4941.449,245.6509,0.04858975,245.6386,183.6625,4942.563
4/23/2022 1:20,76,125.9357,131.0545,0.1245598,117.2904,19.75,5.469196,185.5252,5.39994,0.0486685,5.38455,245.7164,4941.525,245.6547,0.04535098,245.6485,185.0304,4942.762
4/23/2022 1:30,77,125.9601,131.0775,0.1245815,117.311,19.75,5.468962,185.1467,5.388166,0.03354109,5.384319,245.7065,4940.956,245.6263,0.05655671,245.5707,185.023,4939.843
4/23/2022 1:40,78,125.9762,131.0928,0.1246281,117.3553,19.76,5.426873,184.9068,5.380702,0.03808913,5.38455,245.7164,4941.525,245.6547,0.04535098,245.6485,185.0304,4941.401
4/23/2022 1:50,79,126.0642,131.1757,0.124674,117.3989,19.75,5.426795,184.4095,5.365234,0.04552448,5.342149,245.7131,4941.334,245.6452,0.04094161,245.6452,183.6674,4941.334
4/23/2022 2:00,80,126.0663,131.1778,0.1247082,117.4314,19.76,5.426923,184.9083,5.380751,0.03808935,5.384599,245.7185,4941.814,245.6691,0.05089408,245.6506,185.032,4941.444
4/23/2022 2:10,81,126.0683,131.1796,0.1247422,117.4638,19.77,5.426574,184.2788,5.361168,0.03309643,5.341932,245.7037,4941.146,245.6358,0.05014303,245.6358,183.6605,4941.146
4/23/2022 2:20,82,126.0769,131.1877,0.1247499,117.4711,19.77,5.384527,183.7929,5.346052,0.02176506,5.342204,245.7154,4941.877,245.6722,0.05235993,245.6476,183.6692,4941.382
4/23/2022 2:30,83,126.1768,131.282,0.1248387,117.5555,19.77,5.426951,184.1671,5.357694,0.03730414,5.342303,245.7197,4941.839,245.6703,0.04186361,245.6518,185.0329,4942.829
4/23/2022 2:40,84,126.1704,131.2759,0.1248654,117.5808,19.78,5.384651,183.7968,5.346174,0.04927403,5.342326,245.7207,4941.611,245.659,0.04535778,245.6528,185.0337,4942.849
4/23/2022 2:50,85,126.1517,131.2583,0.1248812,117.5958,19.8,5.469307,183.9208,5.350029,0.04712396,5.342334,245.7211,4941.247,245.6408,0.04859891,245.6532,183.6734,4942.855
4/23/2022 3:00,86,126.1744,131.2797,0.1249008,117.6144,19.8,5.38466,183.6734,5.342335,0.01804714,5.342335,245.7211,4941.372,245.647,0.03491414,245.6532,183.6734,4941.496
4/23/2022 3:10,87,126.2462,131.3475,0.1249635,117.674,19.79,5.426983,183.5497,5.338488,0.05549165,5.342335,245.7211,4941.867,245.6717,0.05089811,245.6532,183.6734,4940.135
4/23/2022 3:20,88,126.2579,131.3585,0.1249741,117.6841,19.8,5.342335,182.9313,5.319249,0.0210744,5.300011,245.6532,4941.125,245.6347,0.03023398,245.6532,182.3129,4941.496
4/23/2022 3:30,89,126.2692,131.3692,0.1249849,117.6944,19.8,5.342335,182.0655,5.292316,0.03961399,5.300011,245.7211,4941.372,245.647,0.0538075,245.6532,183.6734,4941.496
4/23/2022 3:40,90,126.3491,131.4446,0.1250562,117.7622,19.8,5.384186,182.6689,5.311087,0.03649899,5.299545,245.7009,4941.46,245.6515,0.04186728,245.6329,180.9375,4942.45
4/23/2022 3:50,91,126.3415,131.4374,0.1250822,117.7868,19.81,5.384537,183.2984,5.33067,0.03650136,5.342213,245.7158,4941.637,245.6603,0.0565685,245.6479,183.6695,4942.75
4/23/2022 4:00,92,126.3934,131.4864,0.1251284,117.8308,19.81,5.384307,182.6728,5.311206,0.03649968,5.299664,245.706,4941.441,245.6505,0.03902599,245.6381,183.6622,4941.193
4/23/2022 4:10,93,126.4194,131.5109,0.125184,117.8836,19.82,5.511334,185.643,5.403605,0.05809534,5.384368,245.7086,4941.617,245.6592,0.05089609,245.6407,183.6641,4941.246
4/23/2022 4:20,94,126.4563,131.5457,0.1252168,117.9148,19.82,5.469213,186.5152,5.430737,0.02176537,5.426889,245.7171,4941.415,245.6492,0.04094161,245.6492,186.3915,4941.415
4/23/2022 4:30,95,126.4698,131.5584,0.1252288,117.9262,19.82,5.469284,186.0227,5.415417,0.04071945,5.384636,245.7201,4941.476,245.6522,0.05014303,245.6522,185.0332,4941.476
4/23/2022 4:40,96,126.4843,131.5721,0.1252417,117.9385,19.82,5.468984,185.5184,5.399729,0.04519718,5.38434,245.7074,4941.963,245.6765,0.04449649,245.7074,185.0237,4942.582
4/23/2022 4:50,97,126.5461,131.6304,0.1252967,117.9907,19.82,5.426585,184.7739,5.376569,0.05045805,5.384264,245.7042,4941.403,245.6486,0.04858975,245.6363,183.6608,4942.517
4/23/2022 5:00,98,126.5588,131.6424,0.125308,118.0014,19.82,5.426539,184.6487,5.372675,0.04071679,5.341897,245.7022,4941.116,245.6343,0.05790019,245.6343,183.6593,4941.116
4/23/2022 5:10,99,126.578,131.6605,0.1253251,118.0177,19.82,5.426867,185.2776,5.392239,0.0352634,5.384545,245.7162,4941.521,245.6544,0.04534645,245.6483,186.3908,4941.397
4/23/2022 5:20,100,126.5426,131.6271,0.1253261,118.0186,19.83,5.468711,185.3861,5.395613,0.0407157,5.384071,245.6959,4940.743,245.6157,0.04859433,245.628,183.6547,4940.991
4/23/2022 5:30,101,126.5851,131.6672,0.1253314,118.0237,19.82,5.468756,185.8822,5.411047,0.03730101,5.426436,245.6978,4940.905,245.6237,0.04534532,245.6299,187.7373,4941.029
4/23/2022 5:40,102,126.5994,131.6807,0.1253442,118.0358,19.82,5.469128,185.6467,5.403719,0.04179502,5.384482,245.7135,4940.972,245.6271,0.04185706,245.6456,185.0283,4941.343
4/23/2022 5:50,103,126.6255,131.7053,0.1253673,118.0578,19.82,5.426939,184.6615,5.373072,0.03650194,5.342291,245.7192,4941.705,245.6637,0.04860244,245.6513,186.3931,4940.097
4/23/2022 6:00,104,126.6275,131.7072,0.1254017,118.0904,19.83,5.426971,185.4046,5.396189,0.03172868,5.384646,245.7205,4941.731,245.665,0.0261834,245.6526,186.3941,4941.484
4/23/2022 6:10,105,126.5978,131.6792,0.1253752,118.0653,19.83,5.469051,185.2732,5.392101,0.04352942,5.384407,245.7103,4941.278,245.6423,0.04093241,245.6424,183.6654,4942.639
4/23/2022 6:20,106,126.5815,131.6638,0.1253607,118.0515,19.83,5.426901,184.9077,5.38073,0.04584943,5.384578,245.7176,4941.302,245.6435,0.04535778,245.6497,186.3919,4941.426
4/23/2022 6:30,107,126.6087,131.6895,0.1253524,118.0437,19.82,5.469287,184.7859,5.376944,0.03526422,5.384639,245.7202,4941.231,245.64,0.04860067,245.6524,185.0333,4941.479
4/23/2022 6:40,108,126.6115,131.6921,0.1253549,118.046,19.82,5.426979,184.168,5.357721,0.04144049,5.34233,245.7209,4941.739,245.6653,0.05656942,245.653,183.6733,4942.852
4/23/2022 6:50,109,126.6339,131.7133,0.1253749,118.065,19.82,5.426983,184.5392,5.369269,0.03264845,5.38466,245.7211,4941.743,245.6655,0.03903783,245.6532,183.6734,4941.496
4/23/2022 7:00,110,126.6626,131.7403,0.1254004,118.0892,19.82,5.426983,184.1682,5.357726,0.04519963,5.342335,245.6532,4940.877,245.6223,0.03380262,245.5853,182.3129,4940.135
4/23/2022 7:10,111,126.6585,131.7365,0.1253968,118.0858,19.82,5.426732,184.2838,5.361324,0.0376977,5.342087,245.7104,4941.404,245.6487,0.04535777,245.6425,183.6655,4941.281
4/23/2022 7:20,112,126.6622,131.74,0.1254001,118.0889,19.82,5.426425,183.7794,5.345632,0.04214482,5.341784,245.6973,4941.267,245.6418,0.04859433,245.6295,185.0161,4941.02
4/23/2022 7:30,113,126.7257,131.7999,0.1254566,118.1426,19.82,5.426585,184.7739,5.376569,0.03961122,5.384264,245.7042,4940.538,245.6054,0.0444963,245.5684,182.3004,4941.156
4/23/2022 7:40,114,126.74,131.8134,0.1254693,118.1547,19.82,5.426693,184.4063,5.365133,0.04552368,5.342049,245.7087,4941.866,245.6717,0.03380262,245.6409,185.0247,4942.608
4/23/2022 7:50,115,126.7183,131.7929,0.12545,118.1364,19.82,5.384586,183.5474,5.338415,0.02827396,5.342262,245.718,4941.68,245.6624,0.0565685,245.6501,185.0316,4942.793
4/23/2022 8:00,116,126.7503,131.8231,0.1254784,118.1634,19.82,5.426961,184.5385,5.369247,0.0373042,5.342313,245.7202,4941.229,245.6399,0.04859891,245.6523,183.6727,4940.116
4/23/2022 8:10,117,126.7453,131.8183,0.125474,118.1592,19.82,5.384342,183.5396,5.338172,0.02827301,5.34202,245.7075,4941.347,245.6458,0.0453555,245.6396,183.6633,4939.862
4/23/2022 8:20,118,126.8001,131.8701,0.1254903,118.1747,19.81,5.384557,183.0517,5.322995,0.04552528,5.29991,245.7167,4941.407,245.6488,0.04094161,245.6488,185.0307,4941.407
4/23/2022 8:30,119,126.8097,131.8791,0.1254987,118.1827,19.81,5.426642,183.91,5.349694,0.04712124,5.341999,245.7066,4940.957,245.6264,0.04859715,245.6387,183.6626,4941.205
4/23/2022 8:40,120,126.8992,131.9636,0.1255459,118.2275,19.8,5.426874,184.412,5.365313,0.0376984,5.342227,245.7164,4941.649,245.6609,0.04859891,245.6486,183.67,4942.763
4/23/2022 8:50,121,126.9347,131.9971,0.1255774,118.2575,19.8,5.426957,183.9199,5.350003,0.04712385,5.342308,245.72,4941.719,245.6644,0.04860244,245.652,183.6726,4941.472
4/23/2022 9:00,122,126.9379,132.0001,0.1255803,118.2602,19.8,5.384653,183.7969,5.346176,0.04214899,5.342329,245.7208,4941.613,245.6591,0.04535551,245.6529,185.0338,4941.49
4/23/2022 9:10,123,127.0269,132.0841,0.1256595,118.3355,19.8,5.426539,183.5357,5.338049,0.03354055,5.341897,245.7022,4940.993,245.6281,0.04535438,245.6343,183.6593,4942.477
4/23/2022 9:20,124,127.0484,132.1043,0.125646,118.3226,19.78,5.384515,183.5452,5.338345,0.03808886,5.342192,245.7149,4941.619,245.6594,0.03903475,245.647,185.0293,4942.732
4/23/2022 9:30,125,127.0806,132.1348,0.1257073,118.3809,19.8,5.384623,183.9196,5.349994,0.03961375,5.342299,245.7196,4941.588,245.6578,0.05380814,245.6517,182.3117,4940.104
4/23/2022 9:40,126,127.1185,132.1705,0.1257083,118.3819,19.78,5.38465,183.9205,5.350021,0.03029656,5.342325,245.7207,4941.239,245.6404,0.03903169,245.6528,185.0337,4941.487
4/23/2022 9:50,127,127.1528,132.2029,0.1257063,118.3799,19.77,5.384659,183.055,5.323096,0.03769911,5.342334,245.7211,4941.742,245.6655,0.04860067,245.6532,183.6734,4942.855
4/23/2022 10:00,128,127.1549,132.2048,0.1257081,118.3816,19.77,5.38466,183.055,5.323097,0.03769919,5.300011,245.7211,4941.619,245.6594,0.0349161,245.6532,182.3129,4941.496
4/23/2022 10:10,129,127.1665,132.2158,0.1257184,118.3914,19.77,5.384347,183.4161,5.33433,0.03526236,5.342025,245.7077,4941.351,245.646,0.0349161,245.6398,183.6635,4941.227
4/23/2022 10:20,130,127.1855,132.2337,0.1257353,118.4075,19.77,5.384559,183.7939,5.346083,0.03354259,5.342235,245.7168,4941.656,245.6612,0.04859891,245.6489,183.6702,4941.409
4/23/2022 10:30,131,127.2047,132.2518,0.1257523,118.4237,19.77,5.384434,183.1715,5.326721,0.04143883,5.342111,245.7114,4941.301,245.6435,0.04093701,245.6435,183.6662,4941.302
4/23/2022 10:40,132,127.2242,132.2702,0.1257697,118.4402,19.77,5.384386,183.2937,5.330522,0.03650036,5.342064,245.7094,4941.879,245.6724,0.03379503,245.6415,180.9438,4941.261
4/23/2022 10:50,133,127.2661,132.3097,0.1258069,118.4756,19.77,5.384389,183.6648,5.342067,0.02552108,5.342067,245.7095,4941.14,245.6355,0.05379604,245.6416,182.3043,4942.624
4/23/2022 11:00,134,127.4229,132.4577,0.1259464,118.6081,19.77,5.426896,183.918,5.349945,0.05935775,5.342249,245.7174,4941.174,245.6371,0.04860067,245.6495,183.6707,4940.061
4/23/2022 11:10,135,127.3985,132.4347,0.1259247,118.5875,19.77,5.384438,183.2953,5.330572,0.0260951,5.342115,245.7116,4941.305,245.6437,0.05013176,245.6437,183.6664,4941.305
4/23/2022 11:20,136,127.3706,132.4084,0.1259325,118.595,19.78,5.384428,183.1713,5.326715,0.0519056,5.299782,245.7112,4941.049,245.6309,0.0565685,245.5754,180.9451,4939.936
