TOA5,FC1_CR800_42958,CR800,42958,CR800.Std.32.02,CPU:FC1_CR800_42958_FEF_10min_program_2022Calibrated.CR8,63442,Data_10min,,,,,,,,,,,
TIMESTAMP,RECORD,SC_uS,SC_1,Ct_1,Ct_2,Temp_C,CDOM,CDOM_ave_mV,CDOM_ave,CDOM_stdev,CDOM_med,Turb,Turb_ave_mV,Turb_ave,Turb_stdev,Turb_med,CDOM_mV,TURB_mV
TS,RN,uS/cm,,,,Deg C,ppb QSE,millivolts,ppb QSE,ppb QSE,ppb QSE,NTU,millivolts,NTU,NTU,NTU,millivolts,millivolts
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
4/28/2022 13:30,595,-14.87807,-1.80118,0,-1.08,4.98,0.05180932,11.75016,-0.005905562,0.04519976,-0.03283918,245.6534,4939.644,245.5608,0.04364586,245.5176,12.2449,4940.139
4/28/2022 13:40,596,-14.88374,-1.806531,0,-1.08,4.892,0.05180932,11.25542,-0.0212962,0.02609609,-0.03283918,245.5855,4939.644,245.5608,0.03266378,245.5855,10.88436,4940.139
4/28/2022 13:50,597,-14.88753,-1.810103,0,-1.08,4.833,0.05180932,11.87385,-0.002057903,0.03172861,-0.03283918,245.6534,4939.52,245.5546,0.04451014,245.5176,10.88436,4938.778
4/28/2022 14:00,598,-14.91391,-1.834998,0,-1.08,4.428,0.05180932,11.50279,-0.01360088,0.02774587,-0.03283918,245.5855,4939.272,245.5423,0.03266378,245.5176,12.2449,4938.778
4/28/2022 14:10,599,-14.91006,-1.831359,0,-1.08,4.486,0.05180932,11.62647,-0.009753221,0.02774587,-0.03283918,245.5855,4939.52,245.5546,0.03381022,245.5176,12.2449,4940.139
4/28/2022 14:20,600,-15.239,-2.141715,-0.000190911,-1.261425,4.449,0.05180932,11.87385,-0.002057903,0.0365021,-0.03283918,245.6534,4939.396,245.5484,0.04450995,245.5176,10.88436,4940.139
4/28/2022 14:30,601,-14.91623,-1.837185,0,-1.08,4.393,0.05180932,12.36859,0.01333273,0.03354311,0.009485074,245.5855,4939.272,245.5423,0.03266377,245.5176,13.60545,4938.778
4/28/2022 14:40,602,-14.92181,-1.842449,0,-1.08,4.309,0.05180932,11.50279,-0.01360088,0.03309882,-0.03283918,245.5855,4939.149,245.5361,0.03024078,245.5176,10.88436,4938.778
4/28/2022 14:50,603,-14.95232,-1.871233,0,-1.08,3.858,0.009485074,11.25542,-0.0212962,0.02609609,-0.03283918,245.5855,4939.025,245.5299,0.02618928,245.5176,10.88436,4938.778
4/28/2022 15:00,604,-14.95845,-1.877013,-5.02E-07,-1.080477,3.782,0.009485074,11.75016,-0.005905562,0.0203599,0.009485074,245.5855,4939.025,245.5299,0.02618928,245.5176,12.2449,4938.778
4/28/2022 15:10,605,-14.96151,-1.879901,0,-1.08,3.725,0.009485074,11.00805,-0.02899151,0.0282744,-0.03283918,245.5855,4938.901,245.5237,0.01952034,245.5176,9.523814,4938.778
4/28/2022 15:20,606,-14.98034,-1.897673,0,-1.08,3.456,0.009510974,11.00879,-0.02896823,0.02827632,-0.03281615,245.5344,4938.99,245.5282,0.01951595,245.5344,9.524462,4939.114
4/28/2022 15:30,607,-15.00301,-1.919057,0,-1.08,3.139,0.00949347,11.37935,-0.01744073,0.02720765,-0.0328317,245.5231,4938.64,245.5107,0.02618928,245.5231,10.8846,4937.526
4/28/2022 15:40,608,-14.99333,-1.909928,0,-1.08,3.273,0.05184484,11.62745,-0.009722867,0.04179977,-0.03281075,245.5383,4938.821,245.5198,0.03023398,245.5383,13.60659,4939.192
4/28/2022 15:50,609,-15.0099,-1.925555,0,-1.08,3.044,0.009552686,11.25741,-0.02123404,0.03173423,-0.03277907,245.5614,4939.283,245.5428,0.03024078,245.5614,12.24708,4938.294
4/28/2022 16:00,610,-15.01965,-1.93476,0,-1.08,2.91,0.0095898,11.01107,-0.02889736,0.03355233,-0.03274608,245.6533,4940.136,245.5854,0.02895986,245.5854,12.24827,4940.136
4/28/2022 16:10,611,-15.04531,-1.958964,0,-1.08,2.566,0.009606414,10.88783,-0.0327313,0.02553061,-0.03273131,245.5961,4939.856,245.5714,0.03267112,245.5961,10.88783,4940.352
4/28/2022 16:20,612,-15.04096,-1.954868,0,-1.08,2.623,0.05195078,12.12527,0.005763452,0.0381026,0.009612407,245.6,4939.81,245.5691,0.03381022,245.5321,10.888,4939.068
4/28/2022 16:30,613,-15.04962,-1.963037,0,-1.08,2.508,0.05195235,12.00159,0.001915882,0.03030674,0.009613801,245.6009,4939.952,245.5762,0.03267846,245.6009,12.24904,4940.447
4/28/2022 16:40,614,-15.05544,-1.968523,0,-1.08,2.432,0.05195291,11.87787,-0.001932588,0.02610495,0.009614305,245.6012,4940.083,245.5827,0.03024078,245.6012,13.61007,4939.093
4/28/2022 16:50,615,-15.08053,-1.992198,0,-1.08,2.106,0.009614424,11.25924,-0.02117729,0.04073361,-0.03272418,245.6013,4939.589,245.5581,0.03266378,245.5334,12.24906,4940.455
4/28/2022 17:00,616,-15.09255,-2.003535,0,-1.08,1.952,0.05195303,11.50669,-0.01347936,0.03771199,-0.03272418,245.6013,4939.96,245.5766,0.03266378,245.6013,9.527049,4939.094
4/28/2022 17:10,617,-14.93349,-1.853463,9.52E-05,-0.9895074,1.693,0.05195303,11.50669,-0.01347936,0.04181045,-0.03272418,245.6013,4939.589,245.5581,0.03266378,245.5334,12.24906,4939.094
4/28/2022 17:20,618,-15.09406,-2.004958,0,-1.08,1.933,0.05195303,12.37279,0.01346339,0.02177303,0.009614424,245.6013,4939.713,245.5642,0.03381022,245.5334,12.24906,4939.094
4/28/2022 17:30,619,-15.10082,-2.011339,0,-1.08,1.848,0.05199457,11.63156,-0.009594905,0.04181455,0.009651804,245.6255,4939.826,245.5699,0.02620106,245.5576,10.88912,4939.579
4/28/2022 17:40,620,-15.13156,-2.040341,0,-1.08,1.466,0.009624274,11.25953,-0.02116824,0.02610562,-0.03271543,245.6077,4939.346,245.5459,0.01952473,245.5398,9.527295,4939.222
4/28/2022 17:50,621,-15.15203,-2.059652,0,-1.08,1.218,0.009638454,11.75489,-0.005758374,0.02721801,0.009638454,245.6169,4939.653,245.5613,0.02620106,245.5489,12.24984,4939.406
4/28/2022 18:00,622,-15.1112,-2.021133,0,-1.08,1.718,0.009620773,10.88824,-0.03271854,0.02553157,-0.03271855,245.6054,4939.3,245.5436,0.01952911,245.5375,10.88824,4939.176
4/28/2022 18:10,623,-15.12822,-2.037189,0,-1.08,1.507,0.05195541,11.75422,-0.005779384,0.04145485,-0.03272229,245.6027,4939.246,245.5409,0.01952034,245.5348,12.24913,4939.122
4/28/2022 18:20,624,-15.1615,-2.06859,0,-1.08,1.105,0.009650736,11.63153,-0.009595919,0.02108365,-0.03269191,245.5569,4939.564,245.5569,0,245.5569,12.25023,4939.565
4/28/2022 18:30,625,-15.17772,-2.083894,0,-1.08,0.913,0.0520078,11.87941,-0.001884689,0.02610833,0.009663701,245.5653,4939.732,245.5652,0,245.5653,12.25065,4939.733
4/28/2022 18:40,626,-15.18101,-2.086998,0,-1.08,0.874,0.05205069,11.88062,-0.001847252,0.03652291,0.009702298,245.5902,4940.233,245.5902,0,245.5902,10.89057,4940.233
4/28/2022 18:50,627,-15.19923,-2.104192,0,-1.08,0.663,0.05206722,11.75732,-0.00568282,0.03266836,-0.03263284,245.5999,4940.426,245.5999,0,245.5999,10.89099,4940.426
4/28/2022 19:00,628,-15.21946,-2.123278,0,-1.08,0.432,0.009726477,11.38631,-0.0172242,0.0272243,-0.03262459,245.6059,4940.546,245.6059,0,245.6059,10.89126,4940.546
4/28/2022 19:10,629,-15.23058,-2.133768,0,-1.08,0.307,0.05209075,12.00551,0.002037917,0.03528782,0.009738344,245.6135,4940.701,245.6135,0,245.6135,12.25305,4940.701
4/28/2022 19:20,630,-15.2331,-2.136148,0,-1.08,0.279,0.05209549,12.12941,0.005892362,0.03356579,0.009742616,245.6163,4940.756,245.6163,0,245.6163,13.61465,4940.756
4/28/2022 19:30,631,-15.23557,-2.138472,0,-1.08,0.252,0.05209662,11.38683,-0.01720823,0.02722552,-0.03260931,245.617,4940.77,245.617,0,245.617,13.61469,4940.77
4/28/2022 19:40,632,-15.23888,-2.141596,0,-1.08,0.215,0.09445006,11.51061,-0.01335761,0.03772483,-0.03260899,245.6172,4940.774,245.6172,0,245.6172,10.89176,4940.774
4/28/2022 19:50,633,-15.25274,-2.154671,0,-1.08,0.062,0.05209712,11.63438,-0.009507277,0.04182469,-0.03260893,245.6172,4940.775,245.6172,0,245.6172,12.25323,4940.775
4/28/2022 20:00,634,-15.2668,-2.167944,0,-1.08,-0.092,0.05209712,11.63438,-0.009507276,0.03312132,-0.03260893,245.6172,4940.527,245.6049,0.02620106,245.6172,12.25323,4939.414
4/28/2022 20:10,635,-15.27925,-2.179687,0,-1.08,-0.226,0.009744098,11.26307,-0.0210581,0.01886242,-0.03260893,245.6172,4940.775,245.6172,0,245.6172,10.89176,4940.775
4/28/2022 20:20,636,-15.28633,-2.186371,0,-1.08,-0.302,0.05209712,11.75815,-0.005657002,0.03267067,0.009744098,245.6172,4940.651,245.6111,0.01952911,245.6172,9.530291,4940.775
4/28/2022 20:30,637,-15.29076,-2.19055,0,-1.08,-0.349,0.009744098,11.63438,-0.009507276,0.02108883,-0.03260893,245.6172,4940.527,245.6049,0.02620106,245.6172,10.89176,4940.775
4/28/2022 20:40,638,-15.29794,-2.197321,0,-1.08,-0.425,0.05209712,11.75815,-0.005657001,0.02722555,-0.03260893,245.6172,4940.28,245.5925,0.03267846,245.6172,10.89176,4939.414
4/28/2022 20:50,639,-15.3052,-2.204172,0,-1.08,-0.501,0.009744098,11.26307,-0.0210581,0.02611384,-0.03260893,245.6172,4940.403,245.5987,0.03025437,245.6172,10.89176,4940.775
4/28/2022 21:00,640,-15.31254,-2.211091,0,-1.08,-0.578,0.05209712,11.01553,-0.02875865,0.03356592,-0.03260893,245.6172,4940.403,245.5987,0.03025437,245.6172,13.6147,4940.775
4/28/2022 21:10,641,-15.31251,-2.211071,0,-1.08,-0.577,0.009744098,11.38684,-0.01720783,0.02722555,-0.03260893,245.6172,4940.032,245.5802,0.03382542,245.5493,10.89176,4939.414
4/28/2022 21:20,642,-15.31528,-2.213686,0,-1.08,-0.606,0.009744098,11.26307,-0.0210581,0.03175018,-0.03260893,245.6172,4939.908,245.574,0.03267846,245.5493,10.89176,4939.414
4/28/2022 21:30,643,-15.32179,-2.219823,0,-1.08,-0.674,0.05209712,11.63438,-0.009507277,0.04182469,0.009744098,245.6172,4940.032,245.5802,0.03382542,245.5493,10.89176,4940.775
4/28/2022 21:40,644,-15.32928,-2.226888,0,-1.08,-0.751,0.05209712,11.38684,-0.01720783,0.04523049,-0.03260893,245.6172,4940.156,245.5864,0.03382542,245.5493,12.25323,4940.775
4/28/2022 21:50,645,-15.33871,-2.235785,0,-1.08,-0.847,0.009744098,11.51061,-0.01335755,0.02776472,-0.03260893,245.6172,4940.156,245.5864,0.03382542,245.5493,10.89176,4940.775
4/28/2022 22:00,646,-15.34628,-2.242933,0,-1.08,-0.924,0.05209712,12.00569,0.002043549,0.03528836,-0.03260893,245.6172,4940.032,245.5802,0.03382542,245.5493,10.89176,4939.414
4/28/2022 22:10,647,-15.35009,-2.246526,0,-1.08,-0.963,0.05209712,10.76799,-0.0364592,0.03356592,-0.03260893,245.6172,4939.785,245.5678,0.03025437,245.5493,13.6147,4939.414
4/28/2022 22:20,648,-15.35966,-2.255555,0,-1.08,-1.059,0.05209712,11.51061,-0.01335755,0.04182469,-0.03260893,245.6172,4939.661,245.5617,0.02620106,245.5493,10.89176,4939.414
4/28/2022 22:30,649,-15.37219,-2.267374,0,-1.08,-1.184,0.05209712,11.75815,-0.005657002,0.0373298,-0.03260893,245.6172,4939.908,245.574,0.03267846,245.5493,12.25323,4940.775
4/28/2022 22:40,650,-15.37693,-2.271842,0,-1.08,-1.231,0.05209712,12.00569,0.002043549,0.0303171,0.009744098,245.5493,4939.414,245.5493,0,245.5493,10.89176,4939.414
4/28/2022 22:50,651,-15.38272,-2.277313,0,-1.08,-1.288,0.05209712,12.25323,0.009744098,0.02553984,0.009744098,245.6172,4939.537,245.5555,0.01952911,245.5493,12.25323,4940.775
4/28/2022 23:00,652,-15.39255,-2.286586,0,-1.08,-1.384,0.009744098,10.64422,-0.04030947,0.02435128,-0.03260893,245.6172,4939.537,245.5555,0.03493474,245.5493,9.530291,4939.414
4/28/2022 23:10,653,-15.40551,-2.298815,0,-1.08,-1.51,0.05209712,12.00569,0.002043549,0.03528836,-0.03260893,245.6172,4939.537,245.5555,0.01952911,245.5493,10.89176,4939.414
4/28/2022 23:20,654,-15.41458,-2.307371,0,-1.08,-1.597,0.05209712,11.63438,-0.009507277,0.04182469,-0.03260893,245.6172,4939.537,245.5555,0.01952912,245.5493,10.89176,4939.414
4/28/2022 23:30,655,-15.42475,-2.31696,0,-1.08,-1.694,0.009744098,11.38684,-0.01720783,0.02722555,-0.03260893,245.6172,4939.661,245.5617,0.02620106,245.5493,12.25323,4939.414
4/28/2022 23:40,656,-15.42987,-2.321791,0,-1.08,-1.742,0.05209712,11.88192,-0.001806727,0.02611384,0.009744098,245.5493,4939.414,245.5493,0,245.5493,12.25323,4939.414
4/28/2022 23:50,657,-15.43295,-2.324701,0,-1.08,-1.771,0.05209712,12.377,0.01359437,0.01217564,0.009744098,245.5493,4939.414,245.5493,0,245.5493,12.25323,4939.414
4/29/2022 0:00,658,-15.43914,-2.33054,0,-1.08,-1.829,0.009744098,11.63438,-0.009507276,0.02108883,-0.03260893,245.5493,4939.29,245.5431,0.01952911,245.5493,10.89176,4939.414
4/29/2022 0:10,659,-15.44536,-2.336411,0,-1.08,-1.888,0.05209712,11.88192,-0.001806727,0.02611384,0.009744098,245.6172,4939.537,245.5555,0.01952911,245.5493,12.25323,4939.414
4/29/2022 0:20,660,-15.44953,-2.340345,0,-1.08,-1.926,0.05209712,11.75815,-0.005657002,0.04146872,-0.03260893,245.5493,4939.29,245.5431,0.01952911,245.5493,13.6147,4939.414
4/29/2022 0:30,661,-15.45372,-2.344292,0,-1.08,-1.965,0.05209712,11.75815,-0.005657001,0.02722555,-0.03260893,245.5493,4939.29,245.5431,0.01952911,245.5493,12.25323,4939.414
4/29/2022 0:40,662,-15.45476,-2.34528,0,-1.08,-1.975,0.05209712,11.88192,-0.001806727,0.03175018,0.009744098,245.5493,4939.29,245.5431,0.01952911,245.5493,9.530291,4939.414
4/29/2022 0:50,663,-15.45476,-2.34528,0,-1.08,-1.975,0.009744098,11.1393,-0.02490837,0.0303171,-0.03260893,245.5493,4939.29,245.5431,0.01952912,245.5493,10.89176,4939.414
4/29/2022 1:00,664,-15.45476,-2.34528,0,-1.08,-1.975,0.009744098,11.1393,-0.02490837,0.03528836,-0.03260893,245.5493,4939.414,245.5493,0,245.5493,10.89176,4939.414
4/29/2022 1:10,665,-15.45372,-2.344292,0,-1.08,-1.965,0.05209712,12.12946,0.005893823,0.02829363,0.009744098,245.5493,4939.042,245.5308,0.03025437,245.5493,10.89176,4939.414
4/29/2022 1:20,666,-15.45789,-2.348231,0,-1.08,-2.004,0.05209712,12.50077,0.01744465,0.02435128,0.009744098,245.5493,4939.166,245.537,0.02620106,245.5493,13.6147,4939.414
4/29/2022 1:30,667,-15.46104,-2.351202,0,-1.08,-2.033,0.05209712,12.25323,0.009744098,0.04038202,0.009744098,245.5493,4939.042,245.5308,0.03025437,245.5493,10.89176,4938.052
4/29/2022 1:40,668,-15.46416,-2.354151,0,-1.08,-2.062,0.09445015,12.74831,0.0251452,0.0373298,0.009744098,245.5493,4938.918,245.5246,0.03267846,245.5493,14.97617,4939.414
4/29/2022 1:50,669,-15.46941,-2.359104,0,-1.08,-2.11,0.05209712,11.63438,-0.009507276,0.02776472,-0.03260893,245.5493,4939.29,245.5431,0.01952911,245.5493,12.25323,4939.414
4/29/2022 2:00,670,-15.47366,-2.363108,0,-1.08,-2.149,0.05209712,11.38684,-0.01720783,0.0373298,-0.03260893,245.5493,4939.166,245.537,0.02620106,245.5493,10.89176,4939.414
4/29/2022 2:10,671,-15.47683,-2.366104,0,-1.08,-2.178,0.09445015,12.377,0.01359437,0.03811578,0.009744098,245.5493,4939.042,245.5308,0.03025437,245.5493,10.89176,4939.414
4/29/2022 2:20,672,-15.47575,-2.365083,0,-1.08,-2.168,0.05209712,11.63438,-0.009507276,0.03772484,-0.03260893,245.5493,4939.042,245.5308,0.03025437,245.5493,10.89176,4939.414
4/29/2022 2:30,673,-15.47362,-2.36307,0,-1.08,-2.148,0.05209712,12.00569,0.002043549,0.0303171,0.009744098,245.5493,4938.918,245.5246,0.03267846,245.5493,12.25323,4939.414
4/29/2022 2:40,674,-15.45874,-2.349032,0,-1.08,-2.012,0.05209712,11.1393,-0.02490837,0.03528836,-0.03260893,245.5493,4938.918,245.5246,0.03267846,245.5493,13.6147,4938.052
4/29/2022 2:50,675,-15.43578,-2.32737,0,-1.08,-1.798,0.05210662,11.88219,-0.00179844,0.03993659,0.009752643,245.5549,4939.277,245.5425,0.02621282,245.5549,10.892,4939.524
4/29/2022 3:00,676,-15.40117,-2.294713,0,-1.08,-1.468,0.05210027,11.88201,-0.001803974,0.04074778,-0.0326064,245.5511,4939.079,245.5326,0.03025437,245.5511,12.25332,4939.45
4/29/2022 3:10,677,-15.3773,-2.272192,0,-1.08,-1.234,0.05212685,12.00653,0.002069769,0.04356394,-0.03258513,245.5666,4939.389,245.5481,0.03025437,245.5666,10.89253,4938.399
4/29/2022 3:20,678,-15.35782,-2.253817,0,-1.08,-1.041,0.05210691,12.12974,0.005902545,0.02178095,0.00975291,245.555,4939.156,245.5365,0.03026797,245.555,12.25351,4939.528
4/29/2022 3:30,679,-15.32648,-2.224251,0,-1.08,-0.722,0.05209976,11.88199,-0.001804426,0.03652715,0.009746472,245.5509,4939.073,245.5323,0.03026797,245.5509,9.53035,4939.444
4/29/2022 3:40,680,-15.33123,-2.228731,0,-1.08,-0.771,0.05211282,12.25368,0.00975822,0.03128095,0.00975822,245.5585,4939.473,245.5523,0.0195335,245.5585,10.89216,4939.597
4/29/2022 3:50,681,-15.35896,-2.254889,0,-1.08,-1.052,0.09445472,12.25335,0.009747837,0.03128009,0.009747837,245.5517,4939.461,245.5517,0,245.5517,10.89187,4939.462
4/29/2022 4:00,682,-15.38146,-2.276123,0,-1.08,-1.275,0.05209852,11.63442,-0.009506068,0.04182483,0.009745374,245.5502,4939.183,245.5378,0.02621282,245.5502,12.25327,4939.43
4/29/2022 4:10,683,-15.4004,-2.293991,0,-1.08,-1.46,0.05209751,12.0057,0.002043899,0.0243513,0.009744455,245.5496,4939.294,245.5434,0.0195335,245.5496,12.25324,4939.418
4/29/2022 4:20,684,-15.41859,-2.311153,0,-1.08,-1.635,0.0520973,11.63439,-0.009507113,0.02776474,-0.03260878,245.5494,4939.044,245.5309,0.03025437,245.5494,10.89177,4938.054
4/29/2022 4:30,685,-15.43293,-2.324683,0,-1.08,-1.771,0.05209727,12.377,0.01359451,0.0381158,0.009744218,245.5494,4939.415,245.5494,0,245.5494,13.61471,4939.415
4/29/2022 4:40,686,-15.44536,-2.336405,0,-1.08,-1.888,0.009744218,11.51061,-0.01335743,0.02108883,-0.03260881,245.5494,4939.415,245.5494,0,245.5494,12.25323,4939.415
4/29/2022 4:50,687,-15.44953,-2.340342,0,-1.08,-1.926,0.05209727,12.62455,0.02129505,0.02611385,0.009744218,245.5494,4939.291,245.5432,0.01952911,245.5494,10.89176,4938.054
4/29/2022 5:00,688,-15.46318,-2.353218,0,-1.08,-2.053,0.05209727,12.25323,0.009744223,0.02553985,0.009744218,245.5494,4939.167,245.537,0.02620106,245.5494,10.89176,4939.415
4/29/2022 5:10,689,-15.47166,-2.361223,0,-1.08,-2.13,0.009744218,11.63438,-0.009507157,0.02776473,0.009744218,245.5494,4939.291,245.5432,0.01952911,245.5494,10.89176,4939.415
4/29/2022 5:20,690,-15.47699,-2.36625,0,-1.08,-2.179,0.05209727,11.1393,-0.02490825,0.03528836,-0.03260881,245.5494,4939.291,245.5432,0.01952911,245.5494,10.89176,4939.415
4/29/2022 5:30,691,-15.46107,-2.351226,0,-1.08,-2.033,0.05209727,11.88192,-0.001806602,0.03652692,0.009744218,245.5494,4939.291,245.5432,0.01952911,245.5494,10.89176,4938.054
4/29/2022 5:40,692,-15.42574,-2.317898,0,-1.08,-1.703,0.05209727,11.63439,-0.009507154,0.02776474,-0.03260881,245.5494,4939.167,245.537,0.02620106,245.5494,10.89176,4939.415
4/29/2022 5:50,693,-15.31566,-2.214043,0,-1.08,-0.61,0.05209727,12.377,0.0135945,0.02178046,0.009744218,245.5494,4939.043,245.5309,0.03025437,245.5494,10.89176,4939.415
4/29/2022 6:00,694,-15.30276,-2.201865,0,-1.08,-0.475,0.05209727,11.75815,-0.005656879,0.02722556,-0.03260881,245.5494,4939.291,245.5432,0.01952911,245.5494,12.25323,4939.415
4/29/2022 6:10,695,-15.33818,-2.235291,0,-1.08,-0.842,0.009744218,11.38684,-0.01720771,0.03267067,-0.03260881,245.5494,4939.415,245.5494,0,245.5494,10.89176,4939.415
4/29/2022 6:20,696,-15.35922,-2.255136,0,-1.08,-1.055,0.05209727,12.00569,0.00204367,0.02435128,0.009744218,245.5494,4939.415,245.5494,0,245.5494,13.61471,4939.415
4/29/2022 6:30,697,-15.36697,-2.262445,0,-1.08,-1.132,0.05209727,12.377,0.01359451,0.04217766,0.009744218,245.6174,4939.539,245.5556,0.01953788,245.5494,13.61471,4939.415
4/29/2022 6:40,698,-15.37672,-2.27165,0,-1.08,-1.229,0.05209727,12.50077,0.01744478,0.03964102,0.009744218,245.5494,4939.415,245.5494,0,245.5494,12.25323,4939.415
4/29/2022 6:50,699,-15.38163,-2.276281,0,-1.08,-1.277,0.05209727,12.377,0.01359451,0.0381158,0.009744218,245.5494,4939.291,245.5432,0.01952912,245.5494,10.89176,4939.415
4/29/2022 7:00,700,-15.36697,-2.262445,0,-1.08,-1.132,0.05209727,12.25323,0.009744226,0.03127979,0.009744218,245.5494,4939.415,245.5494,0,245.5494,10.89176,4939.415
4/29/2022 7:10,701,-15.33819,-2.235299,0,-1.08,-0.842,0.05209727,11.88192,-0.001806602,0.03175019,-0.03260881,245.6174,4939.539,245.5556,0.01953789,245.5494,12.25323,4939.415
4/29/2022 7:20,702,-15.33064,-2.228175,0,-1.08,-0.765,0.05209727,12.00569,0.002043673,0.03031711,0.009744218,245.5494,4939.415,245.5494,0,245.5494,12.25323,4939.415
4/29/2022 7:30,703,-15.32315,-2.221102,0,-1.08,-0.688,0.05209727,12.12946,0.005893948,0.02829364,0.009744218,245.6174,4939.539,245.5556,0.01953789,245.5494,12.25323,4939.415
4/29/2022 7:40,704,-15.29728,-2.196702,0,-1.08,-0.418,0.009744218,11.38684,-0.01720771,0.02037374,-0.03260881,245.6174,4939.539,245.5556,0.01953789,245.5494,12.25323,4939.415
4/29/2022 7:50,705,-15.27738,-2.177919,0,-1.08,-0.206,0.05209727,11.88192,-0.001806602,0.03652692,0.009744218,245.6174,4939.539,245.5556,0.01953789,245.5494,13.61471,4939.415
4/29/2022 8:00,706,-15.23515,-2.138081,0,-1.08,0.256,0.05209727,12.00569,0.002043673,0.03031711,0.009744218,245.6174,4939.539,245.5556,0.01953789,245.5494,13.61471,4939.415
4/29/2022 8:10,707,-15.20788,-2.112348,0,-1.08,0.564,0.05209727,12.12946,0.005893948,0.02829364,0.009744218,245.6174,4939.539,245.5556,0.01953788,245.5494,10.89176,4939.415
4/29/2022 8:20,708,-15.19121,-2.09662,0,-1.08,0.756,0.05209727,11.51061,-0.01335743,0.02776474,-0.03260881,245.6174,4939.539,245.5556,0.01953788,245.5494,12.25323,4939.415
4/29/2022 8:30,709,-15.18224,-2.088163,0,-1.08,0.86,0.05209727,11.75815,-0.005656879,0.02722556,-0.03260881,245.6174,4940.158,245.5864,0.03384062,245.5494,10.89176,4940.777
4/29/2022 8:40,710,-15.19309,-2.098393,0,-1.08,0.734,0.05209727,12.377,0.0135945,0.03356593,0.009744218,245.6174,4939.91,245.5741,0.03269314,245.5494,13.61471,4939.415
4/29/2022 8:50,711,-15.2032,-2.107937,0,-1.08,0.617,0.05209727,11.63439,-0.009507154,0.02776474,-0.03260881,245.6174,4940.034,245.5803,0.03384061,245.5494,10.89176,4940.777
4/29/2022 9:00,712,-15.23299,-2.136042,0,-1.08,0.28,0.05209727,12.00569,0.002043675,0.0435609,0.009744218,245.6174,4940.158,245.5864,0.03384061,245.5494,13.61471,4939.415
4/29/2022 9:10,713,-15.27965,-2.18006,0,-1.08,-0.23,0.05209727,11.63439,-0.009507154,0.02776474,-0.03260881,245.6174,4940.405,245.5988,0.03026797,245.6174,10.89176,4940.777
4/29/2022 9:20,714,-15.32645,-2.224221,0,-1.08,-0.722,0.05209727,12.377,0.0135945,0.02178046,0.009744218,245.6174,4940.034,245.5803,0.03384061,245.5494,12.25323,4940.777
4/29/2022 9:30,715,-15.35588,-2.25199,0,-1.08,-1.021,0.05209727,11.63439,-0.009507155,0.03772484,0.009744218,245.6174,4940.034,245.5803,0.03384061,245.5494,12.25323,4939.415
4/29/2022 9:40,716,-15.37528,-2.270288,0,-1.08,-1.214,0.05209727,12.62455,0.02129505,0.02611385,0.009744218,245.6174,4939.663,245.5618,0.02621282,245.5494,12.25323,4939.415
4/29/2022 9:50,717,-15.38104,-2.275722,0,-1.08,-1.271,0.05209727,11.88192,-0.0018066,0.04808993,0.009744218,245.6174,4939.539,245.5556,0.01953789,245.5494,9.530294,4939.415
4/29/2022 10:00,718,-15.39175,-2.285829,0,-1.08,-1.376,0.05209727,12.00569,0.002043673,0.03031711,0.009744218,245.6174,4939.539,245.5556,0.01953789,245.5494,12.25323,4939.415
4/29/2022 10:10,719,-15.38667,-2.281038,0,-1.08,-1.327,0.05209727,12.12946,0.00589395,0.03811579,0.009744218,245.5494,4939.415,245.5494,0,245.5494,9.530294,4939.415
4/29/2022 10:20,720,-15.38859,-2.282851,0,-1.08,-1.345,0.009744218,11.26307,-0.02105798,0.02611384,-0.03260881,245.6174,4939.415,245.5494,0.02897286,245.5494,10.89176,4939.415
4/29/2022 10:30,721,-15.41055,-2.303568,0,-1.08,-1.558,0.05209727,12.00569,0.00204367,0.02435128,0.009744218,245.5494,4939.167,245.537,0.02620106,245.5494,12.25323,4938.054
4/29/2022 10:40,722,-15.41763,-2.310242,0,-1.08,-1.626,0.009744218,11.75815,-0.005656882,0.02037374,0.009744218,245.5494,4939.291,245.5432,0.01952911,245.5494,12.25323,4938.054
4/29/2022 10:50,723,-15.46107,-2.351233,0,-1.08,-2.033,0.05209727,12.74831,0.02514533,0.02722557,0.009744218,245.5494,4939.291,245.5432,0.01952911,245.5494,13.61471,4939.415
4/29/2022 11:00,724,-15.47377,-2.363209,0,-1.08,-2.15,0.05209727,11.51061,-0.01335743,0.03772485,-0.03260881,245.5494,4939.167,245.537,0.02620106,245.5494,12.25323,4938.054
4/29/2022 11:10,725,-15.46197,-2.352077,0,-1.08,-2.042,0.05209727,12.50077,0.01744478,0.03528837,0.009744218,245.5494,4939.291,245.5432,0.01952911,245.5494,13.61471,4939.415
4/29/2022 11:20,726,-15.42551,-2.317677,0,-1.08,-1.701,0.05216764,12.37906,0.01365849,0.04218467,0.009807587,245.5904,4939.741,245.5657,0.03269314,245.5904,12.25527,4940.236
4/29/2022 11:30,727,-15.41318,-2.306045,0,-1.08,-1.583,0.009856567,11.63781,-0.009400485,0.02109504,-0.03250895,245.6221,4940.004,245.5788,0.03269314,245.5541,10.89497,4939.509
