Plot Title:  21190577,,,,,,,
#,"Date Time, GMT-06:00","Abs Pres, kPa (LGR S/N: 21190577, SEN S/N: 21190577)","Temp, °C (LGR S/N: 21190577, SEN S/N: 21190577)",Coupler Detached (LGR S/N: 21190577),Coupler Attached (LGR S/N: 21190577),Host Connected (LGR S/N: 21190577),End Of File (LGR S/N: 21190577)
1,5/24/22 9:06,72.687,13.461,,,,
2,5/24/22 9:06,,,Logged,,,
3,5/24/22 9:11,72.681,14.23,,,,
4,5/24/22 9:16,72.686,13.654,,,,
5,5/24/22 9:21,72.692,13.558,,,,
6,5/24/22 9:26,72.681,13.558,,,,
7,5/24/22 9:31,72.675,13.654,,,,
8,5/24/22 9:36,72.165,13.75,,,,
9,5/24/22 9:41,72.154,12.883,,,,
10,5/24/22 9:46,72.236,15.187,,,,
11,5/24/22 9:51,72.208,14.613,,,,
12,5/24/22 9:56,72.045,14.038,,,,
13,5/24/22 10:01,72.054,14.23,,,,
14,5/24/22 10:06,72.2,14.23,,,,
15,5/24/22 10:11,72.029,13.942,,,,
16,5/24/22 10:16,72.038,14.134,,,,
17,5/24/22 10:21,72.046,14.517,,,,
18,5/24/22 10:26,71.947,15.951,,,,
19,5/24/22 10:31,72.004,19.377,,,,
20,5/24/22 10:36,72.082,22.429,,,,
21,5/24/22 10:41,72.052,13.076,,,,
22,5/24/22 10:46,73.013,6.775,,,,
23,5/24/22 10:51,73.006,4.831,,,,
24,5/24/22 10:56,72.974,3.893,,,,
25,5/24/22 11:01,72.951,3.261,,,,
26,5/24/22 11:06,72.939,2.943,,,,
27,5/24/22 11:11,72.95,2.624,,,,
28,5/24/22 11:16,72.934,2.41,,,,
29,5/24/22 11:21,72.937,2.303,,,,
30,5/24/22 11:26,72.907,2.195,,,,
31,5/24/22 11:31,72.899,2.088,,,,
32,5/24/22 11:36,72.902,1.98,,,,
33,5/24/22 11:41,72.891,1.98,,,,
34,5/24/22 11:46,72.861,1.872,,,,
35,5/24/22 11:51,72.861,1.872,,,,
36,5/24/22 11:56,72.861,1.872,,,,
37,5/24/22 12:01,72.85,1.872,,,,
38,5/24/22 12:06,72.83,1.764,,,,
39,5/24/22 12:11,72.83,1.764,,,,
40,5/24/22 12:16,72.83,1.764,,,,
41,5/24/22 12:21,72.83,1.764,,,,
42,5/24/22 12:26,72.819,1.764,,,,
43,5/24/22 12:31,72.808,1.764,,,,
44,5/24/22 12:36,72.819,1.764,,,,
45,5/24/22 12:41,72.808,1.764,,,,
46,5/24/22 12:46,72.819,1.764,,,,
47,5/24/22 12:51,72.819,1.764,,,,
48,5/24/22 12:56,72.797,1.764,,,,
49,5/24/22 13:01,72.786,1.764,,,,
50,5/24/22 13:06,72.797,1.764,,,,
51,5/24/22 13:11,72.797,1.764,,,,
52,5/24/22 13:16,72.767,1.656,,,,
53,5/24/22 13:21,72.775,1.764,,,,
54,5/24/22 13:26,72.756,1.656,,,,
55,5/24/22 13:31,72.786,1.764,,,,
56,5/24/22 13:36,72.778,1.656,,,,
57,5/24/22 13:41,72.767,1.656,,,,
58,5/24/22 13:46,72.778,1.656,,,,
59,5/24/22 13:51,72.789,1.656,,,,
60,5/24/22 13:56,72.8,1.656,,,,
61,5/24/22 14:01,72.778,1.656,,,,
62,5/24/22 14:06,72.767,1.656,,,,
63,5/24/22 14:11,72.778,1.656,,,,
64,5/24/22 14:16,72.789,1.656,,,,
65,5/24/22 14:21,72.789,1.656,,,,
66,5/24/22 14:26,72.789,1.656,,,,
67,5/24/22 14:31,72.811,1.656,,,,
68,5/24/22 14:36,72.8,1.656,,,,
