Plot Title:  20949289,,,,,,,
#,"Date Time, GMT-06:00","Abs Pres, kPa (LGR S/N: 20949289, SEN S/N: 20949289)","Temp, °C (LGR S/N: 20949289, SEN S/N: 20949289)",Coupler Detached (LGR S/N: 20949289),Coupler Attached (LGR S/N: 20949289),Host Connected (LGR S/N: 20949289),End Of File (LGR S/N: 20949289)
1,5/24/22 9:06,72.662,13.269,,,,
2,5/24/22 9:06,,,Logged,,,
3,5/24/22 9:11,72.674,16.618,,,,
4,5/24/22 9:16,72.673,16.427,,,,
5,5/24/22 9:21,72.659,15.951,,,,
6,5/24/22 9:26,72.512,15.569,,,,
7,5/24/22 9:31,72.134,14.804,,,,
8,5/24/22 9:36,72.135,14.996,,,,
9,5/24/22 9:41,72.111,15.091,,,,
36,5/24/22 9:46,71.976,14.517,,,,
37,5/24/22 9:51,71.975,14.23,,,,
38,5/24/22 9:56,72.253,14.134,,,,
39,5/24/22 10:01,71.962,13.75,,,,
42,5/24/22 10:06,71.95,13.75,,,,
44,5/24/22 10:11,71.962,13.942,,,,
50,5/24/22 10:16,71.962,13.846,,,,
51,5/24/22 10:21,71.927,14.23,,,,
63,5/24/22 10:26,71.965,14.709,,,,
64,5/24/22 10:31,71.948,12.69,,,,
65,5/24/22 10:36,71.935,10.455,,,,
66,5/24/22 10:41,71.938,8.68,,,,
67,5/24/22 10:46,71.93,7.381,,,,
68,5/24/22 10:51,71.935,6.268,,,,
69,5/24/22 10:56,71.939,5.45,,,,
70,5/24/22 11:01,71.943,4.727,,,,
71,5/24/22 11:06,71.934,4.207,,,,
72,5/24/22 11:11,71.937,3.788,,,,
73,5/24/22 11:16,71.939,3.472,,,,
74,5/24/22 11:21,71.941,3.155,,,,
75,5/24/22 11:26,71.931,2.943,,,,
76,5/24/22 11:31,71.932,2.837,,,,
77,5/24/22 11:36,71.945,2.73,,,,
78,5/24/22 11:41,71.921,2.624,,,,
79,5/24/22 11:46,71.934,2.517,,,,
80,5/24/22 11:51,71.923,2.41,,,,
81,5/24/22 11:56,71.924,2.303,,,,
82,5/24/22 12:01,71.924,2.303,,,,
83,5/24/22 12:06,71.924,2.303,,,,
84,5/24/22 12:11,71.925,2.195,,,,
85,5/24/22 12:16,71.913,2.195,,,,
86,5/24/22 12:21,71.913,2.195,,,,
87,5/24/22 12:26,71.925,2.195,,,,
88,5/24/22 12:31,71.913,2.195,,,,
89,5/24/22 12:36,71.925,2.195,,,,
90,5/24/22 12:41,71.914,2.088,,,,
91,5/24/22 12:46,71.926,2.088,,,,
92,5/24/22 12:51,71.914,2.088,,,,
93,5/24/22 12:56,71.902,2.088,,,,
94,5/24/22 13:01,71.902,2.088,,,,
95,5/24/22 13:06,71.914,2.088,,,,
96,5/24/22 13:11,71.914,2.088,,,,
97,5/24/22 13:16,71.914,2.088,,,,
98,5/24/22 13:21,71.914,2.088,,,,
99,5/24/22 13:26,71.914,2.088,,,,
100,5/24/22 13:31,71.914,2.088,,,,
101,5/24/22 13:36,71.926,2.088,,,,
102,5/24/22 13:41,71.914,2.088,,,,
103,5/24/22 13:46,71.926,2.088,,,,
104,5/24/22 13:51,71.926,2.088,,,,
105,5/24/22 13:56,71.926,2.088,,,,
106,5/24/22 14:01,71.938,2.088,,,,
107,5/24/22 14:06,71.95,2.088,,,,
108,5/24/22 14:11,71.95,2.088,,,,
109,5/24/22 14:16,71.962,2.088,,,,
110,5/24/22 14:21,71.962,2.088,,,,
111,5/24/22 14:26,71.974,2.088,,,,
112,5/24/22 14:31,71.962,2.088,,,,
113,5/24/22 14:36,71.974,2.088,,,,
114,5/24/22 14:41,71.974,2.088,,,,
115,5/24/22 14:46,71.974,2.088,,,,
116,5/24/22 14:51,71.986,2.088,,,,
117,5/24/22 14:56,71.986,2.088,,,,
118,5/24/22 15:01,71.986,2.088,,,,
119,5/24/22 15:06,71.986,2.088,,,,
120,5/24/22 15:11,71.986,2.088,,,,
121,5/24/22 15:16,71.986,2.088,,,,
122,5/24/22 15:21,71.974,2.088,,,,
123,5/24/22 15:26,71.974,2.088,,,,
124,5/24/22 15:31,71.986,2.088,,,,
125,5/24/22 15:36,71.986,2.088,,,,
126,5/24/22 15:41,71.998,2.088,,,,
127,5/24/22 15:46,71.986,2.088,,,,
128,5/24/22 15:51,71.986,2.088,,,,
129,5/24/22 15:56,71.998,2.088,,,,
130,5/24/22 16:01,72.01,2.088,,,,
131,5/24/22 16:06,72.01,2.088,,,,
132,5/24/22 16:11,72.022,2.088,,,,
133,5/24/22 16:16,72.011,1.98,,,,
134,5/24/22 16:21,72.011,1.98,,,,
135,5/24/22 16:26,72.01,2.088,,,,
136,5/24/22 16:31,72.023,1.98,,,,
137,5/24/22 16:36,72.022,2.088,,,,
138,5/24/22 16:41,72.023,1.98,,,,
139,5/24/22 16:46,72.011,1.98,,,,
140,5/24/22 16:51,72.022,2.088,,,,
141,5/24/22 16:56,72.023,1.98,,,,
142,5/24/22 17:01,72.023,1.98,,,,
143,5/24/22 17:06,72.035,1.98,,,,
144,5/24/22 17:11,72.035,1.98,,,,
145,5/24/22 17:16,72.047,1.98,,,,
146,5/24/22 17:21,72.047,1.98,,,,
147,5/24/22 17:26,72.059,1.98,,,,
148,5/24/22 17:31,72.059,1.98,,,,
149,5/24/22 17:36,72.047,1.98,,,,
150,5/24/22 17:41,72.047,1.98,,,,
151,5/24/22 17:46,72.059,1.98,,,,
152,5/24/22 17:51,72.071,1.98,,,,
153,5/24/22 17:56,72.071,1.98,,,,
154,5/24/22 18:01,72.071,1.98,,,,
155,5/24/22 18:06,72.083,1.98,,,,
156,5/24/22 18:11,72.095,1.98,,,,
157,5/24/22 18:16,72.107,1.98,,,,
158,5/24/22 18:21,72.119,1.98,,,,
159,5/24/22 18:26,72.119,1.98,,,,
160,5/24/22 18:31,72.119,1.98,,,,
161,5/24/22 18:36,72.119,1.98,,,,
162,5/24/22 18:41,72.119,1.98,,,,
163,5/24/22 18:46,72.132,1.98,,,,
164,5/24/22 18:51,72.107,1.98,,,,
165,5/24/22 18:56,72.119,1.98,,,,
166,5/24/22 19:01,72.132,1.98,,,,
167,5/24/22 19:06,72.144,1.98,,,,
168,5/24/22 19:11,72.132,1.98,,,,
169,5/24/22 19:16,72.144,1.98,,,,
170,5/24/22 19:21,72.132,1.98,,,,
171,5/24/22 19:26,72.144,1.98,,,,
172,5/24/22 19:31,72.144,1.98,,,,
173,5/24/22 19:36,72.156,1.98,,,,
174,5/24/22 19:41,72.144,1.98,,,,
175,5/24/22 19:46,72.156,1.98,,,,
176,5/24/22 19:51,72.156,1.98,,,,
177,5/24/22 19:56,72.168,1.98,,,,
178,5/24/22 20:01,72.18,1.98,,,,
179,5/24/22 20:06,72.18,1.98,,,,
180,5/24/22 20:11,72.18,1.98,,,,
181,5/24/22 20:16,72.192,1.98,,,,
182,5/24/22 20:21,72.192,1.98,,,,
183,5/24/22 20:26,72.204,1.98,,,,
