sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4,batt_mi_5
457,5/2/21 12:00,0.5,2.2,-49,-49,3.99
458,5/2/21 12:10,0.5,2.5,-49,-49,3.99
459,5/2/21 12:20,0.5,2.9,-49,-49,3.99
460,5/2/21 12:30,0.5,2.9,-49,-49,3.99
461,5/2/21 12:40,0.5,2.9,-49,-49,3.99
462,5/2/21 12:50,0.5,2.9,-49,-49,3.99
463,5/2/21 13:00,0.5,2.9,-49,-49,3.99
464,5/2/21 13:10,0.5,2.9,-49,-49,3.99
465,5/2/21 13:20,0.5,3.2,-49,-49,3.99
466,5/2/21 13:30,0.5,3.2,-50,-50,3.99
467,5/2/21 13:40,0.5,3.5,-49,-50,3.99
468,5/2/21 13:50,0.5,4.2,-49,-49,3.99
469,5/2/21 14:00,0.5,4.2,-49,-49,3.99
470,5/2/21 14:10,0.5,4.6,-49,-49,3.99
471,5/2/21 14:20,0.5,4.6,-49,-49,3.99
472,5/2/21 14:30,0.5,4.9,-49,-49,3.99
473,5/2/21 14:40,0.5,4.9,-49,-49,3.99
474,5/2/21 14:50,0.5,4.9,-49,-49,3.99
475,5/2/21 15:00,0.5,4.6,-49,-49,3.99
476,5/2/21 15:10,0.5,4.2,-50,-49,3.99
477,5/2/21 15:20,0.5,3.9,-50,-50,3.99
478,5/2/21 15:30,0.5,3.2,-49,-49,3.99
479,5/2/21 15:40,0.5,2.9,-49,-49,3.99
480,5/2/21 15:50,0.5,2.9,-49,-49,3.99
481,5/2/21 16:00,0.5,3.2,-49,-49,3.99
482,5/2/21 16:10,0.5,3.2,-50,-50,3.99
483,5/2/21 16:20,0.5,3.5,-49,-49,3.99
484,5/2/21 16:30,0.5,4.9,-49,-49,3.99
485,5/2/21 16:40,0.5,7.5,-50,-49,3.99
486,5/2/21 16:50,0.5,9.2,-49,-49,3.99
487,5/2/21 17:00,0.5,8.9,-50,-49,3.99
488,5/2/21 17:10,0.5,8.2,-49,-49,3.99
489,5/2/21 17:20,0.5,7.5,-50,-49,3.99
490,5/2/21 17:30,0.5,6.5,-49,-49,3.99
491,5/2/21 17:40,0.5,5.9,-49,-49,3.99
492,5/2/21 17:50,0.5,5.2,-49,-49,3.99
493,5/2/21 18:00,0.5,4.6,-49,-49,3.99
494,5/2/21 18:10,0.5,4.2,-49,-49,3.99
495,5/2/21 18:20,0.5,3.5,-50,-49,3.99
496,5/2/21 18:30,0.5,3.2,-49,-50,3.99
497,5/2/21 18:40,0.5,2.9,-49,-49,3.99
498,5/2/21 18:50,0.5,2.5,-49,-49,3.99
499,5/2/21 19:00,0.5,2.2,-49,-49,3.99
500,5/2/21 19:10,0.5,2.2,-49,-49,3.99
501,5/2/21 19:20,0.5,1.9,-49,-49,3.99
502,5/2/21 19:30,0.5,1.9,-49,-49,3.99
503,5/2/21 19:40,0.5,1.5,-49,-49,3.99
504,5/2/21 19:50,0.5,1.5,-49,-49,3.99
505,5/2/21 20:00,0.5,1.2,-49,-49,3.99
506,5/2/21 20:10,0.5,1.2,-49,-49,3.99
507,5/2/21 20:20,0.5,0.8,-49,-49,3.99
508,5/2/21 20:30,0.5,0.8,-49,-49,3.99
509,5/2/21 20:40,0.5,0.8,-49,-49,3.99
510,5/2/21 20:50,0.5,0.5,-49,-49,3.99
511,5/2/21 21:00,0.5,0.5,-49,-49,3.99
512,5/2/21 21:10,0.5,0.5,-49,-49,3.99
513,5/2/21 21:20,0.5,0.5,-49,-49,3.99
514,5/2/21 21:30,0.5,0.5,-49,-49,3.99
515,5/2/21 21:40,0.5,0.5,-49,-49,3.99
516,5/2/21 21:50,0.5,0.5,-49,-49,3.99
517,5/2/21 22:00,0.5,0.5,-49,-49,3.99
518,5/2/21 22:10,0.5,0.5,-49,-49,3.99
519,5/2/21 22:20,0.5,0.5,-49,-49,3.99
520,5/2/21 22:30,0.5,0.5,-49,-49,3.99
521,5/2/21 22:40,0.5,0.5,-49,-49,3.99
522,5/2/21 22:50,0.5,0.5,-49,-49,3.99
523,5/2/21 23:00,0.5,0.5,-49,-49,3.99
524,5/2/21 23:10,0.5,0.5,-49,-49,3.99
525,5/2/21 23:20,0.5,0.5,-49,-49,3.99
526,5/2/21 23:30,0.5,0.5,-49,-49,3.99
527,5/2/21 23:40,0.5,0.5,-49,-49,3.99
528,5/2/21 23:50,0.5,0.5,-49,-49,3.99
529,5/3/21 0:00,0.5,0.5,-49,-49,3.99
530,5/3/21 0:10,0.5,0.5,-49,-49,3.99
531,5/3/21 0:20,0.5,0.5,-49,-49,3.99
532,5/3/21 0:30,0.5,0.5,-49,-49,3.99
533,5/3/21 0:40,0.5,0.5,-49,-49,3.99
534,5/3/21 0:50,0.5,0.1,-49,-49,3.99
535,5/3/21 1:00,0.5,0.1,-49,-49,3.99
536,5/3/21 1:10,0.5,0.1,-49,-49,3.99
537,5/3/21 1:20,0.5,0.1,-49,-49,3.99
538,5/3/21 1:30,0.5,0.1,-49,-49,3.99
539,5/3/21 1:40,0.5,0.1,-49,-49,3.99
540,5/3/21 1:50,0.5,0.1,-49,-49,3.99
541,5/3/21 2:00,0.5,0.1,-49,-49,3.99
542,5/3/21 2:10,0.5,0.1,-49,-49,3.99
543,5/3/21 2:20,0.5,0.1,-49,-49,3.99
544,5/3/21 2:30,0.5,0.1,-49,-49,3.99
545,5/3/21 2:40,0.5,0.1,-49,-49,3.99
546,5/3/21 2:50,0.5,0.1,-49,-49,3.99
547,5/3/21 3:00,0.5,0.1,-49,-49,3.99
548,5/3/21 3:10,0.5,0.1,-49,-49,3.99
549,5/3/21 3:20,0.5,0.1,-49,-49,3.99
550,5/3/21 3:30,0.5,0.1,-49,-49,3.99
551,5/3/21 3:40,0.5,0.1,-49,-49,3.99
552,5/3/21 3:50,0.5,0.1,-49,-49,3.99
553,5/3/21 4:00,0.5,0.1,-49,-49,3.99
554,5/3/21 4:10,0.5,0.1,-49,-49,3.99
555,5/3/21 4:20,0.5,0.1,-49,-49,3.99
556,5/3/21 4:30,0.5,-0.2,-49,-49,3.99
557,5/3/21 4:40,0.5,-0.2,-49,-49,3.99
558,5/3/21 4:50,0.5,-0.2,-49,-49,3.99
559,5/3/21 5:00,0.5,-0.6,-49,-49,3.99
560,5/3/21 5:10,0.5,-0.6,-49,-49,3.99
561,5/3/21 5:20,0.5,-0.9,-49,-49,3.99
562,5/3/21 5:30,0.5,-0.9,-49,-49,3.99
563,5/3/21 5:40,0.5,-0.9,-49,-49,3.99
564,5/3/21 5:50,0.5,-0.9,-49,-49,3.99
565,5/3/21 6:00,0.5,-0.9,-49,-49,3.99
566,5/3/21 6:10,0.5,-0.9,-49,-49,3.99
567,5/3/21 6:20,0.5,-0.9,-49,-49,3.99
568,5/3/21 6:30,0.5,-0.9,-49,-49,3.99
569,5/3/21 6:40,0.5,-0.9,-49,-49,3.99
570,5/3/21 6:50,0.5,-0.9,-49,-49,3.99
571,5/3/21 7:00,0.5,-0.9,-49,-49,3.99
572,5/3/21 7:10,0.5,-0.9,-49,-49,3.99
573,5/3/21 7:20,0.5,-0.9,-49,-49,3.99
574,5/3/21 7:30,0.5,-0.6,-49,-49,3.99
575,5/3/21 7:40,0.5,-0.6,-49,-49,3.99
576,5/3/21 7:50,0.5,-0.2,-49,-49,3.99
577,5/3/21 8:00,0.5,-0.2,-49,-49,3.99
578,5/3/21 8:10,0.5,-0.2,-49,-49,3.99
579,5/3/21 8:20,0.5,-0.2,-49,-49,3.99
580,5/3/21 8:30,0.5,-0.2,-49,-49,3.99
581,5/3/21 8:40,0.5,-0.2,-49,-49,3.99
582,5/3/21 8:50,0.5,-0.2,-49,-49,3.99
583,5/3/21 9:00,0.5,0.1,-49,-49,3.99
584,5/3/21 9:10,0.5,0.1,-49,-49,3.99
585,5/3/21 9:20,0.5,0.5,-49,-49,3.99
586,5/3/21 9:30,0.5,0.8,-49,-49,3.99
587,5/3/21 9:40,0.5,0.8,-49,-49,3.99
588,5/3/21 9:50,0.5,0.8,-49,-49,3.99
589,5/3/21 10:00,0.5,0.8,-49,-49,3.99
590,5/3/21 10:10,0.5,0.8,-49,-49,3.99
591,5/3/21 10:20,0.5,0.8,-49,-49,3.99
592,5/3/21 10:30,0.5,1.2,-49,-49,3.99
593,5/3/21 10:40,0.5,1.2,-49,-49,3.99
594,5/3/21 10:50,0.5,1.5,-49,-49,3.99
595,5/3/21 11:00,0.5,1.5,-49,-49,3.99
596,5/3/21 11:10,0.5,1.5,-49,-49,3.99
597,5/3/21 11:20,0.5,1.9,-49,-49,3.99
598,5/3/21 11:30,0.5,1.9,-49,-49,3.99
599,5/3/21 11:40,0.5,1.9,-49,-49,3.99
600,5/3/21 11:50,0.5,2.2,-49,-49,3.99
601,5/3/21 12:00,0.5,2.5,-49,-49,3.99
602,5/3/21 12:10,0.5,2.5,-49,-49,3.99
603,5/3/21 12:20,0.5,2.5,-49,-49,3.99
604,5/3/21 12:30,0.5,2.9,-49,-49,3.99
605,5/3/21 12:40,0.5,2.9,-49,-49,3.99
606,5/3/21 12:50,0.5,3.2,-49,-49,3.99
607,5/3/21 13:00,0.5,3.2,-49,-49,3.99
608,5/3/21 13:10,0.5,3.5,-49,-49,3.99
609,5/3/21 13:20,0.5,3.5,-49,-49,3.99
610,5/3/21 13:30,0.5,3.5,-49,-49,3.99
611,5/3/21 13:40,0.5,3.5,-49,-49,3.99
612,5/3/21 13:50,0.5,3.5,-49,-49,3.99
613,5/3/21 14:00,0.5,3.5,-49,-49,3.99
614,5/3/21 14:10,0.5,3.5,-49,-49,3.99
615,5/3/21 14:20,0.5,3.9,-49,-49,3.99
616,5/3/21 14:30,0.5,3.9,-49,-49,3.99
617,5/3/21 14:40,0.5,3.9,-49,-49,3.99
618,5/3/21 14:50,0.5,4.2,-49,-49,3.99
619,5/3/21 15:00,0.5,4.6,-49,-49,3.99
620,5/3/21 15:10,0.5,4.9,-49,-49,3.99
621,5/3/21 15:20,0.5,5.6,-49,-49,3.99
622,5/3/21 15:30,0.5,6.9,-49,-49,3.99
623,5/3/21 15:40,0.5,7.2,-49,-49,3.99
624,5/3/21 15:50,0.5,6.9,-49,-49,3.99
625,5/3/21 16:00,0.5,5.6,-49,-49,3.99
626,5/3/21 16:10,0.5,4.6,-49,-49,3.99
627,5/3/21 16:20,0.5,3.9,-49,-49,3.99
628,5/3/21 16:30,0.5,3.2,-49,-49,3.99
629,5/3/21 16:40,0.5,3.5,-49,-49,3.99
630,5/3/21 16:50,0.5,5.2,-49,-49,3.99
631,5/3/21 17:00,0.5,8.2,-49,-49,3.99
632,5/3/21 17:10,0.5,8.9,-49,-49,3.99
633,5/3/21 17:20,0.5,8.2,-49,-49,3.99
634,5/3/21 17:30,0.5,6.9,-49,-49,3.99
635,5/3/21 17:40,0.5,5.6,-49,-49,3.99
636,5/3/21 17:50,0.5,4.6,-49,-49,3.99
637,5/3/21 18:00,0.5,3.5,-49,-49,3.99
638,5/3/21 18:10,0.5,2.9,-49,-49,3.99
639,5/3/21 18:20,0.5,2.5,-49,-49,3.99
640,5/3/21 18:30,0.5,2.2,-49,-49,3.99
641,5/3/21 18:40,0.5,1.9,-49,-49,3.99
642,5/3/21 18:50,0.5,1.5,-49,-49,3.99
643,5/3/21 19:00,0.5,1.5,-49,-49,3.99
644,5/3/21 19:10,0.5,1.2,-49,-49,3.99
645,5/3/21 19:20,0.5,1.2,-49,-49,3.99
646,5/3/21 19:30,0.5,0.8,-49,-49,3.99
647,5/3/21 19:40,0.5,0.8,-49,-49,3.99
648,5/3/21 19:50,0.5,0.5,-49,-49,3.99
649,5/3/21 20:00,0.5,0.5,-49,-49,3.99
650,5/3/21 20:10,0.5,0.1,-49,-49,3.99
651,5/3/21 20:20,0.5,0.1,-49,-49,3.99
652,5/3/21 20:30,0.5,0.1,-49,-49,3.99
653,5/3/21 20:40,0.5,0.1,-49,-49,3.99
654,5/3/21 20:50,0.5,0.1,-49,-49,3.99
655,5/3/21 21:00,0.5,0.1,-49,-49,3.99
656,5/3/21 21:10,0.5,-0.2,-49,-49,3.99
657,5/3/21 21:20,0.5,-0.2,-49,-49,3.99
658,5/3/21 21:30,0.5,-0.2,-49,-49,3.99
659,5/3/21 21:40,0.5,-0.2,-49,-49,3.99
660,5/3/21 21:50,0.5,-0.2,-49,-49,3.99
661,5/3/21 22:00,0.5,-0.2,-49,-49,3.99
662,5/3/21 22:10,0.5,-0.2,-49,-49,3.99
663,5/3/21 22:20,0.5,-0.6,-49,-49,3.99
664,5/3/21 22:30,0.5,-0.6,-49,-49,3.99
665,5/3/21 22:40,0.5,-0.6,-49,-49,3.99
666,5/3/21 22:50,0.5,-0.6,-49,-49,3.99
667,5/3/21 23:00,0.5,-0.6,-49,-49,3.99
668,5/3/21 23:10,0.5,-0.6,-49,-49,3.99
669,5/3/21 23:20,0.5,-0.9,-49,-49,3.99
670,5/3/21 23:30,0.5,-0.9,-49,-49,3.99
671,5/3/21 23:40,0.5,-0.9,-49,-49,3.99
672,5/3/21 23:50,0.5,-0.9,-49,-49,3.99
673,5/4/21 0:00,0.5,-0.9,-49,-49,3.99
674,5/4/21 0:10,0.5,-0.9,-49,-49,3.99
675,5/4/21 0:20,0.5,-0.9,-49,-49,3.99
676,5/4/21 0:30,0.5,-0.9,-49,-49,3.99
677,5/4/21 0:40,0.5,-0.9,-49,-49,3.99
678,5/4/21 0:50,0.5,-0.9,-49,-49,3.99
679,5/4/21 1:00,0.5,-0.9,-49,-49,3.99
680,5/4/21 1:10,0.5,-0.9,-49,-49,3.99
681,5/4/21 1:20,0.5,-1.3,-49,-49,3.99
682,5/4/21 1:30,0.5,-1.3,-49,-49,3.99
683,5/4/21 1:40,0.5,-1.3,-49,-49,3.99
684,5/4/21 1:50,0.5,-1.3,-49,-49,3.99
685,5/4/21 2:00,0.5,-1.3,-49,-49,3.99
686,5/4/21 2:10,0.5,-1.3,-49,-49,3.99
687,5/4/21 2:20,0.5,-1.3,-49,-49,3.99
688,5/4/21 2:30,0.5,-1.3,-49,-49,3.99
689,5/4/21 2:40,0.5,-1.3,-49,-49,3.99
690,5/4/21 2:50,0.5,-1.3,-49,-49,3.99
691,5/4/21 3:00,0.5,-1.3,-49,-49,3.99
692,5/4/21 3:10,0.5,-1.3,-49,-49,3.99
693,5/4/21 3:20,0.5,-1.3,-49,-49,3.99
694,5/4/21 3:30,0.5,-1.3,-49,-49,3.99
695,5/4/21 3:40,0.5,-1.3,-49,-49,3.99
696,5/4/21 3:50,0.5,-1.3,-49,-49,3.99
697,5/4/21 4:00,0.5,-1.6,-49,-49,3.99
698,5/4/21 4:10,0.5,-1.6,-49,-49,3.99
699,5/4/21 4:20,0.5,-1.6,-49,-49,3.99
700,5/4/21 4:30,0.5,-1.6,-49,-49,3.99
701,5/4/21 4:40,0.5,-1.6,-49,-49,3.99
702,5/4/21 4:50,0.5,-1.6,-49,-49,3.99
703,5/4/21 5:00,0.5,-1.6,-49,-49,3.99
704,5/4/21 5:10,0.5,-1.6,-49,-49,3.99
705,5/4/21 5:20,0.5,-1.6,-49,-49,3.99
706,5/4/21 5:30,0.5,-1.6,-49,-49,3.99
707,5/4/21 5:40,0.5,-1.6,-49,-49,3.99
708,5/4/21 5:50,0.5,-1.6,-49,-49,3.99
709,5/4/21 6:00,0.5,-1.6,-49,-49,3.99
710,5/4/21 6:10,0.5,-1.6,-49,-49,3.99
711,5/4/21 6:20,0.5,-1.6,-49,-49,3.99
712,5/4/21 6:30,0.5,-1.6,-49,-49,3.99
713,5/4/21 6:40,0.5,-1.3,-49,-49,3.99
714,5/4/21 6:50,0.5,-1.3,-49,-49,3.99
715,5/4/21 7:00,0.5,-1.3,-49,-49,3.99
716,5/4/21 7:10,0.5,-1.3,-49,-49,3.99
717,5/4/21 7:20,0.5,-1.3,-49,-49,3.99
718,5/4/21 7:30,0.5,-1.3,-49,-49,3.99
719,5/4/21 7:40,0.5,-1.3,-49,-49,3.99
720,5/4/21 7:50,0.5,-0.9,-49,-49,3.99
721,5/4/21 8:00,0.5,-0.9,-49,-49,3.99
722,5/4/21 8:10,0.5,-0.9,-49,-49,3.99
723,5/4/21 8:20,0.5,-0.6,-49,-49,3.99
724,5/4/21 8:30,0.5,-0.6,-49,-49,3.99
725,5/4/21 8:40,0.5,-0.6,-49,-49,3.99
726,5/4/21 8:50,0.5,-0.6,-49,-49,3.99
727,5/4/21 9:00,0.5,-0.2,-49,-49,3.99
728,5/4/21 9:10,0.5,0.1,-49,-49,3.99
729,5/4/21 9:20,0.5,0.1,-49,-49,3.99
730,5/4/21 9:30,0.5,0.5,-49,-49,3.99
731,5/4/21 9:40,0.5,0.8,-49,-49,3.99
732,5/4/21 9:50,0.5,0.8,-49,-49,3.99
733,5/4/21 10:00,0.5,1.2,-49,-49,3.99
734,5/4/21 10:10,0.5,1.2,-49,-49,3.99
735,5/4/21 10:20,0.5,1.5,-49,-49,3.99
736,5/4/21 10:30,0.5,1.9,-49,-49,3.99
737,5/4/21 10:40,0.5,1.9,-49,-49,3.99
738,5/4/21 10:50,0.5,2.2,-49,-49,3.99
739,5/4/21 11:00,0.5,2.2,-49,-49,3.99
740,5/4/21 11:10,0.5,2.5,-49,-49,3.99
741,5/4/21 11:20,0.5,2.5,-49,-49,3.99
742,5/4/21 11:30,0.5,2.5,-49,-49,3.99
743,5/4/21 11:40,0.5,2.5,-49,-49,3.99
744,5/4/21 11:50,0.5,2.9,-49,-49,3.99
745,5/4/21 12:00,0.5,2.9,-49,-49,3.99
746,5/4/21 12:10,0.5,2.9,-49,-49,3.99
747,5/4/21 12:20,0.5,3.2,-49,-49,3.99
748,5/4/21 12:30,0.5,3.5,-49,-49,3.99
749,5/4/21 12:40,0.5,3.9,-49,-49,3.99
750,5/4/21 12:50,0.5,4.2,-49,-49,3.99
751,5/4/21 13:00,0.5,4.6,-49,-49,3.99
752,5/4/21 13:10,0.5,4.9,-49,-49,3.99
753,5/4/21 13:20,0.5,4.6,-49,-49,3.99
754,5/4/21 13:30,0.5,4.6,-49,-49,3.99
755,5/4/21 13:40,0.5,4.6,-49,-49,3.99
756,5/4/21 13:50,0.5,4.2,-49,-49,3.99
757,5/4/21 14:00,0.5,4.2,-49,-49,3.99
758,5/4/21 14:10,0.5,3.9,-49,-49,3.99
759,5/4/21 14:20,0.5,3.9,-49,-49,3.99
760,5/4/21 14:30,0.5,4.2,-49,-49,3.99
761,5/4/21 14:40,0.5,4.6,-49,-49,3.99
762,5/4/21 14:50,0.5,4.9,-49,-49,3.99
763,5/4/21 15:00,0.5,4.9,-49,-49,3.99
764,5/4/21 15:10,0.5,4.2,-49,-49,3.99
765,5/4/21 15:20,0.5,3.9,-49,-49,3.99
766,5/4/21 15:30,0.5,3.2,-49,-49,3.99
767,5/4/21 15:40,0.5,2.9,-49,-49,3.99
768,5/4/21 15:50,0.5,2.5,-49,-49,3.99
769,5/4/21 16:00,0.5,2.2,-49,-49,3.99
770,5/4/21 16:10,0.5,1.9,-49,-49,3.99
771,5/4/21 16:20,0.5,1.9,-49,-49,3.99
772,5/4/21 16:30,0.5,1.9,-49,-49,3.99
773,5/4/21 16:40,0.5,3.2,-49,-49,3.99
774,5/4/21 16:50,0.5,4.6,-49,-49,3.99
775,5/4/21 17:00,0.5,4.6,-49,-49,3.99
776,5/4/21 17:10,0.5,3.9,-49,-49,3.99
777,5/4/21 17:20,0.5,3.2,-49,-49,3.99
778,5/4/21 17:30,0.5,2.5,-49,-49,3.99
779,5/4/21 17:40,0.5,2.2,-49,-49,3.99
780,5/4/21 17:50,0.5,2.2,-49,-49,3.99
781,5/4/21 18:00,0.5,1.9,-49,-49,3.99
782,5/4/21 18:10,0.5,1.9,-49,-49,3.99
783,5/4/21 18:20,0.5,1.9,-49,-49,3.99
784,5/4/21 18:30,0.5,1.5,-49,-49,3.99
785,5/4/21 18:40,0.5,1.5,-49,-49,3.99
786,5/4/21 18:50,0.5,1.2,-49,-49,3.99
787,5/4/21 19:00,0.5,1.2,-49,-49,3.99
788,5/4/21 19:10,0.5,1.2,-49,-49,3.99
789,5/4/21 19:20,0.5,0.8,-49,-49,3.99
790,5/4/21 19:30,0.5,0.8,-49,-49,3.99
791,5/4/21 19:40,0.5,0.8,-49,-49,3.99
792,5/4/21 19:50,0.5,0.5,-49,-49,3.99
793,5/4/21 20:00,0.5,0.5,-49,-49,3.99
794,5/4/21 20:10,0.5,0.1,-49,-49,3.99
795,5/4/21 20:20,0.5,0.1,-49,-49,3.99
796,5/4/21 20:30,0.5,-0.2,-49,-49,3.99
797,5/4/21 20:40,0.5,-0.2,-49,-49,3.99
798,5/4/21 20:50,0.5,-0.6,-49,-49,3.99
799,5/4/21 21:00,0.5,-0.6,-49,-49,3.99
800,5/4/21 21:10,0.5,-0.9,-49,-49,3.99
801,5/4/21 21:20,0.5,-0.9,-49,-49,3.99
802,5/4/21 21:30,0.5,-1.3,-49,-49,3.99
803,5/4/21 21:40,0.5,-1.3,-49,-49,3.99
804,5/4/21 21:50,0.5,-1.3,-49,-49,3.99
805,5/4/21 22:00,0.5,-1.3,-49,-49,3.99
806,5/4/21 22:10,0.5,-1.3,-49,-49,3.99
807,5/4/21 22:20,0.5,-1.3,-49,-49,3.99
808,5/4/21 22:30,0.5,-1.3,-49,-49,3.99
809,5/4/21 22:40,0.5,-1.3,-49,-49,3.99
810,5/4/21 22:50,0.5,-1.3,-49,-49,3.99
811,5/4/21 23:00,0.5,-1.3,-49,-49,3.99
812,5/4/21 23:10,0.5,-1.3,-49,-49,3.99
813,5/4/21 23:20,0.5,-1.3,-49,-49,3.99
814,5/4/21 23:30,0.5,-1.3,-49,-49,3.99
815,5/4/21 23:40,0.5,-1.3,-49,-49,3.99
816,5/4/21 23:50,0.5,-1.3,-49,-49,3.99
817,5/5/21 0:00,0.5,-1.3,-49,-49,3.99
818,5/5/21 0:10,0.5,-1.3,-49,-49,3.99
819,5/5/21 0:20,0.5,-1.3,-49,-49,3.99
820,5/5/21 0:30,0.5,-1.3,-49,-49,3.99
821,5/5/21 0:40,0.5,-1.3,-49,-49,3.99
822,5/5/21 0:50,0.5,-1.3,-49,-49,3.99
823,5/5/21 1:00,0.5,-1.3,-49,-49,3.99
824,5/5/21 1:10,0.5,-1.3,-49,-49,3.99
825,5/5/21 1:20,0.5,-1.3,-49,-49,3.99
826,5/5/21 1:30,0.5,-1.3,-49,-49,3.99
827,5/5/21 1:40,0.5,-1.3,-49,-49,3.99
828,5/5/21 1:50,0.5,-0.9,-49,-49,3.99
829,5/5/21 2:00,0.5,-0.9,-49,-49,3.99
830,5/5/21 2:10,0.5,-0.9,-49,-49,3.99
831,5/5/21 2:20,0.5,-0.9,-49,-49,3.99
832,5/5/21 2:30,0.5,-0.9,-49,-49,3.99
833,5/5/21 2:40,0.5,-0.9,-49,-49,3.99
834,5/5/21 2:50,0.5,-0.9,-49,-49,3.99
835,5/5/21 3:00,0.5,-0.9,-49,-49,3.99
836,5/5/21 3:10,0.5,-0.9,-49,-49,3.99
837,5/5/21 3:20,0.5,-1.3,-49,-49,3.99
838,5/5/21 3:30,0.5,-1.3,-49,-49,3.99
839,5/5/21 3:40,0.5,-1.3,-49,-49,3.99
840,5/5/21 3:50,0.5,-1.3,-49,-49,3.99
841,5/5/21 4:00,0.5,-1.3,-49,-49,3.99
842,5/5/21 4:10,0.5,-1.3,-49,-49,3.99
843,5/5/21 4:20,0.5,-1.3,-49,-49,3.99
844,5/5/21 4:30,0.5,-1.3,-49,-49,3.99
845,5/5/21 4:40,0.5,-1.3,-49,-49,3.99
846,5/5/21 4:50,0.5,-1.3,-49,-49,3.99
847,5/5/21 5:00,0.5,-1.6,-49,-49,3.99
848,5/5/21 5:10,0.5,-1.6,-49,-49,3.99
849,5/5/21 5:20,0.5,-1.6,-49,-49,3.99
850,5/5/21 5:30,0.5,-2,-49,-49,3.99
851,5/5/21 5:40,0.5,-2,-49,-49,3.99
852,5/5/21 5:50,0.5,-2,-49,-49,3.99
853,5/5/21 6:00,0.5,-2,-49,-49,3.99
854,5/5/21 6:10,0.5,-2,-49,-49,3.99
855,5/5/21 6:20,0.5,-2,-49,-49,3.99
856,5/5/21 6:30,0.5,-2,-49,-49,3.99
857,5/5/21 6:40,0.5,-2,-49,-49,3.99
858,5/5/21 6:50,0.5,-2,-49,-49,3.99
859,5/5/21 7:00,0.5,-2,-49,-49,3.99
860,5/5/21 7:10,0.5,-2,-49,-49,3.99
861,5/5/21 7:20,0.5,-2,-49,-49,3.99
862,5/5/21 7:30,0.5,-2,-49,-49,3.99
863,5/5/21 7:40,0.5,-1.6,-49,-49,3.99
864,5/5/21 7:50,0.5,-1.3,-49,-49,3.99
865,5/5/21 8:00,0.5,-0.9,-49,-49,3.99
866,5/5/21 8:10,0.5,-0.6,-49,-49,3.99
867,5/5/21 8:20,0.5,-0.6,-49,-49,3.99
868,5/5/21 8:30,0.5,-0.6,-49,-49,3.99
869,5/5/21 8:40,0.5,-0.2,-49,-49,3.99
870,5/5/21 8:50,0.5,0.1,-49,-49,3.99
871,5/5/21 9:00,0.5,0.1,-49,-49,3.99
872,5/5/21 9:10,0.5,0.5,-49,-49,3.99
873,5/5/21 9:20,0.5,0.5,-49,-49,3.99
874,5/5/21 9:30,0.5,0.5,-49,-49,3.99
875,5/5/21 9:40,0.5,0.5,-49,-49,3.99
876,5/5/21 9:50,0.5,0.8,-49,-49,3.99
877,5/5/21 10:00,0.5,1.2,-49,-49,3.99
878,5/5/21 10:10,0.5,1.5,-49,-49,3.99
879,5/5/21 10:20,0.5,1.5,-49,-49,3.99
880,5/5/21 10:30,0.5,1.9,-49,-49,3.99
881,5/5/21 10:40,0.5,2.2,-49,-49,3.99
882,5/5/21 10:50,0.5,2.2,-49,-49,3.99
883,5/5/21 11:00,0.5,2.2,-49,-49,3.99
884,5/5/21 11:10,0.5,2.2,-49,-49,3.99
885,5/5/21 11:20,0.5,2.2,-49,-49,3.99
886,5/5/21 11:30,0.5,1.9,-49,-49,3.99
887,5/5/21 11:40,0.5,1.9,-49,-49,3.99
888,5/5/21 11:50,0.5,1.9,-49,-49,3.99
889,5/5/21 12:00,0.5,1.9,-49,-49,3.99
890,5/5/21 12:10,0.5,2.2,-49,-49,3.99
891,5/5/21 12:20,0.5,1.9,-49,-49,3.99
892,5/5/21 12:30,0.5,1.9,-49,-49,3.99
893,5/5/21 12:40,0.5,1.9,-49,-49,3.99
894,5/5/21 12:50,0.5,2.2,-49,-49,3.99
895,5/5/21 13:00,0.5,2.2,-49,-49,3.99
896,5/5/21 13:10,0.5,2.2,-49,-49,3.99
897,5/5/21 13:20,0.5,2.2,-49,-49,3.99
898,5/5/21 13:30,0.5,2.2,-49,-49,3.99
