sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4
1,04/29/2021 08:00:00,12.6,14.8,-52,-52
2,04/29/2021 08:10:00,13.2,15.8,-52,-52
3,04/29/2021 08:20:00,14.1,17.3,-53,-52
4,04/29/2021 08:30:00,14.6,18.9,-53,-53
5,04/29/2021 08:40:00,14.9,20.1,-53,-53
6,04/29/2021 08:50:00,15.1,20.3,-51,-52
7,04/29/2021 09:00:00,15.5,20.5,-50,-51
8,04/29/2021 09:10:00,15.7,20.9,-53,-51
9,04/29/2021 09:20:00,15.8,20.5,-53,-53
10,04/29/2021 09:30:00,16.2,19.7,-38,-45
11,04/29/2021 09:40:00,20.2,20.5,-37,-37
12,04/29/2021 09:50:00,23.2,21.9,-53,-38
13,04/29/2021 10:00:00,25.2,22.9,-54,-53
14,04/29/2021 10:10:00,26.7,25.1,-32,-49
15,04/29/2021 10:20:00,16.2,4.8,-45,-46
16,04/29/2021 10:30:00,7.8,0.9,-43,-43
17,04/29/2021 10:40:00,6.1,1.7,-50,-50
18,04/29/2021 10:50:00,5.0,2.0,-50,-50
19,04/29/2021 11:00:00,3.9,2.3,-48,-49
20,04/29/2021 11:10:00,4.3,2.8,-45,-47
21,04/29/2021 11:20:00,5.3,3.3,-50,-46
22,04/29/2021 11:30:00,2.4,3.1,-43,-46
23,04/29/2021 11:40:00,1.6,2.1,-48,-45
24,04/29/2021 11:50:00,1.8,3.5,-42,-44
25,04/29/2021 12:00:00,1.3,3.2,-1,-13
26,04/29/2021 12:10:00,0.9,2.2,-2,-1
27,04/29/2021 12:20:00,0.7,1.7,-2,-2
28,04/29/2021 12:30:00,0.6,1.4,-3,-2
29,04/29/2021 12:40:00,0.6,1.2,-3,-3
30,04/29/2021 12:50:00,0.6,1.2,-3,-3
31,04/29/2021 13:00:00,0.6,1.2,-4,-4
32,04/29/2021 13:10:00,0.6,1.3,-4,-4
33,04/29/2021 13:20:00,0.6,1.4,-4,-4
34,04/29/2021 13:30:00,0.6,1.5,-4,-4
35,04/29/2021 13:40:00,0.6,1.6,-5,-4
36,04/29/2021 13:50:00,0.6,1.8,-5,-5
37,04/29/2021 14:00:00,0.5,2.0,-5,-5
38,04/29/2021 14:10:00,0.6,2.2,-5,-5
39,04/29/2021 14:20:00,0.6,2.4,-5,-5
40,04/29/2021 14:30:00,0.6,2.7,-6,-5
41,04/29/2021 14:40:00,0.6,4.2,-5,-5
42,04/29/2021 14:50:00,0.6,5.9,-5,-5
43,04/29/2021 15:00:00,0.6,7.5,-5,-5
44,04/29/2021 15:10:00,0.6,8.2,-4,-4
45,04/29/2021 15:20:00,0.6,7.4,-3,-4
46,04/29/2021 15:30:00,0.5,6.4,3,0
47,04/29/2021 15:40:00,0.5,6.0,6,5
48,04/29/2021 15:50:00,0.5,6.9,12,9
49,04/29/2021 16:00:00,0.5,7.9,20,16
