sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3
5472,12/06/2021 13:30:00,4.2,-52,-52
5473,12/06/2021 13:40:00,4.2,-52,-52
5474,12/06/2021 13:50:00,4.2,-52,-52
5475,12/06/2021 14:00:00,4.2,-52,-52
5476,12/06/2021 14:10:00,4.2,-52,-52
5477,12/06/2021 14:20:00,4.2,-52,-52
5478,12/06/2021 14:30:00,4.2,-52,-52
5479,12/06/2021 14:40:00,4.2,-52,-52
5480,12/06/2021 14:50:00,4.3,-52,-52
5481,12/06/2021 15:00:00,4.3,-52,-52
5482,12/06/2021 15:10:00,4.3,-52,-52
5483,12/06/2021 15:20:00,4.3,-52,-52
5484,12/06/2021 15:30:00,4.3,-52,-52
5485,12/06/2021 15:40:00,4.3,-52,-52
5486,12/06/2021 15:50:00,4.3,-52,-52
5487,12/06/2021 16:00:00,4.3,-52,-52
5488,12/06/2021 16:10:00,4.3,-52,-52
5489,12/06/2021 16:20:00,4.3,-52,-52
5490,12/06/2021 16:30:00,4.3,-52,-52
5491,12/06/2021 16:40:00,4.3,-52,-52
5492,12/06/2021 16:50:00,4.3,-52,-52
5493,12/06/2021 17:00:00,4.3,-52,-52
5494,12/06/2021 17:10:00,4.3,-52,-52
5495,12/06/2021 17:20:00,4.3,-52,-52
5496,12/06/2021 17:30:00,4.3,-52,-52
5497,12/06/2021 17:40:00,4.3,-52,-52
5498,12/06/2021 17:50:00,4.3,-52,-52
5499,12/06/2021 18:00:00,4.3,-52,-52
5500,12/06/2021 18:10:00,4.3,-52,-52
5501,12/06/2021 18:20:00,4.3,-52,-52
5502,12/06/2021 18:30:00,4.3,-52,-52
5503,12/06/2021 18:40:00,4.3,-52,-52
5504,12/06/2021 18:50:00,4.3,-52,-52
5505,12/06/2021 19:00:00,4.3,-52,-52
5506,12/06/2021 19:10:00,4.3,-52,-52
5507,12/06/2021 19:20:00,4.3,-52,-52
5508,12/06/2021 19:30:00,4.3,-52,-52
5509,12/06/2021 19:40:00,4.3,-52,-52
5510,12/06/2021 19:50:00,4.3,-52,-52
5511,12/06/2021 20:00:00,4.3,-52,-52
5512,12/06/2021 20:10:00,4.3,-52,-52
5513,12/06/2021 20:20:00,4.3,-52,-52
5514,12/06/2021 20:30:00,4.3,-52,-52
5515,12/06/2021 20:40:00,4.3,-52,-52
5516,12/06/2021 20:50:00,4.3,-52,-52
5517,12/06/2021 21:00:00,4.3,-52,-52
5518,12/06/2021 21:10:00,4.3,-52,-52
5519,12/06/2021 21:20:00,4.3,-52,-52
5520,12/06/2021 21:30:00,4.3,-52,-52
5521,12/06/2021 21:40:00,4.3,-52,-52
5522,12/06/2021 21:50:00,4.3,-52,-52
5523,12/06/2021 22:00:00,4.3,-52,-52
5524,12/06/2021 22:10:00,4.3,-52,-52
5525,12/06/2021 22:20:00,4.3,-52,-52
5526,12/06/2021 22:30:00,4.3,-52,-52
5527,12/06/2021 22:40:00,4.3,-52,-52
5528,12/06/2021 22:50:00,4.3,-52,-52
5529,12/06/2021 23:00:00,4.3,-52,-52
5530,12/06/2021 23:10:00,4.3,-52,-52
5531,12/06/2021 23:20:00,4.3,-52,-52
5532,12/06/2021 23:30:00,4.3,-52,-52
5533,12/06/2021 23:40:00,4.3,-52,-52
5534,12/06/2021 23:50:00,4.3,-52,-52
5535,13/06/2021 00:00:00,4.3,-52,-52
5536,13/06/2021 00:10:00,4.3,-52,-52
5537,13/06/2021 00:20:00,4.3,-52,-52
5538,13/06/2021 00:30:00,4.3,-52,-52
5539,13/06/2021 00:40:00,4.3,-52,-52
5540,13/06/2021 00:50:00,4.3,-52,-52
5541,13/06/2021 01:00:00,4.3,-52,-52
5542,13/06/2021 01:10:00,4.3,-52,-52
5543,13/06/2021 01:20:00,4.3,-52,-52
5544,13/06/2021 01:30:00,4.3,-52,-52
5545,13/06/2021 01:40:00,4.3,-52,-52
5546,13/06/2021 01:50:00,4.3,-52,-52
5547,13/06/2021 02:00:00,4.3,-52,-52
5548,13/06/2021 02:10:00,4.3,-52,-52
5549,13/06/2021 02:20:00,4.3,-52,-52
5550,13/06/2021 02:30:00,4.3,-52,-52
5551,13/06/2021 02:40:00,4.3,-52,-52
5552,13/06/2021 02:50:00,4.3,-52,-52
5553,13/06/2021 03:00:00,4.3,-52,-52
5554,13/06/2021 03:10:00,4.3,-52,-52
5555,13/06/2021 03:20:00,4.3,-52,-52
5556,13/06/2021 03:30:00,4.3,-52,-52
5557,13/06/2021 03:40:00,4.3,-52,-52
5558,13/06/2021 03:50:00,4.3,-52,-52
5559,13/06/2021 04:00:00,4.3,-52,-52
5560,13/06/2021 04:10:00,4.3,-52,-52
5561,13/06/2021 04:20:00,4.3,-52,-52
5562,13/06/2021 04:30:00,4.3,-52,-52
5563,13/06/2021 04:40:00,4.3,-52,-52
5564,13/06/2021 04:50:00,4.3,-52,-52
5565,13/06/2021 05:00:00,4.3,-52,-52
5566,13/06/2021 05:10:00,4.3,-52,-52
5567,13/06/2021 05:20:00,4.3,-52,-52
5568,13/06/2021 05:30:00,4.3,-52,-52
5569,13/06/2021 05:40:00,4.3,-52,-52
5570,13/06/2021 05:50:00,4.3,-52,-52
5571,13/06/2021 06:00:00,4.3,-52,-52
5572,13/06/2021 06:10:00,4.3,-52,-52
5573,13/06/2021 06:20:00,4.3,-52,-52
5574,13/06/2021 06:30:00,4.3,-52,-52
5575,13/06/2021 06:40:00,4.3,-52,-52
5576,13/06/2021 06:50:00,4.3,-52,-52
5577,13/06/2021 07:00:00,4.3,-52,-52
5578,13/06/2021 07:10:00,4.3,-52,-52
5579,13/06/2021 07:20:00,4.3,-52,-52
5580,13/06/2021 07:30:00,4.3,-52,-52
5581,13/06/2021 07:40:00,4.3,-52,-52
5582,13/06/2021 07:50:00,4.3,-52,-52
5583,13/06/2021 08:00:00,4.4,-52,-52
5584,13/06/2021 08:10:00,4.4,-52,-52
5585,13/06/2021 08:20:00,4.4,-52,-52
5586,13/06/2021 08:30:00,4.4,-52,-52
5587,13/06/2021 08:40:00,4.4,-52,-52
5588,13/06/2021 08:50:00,4.4,-52,-52
5589,13/06/2021 09:00:00,4.4,-52,-52
5590,13/06/2021 09:10:00,4.4,-52,-52
5591,13/06/2021 09:20:00,4.4,-52,-52
5592,13/06/2021 09:30:00,4.4,-52,-52
5593,13/06/2021 09:40:00,4.4,-52,-52
5594,13/06/2021 09:50:00,4.4,-52,-52
5595,13/06/2021 10:00:00,4.4,-52,-52
5596,13/06/2021 10:10:00,4.4,-52,-52
5597,13/06/2021 10:20:00,4.4,-52,-52
5598,13/06/2021 10:30:00,4.4,-52,-52
5599,13/06/2021 10:40:00,4.4,-52,-52
5600,13/06/2021 10:50:00,4.4,-52,-52
5601,13/06/2021 11:00:00,4.4,-52,-52
5602,13/06/2021 11:10:00,4.4,-52,-52
5603,13/06/2021 11:20:00,4.4,-52,-52
5604,13/06/2021 11:30:00,4.4,-52,-52
5605,13/06/2021 11:40:00,4.4,-52,-52
5606,13/06/2021 11:50:00,4.4,-52,-52
5607,13/06/2021 12:00:00,4.4,-52,-52
5608,13/06/2021 12:10:00,4.4,-52,-52
5609,13/06/2021 12:20:00,4.4,-52,-52
5610,13/06/2021 12:30:00,4.4,-52,-52
5611,13/06/2021 12:40:00,4.4,-52,-52
5612,13/06/2021 12:50:00,4.5,-52,-52
5613,13/06/2021 13:00:00,4.5,-52,-52
5614,13/06/2021 13:10:00,4.5,-52,-52
5615,13/06/2021 13:20:00,4.5,-52,-52
5616,13/06/2021 13:30:00,4.5,-52,-52
