MiniDOT Logger Concatenated Data File
Sensor:             7450-931212
Concatenation Date: 2021Jun01 11:29:19 MDT

DO concentration compensated for salinity: 0.01 (ppt)
Saturation computed at elevation: 2909.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1620837840,           2021-05-12 16:44:00,           2021-05-12 10:44:00,      3.390000,     13.285000,          7.404541,                   101.694360,      0.984000
                1620838440,           2021-05-12 16:54:00,           2021-05-12 10:54:00,      3.400000,     12.925000,          7.461536,                   101.641668,      0.984000
                1620839040,           2021-05-12 17:04:00,           2021-05-12 11:04:00,      3.410000,     12.634000,          7.511531,                   101.644338,      0.984000
                1620839640,           2021-05-12 17:14:00,           2021-05-12 11:14:00,      3.400000,     12.272000,          7.561527,                   101.473228,      0.982000
                1620840240,           2021-05-12 17:24:00,           2021-05-12 11:24:00,      3.410000,     12.076000,          7.595524,                   101.469324,      0.982000
                1620840840,           2021-05-12 17:34:00,           2021-05-12 11:34:00,      3.410000,     12.023000,          7.607523,                   101.505105,      0.983000
                1620841440,           2021-05-12 17:44:00,           2021-05-12 11:44:00,      3.410000,     12.121000,          7.559526,                   101.093517,      0.981000
                1620842040,           2021-05-12 17:54:00,           2021-05-12 11:54:00,      3.410000,     12.334000,          7.462533,                   100.287896,      0.982000
                1620842640,           2021-05-12 18:04:00,           2021-05-12 12:04:00,      3.420000,     12.749000,          7.391539,                   100.284281,      0.982000
                1620843240,           2021-05-12 18:14:00,           2021-05-12 12:14:00,      3.420000,     13.617000,          7.246552,                   100.274550,      0.982000
                1620843840,           2021-05-12 18:24:00,           2021-05-12 12:24:00,      3.420000,     14.693000,          7.079566,                   100.349781,      0.982000
                1620844440,           2021-05-12 18:34:00,           2021-05-12 12:34:00,      3.420000,     15.852000,          6.903580,                   100.379890,      0.982000
                1620845040,           2021-05-12 18:44:00,           2021-05-12 12:44:00,      3.420000,     17.289000,          6.699597,                   100.477700,      0.982000
                1620845640,           2021-05-12 18:54:00,           2021-05-12 12:54:00,      3.420000,     18.066000,          6.587607,                   100.438998,      0.982000
                1620846240,           2021-05-12 19:04:00,           2021-05-12 13:04:00,      3.420000,     18.394000,          6.536611,                   100.351332,      0.982000
                1620846840,           2021-05-12 19:14:00,           2021-05-12 13:14:00,      3.420000,     18.074000,          6.589606,                   100.486434,      0.979000
