MiniDOT Logger Concatenated Data File
Sensor:             7450-931212
Concatenation Date: 2021Jun15 12:09:24 MDT

DO concentration compensated for salinity: 0.01 (ppt)
Saturation computed at elevation: 2913.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1620837840,           2021-05-12 16:44:00,           2021-05-12 10:44:00,      3.390000,     13.285000,          7.404541,                   101.747105,      0.984000
                1620838440,           2021-05-12 16:54:00,           2021-05-12 10:54:00,      3.400000,     12.925000,          7.461536,                   101.694358,      0.984000
                1620839040,           2021-05-12 17:04:00,           2021-05-12 11:04:00,      3.410000,     12.634000,          7.511531,                   101.697009,      0.984000
                1620839640,           2021-05-12 17:14:00,           2021-05-12 11:14:00,      3.400000,     12.272000,          7.561527,                   101.525784,      0.982000
                1620840240,           2021-05-12 17:24:00,           2021-05-12 11:24:00,      3.410000,     12.076000,          7.595524,                   101.521864,      0.982000
                1620840840,           2021-05-12 17:34:00,           2021-05-12 11:34:00,      3.410000,     12.023000,          7.607523,                   101.557660,      0.983000
                1620841440,           2021-05-12 17:44:00,           2021-05-12 11:44:00,      3.410000,     12.121000,          7.559526,                   101.145866,      0.981000
                1620842040,           2021-05-12 17:54:00,           2021-05-12 11:54:00,      3.410000,     12.334000,          7.462533,                   100.339842,      0.982000
                1620842640,           2021-05-12 18:04:00,           2021-05-12 12:04:00,      3.420000,     12.749000,          7.391539,                   100.336255,      0.982000
                1620843240,           2021-05-12 18:14:00,           2021-05-12 12:14:00,      3.420000,     13.617000,          7.246552,                   100.326583,      0.982000
                1620843840,           2021-05-12 18:24:00,           2021-05-12 12:24:00,      3.420000,     14.693000,          7.079566,                   100.401938,      0.982000
                1620844440,           2021-05-12 18:34:00,           2021-05-12 12:34:00,      3.420000,     15.852000,          6.903580,                   100.432160,      0.982000
                1620845040,           2021-05-12 18:44:00,           2021-05-12 12:44:00,      3.420000,     17.289000,          6.699597,                   100.530152,      0.982000
                1620845640,           2021-05-12 18:54:00,           2021-05-12 12:54:00,      3.420000,     18.066000,          6.587607,                   100.491505,      0.982000
                1620846240,           2021-05-12 19:04:00,           2021-05-12 13:04:00,      3.420000,     18.394000,          6.536611,                   100.403826,      0.982000
                1620846840,           2021-05-12 19:14:00,           2021-05-12 13:14:00,      3.420000,     18.074000,          6.589606,                   100.538966,      0.979000
                1620847440,           2021-05-12 19:24:00,           2021-05-12 13:24:00,      3.440000,      3.175000,          9.001390,                    96.344871,      0.971000
                1620848040,           2021-05-12 19:34:00,           2021-05-12 13:34:00,      3.430000,      2.352000,          9.331363,                    97.669212,      0.979000
                1620848640,           2021-05-12 19:44:00,           2021-05-12 13:44:00,      3.430000,      2.078000,          9.412356,                    97.779374,      0.981000
                1620849240,           2021-05-12 19:54:00,           2021-05-12 13:54:00,      3.430000,      1.982000,          9.447353,                    97.884005,      0.981000
                1620849840,           2021-05-12 20:04:00,           2021-05-12 14:04:00,      3.430000,      2.014000,          9.460352,                    98.105094,      0.981000
                1620850440,           2021-05-12 20:14:00,           2021-05-12 14:14:00,      3.430000,      2.046000,          9.462352,                    98.212283,      0.982000
                1620851040,           2021-05-12 20:24:00,           2021-05-12 14:24:00,      3.430000,      2.046000,          9.436354,                    97.942440,      0.982000
                1620851640,           2021-05-12 20:34:00,           2021-05-12 14:34:00,      3.430000,      2.088000,          9.438354,                    98.076414,      0.982000
                1620852240,           2021-05-12 20:44:00,           2021-05-12 14:44:00,      3.430000,      2.025000,          9.440354,                    97.927351,      0.982000
                1620852840,           2021-05-12 20:54:00,           2021-05-12 14:54:00,      3.430000,      2.025000,          9.434354,                    97.865116,      0.982000
                1620853440,           2021-05-12 21:04:00,           2021-05-12 15:04:00,      3.430000,      2.004000,          9.443353,                    97.901858,      0.981000
                1620854040,           2021-05-12 21:14:00,           2021-05-12 15:14:00,      3.430000,      2.046000,          9.442354,                    98.004712,      0.982000
                1620854640,           2021-05-12 21:24:00,           2021-05-12 15:24:00,      3.430000,      2.014000,          9.447353,                    97.970292,      0.982000
                1620855240,           2021-05-12 21:34:00,           2021-05-12 15:34:00,      3.430000,      2.004000,          9.442353,                    97.891492,      0.982000
                1620855840,           2021-05-12 21:44:00,           2021-05-12 15:44:00,      3.430000,      1.940000,          9.461352,                    97.915670,      0.981000
                1620856440,           2021-05-12 21:54:00,           2021-05-12 15:54:00,      3.430000,      1.919000,          9.454352,                    97.786601,      0.981000
                1620857040,           2021-05-12 22:04:00,           2021-05-12 16:04:00,      3.430000,      1.866000,          9.463351,                    97.736670,      0.981000
                1620857640,           2021-05-12 22:14:00,           2021-05-12 16:14:00,      3.430000,      1.866000,          9.469351,                    97.798633,      0.981000
                1620858240,           2021-05-12 22:24:00,           2021-05-12 16:24:00,      3.430000,      1.823000,          9.470350,                    97.692898,      0.981000
                1620858840,           2021-05-12 22:34:00,           2021-05-12 16:34:00,      3.430000,      1.813000,          9.479350,                    97.758723,      0.981000
                1620859440,           2021-05-12 22:44:00,           2021-05-12 16:44:00,      3.430000,      1.813000,          9.472350,                    97.686538,      0.981000
                1620860040,           2021-05-12 22:54:00,           2021-05-12 16:54:00,      3.430000,      1.813000,          9.469350,                    97.655602,      0.981000
                1620860640,           2021-05-12 23:04:00,           2021-05-12 17:04:00,      3.430000,      1.770000,          9.484349,                    97.694109,      0.981000
                1620861240,           2021-05-12 23:14:00,           2021-05-12 17:14:00,      3.430000,      1.770000,          9.478350,                    97.632310,      0.981000
                1620861840,           2021-05-12 23:24:00,           2021-05-12 17:24:00,      3.430000,      1.738000,          9.490349,                    97.669428,      0.981000
                1620862440,           2021-05-12 23:34:00,           2021-05-12 17:34:00,      3.430000,      1.728000,          9.494348,                    97.683560,      0.981000
                1620863040,           2021-05-12 23:44:00,           2021-05-12 17:44:00,      3.430000,      1.717000,          9.495348,                    97.664114,      0.981000
                1620863640,           2021-05-12 23:54:00,           2021-05-12 17:54:00,      3.430000,      1.706000,          9.500348,                    97.685791,      0.981000
                1620864240,           2021-05-13 00:04:00,           2021-05-12 18:04:00,      3.430000,      1.674000,          9.500348,                    97.599273,      0.981000
