Plot Title: 20879900,,,
ID,datetime,abs pres_kPa,temp_C
1,9/16/20 16:50,70.574,16.332
2,9/16/20 17:00,70.58,14.613
3,9/16/20 17:10,70.575,13.461
4,9/16/20 17:20,70.573,12.69
5,9/16/20 17:30,70.585,12.013
6,9/16/20 17:40,70.58,11.431
7,9/16/20 17:50,70.574,11.041
8,9/16/20 18:00,70.586,10.651
9,9/16/20 18:10,70.584,10.357
10,9/16/20 18:20,70.59,10.063
11,9/16/20 18:30,70.577,9.768
12,9/16/20 18:40,70.584,9.472
13,9/16/20 18:50,70.585,9.275
14,9/16/20 19:00,70.586,9.077
15,9/16/20 19:10,70.592,8.779
16,9/16/20 19:20,70.574,8.382
17,9/16/20 19:30,70.594,7.983
18,9/16/20 19:40,70.585,7.582
19,9/16/20 19:50,70.586,7.179
20,9/16/20 20:00,70.581,6.877
21,9/16/20 20:10,70.606,6.573
22,9/16/20 20:20,70.591,6.268
23,9/16/20 20:30,70.595,5.962
24,9/16/20 20:40,70.595,5.757
25,9/16/20 20:50,70.604,5.552
26,9/16/20 21:00,70.604,5.347
27,9/16/20 21:10,70.603,5.141
28,9/16/20 21:20,70.593,4.934
29,9/16/20 21:30,70.592,4.727
30,9/16/20 21:40,70.597,4.623
31,9/16/20 21:50,70.582,4.519
32,9/16/20 22:00,70.571,4.311
33,9/16/20 22:10,70.575,4.207
34,9/16/20 22:20,70.57,4.102
35,9/16/20 22:30,70.574,3.998
36,9/16/20 22:40,70.573,3.788
37,9/16/20 22:50,70.558,3.683
38,9/16/20 23:00,70.553,3.578
39,9/16/20 23:10,70.567,3.472
40,9/16/20 23:20,70.561,3.367
41,9/16/20 23:30,70.565,3.261
42,9/16/20 23:40,70.569,3.155
43,9/16/20 23:50,70.564,3.049
44,9/17/20 0:00,70.568,2.943
45,9/17/20 0:10,70.582,2.837
46,9/17/20 0:20,70.576,2.73
47,9/17/20 0:30,70.561,2.624
48,9/17/20 0:40,70.565,2.517
49,9/17/20 0:50,70.559,2.41
50,9/17/20 1:00,70.563,2.303
51,9/17/20 1:10,70.557,2.195
52,9/17/20 1:20,70.542,2.088
53,9/17/20 1:30,70.545,1.98
54,9/17/20 1:40,70.54,1.872
55,9/17/20 1:50,70.53,1.872
56,9/17/20 2:00,70.524,1.764
57,9/17/20 2:10,70.528,1.656
58,9/17/20 2:20,70.537,1.656
59,9/17/20 2:30,70.532,1.548
60,9/17/20 2:40,70.526,1.439
61,9/17/20 2:50,70.545,1.439
62,9/17/20 3:00,70.539,1.33
63,9/17/20 3:10,70.533,1.221
64,9/17/20 3:20,70.543,1.221
65,9/17/20 3:30,70.546,1.112
66,9/17/20 3:40,70.527,1.112
67,9/17/20 3:50,70.531,1.003
68,9/17/20 4:00,70.511,1.003
69,9/17/20 4:10,70.515,0.893
70,9/17/20 4:20,70.505,0.893
71,9/17/20 4:30,70.505,0.893
72,9/17/20 4:40,70.499,0.784
73,9/17/20 4:50,70.499,0.784
74,9/17/20 5:00,70.512,0.674
75,9/17/20 5:10,70.506,0.563
76,9/17/20 5:20,70.496,0.563
77,9/17/20 5:30,70.5,0.453
78,9/17/20 5:40,70.51,0.453
79,9/17/20 5:50,70.503,0.343
80,9/17/20 6:00,70.513,0.343
81,9/17/20 6:10,70.497,0.232
82,9/17/20 6:20,70.507,0.232
83,9/17/20 6:30,70.5,0.121
84,9/17/20 6:40,70.52,0.121
85,9/17/20 6:50,70.52,0.121
86,9/17/20 7:00,70.533,0.01
87,9/17/20 7:10,70.543,0.01
88,9/17/20 7:20,70.533,0.01
89,9/17/20 7:30,70.559,0.121
90,9/17/20 7:40,70.555,0.232
91,9/17/20 7:50,70.542,0.343
92,9/17/20 8:00,70.564,0.563
93,9/17/20 8:10,70.577,0.784
94,9/17/20 8:20,70.57,1.003
95,9/17/20 8:30,70.588,1.33
96,9/17/20 8:40,70.58,1.548
97,9/17/20 8:50,70.598,1.872
98,9/17/20 9:00,70.606,2.195
99,9/17/20 9:10,70.613,2.517
100,9/17/20 9:20,70.611,2.837
101,9/17/20 9:30,70.618,3.155
102,9/17/20 9:40,70.625,3.472
103,9/17/20 9:50,70.632,3.788
104,9/17/20 10:00,70.634,4.207
105,9/17/20 10:10,70.636,4.623
106,9/17/20 10:20,70.637,5.037
107,9/17/20 10:30,70.648,5.45
108,9/17/20 10:40,70.634,5.962
109,9/17/20 10:50,70.645,6.37
110,9/17/20 11:00,70.645,6.775
111,9/17/20 11:10,70.649,7.28
112,9/17/20 11:20,70.658,7.682
113,9/17/20 11:30,70.643,8.182
114,9/17/20 11:40,70.646,8.68
115,9/17/20 11:50,70.639,9.176
116,9/17/20 12:00,70.626,9.768
117,9/17/20 12:10,70.624,10.846
118,9/17/20 12:20,70.607,12.304
119,9/17/20 12:30,70.634,12.98
120,9/17/20 12:40,70.628,13.076
121,9/17/20 12:50,70.638,13.076
122,9/17/20 13:00,70.622,13.173
123,9/17/20 13:10,70.61,13.365
124,9/17/20 13:20,70.621,13.654
125,9/17/20 13:30,70.614,14.23
126,9/17/20 13:40,70.596,14.517
127,9/17/20 13:50,70.589,14.613
128,9/17/20 14:00,70.589,14.613
129,9/17/20 14:10,70.589,14.613
130,9/17/20 14:20,70.572,14.421
131,9/17/20 14:30,70.555,14.23
132,9/17/20 14:40,70.555,14.23
133,9/17/20 14:50,70.552,14.134
134,9/17/20 15:00,70.548,14.038
135,9/17/20 15:10,70.55,13.846
136,9/17/20 15:20,70.543,13.654
137,9/17/20 15:30,70.545,13.461
138,9/17/20 15:40,70.532,13.365
139,9/17/20 15:50,70.534,13.173
140,9/17/20 16:00,70.532,12.883
141,9/17/20 16:10,70.519,12.787
142,9/17/20 16:20,70.53,12.594
143,9/17/20 16:30,70.532,12.401
144,9/17/20 16:40,70.515,12.207
145,9/17/20 16:50,70.522,11.916
146,9/17/20 17:00,70.501,11.625
147,9/17/20 17:10,70.508,11.334
148,9/17/20 17:20,70.505,11.041
149,9/17/20 17:30,70.503,10.748
150,9/17/20 17:40,70.51,10.455
151,9/17/20 17:50,70.507,10.161
152,9/17/20 18:00,70.523,9.866
153,9/17/20 18:10,70.52,9.571
154,9/17/20 18:20,70.526,9.275
155,9/17/20 18:30,70.523,8.978
156,9/17/20 18:40,70.519,8.68
157,9/17/20 18:50,70.52,8.481
158,9/17/20 19:00,70.511,8.082
159,9/17/20 19:10,70.517,7.782
160,9/17/20 19:20,70.512,7.481
161,9/17/20 19:30,70.498,7.179
162,9/17/20 19:40,70.513,6.877
163,9/17/20 19:50,70.523,6.674
164,9/17/20 20:00,70.528,6.573
165,9/17/20 20:10,70.528,6.37
166,9/17/20 20:20,70.528,6.37
167,9/17/20 20:30,70.542,6.268
168,9/17/20 20:40,70.557,6.166
169,9/17/20 20:50,70.561,6.064
170,9/17/20 21:00,70.576,5.962
171,9/17/20 21:10,70.581,5.86
172,9/17/20 21:20,70.59,5.655
173,9/17/20 21:30,70.57,5.45
174,9/17/20 21:40,70.584,5.347
175,9/17/20 21:50,70.57,5.244
176,9/17/20 22:00,70.564,5.141
177,9/17/20 22:10,70.564,5.141
178,9/17/20 22:20,70.574,5.141
179,9/17/20 22:30,70.588,5.037
180,9/17/20 22:40,70.579,5.037
181,9/17/20 22:50,70.564,4.934
182,9/17/20 23:00,70.564,4.934
183,9/17/20 23:10,70.569,5.037
184,9/17/20 23:20,70.579,5.037
185,9/17/20 23:30,70.574,5.141
186,9/17/20 23:40,70.57,5.244
187,9/17/20 23:50,70.575,5.347
188,9/18/20 0:00,70.57,5.45
189,9/18/20 0:10,70.56,5.45
190,9/18/20 0:20,70.551,5.45
191,9/18/20 0:30,70.541,5.45
192,9/18/20 0:40,70.541,5.655
193,9/18/20 0:50,70.541,5.655
194,9/18/20 1:00,70.546,5.552
195,9/18/20 1:10,70.521,5.45
196,9/18/20 1:20,70.536,5.552
197,9/18/20 1:30,70.551,5.45
198,9/18/20 1:40,70.555,5.141
199,9/18/20 1:50,70.539,4.831
200,9/18/20 2:00,70.553,4.519
201,9/18/20 2:10,70.556,4.207
202,9/18/20 2:20,70.555,3.998
203,9/18/20 2:30,70.558,3.683
204,9/18/20 2:40,70.547,3.472
205,9/18/20 2:50,70.542,3.367
206,9/18/20 3:00,70.536,3.261
207,9/18/20 3:10,70.544,3.049
208,9/18/20 3:20,70.539,2.943
209,9/18/20 3:30,70.537,2.73
210,9/18/20 3:40,70.531,2.624
211,9/18/20 3:50,70.526,2.517
212,9/18/20 4:00,70.501,2.41
213,9/18/20 4:10,70.52,2.41
214,9/18/20 4:20,70.52,2.41
215,9/18/20 4:30,70.516,2.517
216,9/18/20 4:40,70.506,2.517
217,9/18/20 4:50,70.522,2.624
218,9/18/20 5:00,70.508,2.73
219,9/18/20 5:10,70.514,2.837
220,9/18/20 5:20,70.504,2.837
221,9/18/20 5:30,70.519,2.943
222,9/18/20 5:40,70.494,2.837
223,9/18/20 5:50,70.514,2.837
224,9/18/20 6:00,70.523,2.837
225,9/18/20 6:10,70.518,2.73
226,9/18/20 6:20,70.533,2.837
227,9/18/20 6:30,70.533,2.837
228,9/18/20 6:40,70.533,2.837
229,9/18/20 6:50,70.533,2.837
230,9/18/20 7:00,70.543,2.837
231,9/18/20 7:10,70.527,2.73
232,9/18/20 7:20,70.547,2.73
233,9/18/20 7:30,70.527,2.73
234,9/18/20 7:40,70.547,2.73
235,9/18/20 7:50,70.543,2.837
236,9/18/20 8:00,70.539,2.943
237,9/18/20 8:10,70.544,3.049
238,9/18/20 8:20,70.54,3.155
239,9/18/20 8:30,70.551,3.367
240,9/18/20 8:40,70.543,3.578
241,9/18/20 8:50,70.544,3.788
242,9/18/20 9:00,70.555,3.998
243,9/18/20 9:10,70.557,4.415
244,9/18/20 9:20,70.563,4.727
245,9/18/20 9:30,70.569,5.037
246,9/18/20 9:40,70.58,5.45
247,9/18/20 9:50,70.581,5.86
248,9/18/20 10:00,70.581,6.268
249,9/18/20 10:10,70.581,6.674
250,9/18/20 10:20,70.591,7.079
251,9/18/20 10:30,70.59,7.481
252,9/18/20 10:40,70.59,7.882
253,9/18/20 10:50,70.593,8.382
254,9/18/20 11:00,70.577,8.879
255,9/18/20 11:10,70.579,9.373
256,9/18/20 11:20,70.587,9.768
257,9/18/20 11:30,70.576,9.965
258,9/18/20 11:40,70.574,10.357
259,9/18/20 11:50,70.566,10.846
260,9/18/20 12:00,70.565,11.528
261,9/18/20 12:10,70.53,12.594
262,9/18/20 12:20,70.541,13.846
263,9/18/20 12:30,70.543,14.421
264,9/18/20 12:40,70.531,14.613
265,9/18/20 12:50,70.537,14.517
266,9/18/20 13:00,70.536,14.23
267,9/18/20 13:10,70.525,13.942
268,9/18/20 13:20,70.511,13.846
269,9/18/20 13:30,70.509,14.038
270,9/18/20 13:40,70.477,14.23
271,9/18/20 13:50,70.473,14.134
