TIMESTAMP,RECORD,SC_uS_per_cm,SC_1,Ct_1,Ct_2,Temp_C,CDOM_ppb_QSE,CDOM_ave_mV,CDOM_ave_ppb_QSE,CDOM_stdev_ppb_QSE,CDOM_med_ppb_QSE,Turb_NTU,Turb_ave_mV,Turb_ave_NTU,Turb_stdev_NTU,Turb_med_NTU,CDOM_mV,TURB_mV
8/13/21 18:30,10913,55.32461,61.50063,0.04403619,40.76804,8.14,13.76974,412.4922,13.64103,0.05085362,13.63272,2.606332,65.30611,2.461351,0.0927301,2.461351,413.6054,62.58502
8/13/21 18:40,10914,55.42803,61.59906,0.04411764,40.84543,8.15,13.90677,417.0685,13.79466,0.05959474,13.76974,2.38886,60.60604,2.210929,0.07797436,2.171389,417.687,58.50339
8/13/21 18:50,10915,55.54306,61.70854,0.04421959,40.94232,8.17,14.04379,419.0475,13.86109,0.09737689,13.81542,1.953918,52.56647,1.782577,0.07097688,1.736447,424.4897,51.70067
8/14/21 12:40,10916,56.77517,62.8812,0.04528006,41.95009,8.36,13.17598,394.9288,13.05142,0.05186069,13.03896,1.518975,44.77427,1.367404,0.07219023,1.373994,393.1972,43.53741
8/14/21 12:50,10917,56.73175,62.83987,0.04545458,42.11594,8.51,13.03896,392.3314,12.96422,0.05930487,12.94761,1.446485,43.53741,1.301504,0.08178022,1.301504,390.4761,42.17686
8/14/21 13:00,10918,56.69685,62.80666,0.04560934,42.26301,8.65,12.99257,390.0839,12.88877,0.07565177,12.90123,2.316189,59.61332,2.158036,0.1016606,2.171216,387.734,55.77927
8/14/21 13:10,10919,56.68473,62.79512,0.04574027,42.38743,8.75,12.71726,377.8022,12.47647,0.2220971,12.53459,1.446106,43.40705,1.294559,0.07217922,1.228668,380.8938,44.89106
8/14/21 13:20,10920,56.62911,62.74219,0.04589561,42.53506,8.9,11.98597,357.75,11.80332,0.1334894,11.80332,1.445982,43.52852,1.30103,0.06180747,1.30103,348.2281,43.52852
8/14/21 13:30,10921,56.48898,62.60881,0.046071,42.70174,9.1,12.57711,379.0691,12.519,0.05537483,12.4858,1.517961,43.64363,1.307164,0.08984026,1.300577,378.08,43.52
8/14/21 13:40,10922,56.5669,62.68298,0.04613418,42.76177,9.11,12.85017,387.0794,12.78791,0.05249675,12.75886,1.30042,42.40442,1.241138,0.0518658,1.227964,388.9338,43.51707
8/14/21 13:50,10923,56.50678,62.62576,0.04616832,42.79422,9.17,12.75793,365.542,12.06489,0.5515195,12.11884,1.372706,43.01948,1.273909,0.05588819,1.227803,384.8266,42.15415
8/14/21 14:00,10924,56.52872,62.64664,0.04627299,42.89368,9.23,14.49357,423.0527,13.99555,0.2556337,13.85444,1.8076,46.97838,1.484841,0.1962859,1.372863,428.3687,43.51682
8/14/21 14:10,10925,56.50315,62.6223,0.04634602,42.96309,9.3,14.76606,444.1506,14.70381,0.03521238,14.67476,1.300186,42.64736,1.254082,0.04657219,1.227737,443.2853,42.1529
8/14/21 14:20,10926,56.54111,62.65843,0.04634539,42.96248,9.28,14.71929,443.0049,14.66535,0.03803056,14.67365,1.4449,45.61072,1.411971,0.03607193,1.372456,443.2522,44.86908
8/14/21 14:30,10927,56.54949,62.66641,0.04632474,42.94286,9.26,14.81155,444.7642,14.72441,0.04108076,14.72026,1.662405,44.37753,1.346266,0.1167083,1.300162,444.6406,42.15247
8/14/21 14:40,10928,56.4749,62.59541,0.04637811,42.99358,9.34,15.49616,464.0449,15.37167,0.07042336,15.35922,1.372595,43.51194,1.300147,0.03089196,1.300147,463.6741,43.51194
8/14/21 14:50,10929,56.54283,62.66007,0.04643792,43.05042,9.35,15.72546,472.3587,15.65076,0.04875166,15.67981,1.517661,43.88572,1.320062,0.08226696,1.300302,470.5044,43.51485
8/14/21 15:00,10930,56.43153,62.55414,0.04646608,43.07718,9.43,15.95323,478.0309,15.84118,0.05956196,15.81628,1.372683,43.38993,1.293646,0.05741915,1.300233,477.2892,43.51355
8/14/21 15:10,10931,56.42791,62.55069,0.04648977,43.09969,9.45,15.72579,471.0086,15.60544,0.1235312,15.58884,1.300351,42.77401,1.26083,0.03607722,1.227896,474.5938,43.51576
8/14/21 15:20,10932,56.48208,62.60225,0.04640922,43.02315,9.36,16.41018,492.0134,16.31058,0.06099293,16.31888,1.300297,42.15492,1.227844,0.04369064,1.227844,488.1812,42.15492
8/14/21 15:30,10933,56.55062,62.66748,0.04637775,42.99324,9.3,16.36275,492.0844,16.31296,0.04107882,16.31711,1.517384,43.26288,1.286877,0.08066052,1.227604,492.208,42.15041
8/14/21 15:40,10934,56.54919,62.66611,0.04637676,42.99231,9.3,16.40872,492.5883,16.32988,0.04803545,16.31743,1.227647,41.78039,1.207889,0.03226478,1.227647,490.8578,42.15122
8/14/21 15:50,10935,56.57288,62.68867,0.04640618,43.02026,9.31,16.4097,491.7519,16.3018,0.05927199,16.27275,1.30023,42.8954,1.267298,0.04749539,1.30023,488.167,42.15369
8/14/21 16:00,10936,56.56779,62.68383,0.04642889,43.04184,9.33,16.40896,492.2246,16.31767,0.04767639,16.31767,1.300128,42.52267,1.247438,0.03226531,1.22768,490.8649,42.15184
8/14/21 16:10,10937,56.58199,62.69733,0.04649112,43.10097,9.37,16.31977,490.1855,16.24921,0.02992764,16.22846,1.372878,43.26984,1.287248,0.0518658,1.300422,489.5674,43.5171
8/14/21 16:20,10938,56.58677,62.70188,0.04652062,43.12901,9.39,16.31924,491.1589,16.28189,0.03803663,16.27359,1.300348,41.66135,1.201547,0.05589044,1.227894,492.2715,42.15585
8/14/21 16:30,10939,56.62251,62.7359,0.04651901,43.12748,9.37,16.36625,489.7156,16.23344,0.05315158,16.22929,1.300539,42.15931,1.228078,0.05351547,1.228078,488.232,42.15931
8/14/21 16:40,10940,56.68577,62.7961,0.04653627,43.14388,9.35,16.31767,490.9886,16.27618,0.0410799,16.27203,1.300128,42.39907,1.240853,0.02794263,1.22768,490.865,42.15184
8/14/21 16:50,10941,56.78493,62.89048,0.04657821,43.18373,9.33,16.31847,490.765,16.26867,0.04546036,16.27282,1.445141,43.0192,1.273894,0.07737324,1.227789,490.8886,44.87348
8/14/21 17:00,10942,56.88216,62.98303,0.04661979,43.22326,9.31,16.36581,491.3098,16.28696,0.03937371,16.27451,1.300477,42.89998,1.267541,0.03607923,1.228019,492.2989,43.51814
8/14/21 17:10,10943,57.00956,63.10427,0.04668311,43.28343,9.3,16.36844,491.7587,16.30203,0.04911508,16.27712,1.373315,43.40138,1.294257,0.07216975,1.300845,489.6566,44.88519
8/14/21 17:20,10944,57.08253,63.17373,0.04672274,43.32108,9.29,16.32453,491.5632,16.29546,0.02935554,16.27886,1.518522,42.54031,1.248378,0.09318056,1.228612,491.0686,42.16932
8/14/21 17:30,10945,57.19122,63.27717,0.04677255,43.36842,9.27,16.37219,492.6119,16.33067,0.0454816,16.32652,1.373855,41.80337,1.209114,0.06973833,1.156397,491.1278,42.17441
8/14/21 17:40,10946,57.26681,63.34911,0.046801,43.39545,9.25,16.41858,493.0042,16.34384,0.04471975,16.32723,1.301469,41.80518,1.20921,0.04469515,1.22898,491.149,42.17623
8/14/21 17:50,10947,57.31478,63.39477,0.04681066,43.40464,9.23,16.46442,493.0093,16.34401,0.07095153,16.3274,1.301493,41.68192,1.202643,0.04659845,1.156513,493.8751,40.81612
8/14/21 18:00,10948,57.40588,63.48147,0.04684939,43.44145,9.22,16.46449,493.506,16.36068,0.0480649,16.32747,1.229012,41.31103,1.182881,0.04659855,1.156521,495.2376,40.81628
8/14/21 18:10,10949,57.4361,63.51023,0.04685807,43.4497,9.21,16.41883,492.7643,16.33578,0.04697623,16.32748,1.229014,41.31106,1.182883,0.03487128,1.156523,492.5169,42.17686
8/14/21 18:20,10950,57.53712,63.60638,0.04688803,43.47817,9.18,16.41883,493.0116,16.34409,0.03523231,16.32748,1.301504,42.17686,1.229013,0.05353774,1.229014,492.5169,43.53741
8/14/21 18:30,10951,57.2163,63.30104,0.04654977,43.15672,9.09,16.28181,488.0642,16.178,0.05539693,16.14478,2.171389,55.53493,1.940738,0.1304761,1.881428,489.7958,55.7823
8/14/21 18:40,10952,57.30288,63.38344,0.04660897,43.21297,9.09,16.4645,494.2485,16.38561,0.0393913,16.37315,1.301504,42.91898,1.268554,0.03609508,1.229014,493.8775,43.53741
8/14/21 18:50,10953,57.22758,63.31177,0.04651794,43.12647,9.06,16.6472,496.9696,16.47696,0.0677198,16.4645,1.373994,43.29004,1.288324,0.04167901,1.301504,496.5985,42.17686
8/15/21 14:30,10954,56.78757,62.89299,0.04627343,42.8941,9.1,16.00776,480.0246,15.90811,0.05445516,15.87074,1.084033,38.21892,1.018132,0.05745063,1.011542,478.9115,39.45578
