TIMESTAMP,RECORD,SC_uS_per_cm,SC_1,Ct_1,Ct_2,Temp_C,CDOM_ppb_QSE,CDOM_ave_mV,CDOM_ave_ppb_QSE,CDOM_stdev_ppb_QSE,CDOM_med_ppb_QSE,Turb_NTU,Turb_ave_mV,Turb_ave_NTU,Turb_stdev_NTU,Turb_med_NTU,CDOM_mV,TURB_mV
5/14/21 11:30,0,61.86061,67.72124,0.03793123,34.96642,0.816,24.32041,727.149,24.20415,0.06565248,24.18339,6.95576,146.6914,6.797598,0.1630286,6.810779,729.2517,149.6599
5/14/21 11:40,1,61.9836,67.83829,0.03791099,34.9472,0.758,24.36608,727.7675,24.22491,0.1159641,24.22906,9.637906,197.0315,9.479745,0.09685329,9.420435,722.449,194.5578
5/14/21 11:50,2,61.81474,67.67758,0.03785039,34.8896,0.776,24.27474,727.6438,24.22076,0.04275009,24.22906,9.275454,191.713,9.196373,0.04842652,9.202963,727.8912,193.1973
5/14/21 12:00,3,61.85532,67.71621,0.03783016,34.87038,0.747,24.27474,727.2727,24.2083,0.02994313,24.18339,9.130473,189.363,9.071162,0.04167922,9.057982,729.2517,189.1156
5/14/21 12:10,4,61.82952,67.69166,0.03783016,34.87038,0.757,24.27474,725.9122,24.16263,0.0656525,24.13771,19.42412,377.7365,19.10779,0.1522855,19.06166,723.8095,375.5102
5/14/21 12:20,5,61.77427,67.63907,0.03791099,34.9472,0.834,24.23072,726.9511,24.1975,0.02816297,24.18505,22.7603,441.7122,22.51645,0.2234943,22.6153,726.5801,436.7644
5/14/21 12:30,6,61.90795,67.7663,0.03787062,34.90883,0.757,24.27528,727.0415,24.20054,0.03523311,24.18393,17.97473,353.6257,17.82315,0.1090876,17.82974,727.9073,353.7494
5/14/21 12:40,7,61.89494,67.75392,0.03789076,34.92797,0.776,24.41191,729.7509,24.29149,0.05252109,24.27489,14.92981,297.3426,14.82436,0.09950774,14.85732,730.6167,299.3216
5/14/21 12:50,8,61.89124,67.7504,0.03801199,35.04317,0.862,24.32046,729.0059,24.26648,0.03269443,24.27479,15.79963,307.6073,15.37128,0.1648836,15.36469,729.2532,308.8442
5/14/21 13:00,9,61.72003,67.58745,0.03799184,35.02403,0.91,24.5488,734.9418,24.46575,0.05085361,24.45745,13.26244,266.5432,13.18336,0.05745079,13.18995,733.3339,265.3063
5/14/21 13:10,10,61.59761,67.47093,0.03813323,35.15839,1.054,24.50312,728.2626,24.24153,0.2329662,24.27475,13.91485,273.8406,13.57217,0.2273321,13.40742,712.9255,269.3879
5/14/21 13:20,11,61.7533,67.61912,0.03814331,35.16797,1.004,24.64014,732.2205,24.3744,0.1876302,24.27475,14.20481,283.117,14.06642,0.05745032,14.05983,725.1705,281.6328
5/14/21 13:30,12,61.77521,67.63996,0.03808277,35.11044,0.954,24.68581,738.8995,24.59862,0.06297033,24.59447,13.18995,263.2036,13.00542,0.1129961,12.97247,738.7759,261.2246
5/14/21 13:40,13,61.797,67.6607,0.03798168,35.01437,0.875,24.77716,742.7338,24.72733,0.02348796,24.73149,11.66765,236.4874,11.58197,0.06039893,11.52266,741.497,238.0954
5/14/21 13:50,14,61.88026,67.73994,0.0379413,34.976,0.816,24.86851,744.0944,24.77301,0.0765618,24.77716,10.14534,206.6791,9.993773,0.09994297,10.00036,742.8575,204.0817
5/14/21 14:00,15,61.82445,67.68683,0.03787062,34.90883,0.787,24.86851,745.5786,24.82283,0.02754208,24.82283,10.5078,205.566,9.934463,0.2060904,9.855383,744.2181,205.4423
5/14/21 14:10,16,61.76043,67.6259,0.03781001,34.85123,0.768,24.91418,746.0733,24.83944,0.04472032,24.82283,10.36282,211.2555,10.23761,0.06251865,10.21784,745.5786,212.245
5/14/21 14:20,17,61.74968,67.61567,0.03777971,34.82244,0.75,25.00553,749.0418,24.93909,0.0451048,24.95986,10.43531,211.7502,10.26397,0.06389278,10.21784,749.6603,210.8845
5/14/21 14:30,18,61.68303,67.55223,0.03774941,34.79364,0.753,24.95986,748.6707,24.92664,0.03939215,24.91418,9.420441,195.1763,9.380899,0.04752181,9.34795,749.6603,193.1974
5/14/21 14:40,19,61.66281,67.53299,0.03772919,34.77442,0.746,25.0986,750.5771,24.99063,0.06242509,24.96157,8.551205,179.233,8.531433,0.0322867,8.551205,751.0718,179.6041
5/14/21 14:50,20,61.63899,67.51032,0.03771912,34.76485,0.748,25.14664,753.3687,25.08435,0.02936486,25.05528,10.87217,199.0427,9.586904,0.7784763,9.132117,753.8636,185.064
5/14/21 15:00,21,61.57629,67.45065,0.03772919,34.77442,0.778,25.05751,750.2184,24.97859,0.05187343,24.96614,7.465313,157.7389,7.386212,0.0484388,7.392805,747.1255,156.5017
5/14/21 15:10,22,61.6272,67.49909,0.03776956,34.81279,0.788,24.82754,744.3578,24.78185,0.02754783,24.78185,6.739749,144.7397,6.69361,0.04660724,6.667245,744.3578,145.6057
