sample,datetime,wtemp_a_1,wtrhgt_2,wtrhgt_3
2424,3/18/22 7:50,0.1,55,55
2425,3/18/22 8:00,0.1,56,56
2426,3/18/22 8:10,0.1,56,56
2427,3/18/22 8:20,0.1,56,55
2428,3/18/22 8:30,0.1,55,55
2429,3/18/22 8:40,0.1,55,56
2430,3/18/22 8:50,0.1,55,55
2431,3/18/22 9:00,0.1,55,55
2432,3/18/22 9:10,0.1,56,55
2433,3/18/22 9:20,0.1,56,55
2434,3/18/22 9:30,0.1,55,55
2435,3/18/22 9:40,0.1,56,55
2436,3/18/22 9:50,0.1,55,55
2437,3/18/22 10:00,0.2,56,56
2438,3/18/22 10:10,0.2,56,56
2439,3/18/22 10:20,0.2,55,55
2440,3/18/22 10:30,0.2,55,55
2441,3/18/22 10:40,0.2,55,55
2442,3/18/22 10:50,0.2,55,55
2443,3/18/22 11:00,0.2,55,55
2444,3/18/22 11:10,0.2,55,55
2445,3/18/22 11:20,0.2,56,55
2446,3/18/22 11:30,0.2,55,55
2447,3/18/22 11:40,0.3,55,55
2448,3/18/22 11:50,0.3,55,55
2449,3/18/22 12:00,0.3,55,55
2450,3/18/22 12:10,0.3,55,55
2451,3/18/22 12:20,0.3,55,55
2452,3/18/22 12:30,0.3,55,55
2453,3/18/22 12:40,0.4,55,55
2454,3/18/22 12:50,0.4,55,55
2455,3/18/22 13:00,0.4,55,55
2456,3/18/22 13:10,0.4,55,55
2457,3/18/22 13:20,0.4,55,55
2458,3/18/22 13:30,0.4,55,55
2459,3/18/22 13:40,0.4,55,55
2460,3/18/22 13:50,0.4,55,55
2461,3/18/22 14:00,0.5,55,55
2462,3/18/22 14:10,0.5,55,55
2463,3/18/22 14:20,0.5,55,55
2464,3/18/22 14:30,0.5,56,55
2465,3/18/22 14:40,0.5,55,55
2466,3/18/22 14:50,0.5,55,55
2467,3/18/22 15:00,0.5,55,55
2468,3/18/22 15:10,0.5,55,55
2469,3/18/22 15:20,0.5,55,55
2470,3/18/22 15:30,0.5,55,55
2471,3/18/22 15:40,0.5,55,55
2472,3/18/22 15:50,0.5,55,55
2473,3/18/22 16:00,0.6,55,55
2474,3/18/22 16:10,0.6,56,55
2475,3/18/22 16:20,0.6,55,55
2476,3/18/22 16:30,0.6,55,55
2477,3/18/22 16:40,0.6,55,55
2478,3/18/22 16:50,0.6,55,55
2479,3/18/22 17:00,0.6,55,55
2480,3/18/22 17:10,0.6,55,55
2481,3/18/22 17:20,0.6,55,55
2482,3/18/22 17:30,0.6,55,55
2483,3/18/22 17:40,0.6,55,55
2484,3/18/22 17:50,0.6,55,55
2485,3/18/22 18:00,0.6,55,56
2486,3/18/22 18:10,0.6,56,55
2487,3/18/22 18:20,0.6,56,56
2488,3/18/22 18:30,0.6,56,55
2489,3/18/22 18:40,0.6,56,55
2490,3/18/22 18:50,0.6,55,55
2491,3/18/22 19:00,0.6,56,55
2492,3/18/22 19:10,0.6,56,55
2493,3/18/22 19:20,0.6,55,55
2494,3/18/22 19:30,0.6,55,55
2495,3/18/22 19:40,0.6,55,55
2496,3/18/22 19:50,0.6,56,55
2497,3/18/22 20:00,0.6,56,56
2498,3/18/22 20:10,0.6,56,55
2499,3/18/22 20:20,0.6,55,56
2500,3/18/22 20:30,0.5,56,55
2501,3/18/22 20:40,0.5,56,56
2502,3/18/22 20:50,0.5,56,55
2503,3/18/22 21:00,0.5,56,55
2504,3/18/22 21:10,0.5,55,56
2505,3/18/22 21:20,0.5,55,55
2506,3/18/22 21:30,0.5,55,55
2507,3/18/22 21:40,0.5,56,56
2508,3/18/22 21:50,0.5,55,56
2509,3/18/22 22:00,0.5,55,56
2510,3/18/22 22:10,0.5,56,55
2511,3/18/22 22:20,0.5,56,56
2512,3/18/22 22:30,0.5,55,55
2513,3/18/22 22:40,0.4,56,56
2514,3/18/22 22:50,0.4,55,56
2515,3/18/22 23:00,0.4,56,56
2516,3/18/22 23:10,0.4,56,56
2517,3/18/22 23:20,0.4,56,56
2518,3/18/22 23:30,0.4,56,56
2519,3/18/22 23:40,0.4,56,56
2520,3/18/22 23:50,0.4,56,56
2521,3/18/22 0:00,0.4,56,56
2522,3/19/22 0:10,0.4,56,56
2523,3/19/22 0:20,0.4,56,56
2524,3/19/22 0:30,0.3,56,56
2525,3/19/22 0:40,0.3,55,56
2526,3/19/22 0:50,0.3,55,56
2527,3/19/22 1:00,0.3,56,56
2528,3/19/22 1:10,0.3,56,56
2529,3/19/22 1:20,0.3,56,56
2530,3/19/22 1:30,0.3,56,56
2531,3/19/22 1:40,0.3,55,55
2532,3/19/22 1:50,0.3,55,56
2533,3/19/22 2:00,0.3,56,56
2534,3/19/22 2:10,0.3,55,56
2535,3/19/22 2:20,0.3,56,56
2536,3/19/22 2:30,0.3,55,56
2537,3/19/22 2:40,0.3,56,56
2538,3/19/22 2:50,0.3,55,56
2539,3/19/22 3:00,0.3,56,56
2540,3/19/22 3:10,0.3,56,55
2541,3/19/22 3:20,0.3,56,56
2542,3/19/22 3:30,0.3,56,56
2543,3/19/22 3:40,0.2,56,56
2544,3/19/22 3:50,0.2,55,56
2545,3/19/22 4:00,0.2,56,56
2546,3/19/22 4:10,0.2,56,56
2547,3/19/22 4:20,0.2,55,56
2548,3/19/22 4:30,0.2,56,56
2549,3/19/22 4:40,0.2,56,56
2550,3/19/22 4:50,0.2,56,55
2551,3/19/22 5:00,0.2,56,55
2552,3/19/22 5:10,0.2,56,55
2553,3/19/22 5:20,0.2,55,55
2554,3/19/22 5:30,0.2,56,56
2555,3/19/22 5:40,0.2,56,55
2556,3/19/22 5:50,0.2,55,56
2557,3/19/22 6:00,0.2,56,56
2558,3/19/22 6:10,0.2,55,55
2559,3/19/22 6:20,0.2,55,55
2560,3/19/22 6:30,0.2,55,55
2561,3/19/22 6:40,0.2,56,56
2562,3/19/22 6:50,0.2,55,55
2563,3/19/22 7:00,0.2,55,55
2564,3/19/22 7:10,0.2,55,55
2565,3/19/22 7:20,0.2,56,55
2566,3/19/22 7:30,0.2,55,56
2567,3/19/22 7:40,0.2,55,55
2568,3/19/22 7:50,0.2,55,55
2569,3/19/22 8:00,0.1,56,55
2570,3/19/22 8:10,0.1,55,55
2571,3/19/22 8:20,0.1,55,55
2572,3/19/22 8:30,0.1,55,55
2573,3/19/22 8:40,0.2,56,55
2574,3/19/22 8:50,0.2,55,55
2575,3/19/22 9:00,0.2,55,55
2576,3/19/22 9:10,0.2,55,55
2577,3/19/22 9:20,0.2,55,55
2578,3/19/22 9:30,0.2,55,55
2579,3/19/22 9:40,0.2,55,55
2580,3/19/22 9:50,0.2,56,55
2581,3/19/22 10:00,0.2,55,55
2582,3/19/22 10:10,0.2,56,55
2583,3/19/22 10:20,0.2,55,55
2584,3/19/22 10:30,0.2,55,55
2585,3/19/22 10:40,0.2,55,55
2586,3/19/22 10:50,0.3,55,55
2587,3/19/22 11:00,0.3,55,55
2588,3/19/22 11:10,0.3,56,55
2589,3/19/22 11:20,0.3,55,55
2590,3/19/22 11:30,0.3,55,55
2591,3/19/22 11:40,0.3,55,55
2592,3/19/22 11:50,0.3,55,55
2593,3/19/22 12:00,0.4,55,55
2594,3/19/22 12:10,0.4,55,55
2595,3/19/22 12:20,0.4,55,55
2596,3/19/22 12:30,0.4,55,55
2597,3/19/22 12:40,0.4,55,55
2598,3/19/22 12:50,0.5,55,55
2599,3/19/22 13:00,0.5,55,55
2600,3/19/22 13:10,0.5,55,55
2601,3/19/22 13:20,0.5,55,55
2602,3/19/22 13:30,0.5,55,55
2603,3/19/22 13:40,0.5,55,55
2604,3/19/22 13:50,0.5,55,55
2605,3/19/22 14:00,0.5,55,55
2606,3/19/22 14:10,0.6,55,55
2607,3/19/22 14:20,0.6,55,55
2608,3/19/22 14:30,0.6,55,55
2609,3/19/22 14:40,0.6,55,55
2610,3/19/22 14:50,0.6,55,55
2611,3/19/22 15:00,0.6,55,55
2612,3/19/22 15:10,0.6,55,55
2613,3/19/22 15:20,0.6,55,55
2614,3/19/22 15:30,0.6,55,55
2615,3/19/22 15:40,0.6,55,55
2616,3/19/22 15:50,0.7,55,55
2617,3/19/22 16:00,0.7,55,55
2618,3/19/22 16:10,0.7,55,55
2619,3/19/22 16:20,0.7,55,55
2620,3/19/22 16:30,0.7,56,55
2621,3/19/22 16:40,0.7,55,55
2622,3/19/22 16:50,0.7,55,55
2623,3/19/22 17:00,0.7,55,55
2624,3/19/22 17:10,0.7,56,55
2625,3/19/22 17:20,0.7,55,55
2626,3/19/22 17:30,0.7,55,55
2627,3/19/22 17:40,0.7,56,55
2628,3/19/22 17:50,0.7,55,55
2629,3/19/22 18:00,0.7,56,55
2630,3/19/22 18:10,0.7,55,55
2631,3/19/22 18:20,0.7,55,55
2632,3/19/22 18:30,0.8,55,55
2633,3/19/22 18:40,0.8,55,55
2634,3/19/22 18:50,0.8,55,55
2635,3/19/22 19:00,0.8,55,55
2636,3/19/22 19:10,0.8,55,55
2637,3/19/22 19:20,0.8,55,55
2638,3/19/22 19:30,0.8,56,55
2639,3/19/22 19:40,0.8,55,55
2640,3/19/22 19:50,0.8,55,55
2641,3/19/22 20:00,0.8,55,55
2642,3/19/22 20:10,0.8,55,55
2643,3/19/22 20:20,0.8,55,55
2644,3/19/22 20:30,0.8,55,55
2645,3/19/22 20:40,0.8,55,55
2646,3/19/22 20:50,0.8,55,55
2647,3/19/22 21:00,0.8,55,55
2648,3/19/22 21:10,0.7,55,55
2649,3/19/22 21:20,0.7,55,55
2650,3/19/22 21:30,0.7,55,55
2651,3/19/22 21:40,0.7,56,55
2652,3/19/22 21:50,0.7,56,55
2653,3/19/22 22:00,0.7,55,56
2654,3/19/22 22:10,0.7,55,55
2655,3/19/22 22:20,0.7,56,55
2656,3/19/22 22:30,0.7,55,55
2657,3/19/22 22:40,0.7,56,55
2658,3/19/22 22:50,0.7,55,55
2659,3/19/22 23:00,0.7,56,55
2660,3/19/22 23:10,0.7,55,55
2661,3/19/22 23:20,0.7,55,55
2662,3/19/22 23:30,0.7,55,55
2663,3/19/22 23:40,0.7,56,55
2664,3/19/22 23:50,0.7,56,55
2665,3/19/22 0:00,0.7,55,55
2666,3/20/22 0:10,0.7,56,55
2667,3/20/22 0:20,0.6,56,55
2668,3/20/22 0:30,0.6,55,55
2669,3/20/22 0:40,0.6,55,55
2670,3/20/22 0:50,0.6,55,55
2671,3/20/22 1:00,0.6,55,55
2672,3/20/22 1:10,0.6,56,55
2673,3/20/22 1:20,0.6,55,55
2674,3/20/22 1:30,0.6,55,55
2675,3/20/22 1:40,0.6,55,55
2676,3/20/22 1:50,0.6,56,55
2677,3/20/22 2:00,0.6,55,55
2678,3/20/22 2:10,0.6,55,55
2679,3/20/22 2:20,0.6,55,55
2680,3/20/22 2:30,0.6,56,55
2681,3/20/22 2:40,0.6,55,55
2682,3/20/22 2:50,0.6,55,55
2683,3/20/22 3:00,0.6,55,55
2684,3/20/22 3:10,0.6,55,55
2685,3/20/22 3:20,0.6,56,55
2686,3/20/22 3:30,0.6,56,55
2687,3/20/22 3:40,0.6,56,55
2688,3/20/22 3:50,0.6,56,55
2689,3/20/22 4:00,0.5,56,55
2690,3/20/22 4:10,0.5,55,55
2691,3/20/22 4:20,0.5,56,55
2692,3/20/22 4:30,0.5,55,55
2693,3/20/22 4:40,0.5,56,56
2694,3/20/22 4:50,0.5,56,56
2695,3/20/22 5:00,0.5,56,56
2696,3/20/22 5:10,0.5,56,56
2697,3/20/22 5:20,0.5,55,55
2698,3/20/22 5:30,0.5,55,55
2699,3/20/22 5:40,0.5,55,56
2700,3/20/22 5:50,0.5,56,56
2701,3/20/22 6:00,0.5,56,56
2702,3/20/22 6:10,0.5,56,56
2703,3/20/22 6:20,0.5,55,55
2704,3/20/22 6:30,0.5,56,56
2705,3/20/22 6:40,0.5,55,56
2706,3/20/22 6:50,0.5,56,55
2707,3/20/22 7:00,0.5,56,56
2708,3/20/22 7:10,0.5,55,56
2709,3/20/22 7:20,0.5,56,55
2710,3/20/22 7:30,0.5,56,56
2711,3/20/22 7:40,0.5,56,55
2712,3/20/22 7:50,0.5,56,56
2713,3/20/22 8:00,0.5,56,55
2714,3/20/22 8:10,0.5,55,55
2715,3/20/22 8:20,0.5,56,55
2716,3/20/22 8:30,0.5,55,55
2717,3/20/22 8:40,0.5,55,55
2718,3/20/22 8:50,0.5,55,55
2719,3/20/22 9:00,0.5,55,55
2720,3/20/22 9:10,0.5,55,55
2721,3/20/22 9:20,0.5,55,55
2722,3/20/22 9:30,0.5,56,56
2723,3/20/22 9:40,0.5,56,56
2724,3/20/22 9:50,0.5,56,55
2725,3/20/22 10:00,0.5,56,55
2726,3/20/22 10:10,0.6,56,56
2727,3/20/22 10:20,0.6,55,55
2728,3/20/22 10:30,0.6,55,55
2729,3/20/22 10:40,0.6,55,55
2730,3/20/22 10:50,0.6,55,55
2731,3/20/22 11:00,0.6,55,55
2732,3/20/22 11:10,0.6,55,55
2733,3/20/22 11:20,0.6,56,55
2734,3/20/22 11:30,0.7,55,55
2735,3/20/22 11:40,0.7,55,55
2736,3/20/22 11:50,0.7,55,55
2737,3/20/22 12:00,0.7,55,55
2738,3/20/22 12:10,0.7,55,55
2739,3/20/22 12:20,0.7,55,55
2740,3/20/22 12:30,0.7,55,55
2741,3/20/22 12:40,0.6,55,55
2742,3/20/22 12:50,0.7,55,55
2743,3/20/22 13:00,0.7,55,55
2744,3/20/22 13:10,0.8,55,55
2745,3/20/22 13:20,0.8,55,55
2746,3/20/22 13:30,0.8,55,55
2747,3/20/22 13:40,0.8,55,55
2748,3/20/22 13:50,0.8,55,55
2749,3/20/22 14:00,0.8,55,55
2750,3/20/22 14:10,0.8,55,55
2751,3/20/22 14:20,0.8,55,55
2752,3/20/22 14:30,0.8,55,55
2753,3/20/22 14:40,0.8,55,55
2754,3/20/22 14:50,0.8,56,55
2755,3/20/22 15:00,0.9,55,55
2756,3/20/22 15:10,0.9,55,55
2757,3/20/22 15:20,0.9,55,55
2758,3/20/22 15:30,0.9,55,55
2759,3/20/22 15:40,0.9,55,55
2760,3/20/22 15:50,0.9,56,55
2761,3/20/22 16:00,0.9,56,55
2762,3/20/22 16:10,0.9,56,55
2763,3/20/22 16:20,0.9,55,55
2764,3/20/22 16:30,0.9,55,55
2765,3/20/22 16:40,0.9,55,55
2766,3/20/22 16:50,0.9,55,55
2767,3/20/22 17:00,0.9,55,55
2768,3/20/22 17:10,0.9,55,55
2769,3/20/22 17:20,0.9,55,55
2770,3/20/22 17:30,0.9,55,55
2771,3/20/22 17:40,0.9,55,55
2772,3/20/22 17:50,0.9,55,55
2773,3/20/22 18:00,0.9,55,55
2774,3/20/22 18:10,0.9,55,55
2775,3/20/22 18:20,0.9,56,55
2776,3/20/22 18:30,0.9,55,56
2777,3/20/22 18:40,0.9,55,55
2778,3/20/22 18:50,0.9,56,55
2779,3/20/22 19:00,0.9,55,55
2780,3/20/22 19:10,0.9,56,55
2781,3/20/22 19:20,0.9,55,55
2782,3/20/22 19:30,0.9,56,56
2783,3/20/22 19:40,0.9,56,55
2784,3/20/22 19:50,0.9,56,55
2785,3/20/22 20:00,0.9,55,55
2786,3/20/22 20:10,0.9,56,56
2787,3/20/22 20:20,0.9,56,55
2788,3/20/22 20:30,0.9,55,56
2789,3/20/22 20:40,0.9,55,55
2790,3/20/22 20:50,0.9,56,55
2791,3/20/22 21:00,0.9,55,55
2792,3/20/22 21:10,0.9,55,56
2793,3/20/22 21:20,0.9,55,55
2794,3/20/22 21:30,0.9,55,56
2795,3/20/22 21:40,0.9,56,55
2796,3/20/22 21:50,0.9,56,56
2797,3/20/22 22:00,0.9,55,55
2798,3/20/22 22:10,0.9,55,56
2799,3/20/22 22:20,0.9,56,56
2800,3/20/22 22:30,0.9,55,56
2801,3/20/22 22:40,0.9,55,55
2802,3/20/22 22:50,0.9,56,56
2803,3/20/22 23:00,0.9,56,56
2804,3/20/22 23:10,0.9,56,56
2805,3/20/22 23:20,0.9,55,56
2806,3/20/22 23:30,0.9,55,56
2807,3/20/22 23:40,0.9,56,56
2808,3/20/22 23:50,0.9,55,55
2809,3/20/22 0:00,0.9,55,55
2810,3/21/22 0:10,0.9,55,55
2811,3/21/22 0:20,0.9,56,56
2812,3/21/22 0:30,0.9,55,56
2813,3/21/22 0:40,0.9,55,56
2814,3/21/22 0:50,0.9,56,56
2815,3/21/22 1:00,0.9,55,55
2816,3/21/22 1:10,0.9,56,56
2817,3/21/22 1:20,0.9,55,55
2818,3/21/22 1:30,0.9,56,55
2819,3/21/22 1:40,0.9,55,56
2820,3/21/22 1:50,0.9,56,56
2821,3/21/22 2:00,0.9,56,56
2822,3/21/22 2:10,0.9,55,56
2823,3/21/22 2:20,0.9,56,56
2824,3/21/22 2:30,0.9,55,56
2825,3/21/22 2:40,0.9,55,56
2826,3/21/22 2:50,0.9,55,56
2827,3/21/22 3:00,0.9,56,56
2828,3/21/22 3:10,0.9,56,56
2829,3/21/22 3:20,0.9,55,55
2830,3/21/22 3:30,0.9,56,56
2831,3/21/22 3:40,0.9,56,56
2832,3/21/22 3:50,0.9,55,56
2833,3/21/22 4:00,0.9,56,56
2834,3/21/22 4:10,0.9,56,56
2835,3/21/22 4:20,0.9,55,56
2836,3/21/22 4:30,0.9,55,56
2837,3/21/22 4:40,0.9,56,56
2838,3/21/22 4:50,0.9,56,56
2839,3/21/22 5:00,0.9,56,56
2840,3/21/22 5:10,0.9,56,56
2841,3/21/22 5:20,0.9,55,56
2842,3/21/22 5:30,0.9,56,56
2843,3/21/22 5:40,0.9,55,56
2844,3/21/22 5:50,0.9,56,56
2845,3/21/22 6:00,0.9,56,56
2846,3/21/22 6:10,0.9,56,56
2847,3/21/22 6:20,0.9,56,56
2848,3/21/22 6:30,0.9,55,56
2849,3/21/22 6:40,0.9,56,56
2850,3/21/22 6:50,0.9,56,56
2851,3/21/22 7:00,0.9,55,56
2852,3/21/22 7:10,0.9,55,56
2853,3/21/22 7:20,0.9,56,56
2854,3/21/22 7:30,0.9,56,56
2855,3/21/22 7:40,0.9,55,56
2856,3/21/22 7:50,0.9,56,56
2857,3/21/22 8:00,0.9,56,56
2858,3/21/22 8:10,0.9,55,56
2859,3/21/22 8:20,0.9,56,56
2860,3/21/22 8:30,0.9,56,56
2861,3/21/22 8:40,0.9,56,56
2862,3/21/22 8:50,0.9,56,56
2863,3/21/22 9:00,0.9,55,56
2864,3/21/22 9:10,0.9,55,56
2865,3/21/22 9:20,0.9,56,56
2866,3/21/22 9:30,0.9,56,56
2867,3/21/22 9:40,0.9,56,56
2868,3/21/22 9:50,0.9,56,56
2869,3/21/22 10:00,0.9,56,56
2870,3/21/22 10:10,0.9,56,56
2871,3/21/22 10:20,0.9,56,56
2872,3/21/22 10:30,0.9,56,56
2873,3/21/22 10:40,0.9,56,56
2874,3/21/22 10:50,0.9,56,56
2875,3/21/22 11:00,0.9,56,56
2876,3/21/22 11:10,0.9,56,56
2877,3/21/22 11:20,0.9,56,56
2878,3/21/22 11:30,0.9,56,56
2879,3/21/22 11:40,0.9,56,56
2880,3/21/22 11:50,0.9,56,56
2881,3/21/22 12:00,0.9,56,56
2882,3/21/22 12:10,0.9,56,56
2883,3/21/22 12:20,0.9,56,56
2884,3/21/22 12:30,0.9,56,56
2885,3/21/22 12:40,0.9,56,56
2886,3/21/22 12:50,0.9,56,56
2887,3/21/22 13:00,0.9,55,56
2888,3/21/22 13:10,0.9,56,56
2889,3/21/22 13:20,0.9,56,56
2890,3/21/22 13:30,0.9,56,56
2891,3/21/22 13:40,0.9,56,56
2892,3/21/22 13:50,0.9,56,56
2893,3/21/22 14:00,0.9,56,56
2894,3/21/22 14:10,0.9,56,56
2895,3/21/22 14:20,0.9,56,56
2896,3/21/22 14:30,1,56,56
2897,3/21/22 14:40,1,56,56
2898,3/21/22 14:50,1,56,56
2899,3/21/22 15:00,1,56,56
2900,3/21/22 15:10,1,56,56
2901,3/21/22 15:20,1,56,56
2902,3/21/22 15:30,1,56,56
2903,3/21/22 15:40,1,56,56
2904,3/21/22 15:50,1,56,56
2905,3/21/22 16:00,1,56,56
2906,3/21/22 16:10,1,56,56
2907,3/21/22 16:20,1,56,56
2908,3/21/22 16:30,1,55,56
2909,3/21/22 16:40,1,56,56
2910,3/21/22 16:50,1,56,56
2911,3/21/22 17:00,1,56,56
2912,3/21/22 17:10,0.9,56,56
2913,3/21/22 17:20,0.9,56,56
2914,3/21/22 17:30,0.9,56,56
2915,3/21/22 17:40,0.9,56,56
2916,3/21/22 17:50,0.9,56,56
2917,3/21/22 18:00,0.9,56,56
2918,3/21/22 18:10,0.9,56,56
2919,3/21/22 18:20,0.9,56,56
2920,3/21/22 18:30,0.9,56,56
2921,3/21/22 18:40,0.9,56,56
2922,3/21/22 18:50,0.9,56,56
2923,3/21/22 19:00,0.9,56,56
2924,3/21/22 19:10,0.9,56,56
2925,3/21/22 19:20,0.9,56,56
2926,3/21/22 19:30,0.9,56,56
2927,3/21/22 19:40,0.9,56,56
2928,3/21/22 19:50,0.9,56,56
2929,3/21/22 20:00,0.9,56,56
2930,3/21/22 20:10,0.9,56,56
2931,3/21/22 20:20,0.9,56,56
2932,3/21/22 20:30,0.8,56,56
2933,3/21/22 20:40,0.8,56,56
2934,3/21/22 20:50,0.8,56,56
2935,3/21/22 21:00,0.8,56,56
2936,3/21/22 21:10,0.8,56,56
2937,3/21/22 21:20,0.8,56,56
2938,3/21/22 21:30,0.8,55,56
2939,3/21/22 21:40,0.8,56,56
2940,3/21/22 21:50,0.8,56,56
2941,3/21/22 22:00,0.8,56,56
2942,3/21/22 22:10,0.8,56,56
2943,3/21/22 22:20,0.8,56,56
2944,3/21/22 22:30,0.7,56,56
2945,3/21/22 22:40,0.7,56,56
2946,3/21/22 22:50,0.7,56,56
2947,3/21/22 23:00,0.7,56,56
2948,3/21/22 23:10,0.7,56,56
2949,3/21/22 23:20,0.7,56,56
2950,3/21/22 23:30,0.7,56,56
2951,3/21/22 23:40,0.7,56,56
2952,3/21/22 23:50,0.7,56,56
2953,3/21/22 0:00,0.7,56,56
2954,3/22/22 0:10,0.6,56,56
2955,3/22/22 0:20,0.6,55,56
2956,3/22/22 0:30,0.6,56,56
2957,3/22/22 0:40,0.6,56,56
2958,3/22/22 0:50,0.6,56,56
2959,3/22/22 1:00,0.6,56,56
2960,3/22/22 1:10,0.6,56,56
2961,3/22/22 1:20,0.5,56,56
2962,3/22/22 1:30,0.5,56,56
2963,3/22/22 1:40,0.5,56,56
2964,3/22/22 1:50,0.5,56,56
2965,3/22/22 2:00,0.5,56,56
2966,3/22/22 2:10,0.5,56,56
2967,3/22/22 2:20,0.5,56,56
2968,3/22/22 2:30,0.5,56,56
2969,3/22/22 2:40,0.5,56,56
2970,3/22/22 2:50,0.4,56,56
2971,3/22/22 3:00,0.4,56,56
2972,3/22/22 3:10,0.4,56,56
2973,3/22/22 3:20,0.4,56,56
2974,3/22/22 3:30,0.4,56,56
2975,3/22/22 3:40,0.4,56,56
2976,3/22/22 3:50,0.4,56,56
2977,3/22/22 4:00,0.4,56,56
2978,3/22/22 4:10,0.4,56,56
2979,3/22/22 4:20,0.3,56,56
2980,3/22/22 4:30,0.3,56,56
2981,3/22/22 4:40,0.3,56,56
2982,3/22/22 4:50,0.3,56,56
