sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4
8944,30/06/2021 10:30:00,7.8,14.6,-51,-51
8945,30/06/2021 10:40:00,7.8,15.5,-51,-51
8946,30/06/2021 10:50:00,7.8,16.1,-51,-51
8947,30/06/2021 11:00:00,7.8,16.2,-51,-51
8948,30/06/2021 11:10:00,7.8,15.7,-51,-51
8949,30/06/2021 11:20:00,7.8,15.2,-51,-51
8950,30/06/2021 11:30:00,7.8,14.8,-51,-51
8951,30/06/2021 11:40:00,7.8,15.0,-51,-51
8952,30/06/2021 11:50:00,7.8,15.6,-50,-51
8953,30/06/2021 12:00:00,7.8,16.0,-51,-51
8954,30/06/2021 12:10:00,7.8,16.1,-51,-51
8955,30/06/2021 12:20:00,7.8,16.7,-51,-51
8956,30/06/2021 12:30:00,7.8,18.3,-51,-51
8957,30/06/2021 12:40:00,7.8,19.5,-51,-51
8958,30/06/2021 12:50:00,7.8,20.7,-51,-51
8959,30/06/2021 13:00:00,7.8,21.2,-51,-51
8960,30/06/2021 13:10:00,7.8,20.7,-51,-51
8961,30/06/2021 13:20:00,7.8,20.4,-51,-51
8962,30/06/2021 13:30:00,7.8,20.8,-51,-51
8963,30/06/2021 13:40:00,7.8,21.3,-51,-51
8964,30/06/2021 13:50:00,7.8,21.8,-51,-51
8965,30/06/2021 14:00:00,7.8,22.0,-51,-51
8966,30/06/2021 14:10:00,7.8,21.7,-51,-51
8967,30/06/2021 14:20:00,7.8,20.8,-51,-51
8968,30/06/2021 14:30:00,7.8,20.2,-51,-51
8969,30/06/2021 14:40:00,7.8,19.5,-51,-51
8970,30/06/2021 14:50:00,7.8,18.8,-51,-51
8971,30/06/2021 15:00:00,7.8,18.2,-51,-51
8972,30/06/2021 15:10:00,7.8,17.0,-51,-51
8973,30/06/2021 15:20:00,7.8,15.5,-51,-51
8974,30/06/2021 15:30:00,7.8,14.3,-51,-51
8975,30/06/2021 15:40:00,7.8,13.5,-51,-51
8976,30/06/2021 15:50:00,7.8,13.3,-51,-51
8977,30/06/2021 16:00:00,7.8,13.7,-51,-51
8978,30/06/2021 16:10:00,7.8,14.2,-51,-51
8979,30/06/2021 16:20:00,7.8,14.4,-51,-51
8980,30/06/2021 16:30:00,7.8,14.3,-51,-51
8981,30/06/2021 16:40:00,7.8,14.4,-51,-51
8982,30/06/2021 16:50:00,7.8,14.3,-51,-51
8983,30/06/2021 17:00:00,7.8,14.1,-51,-51
8984,30/06/2021 17:10:00,7.8,14.1,-51,-51
8985,30/06/2021 17:20:00,7.8,14.4,-51,-51
8986,30/06/2021 17:30:00,7.8,14.8,-51,-51
8987,30/06/2021 17:40:00,7.8,15.1,-51,-51
8988,30/06/2021 17:50:00,7.8,15.1,-51,-51
8989,30/06/2021 18:00:00,7.8,15.0,-51,-51
8990,30/06/2021 18:10:00,7.8,14.9,-51,-51
8991,30/06/2021 18:20:00,7.8,14.7,-51,-51
8992,30/06/2021 18:30:00,7.8,14.5,-51,-51
8993,30/06/2021 18:40:00,7.8,14.2,-51,-51
8994,30/06/2021 18:50:00,7.8,13.8,-51,-51
8995,30/06/2021 19:00:00,7.8,13.5,-51,-51
8996,30/06/2021 19:10:00,7.8,13.2,-51,-51
8997,30/06/2021 19:20:00,7.8,12.8,-51,-51
8998,30/06/2021 19:30:00,7.8,12.4,-51,-51
8999,30/06/2021 19:40:00,7.8,11.8,-51,-51
9000,30/06/2021 19:50:00,7.7,11.3,-51,-51
9001,30/06/2021 20:00:00,7.7,10.9,-51,-51
9002,30/06/2021 20:10:00,7.7,10.5,-51,-51
9003,30/06/2021 20:20:00,7.7,10.3,-51,-51
9004,30/06/2021 20:30:00,7.7,10.1,-50,-51
9005,30/06/2021 20:40:00,7.7,10.0,-50,-50
9006,30/06/2021 20:50:00,7.7,9.9,-50,-50
9007,30/06/2021 21:00:00,7.7,9.9,-50,-50
9008,30/06/2021 21:10:00,7.7,9.8,-50,-50
9009,30/06/2021 21:20:00,7.7,9.7,-50,-50
9010,30/06/2021 21:30:00,7.7,9.6,-50,-50
9011,30/06/2021 21:40:00,7.7,9.5,-50,-50
9012,30/06/2021 21:50:00,7.7,9.4,-50,-50
9013,30/06/2021 22:00:00,7.7,9.3,-50,-50
9014,30/06/2021 22:10:00,7.7,9.3,-50,-50
9015,30/06/2021 22:20:00,7.7,9.3,-50,-50
9016,30/06/2021 22:30:00,7.7,9.3,-50,-50
9017,30/06/2021 22:40:00,7.7,9.3,-50,-50
9018,30/06/2021 22:50:00,7.7,9.3,-50,-50
9019,30/06/2021 23:00:00,7.7,9.3,-50,-50
