sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4
712,05/04/2021 06:30:00,1.0,1.3,85,85
713,05/04/2021 06:40:00,1.0,1.3,85,85
714,05/04/2021 06:50:00,1.0,1.3,84,85
715,05/04/2021 07:00:00,1.0,1.3,84,84
716,05/04/2021 07:10:00,1.0,1.3,84,84
717,05/04/2021 07:20:00,1.0,1.3,84,84
718,05/04/2021 07:30:00,1.0,1.3,84,84
719,05/04/2021 07:40:00,1.0,1.3,83,83
720,05/04/2021 07:50:00,1.0,1.3,83,83
721,05/04/2021 08:00:00,1.0,1.3,83,83
722,05/04/2021 08:10:00,1.0,1.3,83,83
723,05/04/2021 08:20:00,1.0,1.3,82,82
724,05/04/2021 08:30:00,1.0,1.3,82,82
725,05/04/2021 08:40:00,1.0,1.3,82,82
726,05/04/2021 08:50:00,1.0,1.3,82,82
727,05/04/2021 09:00:00,1.0,1.3,81,82
728,05/04/2021 09:10:00,1.0,1.3,81,81
729,05/04/2021 09:20:00,1.0,1.3,81,81
730,05/04/2021 09:30:00,1.0,1.3,81,81
731,05/04/2021 09:40:00,1.0,1.3,81,81
732,05/04/2021 09:50:00,1.0,1.3,80,80
733,05/04/2021 10:00:00,1.0,1.2,80,80
734,05/04/2021 10:10:00,1.0,1.2,80,80
735,05/04/2021 10:20:00,1.0,1.2,80,80
736,05/04/2021 10:30:00,1.0,1.2,79,80
737,05/04/2021 10:40:00,1.0,1.2,79,79
738,05/04/2021 10:50:00,1.0,1.2,79,79
739,05/04/2021 11:00:00,1.0,1.2,79,79
740,05/04/2021 11:10:00,1.0,1.2,79,79
741,05/04/2021 11:20:00,1.0,1.2,78,78
742,05/04/2021 11:30:00,1.0,1.2,78,78
743,05/04/2021 11:40:00,1.0,1.2,78,78
744,05/04/2021 11:50:00,1.0,1.2,77,78
745,05/04/2021 12:00:00,1.0,1.2,77,77
746,05/04/2021 12:10:00,1.0,1.2,77,77
