"Plot Title: 20879773"
"#","Date Time, GMT-06:00","Abs Pres, kPa (LGR S/N: 20879773, SEN S/N: 20879773)","Temp, °C (LGR S/N: 20879773, SEN S/N: 20879773)","Abs Pres Barom., kPa (LGR S/N: 20833949, SEN S/N: 20833949)","Sensor Depth, meters (LGR S/N: 20879773)"
56,09/18/20 10:10:00 AM,72.918,4.415,71.397,0.155
57,09/18/20 10:20:00 AM,72.908,4.415,71.382,0.156
58,09/18/20 10:30:00 AM,72.908,4.415,71.400,0.154
59,09/18/20 10:40:00 AM,72.928,4.415,71.399,0.156
60,09/18/20 10:50:00 AM,72.908,4.415,71.401,0.154
61,09/18/20 11:00:00 AM,72.898,4.415,71.363,0.157
62,09/18/20 11:10:00 AM,72.898,4.415,71.378,0.155
63,09/18/20 11:20:00 AM,72.898,4.415,71.406,0.152
64,09/18/20 11:30:00 AM,72.888,4.415,71.383,0.153
65,09/18/20 11:40:00 AM,72.879,4.415,71.362,0.155
66,09/18/20 11:50:00 AM,72.869,4.415,71.365,0.153
67,09/18/20 12:00:00 PM,72.869,4.415,71.361,0.154
68,09/18/20 12:10:00 PM,72.859,4.415,71.347,0.154
69,09/18/20 12:20:00 PM,72.859,4.415,71.344,0.154
70,09/18/20 12:30:00 PM,72.849,4.415,71.332,0.155
71,09/18/20 12:40:00 PM,72.829,4.415,71.332,0.153
72,09/18/20 12:50:00 PM,72.829,4.415,71.360,0.150
73,09/18/20 01:00:00 PM,72.839,4.415,71.359,0.151
74,09/18/20 01:10:00 PM,72.829,4.415,71.359,0.150
75,09/18/20 01:20:00 PM,72.809,4.415,71.341,0.150
76,09/18/20 01:30:00 PM,72.799,4.415,71.314,0.151
77,09/18/20 01:40:00 PM,72.799,4.415,71.305,0.152
78,09/18/20 01:50:00 PM,72.779,4.415,71.305,0.150
79,09/18/20 02:00:00 PM,72.779,4.415,71.282,0.153
80,09/18/20 02:10:00 PM,72.759,4.415,71.268,0.152
81,09/18/20 02:20:00 PM,72.749,4.415,71.263,0.152
82,09/18/20 02:30:00 PM,72.739,4.415,71.258,0.151
83,09/18/20 02:40:00 PM,72.719,4.415,71.245,0.150
84,09/18/20 02:50:00 PM,72.719,4.415,71.240,0.151
85,09/18/20 03:00:00 PM,72.699,4.415,71.231,0.150
86,09/18/20 03:10:00 PM,72.689,4.415,71.222,0.150
87,09/18/20 03:20:00 PM,72.669,4.415,71.227,0.147
88,09/18/20 03:30:00 PM,72.669,4.415,71.223,0.147
89,09/18/20 03:40:00 PM,72.689,4.415,71.246,0.147
90,09/18/20 03:50:00 PM,72.679,4.415,71.241,0.147
91,09/18/20 04:00:00 PM,72.659,4.415,71.227,0.146
92,09/18/20 04:10:00 PM,72.669,4.415,71.222,0.148
93,09/18/20 04:20:00 PM,72.659,4.415,71.222,0.147
94,09/18/20 04:30:00 PM,72.659,4.415,71.199,0.149
95,09/18/20 04:40:00 PM,72.649,4.415,71.189,0.149
96,09/18/20 04:50:00 PM,72.639,4.415,71.188,0.148
97,09/18/20 05:00:00 PM,72.639,4.415,71.197,0.147
98,09/18/20 05:10:00 PM,72.639,4.415,71.177,0.149
99,09/18/20 05:20:00 PM,72.639,4.415,71.180,0.149
100,09/18/20 05:30:00 PM,72.639,4.415,71.178,0.149
101,09/18/20 05:40:00 PM,72.629,4.415,71.181,0.148
102,09/18/20 05:50:00 PM,72.639,4.415,71.180,0.149
103,09/18/20 06:00:00 PM,72.639,4.415,71.183,0.148
104,09/18/20 06:10:00 PM,72.619,4.415,71.182,0.147
105,09/18/20 06:20:00 PM,72.629,4.415,71.166,0.149
106,09/18/20 06:30:00 PM,72.629,4.415,71.178,0.148
107,09/18/20 06:40:00 PM,72.629,4.415,71.171,0.149
108,09/18/20 06:50:00 PM,72.629,4.415,71.177,0.148
109,09/18/20 07:00:00 PM,72.629,4.415,71.174,0.148
110,09/18/20 07:10:00 PM,72.629,4.415,71.161,0.150
111,09/18/20 07:20:00 PM,72.619,4.415,71.166,0.148
112,09/18/20 07:30:00 PM,72.629,4.415,71.171,0.149
113,09/18/20 07:40:00 PM,72.629,4.415,71.176,0.148
114,09/18/20 07:50:00 PM,72.629,4.415,71.177,0.148
115,09/18/20 08:00:00 PM,72.629,4.415,71.172,0.149
116,09/18/20 08:10:00 PM,72.639,4.415,71.151,0.152
117,09/18/20 08:20:00 PM,72.639,4.415,71.170,0.150
118,09/18/20 08:30:00 PM,72.649,4.415,71.194,0.148
119,09/18/20 08:40:00 PM,72.649,4.415,71.182,0.150
120,09/18/20 08:50:00 PM,72.639,4.415,71.179,0.149
121,09/18/20 09:00:00 PM,72.659,4.415,71.183,0.151
122,09/18/20 09:10:00 PM,72.649,4.415,71.180,0.150
123,09/18/20 09:20:00 PM,72.639,4.415,71.183,0.148
124,09/18/20 09:30:00 PM,72.649,4.415,71.177,0.150
125,09/18/20 09:40:00 PM,72.649,4.415,71.179,0.150
126,09/18/20 09:50:00 PM,72.649,4.415,71.173,0.151
127,09/18/20 10:00:00 PM,72.649,4.415,71.182,0.150
128,09/18/20 10:10:00 PM,72.639,4.415,71.167,0.150
129,09/18/20 10:20:00 PM,72.649,4.415,71.179,0.150
130,09/18/20 10:30:00 PM,72.649,4.415,71.164,0.151
131,09/18/20 10:40:00 PM,72.649,4.415,71.158,0.152
132,09/18/20 10:50:00 PM,72.639,4.415,71.154,0.151
133,09/18/20 11:00:00 PM,72.629,4.415,71.142,0.152
134,09/18/20 11:10:00 PM,72.619,4.415,71.120,0.153
135,09/18/20 11:20:00 PM,72.619,4.415,71.144,0.150
136,09/18/20 11:30:00 PM,72.619,4.415,71.147,0.150
137,09/18/20 11:40:00 PM,72.629,4.415,71.143,0.152
138,09/18/20 11:50:00 PM,72.619,4.415,71.148,0.150
139,09/19/20 12:00:00 AM,72.619,4.415,71.132,0.152
140,09/19/20 12:10:00 AM,72.609,4.415,71.138,0.150
141,09/19/20 12:20:00 AM,72.609,4.415,71.113,0.153
142,09/19/20 12:30:00 AM,72.609,4.415,71.124,0.151
143,09/19/20 12:40:00 AM,72.609,4.415,71.109,0.153
144,09/19/20 12:50:00 AM,72.619,4.415,71.102,0.155
145,09/19/20 01:00:00 AM,72.619,4.415,71.102,0.155
146,09/19/20 01:10:00 AM,72.599,4.415,71.096,0.153
147,09/19/20 01:20:00 AM,72.599,4.415,71.105,0.152
148,09/19/20 01:30:00 AM,72.599,4.415,71.087,0.154
149,09/19/20 01:40:00 AM,72.609,4.415,71.093,0.155
150,09/19/20 01:50:00 AM,72.589,4.415,71.084,0.153
151,09/19/20 02:00:00 AM,72.589,4.415,71.100,0.152
152,09/19/20 02:10:00 AM,72.589,4.415,71.064,0.156
153,09/19/20 02:20:00 AM,72.579,4.415,71.061,0.155
154,09/19/20 02:30:00 AM,72.579,4.415,71.059,0.155
155,09/19/20 02:40:00 AM,72.579,4.415,71.056,0.155
156,09/19/20 02:50:00 AM,72.559,4.415,71.056,0.153
157,09/19/20 03:00:00 AM,72.579,4.415,71.068,0.154
158,09/19/20 03:10:00 AM,72.559,4.415,71.050,0.154
159,09/19/20 03:20:00 AM,72.569,4.415,71.034,0.157
160,09/19/20 03:30:00 AM,72.559,4.415,71.037,0.155
161,09/19/20 03:40:00 AM,72.540,4.415,71.030,0.154
162,09/19/20 03:50:00 AM,72.540,4.415,71.030,0.154
163,09/19/20 04:00:00 AM,72.540,4.415,71.021,0.155
164,09/19/20 04:10:00 AM,72.540,4.415,71.027,0.154
165,09/19/20 04:20:00 AM,72.540,4.415,71.009,0.156
166,09/19/20 04:30:00 AM,72.540,4.415,71.016,0.155
167,09/19/20 04:40:00 AM,72.530,4.415,71.016,0.154
168,09/19/20 04:50:00 AM,72.520,4.415,71.013,0.154
169,09/19/20 05:00:00 AM,72.530,4.415,71.032,0.153
170,09/19/20 05:10:00 AM,72.520,4.415,71.013,0.154
171,09/19/20 05:20:00 AM,72.520,4.415,71.016,0.153
172,09/19/20 05:30:00 AM,72.540,4.415,71.025,0.154
173,09/19/20 05:40:00 AM,72.530,4.415,71.009,0.155
174,09/19/20 05:50:00 AM,72.520,4.415,71.012,0.154
175,09/19/20 06:00:00 AM,72.520,4.415,70.994,0.156
176,09/19/20 06:10:00 AM,72.510,4.415,71.003,0.154
177,09/19/20 06:20:00 AM,72.510,4.415,70.978,0.156
178,09/19/20 06:30:00 AM,72.500,4.415,70.987,0.154
179,09/19/20 06:40:00 AM,72.500,4.415,70.996,0.153
180,09/19/20 06:50:00 AM,72.510,4.415,70.990,0.155
181,09/19/20 07:00:00 AM,72.530,4.415,70.990,0.157
182,09/19/20 07:10:00 AM,72.520,4.415,70.990,0.156
183,09/19/20 07:20:00 AM,72.530,4.415,71.008,0.155
184,09/19/20 07:30:00 AM,72.520,4.415,71.008,0.154
185,09/19/20 07:40:00 AM,72.520,4.415,71.005,0.154
186,09/19/20 07:50:00 AM,72.500,4.415,71.009,0.152
187,09/19/20 08:00:00 AM,72.520,4.415,71.004,0.155
188,09/19/20 08:10:00 AM,72.510,4.415,70.997,0.154
189,09/19/20 08:20:00 AM,72.520,4.415,70.989,0.156
190,09/19/20 08:30:00 AM,72.500,4.415,70.978,0.155
191,09/19/20 08:40:00 AM,72.510,4.415,70.994,0.155
192,09/19/20 08:50:00 AM,72.510,4.415,71.010,0.153
193,09/19/20 09:00:00 AM,72.510,4.415,71.001,0.154
194,09/19/20 09:10:00 AM,72.520,4.415,70.986,0.156
195,09/19/20 09:20:00 AM,72.520,4.415,71.013,0.154
196,09/19/20 09:30:00 AM,72.530,4.415,71.007,0.155
197,09/19/20 09:40:00 AM,72.520,4.415,71.010,0.154
198,09/19/20 09:50:00 AM,72.530,4.415,71.019,0.154
199,09/19/20 10:00:00 AM,72.510,4.415,71.006,0.153
200,09/19/20 10:10:00 AM,72.520,4.415,71.020,0.153
201,09/19/20 10:20:00 AM,72.500,4.415,71.018,0.151
202,09/19/20 10:30:00 AM,72.510,4.415,71.010,0.153
203,09/19/20 10:40:00 AM,72.510,4.415,71.019,0.152
204,09/19/20 10:50:00 AM,72.510,4.415,71.008,0.153
205,09/19/20 11:00:00 AM,72.510,4.415,71.028,0.151
206,09/19/20 11:10:00 AM,72.510,4.415,71.014,0.153
207,09/19/20 11:20:00 AM,72.510,4.415,71.050,0.149
208,09/19/20 11:30:00 AM,72.490,4.415,71.026,0.149
209,09/19/20 11:40:00 AM,72.490,4.415,71.006,0.151
210,09/19/20 11:50:00 AM,72.490,4.415,70.998,0.152
211,09/19/20 12:00:00 PM,72.480,4.415,71.010,0.150
212,09/19/20 12:10:00 PM,72.480,4.415,70.990,0.152
213,09/19/20 12:20:00 PM,72.460,4.415,71.000,0.149
214,09/19/20 12:30:00 PM,72.460,4.415,70.992,0.150
215,09/19/20 12:40:00 PM,72.440,4.415,70.992,0.148
216,09/19/20 12:50:00 PM,72.430,4.415,70.966,0.149
217,09/19/20 01:00:00 PM,72.420,4.415,70.960,0.149
218,09/19/20 01:10:00 PM,72.400,4.415,70.922,0.151
219,09/19/20 01:20:00 PM,72.400,4.415,70.929,0.150
220,09/19/20 01:30:00 PM,72.380,4.415,70.917,0.149
221,09/19/20 01:40:00 PM,72.380,4.415,70.935,0.147
222,09/19/20 01:50:00 PM,72.370,4.415,70.926,0.147
223,09/19/20 02:00:00 PM,72.360,4.415,70.912,0.148
224,09/19/20 02:10:00 PM,72.360,4.415,70.904,0.148
225,09/19/20 02:20:00 PM,72.350,4.415,70.917,0.146
226,09/19/20 02:30:00 PM,72.360,4.415,70.926,0.146
227,09/19/20 02:40:00 PM,72.350,4.415,70.916,0.146
228,09/19/20 02:50:00 PM,72.330,4.415,70.889,0.147
229,09/19/20 03:00:00 PM,72.330,4.415,70.889,0.147
230,09/19/20 03:10:00 PM,72.320,4.415,70.885,0.146
231,09/19/20 03:20:00 PM,72.320,4.415,70.857,0.149
232,09/19/20 03:30:00 PM,72.330,4.415,70.871,0.149
233,09/19/20 03:40:00 PM,72.340,4.415,70.881,0.149
234,09/19/20 03:50:00 PM,72.320,4.415,70.876,0.147
235,09/19/20 04:00:00 PM,72.320,4.415,70.881,0.147
236,09/19/20 04:10:00 PM,72.320,4.415,70.867,0.148
237,09/19/20 04:20:00 PM,72.300,4.415,70.876,0.145
238,09/19/20 04:30:00 PM,72.290,4.415,70.862,0.146
239,09/19/20 04:40:00 PM,72.300,4.415,70.871,0.146
240,09/19/20 04:50:00 PM,72.300,4.415,70.866,0.146
241,09/19/20 05:00:00 PM,72.300,4.415,70.865,0.146
242,09/19/20 05:10:00 PM,72.300,4.415,70.874,0.145
243,09/19/20 05:20:00 PM,72.320,4.415,70.873,0.148
244,09/19/20 05:30:00 PM,72.300,4.415,70.858,0.147
245,09/19/20 05:40:00 PM,72.300,4.415,70.848,0.148
246,09/19/20 05:50:00 PM,72.290,4.415,70.843,0.148
247,09/19/20 06:00:00 PM,72.280,4.415,70.864,0.144
248,09/19/20 06:10:00 PM,72.280,4.415,70.849,0.146
249,09/19/20 06:20:00 PM,72.280,4.415,70.856,0.145
250,09/19/20 06:30:00 PM,72.280,4.415,70.835,0.147
251,09/19/20 06:40:00 PM,72.290,4.415,70.854,0.146
252,09/19/20 06:50:00 PM,72.280,4.415,70.846,0.146
253,09/19/20 07:00:00 PM,72.290,4.415,70.843,0.148
254,09/19/20 07:10:00 PM,72.280,4.415,70.832,0.148
255,09/19/20 07:20:00 PM,72.280,4.415,70.828,0.148
256,09/19/20 07:30:00 PM,72.280,4.415,70.852,0.146
257,09/19/20 07:40:00 PM,72.290,4.415,70.866,0.145
258,09/19/20 07:50:00 PM,72.300,4.415,70.858,0.147
259,09/19/20 08:00:00 PM,72.300,4.415,70.850,0.148
260,09/19/20 08:10:00 PM,72.310,4.415,70.869,0.147
261,09/19/20 08:20:00 PM,72.320,4.415,70.870,0.148
262,09/19/20 08:30:00 PM,72.320,4.415,70.861,0.149
263,09/19/20 08:40:00 PM,72.320,4.415,70.877,0.147
264,09/19/20 08:50:00 PM,72.320,4.415,70.865,0.148
265,09/19/20 09:00:00 PM,72.320,4.415,70.880,0.147
266,09/19/20 09:10:00 PM,72.310,4.415,70.874,0.146
267,09/19/20 09:20:00 PM,72.330,4.415,70.871,0.149
268,09/19/20 09:30:00 PM,72.320,4.415,70.878,0.147
269,09/19/20 09:40:00 PM,72.320,4.415,70.859,0.149
270,09/19/20 09:50:00 PM,72.310,4.415,70.865,0.147
271,09/19/20 10:00:00 PM,72.310,4.415,70.862,0.148
272,09/19/20 10:10:00 PM,72.310,4.415,70.868,0.147
273,09/19/20 10:20:00 PM,72.320,4.415,70.864,0.148
274,09/19/20 10:30:00 PM,72.310,4.415,70.861,0.148
275,09/19/20 10:40:00 PM,72.310,4.415,70.857,0.148
276,09/19/20 10:50:00 PM,72.320,4.415,70.860,0.149
277,09/19/20 11:00:00 PM,72.350,4.415,70.889,0.149
278,09/19/20 11:10:00 PM,72.340,4.415,70.889,0.148
279,09/19/20 11:20:00 PM,72.350,4.415,70.880,0.150
280,09/19/20 11:30:00 PM,72.370,4.415,70.898,0.150
281,09/19/20 11:40:00 PM,72.370,4.415,70.889,0.151
282,09/19/20 11:50:00 PM,72.400,4.415,70.941,0.149
283,09/20/20 12:00:00 AM,72.420,4.415,70.966,0.148
284,09/20/20 12:10:00 AM,72.420,4.415,70.951,0.150
285,09/20/20 12:20:00 AM,72.440,4.415,70.955,0.151
286,09/20/20 12:30:00 AM,72.390,4.415,70.931,0.149
287,09/20/20 12:40:00 AM,72.370,4.415,70.913,0.149
288,09/20/20 12:50:00 AM,72.380,4.415,70.919,0.149
289,09/20/20 01:00:00 AM,72.350,4.415,70.886,0.149
290,09/20/20 01:10:00 AM,72.360,4.415,70.886,0.150
291,09/20/20 01:20:00 AM,72.340,4.415,70.888,0.148
292,09/20/20 01:30:00 AM,72.360,4.415,70.897,0.149
293,09/20/20 01:40:00 AM,72.350,4.415,70.879,0.150
294,09/20/20 01:50:00 AM,72.360,4.415,70.900,0.149
295,09/20/20 02:00:00 AM,72.370,4.415,70.882,0.152
296,09/20/20 02:10:00 AM,72.360,4.415,70.903,0.149
297,09/20/20 02:20:00 AM,72.350,4.415,70.897,0.148
298,09/20/20 02:30:00 AM,72.350,4.415,70.884,0.149
299,09/20/20 02:40:00 AM,72.330,4.415,70.866,0.149
300,09/20/20 02:50:00 AM,72.330,4.415,70.869,0.149
301,09/20/20 03:00:00 AM,72.330,4.415,70.856,0.150
302,09/20/20 03:10:00 AM,72.310,4.415,70.840,0.150
303,09/20/20 03:20:00 AM,72.310,4.415,70.846,0.149
304,09/20/20 03:30:00 AM,72.310,4.415,70.830,0.151
305,09/20/20 03:40:00 AM,72.300,4.415,70.826,0.150
306,09/20/20 03:50:00 AM,72.310,4.415,70.822,0.152
307,09/20/20 04:00:00 AM,72.300,4.415,70.806,0.152
308,09/20/20 04:10:00 AM,72.310,4.415,70.809,0.153
309,09/20/20 04:20:00 AM,72.290,4.415,70.838,0.148
310,09/20/20 04:30:00 AM,72.320,4.415,70.825,0.152
311,09/20/20 04:40:00 AM,72.310,4.415,70.827,0.151
312,09/20/20 04:50:00 AM,72.320,4.415,70.848,0.150
313,09/20/20 05:00:00 AM,72.330,4.415,70.850,0.151
314,09/20/20 05:10:00 AM,72.340,4.415,70.861,0.151
315,09/20/20 05:20:00 AM,72.330,4.415,70.854,0.151
316,09/20/20 05:30:00 AM,72.350,4.415,70.866,0.151
317,09/20/20 05:40:00 AM,72.340,4.415,70.868,0.150
318,09/20/20 05:50:00 AM,72.350,4.415,70.859,0.152
319,09/20/20 06:00:00 AM,72.360,4.415,70.879,0.151
320,09/20/20 06:10:00 AM,72.350,4.415,70.886,0.149
321,09/20/20 06:20:00 AM,72.360,4.415,70.886,0.150
322,09/20/20 06:30:00 AM,72.370,4.415,70.904,0.149
323,09/20/20 06:40:00 AM,72.380,4.415,70.888,0.152
324,09/20/20 06:50:00 AM,72.370,4.415,70.897,0.150
325,09/20/20 07:00:00 AM,72.380,4.415,70.888,0.152
326,09/20/20 07:10:00 AM,72.390,4.415,70.899,0.152
327,09/20/20 07:20:00 AM,72.380,4.415,70.899,0.151
328,09/20/20 07:30:00 AM,72.390,4.415,70.908,0.151
329,09/20/20 07:40:00 AM,72.410,4.415,70.924,0.152
330,09/20/20 07:50:00 AM,72.420,4.415,70.924,0.153
331,09/20/20 08:00:00 AM,72.410,4.415,70.931,0.151
332,09/20/20 08:10:00 AM,72.430,4.415,70.938,0.152
333,09/20/20 08:20:00 AM,72.430,4.415,70.942,0.152
334,09/20/20 08:30:00 AM,72.430,4.415,70.947,0.151
335,09/20/20 08:40:00 AM,72.440,4.415,70.949,0.152
336,09/20/20 08:50:00 AM,72.440,4.415,70.953,0.152
337,09/20/20 09:00:00 AM,72.440,4.415,70.973,0.150
338,09/20/20 09:10:00 AM,72.440,4.415,70.968,0.150
339,09/20/20 09:20:00 AM,72.460,4.415,70.988,0.150
340,09/20/20 09:30:00 AM,72.470,4.415,71.001,0.150
341,09/20/20 09:40:00 AM,72.490,4.415,71.020,0.150
342,09/20/20 09:50:00 AM,72.500,4.415,71.018,0.151
343,09/20/20 10:00:00 AM,72.490,4.415,71.031,0.149
344,09/20/20 10:10:00 AM,72.500,4.415,71.035,0.149
345,09/20/20 10:20:00 AM,72.520,4.415,71.050,0.150
346,09/20/20 10:30:00 AM,72.520,4.415,71.061,0.149
347,09/20/20 10:40:00 AM,72.520,4.415,71.036,0.151
348,09/20/20 10:50:00 AM,72.520,4.415,71.047,0.150
349,09/20/20 11:00:00 AM,72.520,4.415,71.061,0.149
350,09/20/20 11:10:00 AM,72.520,4.415,71.056,0.149
351,09/20/20 11:20:00 AM,72.530,4.415,71.070,0.149
352,09/20/20 11:30:00 AM,72.530,4.415,71.055,0.150
353,09/20/20 11:40:00 AM,72.510,4.415,71.061,0.148
354,09/20/20 11:50:00 AM,72.510,4.415,71.057,0.148
355,09/20/20 12:00:00 PM,72.510,4.415,71.060,0.148
356,09/20/20 12:10:00 PM,72.500,4.415,71.040,0.149
357,09/20/20 12:20:00 PM,72.490,4.415,71.042,0.148
358,09/20/20 12:30:00 PM,72.510,4.415,71.069,0.147
359,09/20/20 12:40:00 PM,72.500,4.415,71.074,0.145
360,09/20/20 12:50:00 PM,72.490,4.415,71.039,0.148
361,09/20/20 01:00:00 PM,72.490,4.415,71.054,0.146
362,09/20/20 01:10:00 PM,72.490,4.415,71.037,0.148
363,09/20/20 01:20:00 PM,72.480,4.415,71.039,0.147
364,09/20/20 01:30:00 PM,72.490,4.415,71.035,0.148
365,09/20/20 01:40:00 PM,72.480,4.415,71.035,0.147
366,09/20/20 01:50:00 PM,72.460,4.415,71.050,0.144
367,09/20/20 02:00:00 PM,72.470,4.415,71.064,0.143
368,09/20/20 02:10:00 PM,72.460,4.415,71.050,0.144
369,09/20/20 02:20:00 PM,72.460,4.415,71.049,0.144
370,09/20/20 02:30:00 PM,72.450,4.415,71.030,0.145
371,09/20/20 02:40:00 PM,72.450,4.415,71.021,0.146
372,09/20/20 02:50:00 PM,72.440,4.415,71.016,0.145
373,09/20/20 03:00:00 PM,72.450,4.415,71.034,0.144
374,09/20/20 03:10:00 PM,72.430,4.415,71.011,0.145
375,09/20/20 03:20:00 PM,72.420,4.415,71.021,0.143
376,09/20/20 03:30:00 PM,72.440,4.415,70.998,0.147
377,09/20/20 03:40:00 PM,72.430,4.415,71.016,0.144
378,09/20/20 03:50:00 PM,72.420,4.415,71.003,0.144
379,09/20/20 04:00:00 PM,72.420,4.415,71.004,0.144
380,09/20/20 04:10:00 PM,72.430,4.415,71.036,0.142
381,09/20/20 04:20:00 PM,72.440,4.415,71.032,0.144
382,09/20/20 04:30:00 PM,72.450,4.415,71.019,0.146
383,09/20/20 04:40:00 PM,72.450,4.415,71.046,0.143
384,09/20/20 04:50:00 PM,72.440,4.415,71.037,0.143
385,09/20/20 05:00:00 PM,72.440,4.415,71.037,0.143
386,09/20/20 05:10:00 PM,72.440,4.415,71.064,0.140
387,09/20/20 05:20:00 PM,72.430,4.415,71.059,0.140
388,09/20/20 05:30:00 PM,72.440,4.415,71.031,0.144
389,09/20/20 05:40:00 PM,72.440,4.415,71.063,0.140
390,09/20/20 05:50:00 PM,72.460,4.415,71.071,0.142
391,09/20/20 06:00:00 PM,72.460,4.415,71.078,0.141
392,09/20/20 06:10:00 PM,72.470,4.415,71.085,0.141
393,09/20/20 06:20:00 PM,72.480,4.415,71.092,0.142
394,09/20/20 06:30:00 PM,72.470,4.415,71.099,0.140
395,09/20/20 06:40:00 PM,72.480,4.415,71.100,0.141
396,09/20/20 06:50:00 PM,72.480,4.415,71.124,0.138
397,09/20/20 07:00:00 PM,72.480,4.415,71.106,0.140
398,09/20/20 07:10:00 PM,72.480,4.415,71.103,0.140
399,09/20/20 07:20:00 PM,72.490,4.415,71.121,0.140
400,09/20/20 07:30:00 PM,72.500,4.415,71.102,0.143
401,09/20/20 07:40:00 PM,72.490,4.415,71.125,0.139
402,09/20/20 07:50:00 PM,72.480,4.415,71.129,0.138
403,09/20/20 08:00:00 PM,72.500,4.415,71.124,0.140
404,09/20/20 08:10:00 PM,72.500,4.415,71.137,0.139
405,09/20/20 08:20:00 PM,72.510,4.415,71.128,0.141
406,09/20/20 08:30:00 PM,72.520,4.415,71.110,0.144
407,09/20/20 08:40:00 PM,72.520,4.415,71.125,0.142
408,09/20/20 08:50:00 PM,72.520,4.415,71.131,0.142
409,09/20/20 09:00:00 PM,72.520,4.415,71.146,0.140
410,09/20/20 09:10:00 PM,72.540,4.415,71.143,0.142
411,09/20/20 09:20:00 PM,72.540,4.415,71.164,0.140
412,09/20/20 09:30:00 PM,72.540,4.415,71.143,0.142
413,09/20/20 09:40:00 PM,72.540,4.415,71.166,0.140
414,09/20/20 09:50:00 PM,72.550,4.415,71.160,0.142
