Plot Title: 10778332,,,,
ID,datetime,low_range_uScm,full_range_uScm,temp_C
1,6/4/20 9:15,2.7,4.8,17.62
2,6/4/20 9:15,,,
3,6/4/20 9:18,2.7,7.1,17.68
4,6/4/20 9:21,2.7,7.1,17.48
5,6/4/20 9:24,2.7,4.8,17.16
6,6/4/20 9:27,2.7,7.1,17
7,6/4/20 9:30,2.7,7.1,16.91
8,6/4/20 9:33,2.7,7.1,16.88
9,6/4/20 9:36,2.7,7.1,16.88
10,6/4/20 9:39,2.7,7.1,16.89
11,6/4/20 9:42,2.7,7.1,16.93
12,6/4/20 9:45,2.7,7.1,16.99
13,6/4/20 9:48,2.7,7.1,17.04
14,6/4/20 9:51,2.7,7.1,17.13
15,6/4/20 9:54,4,7.1,17.21
16,6/4/20 9:57,2.7,7.1,17.29
17,6/4/20 10:00,2.8,7.1,17.4
18,6/4/20 10:03,2.7,7.1,17.51
19,6/4/20 10:06,2.7,7.1,17.63
20,6/4/20 10:09,4,7.1,17.76
21,6/4/20 10:12,2.7,4.8,17.9
22,6/4/20 10:15,2.7,3.4,18.04
23,6/4/20 10:18,2.7,7.1,18.2
24,6/4/20 10:21,2.7,7.1,18.37
25,6/4/20 10:24,2.7,7.1,18.55
26,6/4/20 10:27,2.7,7.1,18.75
27,6/4/20 10:30,2.7,4.8,18.94
28,6/4/20 10:33,2.6,7.1,19.15
29,6/4/20 10:36,2.7,4.8,20.02
30,6/4/20 10:39,2.7,7.1,22.45
31,6/4/20 10:42,2.7,7,27.69
32,6/4/20 10:45,2.7,7,30.1
33,6/4/20 10:48,22.1,19.3,4.53
34,6/4/20 10:51,21.4,18.1,3.51
35,6/4/20 10:54,21.2,18.1,3.39
36,6/4/20 10:57,21.1,18.1,3.37
37,6/4/20 11:00,21.1,18.1,3.34
38,6/4/20 11:03,21,18.1,3.35
39,6/4/20 11:06,21,18.1,3.38
40,6/4/20 11:09,21.1,18.1,3.41
41,6/4/20 11:12,21.1,18.1,3.42
42,6/4/20 11:15,21.1,18.1,3.43
43,6/4/20 11:18,21.1,18.1,3.45
44,6/4/20 11:21,21.1,18.1,3.46
45,6/4/20 11:24,21,18.1,3.45
46,6/4/20 11:27,21.1,18.1,3.43
47,6/4/20 11:30,21.1,18.1,3.42
48,6/4/20 11:33,21.1,18.1,3.42
49,6/4/20 11:36,21.1,18.1,3.43
50,6/4/20 11:39,21.1,18.5,3.46
51,6/4/20 11:42,21.2,18.1,3.47
52,6/4/20 11:45,21.2,18.1,3.5
53,6/4/20 11:48,21.2,18.1,3.49
54,6/4/20 11:51,21.2,18.1,3.47
55,6/4/20 11:54,21.2,18.1,3.49
56,6/4/20 11:57,21.2,18.1,3.5
57,6/4/20 12:00,21.2,18.5,3.51
58,6/4/20 12:03,21.2,18.1,3.53
59,6/4/20 12:06,21.2,18.1,3.51
60,6/4/20 12:09,21.2,18.1,3.49
61,6/4/20 12:12,21.2,18.1,3.49
62,6/4/20 12:15,21.2,18.1,3.46
63,6/4/20 12:18,21.1,18.1,3.45
64,6/4/20 12:21,21.1,18.1,3.45
65,6/4/20 12:24,21.1,18.1,3.42
66,6/4/20 12:27,21,18.1,3.41
67,6/4/20 12:30,21,18.1,3.35
68,6/4/20 12:33,21,18.1,3.35
69,6/4/20 12:36,21,18.1,3.34
70,6/4/20 12:39,21,18.1,3.35
71,6/4/20 12:42,21,18.1,3.34
72,6/4/20 12:45,21.1,18.1,3.35
73,6/4/20 12:48,21,18.1,3.37
74,6/4/20 12:51,21.1,18.1,3.39
75,6/4/20 12:54,21.1,18.1,3.38
76,6/4/20 12:57,21,18.1,3.37
77,6/4/20 13:00,21.1,18.1,3.37
78,6/4/20 13:03,21,18.1,3.37
79,6/4/20 13:06,21,18.1,3.37
80,6/4/20 13:09,21.1,18.1,3.39
81,6/4/20 13:12,21.1,17.8,3.39
82,6/4/20 13:15,21.1,18.1,3.41
83,6/4/20 13:18,21.1,18.1,3.39
84,6/4/20 13:21,21.1,18.1,3.39
85,6/4/20 13:24,21,18.1,3.39
86,6/4/20 13:27,21.1,18.1,3.38
87,6/4/20 13:30,21.1,18.1,3.37
88,6/4/20 13:33,21,18.1,3.35
89,6/4/20 13:36,21.1,18.1,3.35
90,6/4/20 13:39,21.1,18.1,3.35
91,6/4/20 13:42,21.1,18.1,3.34
92,6/4/20 13:45,21,18.1,3.35
93,6/4/20 13:48,21,18.1,3.34
94,6/4/20 13:51,21.1,18.1,3.34
95,6/4/20 13:54,21.1,18.1,3.35
96,6/4/20 13:57,21,18.1,3.34
97,6/4/20 14:00,21,18.1,3.3
98,6/4/20 14:03,21,18.1,3.3
99,6/4/20 14:06,21,18.1,3.3
100,6/4/20 14:09,21,18.1,3.29
101,6/4/20 14:12,21.1,18.1,3.27
102,6/4/20 14:15,21,18.1,3.27
103,6/4/20 14:18,21,18.1,3.27
104,6/4/20 14:21,21.1,18.1,3.26
105,6/4/20 14:24,21,18.1,3.26
106,6/4/20 14:27,21,18.1,3.27
107,6/4/20 14:30,21,18.1,3.27
108,6/4/20 14:33,21.1,18.1,3.27
109,6/4/20 14:36,21.1,18.1,3.26
110,6/4/20 14:39,21,18.1,3.27
111,6/4/20 14:42,21,18.1,3.29
112,6/4/20 14:45,21.1,18.1,3.27
113,6/4/20 14:48,21.1,18.1,3.29
114,6/4/20 14:51,21,18.1,3.27
115,6/4/20 14:54,21.1,18.1,3.27
116,6/4/20 14:57,21.1,18.1,3.29
117,6/4/20 15:00,21.1,18.1,3.27
118,6/4/20 15:03,21.1,18.1,3.26
119,6/4/20 15:06,21.1,18.1,3.25
120,6/4/20 15:09,21.1,18.1,3.25
121,6/4/20 15:12,21,18.1,3.22
122,6/4/20 15:15,21.1,18.1,3.23
123,6/4/20 15:18,21.1,18.1,3.22
124,6/4/20 15:21,21.1,18.1,3.22
125,6/4/20 15:24,21.2,18.1,3.22
126,6/4/20 15:27,21.2,18.1,3.23
127,6/4/20 15:30,21.2,18.1,3.23
128,6/4/20 15:33,21.3,18.1,3.23
129,6/4/20 15:36,21.3,18.1,3.23
130,6/4/20 15:39,21.3,18.1,3.26
131,6/4/20 15:42,21.3,18.1,3.26
132,6/4/20 15:45,21.4,18.1,3.25
133,6/4/20 15:48,21.5,18.5,3.27
134,6/4/20 15:51,21.5,18.5,3.27
135,6/4/20 15:54,21.6,18.1,3.26
136,6/4/20 15:57,21.7,18.1,3.27
137,6/4/20 16:00,21.8,18.5,3.26
138,6/4/20 16:03,21.8,18.5,3.26
139,6/4/20 16:06,21.9,18.9,3.26
140,6/4/20 16:09,22,18.9,3.27
141,6/4/20 16:12,22.1,19.3,3.26
142,6/4/20 16:15,22.3,19.3,3.27
143,6/4/20 16:18,22.4,19.3,3.26
