Device Name:,,OM-CP-VOLT101A
Device Description:,,Voltage Data Logger
Serial Number:,,R66667
Device ID:,,MultiChannel
,,
,,Channel 1
Date,Time,Voltage (mV)
5/31/22,12:08:18,0.005
5/31/22,12:18:18,12.24
5/31/22,12:28:18,14.74
5/31/22,12:38:18,160
5/31/22,12:48:18,160
5/31/22,12:58:18,5.33
5/31/22,13:08:18,5.68
5/31/22,13:18:18,160
5/31/22,13:28:18,5.36
5/31/22,13:38:18,160
5/31/22,13:48:18,160
5/31/22,13:58:18,160
5/31/22,14:08:18,4.94
5/31/22,14:18:18,160
5/31/22,14:28:18,5.165
5/31/22,14:38:18,160
5/31/22,14:48:18,160
5/31/22,14:58:18,160
5/31/22,15:08:18,5.185
5/31/22,15:18:18,13.86
5/31/22,15:28:18,7.435
5/31/22,15:38:18,5.315
5/31/22,15:48:18,45.575
5/31/22,15:58:18,160
5/31/22,16:08:18,5.83
5/31/22,16:18:18,160
5/31/22,16:28:18,160
5/31/22,16:38:18,160
5/31/22,16:48:18,160
5/31/22,16:58:18,5.81
5/31/22,17:08:18,160
5/31/22,17:18:18,5.735
5/31/22,17:28:18,160
5/31/22,17:38:18,160
5/31/22,17:48:18,160
5/31/22,17:58:18,160
5/31/22,18:08:18,6.33
5/31/22,18:18:18,0.74
5/31/22,18:28:18,160
5/31/22,18:38:18,160
5/31/22,18:48:18,160
5/31/22,18:58:18,160
5/31/22,19:08:18,0
5/31/22,19:18:18,0.005
5/31/22,19:28:18,0
5/31/22,19:38:18,0
5/31/22,19:48:18,0
5/31/22,19:58:18,0
5/31/22,20:08:18,0
5/31/22,20:18:18,0.005
5/31/22,20:28:18,0
5/31/22,20:38:18,0
5/31/22,20:48:18,0
5/31/22,20:58:18,0
5/31/22,21:08:18,0
5/31/22,21:18:18,0
5/31/22,21:28:18,0
5/31/22,21:38:18,0
5/31/22,21:48:18,0
5/31/22,21:58:18,0
5/31/22,22:08:18,0
5/31/22,22:18:18,0
5/31/22,22:28:18,0
5/31/22,22:38:18,0
5/31/22,22:48:18,0.005
5/31/22,22:58:18,0
5/31/22,23:08:18,0.005
5/31/22,23:18:18,0.005
5/31/22,23:28:18,0
5/31/22,23:38:18,0
5/31/22,23:48:18,0
5/31/22,23:58:18,0
6/1/22,0:08:18,0
6/1/22,0:18:18,0
6/1/22,0:28:18,0.005
6/1/22,0:38:18,0
6/1/22,0:48:18,0
6/1/22,0:58:18,0
6/1/22,1:08:18,0
6/1/22,1:18:18,0
6/1/22,1:28:18,0
6/1/22,1:38:18,0
6/1/22,1:48:18,0
6/1/22,1:58:18,0
6/1/22,2:08:18,0
6/1/22,2:18:18,0
6/1/22,2:28:18,0
6/1/22,2:38:18,0
6/1/22,2:48:18,0
6/1/22,2:58:18,0
6/1/22,3:08:18,0
6/1/22,3:18:18,0
6/1/22,3:28:18,0
6/1/22,3:38:18,0
6/1/22,3:48:18,0
6/1/22,3:58:18,0
6/1/22,4:08:18,0
6/1/22,4:18:18,0
6/1/22,4:28:18,0
6/1/22,4:38:18,0
6/1/22,4:48:18,0
6/1/22,4:58:18,0
6/1/22,5:08:18,0
6/1/22,5:18:18,0
6/1/22,5:28:18,0
6/1/22,5:38:18,0
6/1/22,5:48:18,0
6/1/22,5:58:18,0
6/1/22,6:08:18,0
6/1/22,6:18:18,0.005
6/1/22,6:28:18,0
6/1/22,6:38:18,0.005
6/1/22,6:48:18,0
6/1/22,6:58:18,0
6/1/22,7:08:18,0
6/1/22,7:18:18,0.005
6/1/22,7:28:18,0
6/1/22,7:38:18,0
6/1/22,7:48:18,0.02
6/1/22,7:58:18,0.005
6/1/22,8:08:18,0.005
6/1/22,8:18:18,0
6/1/22,8:28:18,0
6/1/22,8:38:18,0.005
6/1/22,8:48:18,0
6/1/22,8:58:18,0
6/1/22,9:08:18,0.005
6/1/22,9:18:18,0
6/1/22,9:28:18,0
6/1/22,9:38:18,0.005
6/1/22,9:48:18,0.005
6/1/22,9:58:18,0
6/1/22,10:08:18,0
6/1/22,10:18:18,0
6/1/22,10:28:18,0
6/1/22,10:38:18,0
6/1/22,10:48:18,0.005
6/1/22,10:58:18,0
6/1/22,11:08:18,0.005
6/1/22,11:18:18,0
6/1/22,11:28:18,0
6/1/22,11:38:18,0.005
6/1/22,11:48:18,0.005
6/1/22,11:58:18,0
6/1/22,12:08:18,0
6/1/22,12:18:18,0
6/1/22,12:28:18,0.005
6/1/22,12:38:18,0
6/1/22,12:48:18,0
6/1/22,12:58:18,0.005
6/1/22,13:08:18,0
6/1/22,13:18:18,0.005
6/1/22,13:28:18,0
6/1/22,13:38:18,0
6/1/22,13:48:18,0.005
6/1/22,13:58:18,0.005
6/1/22,14:08:18,0
6/1/22,14:18:18,0
6/1/22,14:28:18,0.005
6/1/22,14:38:18,0.005
6/1/22,14:48:18,0
6/1/22,14:58:18,0.005
6/1/22,15:08:18,0
6/1/22,15:18:18,0.005
6/1/22,15:28:18,0.005
6/1/22,15:38:18,0
6/1/22,15:48:18,0.005
6/1/22,15:58:18,0
6/1/22,16:08:18,0.005
6/1/22,16:18:18,0.005
6/1/22,16:28:18,0.005
6/1/22,16:38:18,0
6/1/22,16:48:18,0
6/1/22,16:58:18,0
6/1/22,17:08:18,0.005
6/1/22,17:18:18,0
6/1/22,17:28:18,0
6/1/22,17:38:18,0
6/1/22,17:48:18,0.005
6/1/22,17:58:18,0
6/1/22,18:08:18,0.005
6/1/22,18:18:18,0
6/1/22,18:28:18,0
6/1/22,18:38:18,0
6/1/22,18:48:18,0
6/1/22,18:58:18,0
6/1/22,19:08:18,0
6/1/22,19:18:18,0
6/1/22,19:28:18,0
6/1/22,19:38:18,0
6/1/22,19:48:18,0
6/1/22,19:58:18,0
6/1/22,20:08:18,0
6/1/22,20:18:18,0
6/1/22,20:28:18,0
6/1/22,20:38:18,0
6/1/22,20:48:18,0
6/1/22,20:58:18,0
6/1/22,21:08:18,0
6/1/22,21:18:18,0
6/1/22,21:28:18,0
6/1/22,21:38:18,0
6/1/22,21:48:18,0
6/1/22,21:58:18,0
6/1/22,22:08:18,0
6/1/22,22:18:18,0
6/1/22,22:28:18,0
6/1/22,22:38:18,0.005
6/1/22,22:48:18,0
6/1/22,22:58:18,0
6/1/22,23:08:18,0
6/1/22,23:18:18,0
6/1/22,23:28:18,0.005
6/1/22,23:38:18,0
6/1/22,23:48:18,0
6/1/22,23:58:18,0
6/2/22,0:08:18,0
6/2/22,0:18:18,0
6/2/22,0:28:18,0
6/2/22,0:38:18,0
6/2/22,0:48:18,0
6/2/22,0:58:18,0
6/2/22,1:08:18,0
6/2/22,1:18:18,0
6/2/22,1:28:18,0
6/2/22,1:38:18,0
6/2/22,1:48:18,0
6/2/22,1:58:18,0
6/2/22,2:08:18,0
6/2/22,2:18:18,0
6/2/22,2:28:18,0
6/2/22,2:38:18,0
6/2/22,2:48:18,0
6/2/22,2:58:18,0
6/2/22,3:08:18,0
6/2/22,3:18:18,0
6/2/22,3:28:18,0
6/2/22,3:38:18,0.005
6/2/22,3:48:18,0
6/2/22,3:58:18,0
6/2/22,4:08:18,0
6/2/22,4:18:18,0
6/2/22,4:28:18,0
6/2/22,4:38:18,0
6/2/22,4:48:18,0
6/2/22,4:58:18,0
6/2/22,5:08:18,0
6/2/22,5:18:18,0.005
6/2/22,5:28:18,0
6/2/22,5:38:18,0
6/2/22,5:48:18,0
6/2/22,5:58:18,0
6/2/22,6:08:18,0
6/2/22,6:18:18,0
6/2/22,6:28:18,0
6/2/22,6:38:18,0
6/2/22,6:48:18,0.005
6/2/22,6:58:18,0
6/2/22,7:08:18,0.005
6/2/22,7:18:18,0
6/2/22,7:28:18,0
6/2/22,7:38:18,0
6/2/22,7:48:18,0.005
6/2/22,7:58:18,0
6/2/22,8:08:18,0
6/2/22,8:18:18,0
6/2/22,8:28:18,0
6/2/22,8:38:18,0.005
6/2/22,8:48:18,0
6/2/22,8:58:18,0
6/2/22,9:08:18,0
6/2/22,9:18:18,0
6/2/22,9:28:18,0
6/2/22,9:38:18,0.005
6/2/22,9:48:18,0.005
6/2/22,9:58:18,0
6/2/22,10:08:18,0
6/2/22,10:18:18,0
6/2/22,10:28:18,0
6/2/22,10:38:18,0
6/2/22,10:48:18,0
6/2/22,10:58:18,0
6/2/22,11:08:18,0
6/2/22,11:18:18,0
6/2/22,11:28:18,0
6/2/22,11:38:18,0
6/2/22,11:48:18,0.005
6/2/22,11:58:18,0.005
6/2/22,12:08:18,0
6/2/22,12:18:18,0
6/2/22,12:28:18,0
6/2/22,12:38:18,0
6/2/22,12:48:18,0
6/2/22,12:58:18,0
6/2/22,13:08:18,0
6/2/22,13:18:18,0.005
6/2/22,13:28:18,0.005
6/2/22,13:38:18,0
6/2/22,13:48:18,0.005
6/2/22,13:58:18,0
6/2/22,14:08:18,0.005
6/2/22,14:18:18,0.005
6/2/22,14:28:18,0.005
6/2/22,14:38:18,0.005
6/2/22,14:48:18,0.005
6/2/22,14:58:18,0.005
6/2/22,15:08:18,0.005
6/2/22,15:18:18,0
6/2/22,15:28:18,0.005
6/2/22,15:38:18,0
6/2/22,15:48:18,0.005
6/2/22,15:58:18,0.005
6/2/22,16:08:18,0.005
6/2/22,16:18:18,0
6/2/22,16:28:18,0
6/2/22,16:38:18,0.005
6/2/22,16:48:18,0
6/2/22,16:58:18,0
6/2/22,17:08:18,0
6/2/22,17:18:18,0.005
6/2/22,17:28:18,0.005
6/2/22,17:38:18,0
6/2/22,17:48:18,0
6/2/22,17:58:18,0
6/2/22,18:08:18,0
6/2/22,18:18:18,0
6/2/22,18:28:18,0
6/2/22,18:38:18,0.005
6/2/22,18:48:18,0
6/2/22,18:58:18,0.005
6/2/22,19:08:18,0
6/2/22,19:18:18,0
6/2/22,19:28:18,0
6/2/22,19:38:18,0
6/2/22,19:48:18,0
6/2/22,19:58:18,0
6/2/22,20:08:18,0
6/2/22,20:18:18,0
6/2/22,20:28:18,0
6/2/22,20:38:18,0
6/2/22,20:48:18,0
6/2/22,20:58:18,0
6/2/22,21:08:18,0
6/2/22,21:18:18,0
6/2/22,21:28:18,0
6/2/22,21:38:18,0
6/2/22,21:48:18,0
6/2/22,21:58:18,0
6/2/22,22:08:18,0
6/2/22,22:18:18,0
6/2/22,22:28:18,0
6/2/22,22:38:18,0
6/2/22,22:48:18,0
6/2/22,22:58:18,0
6/2/22,23:08:18,0.005
6/2/22,23:18:18,0
6/2/22,23:28:18,0
6/2/22,23:38:18,0
6/2/22,23:48:18,0
6/2/22,23:58:18,0
6/3/22,0:08:18,0
6/3/22,0:18:18,0
6/3/22,0:28:18,0
6/3/22,0:38:18,0
6/3/22,0:48:18,0
6/3/22,0:58:18,0
6/3/22,1:08:18,0
6/3/22,1:18:18,0
6/3/22,1:28:18,0
6/3/22,1:38:18,0
6/3/22,1:48:18,0
6/3/22,1:58:18,0
6/3/22,2:08:18,0
6/3/22,2:18:18,0
6/3/22,2:28:18,0
6/3/22,2:38:18,0
6/3/22,2:48:18,0
6/3/22,2:58:18,0
6/3/22,3:08:18,0
6/3/22,3:18:18,0
6/3/22,3:28:18,0
6/3/22,3:38:18,0
6/3/22,3:48:18,0
6/3/22,3:58:18,0
6/3/22,4:08:18,0
6/3/22,4:18:18,0
6/3/22,4:28:18,0
6/3/22,4:38:18,0
6/3/22,4:48:18,0
6/3/22,4:58:18,0
6/3/22,5:08:18,0
6/3/22,5:18:18,0
6/3/22,5:28:18,0
6/3/22,5:38:18,0
6/3/22,5:48:18,0
6/3/22,5:58:18,0
6/3/22,6:08:18,0
6/3/22,6:18:18,0.005
6/3/22,6:28:18,0
6/3/22,6:38:18,0
6/3/22,6:48:18,0.005
6/3/22,6:58:18,0
6/3/22,7:08:18,0
6/3/22,7:18:18,0
6/3/22,7:28:18,0.005
6/3/22,7:38:18,0
6/3/22,7:48:18,0
6/3/22,7:58:18,0
6/3/22,8:08:18,0
6/3/22,8:18:18,0
6/3/22,8:28:18,0
6/3/22,8:38:18,0
6/3/22,8:48:18,0.005
6/3/22,8:58:18,0
6/3/22,9:08:18,0
6/3/22,9:18:18,0
6/3/22,9:28:18,0
6/3/22,9:38:18,0
6/3/22,9:48:18,0
6/3/22,9:58:18,0
6/3/22,10:08:18,0
6/3/22,10:18:18,0
6/3/22,10:28:18,0
6/3/22,10:38:18,0
6/3/22,10:48:18,0
6/3/22,10:58:18,0.005
6/3/22,11:08:18,0.005
6/3/22,11:18:18,0.005
6/3/22,11:28:18,0
6/3/22,11:38:18,0
6/3/22,11:48:18,0
6/3/22,11:58:18,0.005
6/3/22,12:08:18,0
6/3/22,12:18:18,0
6/3/22,12:28:18,0
6/3/22,12:38:18,0
6/3/22,12:48:18,0
6/3/22,12:58:18,0
6/3/22,13:08:18,0
6/3/22,13:18:18,0
6/3/22,13:28:18,0.005
6/3/22,13:38:18,0
6/3/22,13:48:18,0
6/3/22,13:58:18,0
6/3/22,14:08:18,0
6/3/22,14:18:18,0
6/3/22,14:28:18,0
6/3/22,14:38:18,0
6/3/22,14:48:18,0
6/3/22,14:58:18,0
6/3/22,15:08:18,0.005
6/3/22,15:18:18,0
6/3/22,15:28:18,0
6/3/22,15:38:18,0.005
6/3/22,15:48:18,0
6/3/22,15:58:18,0
6/3/22,16:08:18,0
6/3/22,16:18:18,0
6/3/22,16:28:18,0
6/3/22,16:38:18,0
6/3/22,16:48:18,0
6/3/22,16:58:18,0
6/3/22,17:08:18,0
6/3/22,17:18:18,0
6/3/22,17:28:18,0
6/3/22,17:38:18,0
6/3/22,17:48:18,0
6/3/22,17:58:18,0
6/3/22,18:08:18,0
6/3/22,18:18:18,0
6/3/22,18:28:18,0
6/3/22,18:38:18,0
6/3/22,18:48:18,0
6/3/22,18:58:18,0
6/3/22,19:08:18,0
6/3/22,19:18:18,0
6/3/22,19:28:18,0
6/3/22,19:38:18,0
6/3/22,19:48:18,0
6/3/22,19:58:18,0
6/3/22,20:08:18,0
6/3/22,20:18:18,0
6/3/22,20:28:18,0
6/3/22,20:38:18,0
6/3/22,20:48:18,0
6/3/22,20:58:18,0
6/3/22,21:08:18,0
6/3/22,21:18:18,0
6/3/22,21:28:18,0
6/3/22,21:38:18,0
6/3/22,21:48:18,0
6/3/22,21:58:18,0
6/3/22,22:08:18,0
6/3/22,22:18:18,0
6/3/22,22:28:18,0
6/3/22,22:38:18,0
6/3/22,22:48:18,0
6/3/22,22:58:18,0
6/3/22,23:08:18,0
6/3/22,23:18:18,0
6/3/22,23:28:18,0
6/3/22,23:38:18,0
6/3/22,23:48:18,0.005
6/3/22,23:58:18,0
6/4/22,0:08:18,0
6/4/22,0:18:18,0
6/4/22,0:28:18,0
6/4/22,0:38:18,0
6/4/22,0:48:18,0
6/4/22,0:58:18,0
6/4/22,1:08:18,0
6/4/22,1:18:18,0
6/4/22,1:28:18,0
6/4/22,1:38:18,0
6/4/22,1:48:18,0
6/4/22,1:58:18,0
6/4/22,2:08:18,0
6/4/22,2:18:18,0
6/4/22,2:28:18,0
6/4/22,2:38:18,0
6/4/22,2:48:18,0
6/4/22,2:58:18,0
6/4/22,3:08:18,0
6/4/22,3:18:18,0
6/4/22,3:28:18,0
6/4/22,3:38:18,0
6/4/22,3:48:18,0
6/4/22,3:58:18,0
6/4/22,4:08:18,0
6/4/22,4:18:18,0
6/4/22,4:28:18,0
6/4/22,4:38:18,0
6/4/22,4:48:18,0
6/4/22,4:58:18,0
6/4/22,5:08:18,0
6/4/22,5:18:18,0
6/4/22,5:28:18,0
6/4/22,5:38:18,0
6/4/22,5:48:18,0
6/4/22,5:58:18,0
6/4/22,6:08:18,0
6/4/22,6:18:18,0
6/4/22,6:28:18,0
6/4/22,6:38:18,0
6/4/22,6:48:18,0
6/4/22,6:58:18,0
6/4/22,7:08:18,0
6/4/22,7:18:18,0
6/4/22,7:28:18,0
6/4/22,7:38:18,0.01
6/4/22,7:48:18,0
6/4/22,7:58:18,0
6/4/22,8:08:18,0
6/4/22,8:18:18,0
6/4/22,8:28:18,0
6/4/22,8:38:18,0
6/4/22,8:48:18,0
6/4/22,8:58:18,0
6/4/22,9:08:18,0
6/4/22,9:18:18,0
6/4/22,9:28:18,0
6/4/22,9:38:18,0
6/4/22,9:48:18,0
6/4/22,9:58:18,0
6/4/22,10:08:18,0
6/4/22,10:18:18,0
6/4/22,10:28:18,0
6/4/22,10:38:18,0
6/4/22,10:48:18,0
6/4/22,10:58:18,0
6/4/22,11:08:18,0.005
6/4/22,11:18:18,0
6/4/22,11:28:18,0
6/4/22,11:38:18,0
6/4/22,11:48:18,0
6/4/22,11:58:18,0
6/4/22,12:08:18,0
6/4/22,12:18:18,0
6/4/22,12:28:18,0
6/4/22,12:38:18,0
6/4/22,12:48:18,0.005
6/4/22,12:58:18,0
6/4/22,13:08:18,0
6/4/22,13:18:18,0
6/4/22,13:28:18,0
6/4/22,13:38:18,0.005
6/4/22,13:48:18,0
6/4/22,13:58:18,0
6/4/22,14:08:18,0
6/4/22,14:18:18,0.005
6/4/22,14:28:18,0.005
6/4/22,14:38:18,0.005
6/4/22,14:48:18,0.005
6/4/22,14:58:18,0
6/4/22,15:08:18,0
6/4/22,15:18:18,0.005
6/4/22,15:28:18,0.005
