Device Name:,,OM-CP-VOLT101A
5/21/22,7:54:22,52.16
5/21/22,8:04:22,52.45
5/21/22,8:14:22,52.715
5/21/22,8:24:22,52.925
5/21/22,8:34:22,53.175
5/21/22,8:44:22,53.39
5/21/22,8:54:22,53.365
5/21/22,9:04:22,53.57
5/21/22,9:14:22,53.86
5/21/22,9:24:22,54.125
5/21/22,9:34:22,54.35
5/21/22,9:44:22,54.595
5/21/22,9:54:22,54.855
5/21/22,10:04:22,55.15
5/21/22,10:14:22,55.405
5/21/22,10:24:22,55.605
5/21/22,10:34:22,55.98
5/21/22,10:44:22,56.18
5/21/22,10:54:22,56.44
5/21/22,11:04:22,56.675
5/21/22,11:14:22,56.915
5/21/22,11:24:22,57.175
5/21/22,11:34:22,57.33
5/21/22,11:44:22,57.65
5/21/22,11:54:22,57.89
5/21/22,12:04:22,58.135
5/21/22,12:14:22,58.35
5/21/22,12:24:22,58.69
5/21/22,12:34:22,58.88
5/21/22,12:44:22,59.105
5/21/22,12:54:22,59.39
5/21/22,13:04:22,59.665
5/21/22,13:14:22,59.9
5/21/22,13:24:22,60.075
5/21/22,13:34:22,60.285
5/21/22,13:44:22,60.48
5/21/22,13:54:22,60.675
5/21/22,14:04:22,60.87
5/21/22,14:14:22,61.08
5/21/22,14:24:22,61.295
5/21/22,14:34:22,61.48
5/21/22,14:44:22,61.685
5/21/22,14:54:22,61.9
5/21/22,15:04:22,62.095
5/21/22,15:14:22,62.275
5/21/22,15:24:22,62.485
5/21/22,15:34:22,62.695
5/21/22,15:44:22,62.875
5/21/22,15:54:22,63.065
5/21/22,16:04:22,63.255
5/21/22,16:14:22,63.45
5/21/22,16:24:22,63.635
5/21/22,16:34:22,63.805
5/21/22,16:44:22,63.99
5/21/22,16:54:22,64.17
5/21/22,17:04:22,64.35
5/21/22,17:14:22,64.54
5/21/22,17:24:22,64.715
5/21/22,17:34:22,64.88
5/21/22,17:44:22,65.06
5/21/22,17:54:22,65.245
5/21/22,18:04:22,65.415
5/21/22,18:14:22,65.58
5/21/22,18:24:22,65.75
5/21/22,18:34:22,65.905
5/21/22,18:44:22,66.075
5/21/22,18:54:22,66.23
5/21/22,19:04:22,66.395
5/21/22,19:14:22,66.56
5/21/22,19:24:22,66.715
5/21/22,19:34:22,66.865
5/21/22,19:44:22,67.03
5/21/22,19:54:22,67.185
5/21/22,20:04:22,67.335
5/21/22,20:14:22,67.49
5/21/22,20:24:22,67.66
5/21/22,20:34:22,67.81
5/21/22,20:44:22,67.975
5/21/22,20:54:22,68.125
5/21/22,21:04:22,68.285
5/21/22,21:14:22,68.44
5/21/22,21:24:22,68.595
5/21/22,21:34:22,68.75
5/21/22,21:44:22,68.91
5/21/22,21:54:22,69.06
5/21/22,22:04:22,69.2
5/21/22,22:14:22,69.34
5/21/22,22:24:22,69.475
5/21/22,22:34:22,69.61
5/21/22,22:44:22,69.75
5/21/22,22:54:22,69.865
5/21/22,23:04:22,69.98
5/21/22,23:14:22,70.11
5/21/22,23:24:22,70.255
5/21/22,23:34:22,70.4
5/21/22,23:44:22,70.545
5/21/22,23:54:22,70.68
5/22/22,0:04:22,70.815
5/22/22,0:14:22,70.96
5/22/22,0:24:22,71.08
5/22/22,0:34:22,71.215
5/22/22,0:44:22,71.34
5/22/22,0:54:22,71.47
5/22/22,1:04:22,71.595
5/22/22,1:14:22,71.715
5/22/22,1:24:22,71.84
5/22/22,1:34:22,71.96
5/22/22,1:44:22,72.075
5/22/22,1:54:22,72.19
5/22/22,2:04:22,72.3
5/22/22,2:14:22,72.41
5/22/22,2:24:22,72.515
5/22/22,2:34:22,72.62
5/22/22,2:44:22,72.72
5/22/22,2:54:22,72.825
5/22/22,3:04:22,72.925
5/22/22,3:14:22,73.02
5/22/22,3:24:22,73.12
5/22/22,3:34:22,73.215
5/22/22,3:44:22,73.32
5/22/22,3:54:22,73.41
5/22/22,4:04:22,73.51
5/22/22,4:14:22,73.6
5/22/22,4:24:22,73.7
5/22/22,4:34:22,73.79
5/22/22,4:44:22,73.885
5/22/22,4:54:22,73.98
5/22/22,5:04:22,74.075
5/22/22,5:14:22,74.165
5/22/22,5:24:22,74.26
5/22/22,5:34:22,74.345
5/22/22,5:44:22,74.435
5/22/22,5:54:22,74.53
5/22/22,6:04:22,74.62
5/22/22,6:14:22,74.715
5/22/22,6:24:22,74.815
5/22/22,6:34:22,74.92
5/22/22,6:44:22,75.03
5/22/22,6:54:22,75.145
5/22/22,7:04:22,75.26
5/22/22,7:14:22,75.38
5/22/22,7:24:22,75.51
5/22/22,7:34:22,75.635
5/22/22,7:44:22,75.76
5/22/22,7:54:22,75.91
5/22/22,8:04:22,76.05
5/22/22,8:14:22,76.19
5/22/22,8:24:22,76.33
5/22/22,8:34:22,76.485
5/22/22,8:44:22,76.62
5/22/22,8:54:22,76.78
5/22/22,9:04:22,76.925
5/22/22,9:14:22,77.09
5/22/22,9:24:22,77.31
5/22/22,9:34:22,77.47
5/22/22,9:44:22,77.59
5/22/22,9:54:22,77.71
5/22/22,10:04:22,77.745
5/22/22,10:14:22,77.815
5/22/22,10:24:22,77.945
5/22/22,10:34:22,78.12
5/22/22,10:44:22,78.3
5/22/22,10:54:22,78.495
5/22/22,11:04:22,78.7
5/22/22,11:14:22,78.92
5/22/22,11:24:22,79.115
5/22/22,11:34:22,79.31
5/22/22,11:44:22,79.495
5/22/22,11:54:22,79.68
5/22/22,12:04:22,79.805
5/22/22,12:14:22,79.895
5/22/22,12:24:22,80.015
5/22/22,12:34:22,80.155
5/22/22,12:44:22,80.29
5/22/22,12:54:22,80.4
5/22/22,13:04:22,80.475
5/22/22,13:14:22,80.54
5/22/22,13:24:22,80.6
5/22/22,13:34:22,80.645
5/22/22,13:44:22,80.685
5/22/22,13:54:22,80.735
5/22/22,14:04:22,80.795
5/22/22,14:14:22,80.855
5/22/22,14:24:22,80.92
5/22/22,14:34:22,80.995
5/22/22,14:44:22,81.055
5/22/22,14:54:22,81.09
5/22/22,15:04:22,81.15
5/22/22,15:14:22,81.195
5/22/22,15:24:22,81.25
5/22/22,15:34:22,81.31
5/22/22,15:44:22,81.365
5/22/22,15:54:22,81.425
5/22/22,16:04:22,81.46
5/22/22,16:14:22,81.505
5/22/22,16:24:22,81.56
5/22/22,16:34:22,81.61
5/22/22,16:44:22,81.61
5/22/22,16:54:22,81.635
5/22/22,17:04:22,81.68
5/22/22,17:14:22,81.725
5/22/22,17:24:22,81.77
5/22/22,17:34:22,81.81
5/22/22,17:44:22,81.84
5/22/22,17:54:22,81.85
5/22/22,18:04:22,81.855
5/22/22,18:14:22,81.86
5/22/22,18:24:22,81.835
5/22/22,18:34:22,81.795
5/22/22,18:44:22,81.755
5/22/22,18:54:22,81.7
5/22/22,19:04:22,81.625
5/22/22,19:14:22,81.525
5/22/22,19:24:22,81.39
5/22/22,19:34:22,81.205
5/22/22,19:44:22,80.965
5/22/22,19:54:22,80.69
5/22/22,20:04:22,80.36
5/22/22,20:14:22,80.025
5/22/22,20:24:22,79.74
5/22/22,20:34:22,79.46
5/22/22,20:44:22,79.17
5/22/22,20:54:22,78.895
5/22/22,21:04:22,78.62
5/22/22,21:14:22,78.35
5/22/22,21:24:22,78.075
5/22/22,21:34:22,77.81
5/22/22,21:44:22,77.545
5/22/22,21:54:22,77.29
5/22/22,22:04:22,77.03
5/22/22,22:14:22,76.76
5/22/22,22:24:22,76.475
5/22/22,22:34:22,76.19
5/22/22,22:44:22,75.93
5/22/22,22:54:22,75.685
5/22/22,23:04:22,75.435
5/22/22,23:14:22,75.19
5/22/22,23:24:22,74.945
5/22/22,23:34:22,74.705
5/22/22,23:44:22,74.46
5/22/22,23:54:22,74.21
5/23/22,0:04:22,73.965
5/23/22,0:14:22,73.715
5/23/22,0:24:22,73.465
5/23/22,0:34:22,73.21
5/23/22,0:44:22,72.955
5/23/22,0:54:22,72.715
5/23/22,1:04:22,72.475
5/23/22,1:14:22,72.235
5/23/22,1:24:22,71.995
5/23/22,1:34:22,71.755
5/23/22,1:44:22,71.52
5/23/22,1:54:22,71.27
5/23/22,2:04:22,71.03
5/23/22,2:14:22,70.795
5/23/22,2:24:22,70.535
5/23/22,2:34:22,70.26
5/23/22,2:44:22,69.995
5/23/22,2:54:22,69.74
5/23/22,3:04:22,69.515
5/23/22,3:14:22,69.28
5/23/22,3:24:22,69.04
5/23/22,3:34:22,68.77
5/23/22,3:44:22,68.575
5/23/22,3:54:22,68.375
5/23/22,4:04:22,68.17
5/23/22,4:14:22,67.965
5/23/22,4:24:22,67.755
5/23/22,4:34:22,67.535
5/23/22,4:44:22,67.315
5/23/22,4:54:22,67.09
5/23/22,5:04:22,66.86
5/23/22,5:14:22,66.64
5/23/22,5:24:22,66.42
5/23/22,5:34:22,66.195
5/23/22,5:44:22,65.965
5/23/22,5:54:22,65.76
5/23/22,6:04:22,65.565
5/23/22,6:14:22,65.38
5/23/22,6:24:22,65.2
5/23/22,6:34:22,65.04
5/23/22,6:44:22,64.865
5/23/22,6:54:22,64.72
5/23/22,7:04:22,64.62
5/23/22,7:14:22,64.52
5/23/22,7:24:22,64.405
5/23/22,7:34:22,64.3
5/23/22,7:44:22,64.155
5/23/22,7:54:22,64.025
5/23/22,8:04:22,63.875
5/23/22,8:14:22,63.765
5/23/22,8:24:22,63.735
5/23/22,8:34:22,63.6
5/23/22,8:44:22,63.38
5/23/22,8:54:22,63.16
5/23/22,9:04:22,63.09
5/23/22,9:14:22,63.04
5/23/22,9:24:22,62.96
5/23/22,9:34:22,62.905
5/23/22,9:44:22,63.01
5/23/22,9:54:22,63.31
5/23/22,10:04:22,2.01
5/23/22,10:14:22,3.915
5/23/22,10:24:22,5.58
5/23/22,10:34:22,6.91
5/23/22,10:44:22,8.155
5/23/22,10:54:22,9.32
5/23/22,11:04:22,10.405
5/23/22,11:14:22,11.535
5/23/22,11:24:22,12.605
5/23/22,11:34:22,13.725
5/23/22,11:44:22,14.81
5/23/22,11:54:22,15.79
5/23/22,12:04:22,16.72
5/23/22,12:14:22,17.65
5/23/22,12:24:22,18.555
5/23/22,12:34:22,19.445
5/23/22,12:44:22,20.535
5/23/22,12:54:22,2.005
5/23/22,13:04:22,2.01
5/23/22,13:14:22,3.29
5/23/22,13:24:22,4.74
5/23/22,13:34:22,6.12
5/23/22,13:44:22,7.3
5/23/22,13:54:22,8.435
5/23/22,14:04:22,9.53
5/23/22,14:14:22,10.57
5/23/22,14:24:22,11.55
5/23/22,14:34:22,12.565
5/23/22,14:44:22,13.47
5/23/22,14:54:22,14.305
5/23/22,15:04:22,15.065
