date,time,voltage_v,co2_ppm
6/15/21,18:00:00,0.092,306.6666667
6/15/21,18:10:00,0.0938,312.6666667
6/15/21,18:20:00,0.0951,317
6/15/21,18:30:00,0.0947,315.6666667
6/15/21,18:40:00,0.0945,315
6/15/21,18:50:00,0.0951,317
6/15/21,19:00:00,0.0955,318.3333333
6/15/21,19:10:00,0.0992,330.6666667
6/15/21,19:20:00,0.1028,342.6666667
6/15/21,19:30:00,0.0996,332
6/15/21,19:40:00,0.1051,350.3333333
6/15/21,19:50:00,0.1044,348
6/15/21,20:00:00,0.102,340
6/15/21,20:10:00,0.1036,345.3333333
6/15/21,20:20:00,0.1029,343
6/15/21,20:30:00,0.1033,344.3333333
6/15/21,20:40:00,0.1044,348
6/15/21,20:50:00,0.1051,350.3333333
6/15/21,21:00:00,0.1054,351.3333333
6/15/21,21:10:00,0.1043,347.6666667
6/15/21,21:20:00,0.1054,351.3333333
6/15/21,21:30:00,0.1054,351.3333333
6/15/21,21:40:00,0.1052,350.6666667
6/15/21,21:50:00,0.1038,346
6/15/21,22:00:00,0.1047,349
6/15/21,22:10:00,0.1061,353.6666667
6/15/21,22:20:00,0.1027,342.3333333
6/15/21,22:30:00,0.1025,341.6666667
6/15/21,22:40:00,0.1001,333.6666667
6/15/21,22:50:00,0.1034,344.6666667
6/15/21,23:00:00,0.1006,335.3333333
6/15/21,23:10:00,0.1028,342.6666667
6/15/21,23:20:00,0.1003,334.3333333
6/15/21,23:30:00,0.1006,335.3333333
6/15/21,23:40:00,0.1028,342.6666667
6/15/21,23:50:00,0.1022,340.6666667
6/16/21,0:00:00,0.1041,347
6/16/21,0:10:00,0.1002,334
6/16/21,0:20:00,0.0983,327.6666667
6/16/21,0:30:00,0.1029,343
6/16/21,0:40:00,0.1042,347.3333333
6/16/21,0:50:00,0.1021,340.3333333
6/16/21,1:00:00,0.1002,334
6/16/21,1:10:00,0.1003,334.3333333
6/16/21,1:20:00,0.1011,337
6/16/21,1:30:00,0.1014,338
6/16/21,1:40:00,0.1006,335.3333333
6/16/21,1:50:00,0.1004,334.6666667
6/16/21,2:00:00,0.1001,333.6666667
6/16/21,2:10:00,0.1004,334.6666667
6/16/21,2:20:00,0.1026,342
6/16/21,2:30:00,0.1004,334.6666667
6/16/21,2:40:00,0.1,333.3333333
6/16/21,2:50:00,0.0998,332.6666667
6/16/21,3:00:00,0.0987,329
6/16/21,3:10:00,0.1006,335.3333333
6/16/21,3:20:00,0.0999,333
