datetime,wtrhgtavg_obs,CR _length_krtobtm(mm),stickup_ht(mm),blttotp_well(mm),CR_zerotobtm(mm),wtrhgt_blwgrnd(mm)
3/25/2020 12:00,-9,1128,216,77,35,-963
3/25/2020 12:10,-9,1128,216,77,35,-963
3/25/2020 12:20,-9,1128,216,77,35,-963
3/25/2020 12:30,-9,1128,216,77,35,-963
3/25/2020 12:40,-9,1128,216,77,35,-963
3/25/2020 12:50,-9,1128,216,77,35,-963
3/25/2020 13:00,-9,1128,216,77,35,-963
3/25/2020 13:10,-9,1128,216,77,35,-963
3/25/2020 13:20,-9,1128,216,77,35,-963
3/25/2020 13:30,-9,1128,216,77,35,-963
3/25/2020 13:40,-9,1128,216,77,35,-963
3/25/2020 13:50,-9,1128,216,77,35,-963
3/25/2020 14:00,-9,1128,216,77,35,-963
3/25/2020 14:10,-9,1128,216,77,35,-963
3/25/2020 14:20,-9,1128,216,77,35,-963
3/25/2020 14:30,-9,1128,216,77,35,-963
3/25/2020 14:40,-9,1128,216,77,35,-963
3/25/2020 14:50,-9,1128,216,77,35,-963
3/25/2020 15:00,-9,1128,216,77,35,-963
3/25/2020 15:10,-9,1128,216,77,35,-963
3/25/2020 15:20,-9,1128,216,77,35,-963
3/25/2020 15:30,-9,1128,216,77,35,-963
3/25/2020 15:40,-9,1128,216,77,35,-963
3/25/2020 15:50,-9,1128,216,77,35,-963
3/25/2020 16:00,-9,1128,216,77,35,-963
3/25/2020 16:10,-9,1128,216,77,35,-963
3/25/2020 16:20,-9,1128,216,77,35,-963
3/25/2020 16:30,-9,1128,216,77,35,-963
3/25/2020 16:40,-9,1128,216,77,35,-963
3/25/2020 16:50,-9,1128,216,77,35,-963
3/25/2020 17:00,-9,1128,216,77,35,-963
3/25/2020 17:10,-9,1128,216,77,35,-963
3/25/2020 17:20,-9,1128,216,77,35,-963
3/25/2020 17:30,-9,1128,216,77,35,-963
3/25/2020 17:40,-9,1128,216,77,35,-963
3/25/2020 17:50,-9,1128,216,77,35,-963
3/25/2020 18:00,-9,1128,216,77,35,-963
3/25/2020 18:10,-9,1128,216,77,35,-963
3/25/2020 18:20,-9,1128,216,77,35,-963
3/25/2020 18:30,-9,1128,216,77,35,-963
3/25/2020 18:40,-9,1128,216,77,35,-963
3/25/2020 18:50,-9,1128,216,77,35,-963
3/25/2020 19:00,-9,1128,216,77,35,-963
3/25/2020 19:10,-9,1128,216,77,35,-963
3/25/2020 19:20,-9,1128,216,77,35,-963
3/25/2020 19:30,-9,1128,216,77,35,-963
3/25/2020 19:40,-9,1128,216,77,35,-963
3/25/2020 19:50,-9,1128,216,77,35,-963
