datetime,wtrhgtavg_obs,CR _length_krtobtm(mm),stickup_ht(mm),blttotp_well(mm),CR_zerotobtm(mm),wtrhgt_blwgrnd(mm)
3/25/2020 12:30,-5,1106,421,80,35,-735
3/25/2020 12:40,-5,1106,421,80,35,-735
3/25/2020 12:50,-5,1106,421,80,35,-735
3/25/2020 13:00,-5,1106,421,80,35,-735
3/25/2020 13:10,-5,1106,421,80,35,-735
3/25/2020 13:20,-5,1106,421,80,35,-735
3/25/2020 13:30,-5,1106,421,80,35,-735
3/25/2020 13:40,-5,1106,421,80,35,-735
3/25/2020 13:50,-5,1106,421,80,35,-735
3/25/2020 14:00,-4,1106,421,80,35,-734
3/25/2020 14:10,-4,1106,421,80,35,-734
3/25/2020 14:20,-4,1106,421,80,35,-734
3/25/2020 14:30,-5,1106,421,80,35,-735
3/25/2020 14:40,-5,1106,421,80,35,-735
3/25/2020 14:50,-5,1106,421,80,35,-735
3/25/2020 15:00,-4,1106,421,80,35,-734
3/25/2020 15:10,-5,1106,421,80,35,-735
3/25/2020 15:20,-5,1106,421,80,35,-735
3/25/2020 15:30,-5,1106,421,80,35,-735
3/25/2020 15:40,-5,1106,421,80,35,-735
3/25/2020 15:50,-5,1106,421,80,35,-735
3/25/2020 16:00,-5,1106,421,80,35,-735
3/25/2020 16:10,-5,1106,421,80,35,-735
3/25/2020 16:20,-5,1106,421,80,35,-735
3/25/2020 16:30,-5,1106,421,80,35,-735
3/25/2020 16:40,-5,1106,421,80,35,-735
3/25/2020 16:50,-5,1106,421,80,35,-735
3/25/2020 17:00,-5,1106,421,80,35,-735
3/25/2020 17:10,-5,1106,421,80,35,-735
3/25/2020 17:20,-5,1106,421,80,35,-735
3/25/2020 17:30,-5,1106,421,80,35,-735
3/25/2020 17:40,-5,1106,421,80,35,-735
3/25/2020 17:50,-5,1106,421,80,35,-735
3/25/2020 18:00,-5,1106,421,80,35,-735
3/25/2020 18:10,-5,1106,421,80,35,-735
3/25/2020 18:20,-5,1106,421,80,35,-735
3/25/2020 18:30,-5,1106,421,80,35,-735
3/25/2020 18:40,-5,1106,421,80,35,-735
3/25/2020 18:50,-5,1106,421,80,35,-735
3/25/2020 19:00,-5,1106,421,80,35,-735
3/25/2020 19:10,-5,1106,421,80,35,-735
3/25/2020 19:20,-5,1106,421,80,35,-735
3/25/2020 19:30,-5,1106,421,80,35,-735
3/25/2020 19:40,-5,1106,421,80,35,-735
3/25/2020 19:50,-5,1106,421,80,35,-735
3/25/2020 20:00,-5,1106,421,80,35,-735
3/25/2020 20:10,-5,1106,421,80,35,-735
3/25/2020 20:20,-5,1106,421,80,35,-735
3/25/2020 20:30,-5,1106,421,80,35,-735
3/25/2020 20:40,-5,1106,421,80,35,-735
3/25/2020 20:50,-5,1106,421,80,35,-735
3/25/2020 21:00,-5,1106,421,80,35,-735
3/25/2020 21:10,-5,1106,421,80,35,-735
3/25/2020 21:20,-5,1106,421,80,35,-735
3/25/2020 21:30,-5,1106,421,80,35,-735
3/25/2020 21:40,-5,1106,421,80,35,-735
3/25/2020 21:50,-5,1106,421,80,35,-735
3/25/2020 22:00,-5,1106,421,80,35,-735
3/25/2020 22:10,-5,1106,421,80,35,-735
3/25/2020 22:20,-5,1106,421,80,35,-735
3/25/2020 22:30,-5,1106,421,80,35,-735
3/25/2020 22:40,-5,1106,421,80,35,-735
3/25/2020 22:50,-5,1106,421,80,35,-735
3/25/2020 23:00,-5,1106,421,80,35,-735
3/25/2020 23:10,-5,1106,421,80,35,-735
3/25/2020 23:20,-5,1106,421,80,35,-735
3/25/2020 23:30,-5,1106,421,80,35,-735
3/25/2020 23:40,-5,1106,421,80,35,-735
3/25/2020 23:50,-5,1106,421,80,35,-735
3/26/2020 0:00,-5,1106,421,80,35,-735
3/26/2020 0:10,-5,1106,421,80,35,-735
3/26/2020 0:20,-5,1106,421,80,35,-735
3/26/2020 0:30,-5,1106,421,80,35,-735
3/26/2020 0:40,-5,1106,421,80,35,-735
3/26/2020 0:50,-5,1106,421,80,35,-735
3/26/2020 1:00,-5,1106,421,80,35,-735
3/26/2020 1:10,-5,1106,421,80,35,-735
3/26/2020 1:20,-5,1106,421,80,35,-735
3/26/2020 1:30,-5,1106,421,80,35,-735
3/26/2020 1:40,-5,1106,421,80,35,-735
