sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,wtrhgt__4
5911,04/22/2020 09:00:00,1.0,0.6,-9,-9
5912,04/22/2020 09:10:00,1.0,0.6,-9,-9
5913,04/22/2020 09:20:00,1.0,0.6,-9,-9
5914,04/22/2020 09:30:00,1.0,0.6,-9,-9
5915,04/22/2020 09:40:00,1.0,0.6,-9,-9
5916,04/22/2020 09:50:00,1.0,0.6,-9,-9
5917,04/22/2020 10:00:00,1.0,0.6,-9,-9
5918,04/22/2020 10:10:00,1.0,0.6,-9,-9
5919,04/22/2020 10:20:00,1.0,0.6,-9,-9
5920,04/22/2020 10:30:00,1.0,0.6,-9,-9
5921,04/22/2020 10:40:00,1.0,0.6,-9,-9
5922,04/22/2020 10:50:00,1.0,0.6,-9,-9
5923,04/22/2020 11:00:00,1.0,0.6,-9,-9
5924,04/22/2020 11:10:00,1.0,0.6,-9,-9
5925,04/22/2020 11:20:00,1.0,0.6,-9,-9
5926,04/22/2020 11:30:00,1.0,0.6,-9,-9
5927,04/22/2020 11:40:00,1.0,0.6,-9,-9
5928,04/22/2020 11:50:00,1.0,0.6,-9,-9
5929,04/22/2020 12:00:00,1.0,0.6,-9,-9
5930,04/22/2020 12:10:00,1.0,0.6,-9,-9
5931,04/22/2020 12:20:00,1.0,0.6,-9,-9
5932,04/22/2020 12:30:00,1.0,0.6,-9,-9
5933,04/22/2020 12:40:00,1.0,0.6,-9,-9
5934,04/22/2020 12:50:00,1.0,0.6,-9,-9
5935,04/22/2020 13:00:00,1.0,0.6,-9,-9
5936,04/22/2020 13:10:00,1.0,0.6,-9,-9
5937,04/22/2020 13:20:00,1.0,0.6,-9,-9
5938,04/22/2020 13:30:00,1.0,0.6,-9,-9
5939,04/22/2020 13:40:00,1.0,0.6,-9,-9
5940,04/22/2020 13:50:00,1.0,0.6,-9,-9
5941,04/22/2020 14:00:00,1.0,0.6,-9,-9
5942,04/22/2020 14:10:00,1.0,0.6,-9,-9
5943,04/22/2020 14:20:00,1.0,0.6,-9,-9
5944,04/22/2020 14:30:00,1.0,0.6,-9,-9
5945,04/22/2020 14:40:00,1.0,0.6,-9,-9
5946,04/22/2020 14:50:00,1.0,0.6,-9,-9
5947,04/22/2020 15:00:00,1.0,0.6,-9,-9
5948,04/22/2020 15:10:00,1.0,0.6,-9,-9
5949,04/22/2020 15:20:00,1.0,0.6,-9,-9
5950,04/22/2020 15:30:00,1.0,0.6,-9,-9
5951,04/22/2020 15:40:00,1.0,0.6,-9,-9
5952,04/22/2020 15:50:00,1.0,0.6,-9,-9
5953,04/22/2020 16:00:00,1.0,0.6,-9,-9
5954,04/22/2020 16:10:00,1.0,0.6,-9,-9
5955,04/22/2020 16:20:00,1.0,0.6,-9,-9
5956,04/22/2020 16:30:00,1.0,0.6,-9,-9
5957,04/22/2020 16:40:00,1.0,0.6,-9,-9
5958,04/22/2020 16:50:00,1.0,0.6,-9,-9
5959,04/22/2020 17:00:00,1.0,0.6,-9,-9
