Created by Omnilog Version 7.2 at 10/05/2022 11:18:16,,,,
Logger Type   WT-HR 64K,,,,
Serial Number   1804224,,,,
Logging Period   10min,,,,
Logger Status   Running Looping,,,,
Total Samples   10076,,,,
Number of Trips   6,,,,
Logger ID   Factory Default Reset on 23/04/2018,,,,
,,,,
Sample,Date Time,Water Temp,Water Height,Water Height
Number,d/m/y,Average,Point,Average
,24hr,°C,mm,mm
1,01/03/2022 12:00:01,0.7,15,15
2,01/03/2022 12:10:01,0.7,15,15
3,01/03/2022 12:20:01,0.7,15,15
4,01/03/2022 12:30:01,0.7,15,15
5,01/03/2022 12:40:01,0.7,15,15
6,01/03/2022 12:50:01,0.7,15,15
7,01/03/2022 13:00:01,0.7,15,15
8,01/03/2022 13:10:01,0.7,15,15
9,01/03/2022 13:20:01,0.7,15,15
10,01/03/2022 13:30:01,0.7,15,14
11,01/03/2022 13:40:01,0.7,15,15
12,01/03/2022 13:50:01,0.7,14,15
13,01/03/2022 14:00:01,0.6,14,14
14,01/03/2022 14:10:01,0.7,15,14
15,01/03/2022 14:20:01,0.7,14,14
16,01/03/2022 14:30:01,0.7,14,14
17,01/03/2022 14:40:01,0.6,14,14
18,01/03/2022 14:50:01,0.7,14,14
19,01/03/2022 15:00:01,0.7,14,14
20,01/03/2022 15:10:01,0.7,14,14
21,01/03/2022 15:20:01,0.6,14,14
22,01/03/2022 15:30:01,0.7,14,14
23,01/03/2022 15:40:01,0.6,14,14
24,01/03/2022 15:50:01,0.7,14,14
25,01/03/2022 16:00:01,0.7,14,14
26,01/03/2022 16:10:01,0.7,14,14
27,01/03/2022 16:20:01,0.7,14,14
28,01/03/2022 16:30:01,0.7,14,14
29,01/03/2022 16:40:01,0.7,14,14
30,01/03/2022 16:50:01,0.6,14,14
31,01/03/2022 17:00:01,0.7,14,14
32,01/03/2022 17:10:01,0.7,14,14
33,01/03/2022 17:20:01,0.7,14,14
34,01/03/2022 17:30:01,0.7,14,14
35,01/03/2022 17:40:01,0.7,14,14
36,01/03/2022 17:50:01,0.7,14,14
37,01/03/2022 18:00:01,0.7,14,14
38,01/03/2022 18:10:01,0.7,14,14
39,01/03/2022 18:20:01,0.6,14,14
40,01/03/2022 18:30:01,0.6,14,14
41,01/03/2022 18:40:01,0.7,14,14
42,01/03/2022 18:50:01,0.7,14,14
43,01/03/2022 19:00:01,0.6,14,14
44,01/03/2022 19:10:01,0.7,14,14
45,01/03/2022 19:20:01,0.7,14,14
46,01/03/2022 19:30:01,0.6,14,14
47,01/03/2022 19:40:01,0.7,14,14
48,01/03/2022 19:50:01,0.7,14,14
49,01/03/2022 20:00:01,0.6,14,14
50,01/03/2022 20:10:01,0.7,14,14
51,01/03/2022 20:20:01,0.6,14,14
52,01/03/2022 20:30:01,0.6,14,14
53,01/03/2022 20:40:01,0.7,14,14
54,01/03/2022 20:50:01,0.6,14,14
55,01/03/2022 21:00:01,0.7,14,14
56,01/03/2022 21:10:01,0.7,14,14
57,01/03/2022 21:20:01,0.7,14,14
58,01/03/2022 21:30:01,0.6,14,14
59,01/03/2022 21:40:01,0.6,14,14
60,01/03/2022 21:50:01,0.6,14,14
61,01/03/2022 22:00:01,0.6,14,14
62,01/03/2022 22:10:01,0.7,14,14
63,01/03/2022 22:20:01,0.6,14,14
64,01/03/2022 22:30:01,0.6,14,14
65,01/03/2022 22:40:01,0.6,14,14
66,01/03/2022 22:50:01,0.6,14,14
67,01/03/2022 23:00:01,0.7,14,14
68,01/03/2022 23:10:01,0.6,14,14
69,01/03/2022 23:20:01,0.6,14,14
70,01/03/2022 23:30:01,0.6,14,14
71,01/03/2022 23:40:01,0.6,14,14
72,01/03/2022 23:50:01,0.6,14,14
73,02/03/2022 00:00:01,0.6,14,14
74,02/03/2022 00:10:01,0.7,14,14
75,02/03/2022 00:20:01,0.6,14,14
76,02/03/2022 00:30:01,0.6,14,14
77,02/03/2022 00:40:01,0.7,14,14
78,02/03/2022 00:50:01,0.6,14,14
79,02/03/2022 01:00:01,0.7,14,14
80,02/03/2022 01:10:01,0.6,14,14
81,02/03/2022 01:20:01,0.6,14,14
82,02/03/2022 01:30:01,0.7,14,14
83,02/03/2022 01:40:01,0.6,14,14
84,02/03/2022 01:50:01,0.6,14,14
85,02/03/2022 02:00:01,0.6,14,14
86,02/03/2022 02:10:01,0.6,14,14
87,02/03/2022 02:20:01,0.6,14,14
88,02/03/2022 02:30:01,0.6,14,14
89,02/03/2022 02:40:01,0.6,14,14
90,02/03/2022 02:50:01,0.6,14,14
91,02/03/2022 03:00:01,0.6,14,14
92,02/03/2022 03:10:01,0.6,14,14
93,02/03/2022 03:20:01,0.6,14,14
94,02/03/2022 03:30:01,0.6,14,14
95,02/03/2022 03:40:01,0.6,14,14
96,02/03/2022 03:50:01,0.6,14,14
97,02/03/2022 04:00:01,0.6,14,14
98,02/03/2022 04:10:01,0.6,14,14
99,02/03/2022 04:20:01,0.6,14,14
100,02/03/2022 04:30:01,0.6,14,14
101,02/03/2022 04:40:01,0.6,14,14
102,02/03/2022 04:50:01,0.6,14,14
103,02/03/2022 05:00:01,0.6,14,14
104,02/03/2022 05:10:01,0.6,14,14
105,02/03/2022 05:20:01,0.6,14,14
106,02/03/2022 05:30:01,0.6,14,14
107,02/03/2022 05:40:01,0.6,14,14
108,02/03/2022 05:50:01,0.6,14,14
109,02/03/2022 06:00:01,0.6,14,14
110,02/03/2022 06:10:01,0.6,14,14
111,02/03/2022 06:20:01,0.6,14,14
112,02/03/2022 06:30:01,0.6,14,14
113,02/03/2022 06:40:01,0.6,14,14
114,02/03/2022 06:50:01,0.6,14,14
115,02/03/2022 07:00:01,0.6,14,14
116,02/03/2022 07:10:01,0.6,14,14
117,02/03/2022 07:20:01,0.6,14,14
118,02/03/2022 07:30:01,0.6,14,14
119,02/03/2022 07:40:01,0.6,14,14
120,02/03/2022 07:50:01,0.6,14,14
121,02/03/2022 08:00:01,0.6,14,14
