date,time,voltage_v,co2_ppm,formatted_datetime
6/22/2021,3:00:44 PM,115.75,385.8333333,06/22/2021 15:00
6/22/2021,3:10:44 PM,128.14,427.1333333,06/22/2021 15:10
6/22/2021,3:20:44 PM,129.08,430.2666667,06/22/2021 15:20
6/22/2021,3:30:44 PM,126.135,420.45,06/22/2021 15:30
6/22/2021,3:40:44 PM,125.905,419.6833333,06/22/2021 15:40
6/22/2021,3:50:44 PM,128.675,428.9166667,06/22/2021 15:50
6/22/2021,4:00:44 PM,128.75,429.1666667,06/22/2021 16:00
6/22/2021,4:10:44 PM,133.345,444.4833333,06/22/2021 16:10
6/22/2021,4:20:44 PM,130.19,433.9666667,06/22/2021 16:20
6/22/2021,4:30:44 PM,130.895,436.3166667,06/22/2021 16:30
6/22/2021,4:40:44 PM,130.87,436.2333333,06/22/2021 16:40
6/22/2021,4:50:44 PM,131.51,438.3666667,06/22/2021 16:50
6/22/2021,5:00:44 PM,131.68,438.9333333,06/22/2021 17:00
6/22/2021,5:10:44 PM,131.755,439.1833333,06/22/2021 17:10
6/22/2021,5:20:44 PM,133.165,443.8833333,06/22/2021 17:20
6/22/2021,5:30:44 PM,131.82,439.4,06/22/2021 17:30
6/22/2021,5:40:44 PM,137.235,457.45,06/22/2021 17:40
6/22/2021,5:50:44 PM,136.285,454.2833333,06/22/2021 17:50
6/22/2021,6:00:44 PM,135.56,451.8666667,06/22/2021 18:00
6/22/2021,6:10:44 PM,133.84,446.1333333,06/22/2021 18:10
6/22/2021,6:20:44 PM,135.8,452.6666667,06/22/2021 18:20
6/22/2021,6:30:44 PM,136.105,453.6833333,06/22/2021 18:30
6/22/2021,6:40:44 PM,133.5,445,06/22/2021 18:40
6/22/2021,6:50:44 PM,132.93,443.1,06/22/2021 18:50
6/22/2021,7:00:44 PM,130.455,434.85,06/22/2021 19:00
6/22/2021,7:10:44 PM,135.36,451.2,06/22/2021 19:10
6/22/2021,7:20:44 PM,138.34,461.1333333,06/22/2021 19:20
6/22/2021,7:30:44 PM,135.855,452.85,06/22/2021 19:30
