sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
10252,7/22/21 16:30,9.1,143,133,7/22/21 16:30
10253,7/22/21 16:40,8.9,148,144,7/22/21 16:40
10254,7/22/21 16:50,8.8,141,146,7/22/21 16:50
10255,7/22/21 17:00,8.6,146,144,7/22/21 17:00
10256,7/22/21 17:10,8.5,137,138,7/22/21 17:10
10257,7/22/21 17:20,8.4,133,136,7/22/21 17:20
10258,7/22/21 17:30,8.4,129,133,7/22/21 17:30
10259,7/22/21 17:40,8.4,130,130,7/22/21 17:40
10260,7/22/21 17:50,8.4,126,128,7/22/21 17:50
10261,7/22/21 18:00,8.3,126,126,7/22/21 18:00
10262,7/22/21 18:10,8.3,126,126,7/22/21 18:10
10263,7/22/21 18:20,8.3,124,125,7/22/21 18:20
10264,7/22/21 18:30,8.3,126,125,7/22/21 18:30
10265,7/22/21 18:40,8.3,127,126,7/22/21 18:40
10266,7/22/21 18:50,8.2,128,128,7/22/21 18:50
10267,7/22/21 19:00,8.2,129,129,7/22/21 19:00
10268,7/22/21 19:10,8.2,130,131,7/22/21 19:10
10269,7/22/21 19:20,8.1,128,129,7/22/21 19:20
10270,7/22/21 19:30,8.1,127,128,7/22/21 19:30
10271,7/22/21 19:40,8.1,127,127,7/22/21 19:40
10272,7/22/21 19:50,8,123,126,7/22/21 19:50
10273,7/22/21 20:00,8,123,123,7/22/21 20:00
10274,7/22/21 20:10,8,120,121,7/22/21 20:10
10275,7/22/21 20:20,8,118,119,7/22/21 20:20
10276,7/22/21 20:30,8,115,117,7/22/21 20:30
10277,7/22/21 20:40,7.9,116,115,7/22/21 20:40
10278,7/22/21 20:50,7.9,113,113,7/22/21 20:50
10279,7/22/21 21:00,7.9,110,111,7/22/21 21:00
10280,7/22/21 21:10,7.9,111,110,7/22/21 21:10
10281,7/22/21 21:20,7.9,109,109,7/22/21 21:20
10282,7/22/21 21:30,7.9,106,107,7/22/21 21:30
10283,7/22/21 21:40,7.9,103,106,7/22/21 21:40
10284,7/22/21 21:50,7.9,105,105,7/22/21 21:50
10285,7/22/21 22:00,7.9,105,105,7/22/21 22:00
10286,7/22/21 22:10,7.8,102,103,7/22/21 22:10
10287,7/22/21 22:20,7.8,100,102,7/22/21 22:20
10288,7/22/21 22:30,7.8,99,101,7/22/21 22:30
10289,7/22/21 22:40,7.8,98,99,7/22/21 22:40
10290,7/22/21 22:50,7.7,98,99,7/22/21 22:50
10291,7/22/21 23:00,7.7,98,98,7/22/21 23:00
10292,7/22/21 23:10,7.7,98,98,7/22/21 23:10
10293,7/22/21 23:20,7.6,96,97,7/22/21 23:20
10294,7/22/21 23:30,7.6,94,96,7/22/21 23:30
10295,7/22/21 23:40,7.6,96,95,7/22/21 23:40
10296,7/22/21 23:50,7.6,94,95,7/22/21 23:50
10297,7/23/21 0:00,7.6,94,95,7/23/21 0:00
10298,7/23/21 0:10,7.5,94,94,7/23/21 0:10
10299,7/23/21 0:20,7.5,92,94,7/23/21 0:20
10300,7/23/21 0:30,7.5,92,93,7/23/21 0:30
10301,7/23/21 0:40,7.5,93,93,7/23/21 0:40
10302,7/23/21 0:50,7.5,92,92,7/23/21 0:50
10303,7/23/21 1:00,7.5,92,92,7/23/21 1:00
10304,7/23/21 1:10,7.5,90,91,7/23/21 1:10
10305,7/23/21 1:20,7.5,90,91,7/23/21 1:20
10306,7/23/21 1:30,7.5,91,91,7/23/21 1:30
10307,7/23/21 1:40,7.5,89,90,7/23/21 1:40
10308,7/23/21 1:50,7.5,89,90,7/23/21 1:50
10309,7/23/21 2:00,7.5,90,89,7/23/21 2:00
10310,7/23/21 2:10,7.5,89,89,7/23/21 2:10
10311,7/23/21 2:20,7.5,89,89,7/23/21 2:20
10312,7/23/21 2:30,7.5,88,88,7/23/21 2:30
