sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
1,5/12/21 12:00,13.6,-48,-48,5/12/21 12:00
2,5/12/21 12:10,14.4,-48,-48,5/12/21 12:10
3,5/12/21 12:20,15.7,-48,-48,5/12/21 12:20
4,5/12/21 12:30,16.9,-48,-48,5/12/21 12:30
5,5/12/21 12:40,18,-48,-48,5/12/21 12:40
6,5/12/21 12:50,19,-48,-48,5/12/21 12:50
7,5/12/21 13:00,19.9,-48,-48,5/12/21 13:00
8,5/12/21 13:10,20.9,-48,-48,5/12/21 13:10
9,5/12/21 13:20,21.6,-48,-48,5/12/21 13:20
10,5/12/21 13:30,22.2,-48,-48,5/12/21 13:30
11,5/12/21 13:40,22.3,-48,-48,5/12/21 13:40
12,5/12/21 13:50,22.2,-49,-48,5/12/21 13:50
13,5/12/21 14:00,22,-49,-49,5/12/21 14:00
14,5/12/21 14:10,22.1,-49,-49,5/12/21 14:10
15,5/12/21 14:20,22.6,-49,-49,5/12/21 14:20
16,5/12/21 14:30,22.7,-49,-49,5/12/21 14:30
17,5/12/21 14:40,22.8,-49,-49,5/12/21 14:40
18,5/12/21 14:50,23.2,-49,-49,5/12/21 14:50
19,5/12/21 15:00,23.7,-49,-49,5/12/21 15:00
20,5/12/21 15:10,24.4,-49,-49,5/12/21 15:10
21,5/12/21 15:20,25.4,-49,-49,5/12/21 15:20
22,5/12/21 15:30,26.1,-49,-49,5/12/21 15:30
23,5/12/21 15:40,26.7,-49,-49,5/12/21 15:40
24,5/12/21 15:50,26.9,-49,-49,5/12/21 15:50
25,5/12/21 16:00,26.6,-49,-49,5/12/21 16:00
26,5/12/21 16:10,26.4,-49,-49,5/12/21 16:10
27,5/12/21 16:20,25.6,-42,-44,5/12/21 16:20
28,5/12/21 16:30,21.9,-37,-40,5/12/21 16:30
29,5/12/21 16:40,19.3,-34,-34,5/12/21 16:40
30,5/12/21 16:50,17.2,-38,-38,5/12/21 16:50
31,5/12/21 17:00,15.7,-38,-38,5/12/21 17:00
32,5/12/21 17:10,13.9,-43,-37,5/12/21 17:10
33,5/12/21 17:20,12.2,-43,-45,5/12/21 17:20
