sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3,formatted_datetime
4294,6/11/21 7:30,1.6,173,169,6/11/21 7:30
4295,6/11/21 7:40,1.6,168,169,6/11/21 7:40
4296,6/11/21 7:50,1.7,173,170,6/11/21 7:50
4297,6/11/21 8:00,1.7,170,170,6/11/21 8:00
4298,6/11/21 8:10,1.7,171,172,6/11/21 8:10
4299,6/11/21 8:20,1.8,169,169,6/11/21 8:20
4300,6/11/21 8:30,1.8,177,171,6/11/21 8:30
4301,6/11/21 8:40,1.8,169,169,6/11/21 8:40
4302,6/11/21 8:50,1.9,173,170,6/11/21 8:50
4303,6/11/21 9:00,1.9,171,170,6/11/21 9:00
4304,6/11/21 9:10,1.9,172,168,6/11/21 9:10
4305,6/11/21 9:20,2,165,168,6/11/21 9:20
4306,6/11/21 9:30,2,171,169,6/11/21 9:30
4307,6/11/21 9:40,2.1,172,170,6/11/21 9:40
4308,6/11/21 9:50,2.1,172,169,6/11/21 9:50
4309,6/11/21 10:00,2.2,167,170,6/11/21 10:00
4310,6/11/21 10:10,2.2,173,169,6/11/21 10:10
4311,6/11/21 10:20,2.3,160,168,6/11/21 10:20
4312,6/11/21 10:30,2.3,167,170,6/11/21 10:30
4313,6/11/21 10:40,2.4,169,167,6/11/21 10:40
4314,6/11/21 10:50,2.5,177,169,6/11/21 10:50
4315,6/11/21 11:00,2.6,172,168,6/11/21 11:00
4316,6/11/21 11:10,2.7,166,170,6/11/21 11:10
4317,6/11/21 11:20,2.8,170,167,6/11/21 11:20
4318,6/11/21 11:30,2.9,170,167,6/11/21 11:30
4319,6/11/21 11:40,3,172,169,6/11/21 11:40
4320,6/11/21 11:50,3.1,168,168,6/11/21 11:50
4321,6/11/21 12:00,3.2,174,170,6/11/21 12:00
4322,6/11/21 12:10,3.4,172,170,6/11/21 12:10
4323,6/11/21 12:20,3.5,169,169,6/11/21 12:20
4324,6/11/21 12:30,3.7,169,168,6/11/21 12:30
4325,6/11/21 12:40,3.8,168,170,6/11/21 12:40
4326,6/11/21 12:50,4,169,169,6/11/21 12:50
4327,6/11/21 13:00,4.1,161,167,6/11/21 13:00
4328,6/11/21 13:10,4.3,175,168,6/11/21 13:10
4329,6/11/21 13:20,4.4,170,168,6/11/21 13:20
4330,6/11/21 13:30,4.6,172,170,6/11/21 13:30
4331,6/11/21 13:40,4.6,168,170,6/11/21 13:40
4332,6/11/21 13:50,4.7,173,168,6/11/21 13:50
4333,6/11/21 14:00,4.8,173,167,6/11/21 14:00
4334,6/11/21 14:10,4.8,173,172,6/11/21 14:10
4335,6/11/21 14:20,4.8,170,173,6/11/21 14:20
4336,6/11/21 14:30,4.8,175,172,6/11/21 14:30
4337,6/11/21 14:40,4.7,170,172,6/11/21 14:40
4338,6/11/21 14:50,4.7,172,172,6/11/21 14:50
4339,6/11/21 15:00,4.6,172,171,6/11/21 15:00
4340,6/11/21 15:10,4.6,174,172,6/11/21 15:10
4341,6/11/21 15:20,4.6,168,172,6/11/21 15:20
4342,6/11/21 15:30,4.5,178,173,6/11/21 15:30
4343,6/11/21 15:40,4.5,173,171,6/11/21 15:40
4344,6/11/21 15:50,4.4,172,170,6/11/21 15:50
4345,6/11/21 16:00,4.4,170,172,6/11/21 16:00
4346,6/11/21 16:10,4.3,171,173,6/11/21 16:10
4347,6/11/21 16:20,4.3,171,175,6/11/21 16:20
4348,6/11/21 16:30,4.2,173,174,6/11/21 16:30
4349,6/11/21 16:40,4.2,178,173,6/11/21 16:40
4350,6/11/21 16:50,4.1,170,175,6/11/21 16:50
4351,6/11/21 17:00,4.1,165,170,6/11/21 17:00
4352,6/11/21 17:10,4,174,175,6/11/21 17:10
4353,6/11/21 17:20,4,180,174,6/11/21 17:20
4354,6/11/21 17:30,3.9,168,175,6/11/21 17:30
4355,6/11/21 17:40,3.9,166,173,6/11/21 17:40
4356,6/11/21 17:50,3.8,181,174,6/11/21 17:50
4357,6/11/21 18:00,3.8,178,175,6/11/21 18:00
4358,6/11/21 18:10,3.7,177,173,6/11/21 18:10
4359,6/11/21 18:20,3.7,174,172,6/11/21 18:20
4360,6/11/21 18:30,3.6,180,175,6/11/21 18:30
4361,6/11/21 18:40,3.6,173,175,6/11/21 18:40
4362,6/11/21 18:50,3.6,174,174,6/11/21 18:50
4363,6/11/21 19:00,3.5,179,176,6/11/21 19:00
4364,6/11/21 19:10,3.5,176,176,6/11/21 19:10
4365,6/11/21 19:20,3.5,178,175,6/11/21 19:20
4366,6/11/21 19:30,3.5,175,174,6/11/21 19:30
4367,6/11/21 19:40,3.4,167,174,6/11/21 19:40
4368,6/11/21 19:50,3.4,177,173,6/11/21 19:50
4369,6/11/21 20:00,3.4,178,176,6/11/21 20:00
4370,6/11/21 20:10,3.3,176,173,6/11/21 20:10
4371,6/11/21 20:20,3.3,172,173,6/11/21 20:20
4372,6/11/21 20:30,3.2,173,175,6/11/21 20:30
4373,6/11/21 20:40,3.2,177,173,6/11/21 20:40
4374,6/11/21 20:50,3.2,178,173,6/11/21 20:50
4375,6/11/21 21:00,3.1,171,172,6/11/21 21:00
4376,6/11/21 21:10,3.1,179,174,6/11/21 21:10
4377,6/11/21 21:20,3,178,172,6/11/21 21:20
4378,6/11/21 21:30,3,167,172,6/11/21 21:30
4379,6/11/21 21:40,3,179,173,6/11/21 21:40
4380,6/11/21 21:50,2.9,180,176,6/11/21 21:50
4381,6/11/21 22:00,2.9,176,175,6/11/21 22:00
4382,6/11/21 22:10,2.9,161,171,6/11/21 22:10
4383,6/11/21 22:20,2.8,174,173,6/11/21 22:20
4384,6/11/21 22:30,2.8,177,175,6/11/21 22:30
4385,6/11/21 22:40,2.8,171,174,6/11/21 22:40
4386,6/11/21 22:50,2.7,167,171,6/11/21 22:50
4387,6/11/21 23:00,2.7,169,169,6/11/21 23:00
4388,6/11/21 23:10,2.7,177,174,6/11/21 23:10
4389,6/11/21 23:20,2.6,178,173,6/11/21 23:20
4390,6/11/21 23:30,2.6,167,171,6/11/21 23:30
4391,6/11/21 23:40,2.6,169,171,6/11/21 23:40
4392,6/11/21 23:50,2.6,178,170,6/11/21 23:50
4393,6/12/21 0:00,2.5,170,172,6/12/21 0:00
4394,6/12/21 0:10,2.5,165,171,6/12/21 0:10
4395,6/12/21 0:20,2.5,174,173,6/12/21 0:20
4396,6/12/21 0:30,2.5,175,174,6/12/21 0:30
4397,6/12/21 0:40,2.4,173,172,6/12/21 0:40
4398,6/12/21 0:50,2.4,173,170,6/12/21 0:50
4399,6/12/21 1:00,2.4,166,172,6/12/21 1:00
4400,6/12/21 1:10,2.4,175,173,6/12/21 1:10
4401,6/12/21 1:20,2.4,172,171,6/12/21 1:20
4402,6/12/21 1:30,2.3,175,170,6/12/21 1:30
4403,6/12/21 1:40,2.3,168,170,6/12/21 1:40
4404,6/12/21 1:50,2.3,168,171,6/12/21 1:50
4405,6/12/21 2:00,2.3,167,169,6/12/21 2:00
4406,6/12/21 2:10,2.3,164,168,6/12/21 2:10
4407,6/12/21 2:20,2.3,164,169,6/12/21 2:20
4408,6/12/21 2:30,2.2,177,170,6/12/21 2:30
4409,6/12/21 2:40,2.2,163,167,6/12/21 2:40
4410,6/12/21 2:50,2.2,169,166,6/12/21 2:50
4411,6/12/21 3:00,2.2,172,166,6/12/21 3:00
4412,6/12/21 3:10,2.2,165,167,6/12/21 3:10
4413,6/12/21 3:20,2.2,158,167,6/12/21 3:20
4414,6/12/21 3:30,2.1,168,169,6/12/21 3:30
4415,6/12/21 3:40,2.1,172,169,6/12/21 3:40
4416,6/12/21 3:50,2.1,168,169,6/12/21 3:50
4417,6/12/21 4:00,2.1,170,169,6/12/21 4:00
4418,6/12/21 4:10,2.1,172,168,6/12/21 4:10
4419,6/12/21 4:20,2,168,167,6/12/21 4:20
4420,6/12/21 4:30,2,170,167,6/12/21 4:30
4421,6/12/21 4:40,2,170,166,6/12/21 4:40
4422,6/12/21 4:50,2,172,167,6/12/21 4:50
4423,6/12/21 5:00,2,172,170,6/12/21 5:00
4424,6/12/21 5:10,2,165,166,6/12/21 5:10
4425,6/12/21 5:20,2,169,168,6/12/21 5:20
4426,6/12/21 5:30,2,167,166,6/12/21 5:30
4427,6/12/21 5:40,1.9,166,168,6/12/21 5:40
4428,6/12/21 5:50,1.9,166,165,6/12/21 5:50
4429,6/12/21 6:00,1.9,173,170,6/12/21 6:00
4430,6/12/21 6:10,1.9,159,165,6/12/21 6:10
4431,6/12/21 6:20,1.9,169,169,6/12/21 6:20
4432,6/12/21 6:30,1.9,161,168,6/12/21 6:30
4433,6/12/21 6:40,1.9,156,166,6/12/21 6:40
4434,6/12/21 6:50,1.9,164,167,6/12/21 6:50
4435,6/12/21 7:00,1.9,167,167,6/12/21 7:00
4436,6/12/21 7:10,1.9,162,166,6/12/21 7:10
4437,6/12/21 7:20,1.9,167,167,6/12/21 7:20
4438,6/12/21 7:30,1.9,171,169,6/12/21 7:30
4439,6/12/21 7:40,1.9,170,168,6/12/21 7:40
4440,6/12/21 7:50,1.9,164,168,6/12/21 7:50
4441,6/12/21 8:00,2,167,166,6/12/21 8:00
4442,6/12/21 8:10,2,167,168,6/12/21 8:10
4443,6/12/21 8:20,2,173,165,6/12/21 8:20
4444,6/12/21 8:30,2,151,165,6/12/21 8:30
4445,6/12/21 8:40,2.1,169,167,6/12/21 8:40
4446,6/12/21 8:50,2.2,171,168,6/12/21 8:50
4447,6/12/21 9:00,2.2,170,166,6/12/21 9:00
4448,6/12/21 9:10,2.3,168,166,6/12/21 9:10
4449,6/12/21 9:20,2.3,160,165,6/12/21 9:20
4450,6/12/21 9:30,2.4,172,166,6/12/21 9:30
4451,6/12/21 9:40,2.5,164,166,6/12/21 9:40
4452,6/12/21 9:50,2.5,160,166,6/12/21 9:50
4453,6/12/21 10:00,2.6,162,163,6/12/21 10:00
4454,6/12/21 10:10,2.6,171,168,6/12/21 10:10
4455,6/12/21 10:20,2.7,167,166,6/12/21 10:20
4456,6/12/21 10:30,2.8,161,165,6/12/21 10:30
4457,6/12/21 10:40,2.9,165,165,6/12/21 10:40
4458,6/12/21 10:50,3,166,166,6/12/21 10:50
4459,6/12/21 11:00,3.1,166,166,6/12/21 11:00
4460,6/12/21 11:10,3.2,164,164,6/12/21 11:10
4461,6/12/21 11:20,3.2,169,164,6/12/21 11:20
4462,6/12/21 11:30,3.3,165,165,6/12/21 11:30
4463,6/12/21 11:40,3.5,167,165,6/12/21 11:40
4464,6/12/21 11:50,3.6,163,165,6/12/21 11:50
4465,6/12/21 12:00,3.7,166,162,6/12/21 12:00
4466,6/12/21 12:10,3.9,161,165,6/12/21 12:10
4467,6/12/21 12:20,4,157,165,6/12/21 12:20
4468,6/12/21 12:30,4.1,155,161,6/12/21 12:30
4469,6/12/21 12:40,4.3,164,164,6/12/21 12:40
4470,6/12/21 12:50,4.5,163,165,6/12/21 12:50
4471,6/12/21 13:00,4.6,166,165,6/12/21 13:00
4472,6/12/21 13:10,4.7,163,163,6/12/21 13:10
4473,6/12/21 13:20,4.9,166,166,6/12/21 13:20
4474,6/12/21 13:30,5,171,163,6/12/21 13:30
4475,6/12/21 13:40,5.2,171,167,6/12/21 13:40
4476,6/12/21 13:50,5.2,166,166,6/12/21 13:50
4477,6/12/21 14:00,5.3,168,167,6/12/21 14:00
4478,6/12/21 14:10,5.3,166,167,6/12/21 14:10
4479,6/12/21 14:20,5.3,165,168,6/12/21 14:20
4480,6/12/21 14:30,5.3,169,168,6/12/21 14:30
4481,6/12/21 14:40,5.3,172,169,6/12/21 14:40
4482,6/12/21 14:50,5.2,167,168,6/12/21 14:50
4483,6/12/21 15:00,5.1,173,171,6/12/21 15:00
4484,6/12/21 15:10,5.1,171,169,6/12/21 15:10
4485,6/12/21 15:20,5.1,171,166,6/12/21 15:20
4486,6/12/21 15:30,5,170,170,6/12/21 15:30
4487,6/12/21 15:40,5,174,171,6/12/21 15:40
4488,6/12/21 15:50,4.9,165,169,6/12/21 15:50
4489,6/12/21 16:00,4.9,170,167,6/12/21 16:00
4490,6/12/21 16:10,4.8,174,170,6/12/21 16:10
4491,6/12/21 16:20,4.7,172,169,6/12/21 16:20
4492,6/12/21 16:30,4.7,178,170,6/12/21 16:30
4493,6/12/21 16:40,4.6,168,170,6/12/21 16:40
4494,6/12/21 16:50,4.6,171,171,6/12/21 16:50
4495,6/12/21 17:00,4.5,169,171,6/12/21 17:00
4496,6/12/21 17:10,4.5,163,168,6/12/21 17:10
4497,6/12/21 17:20,4.4,173,169,6/12/21 17:20
4498,6/12/21 17:30,4.4,172,169,6/12/21 17:30
4499,6/12/21 17:40,4.3,171,169,6/12/21 17:40
4500,6/12/21 17:50,4.3,177,168,6/12/21 17:50
4501,6/12/21 18:00,4.2,175,168,6/12/21 18:00
4502,6/12/21 18:10,4.2,172,169,6/12/21 18:10
4503,6/12/21 18:20,4.1,167,168,6/12/21 18:20
4504,6/12/21 18:30,4.1,166,167,6/12/21 18:30
4505,6/12/21 18:40,4.1,169,172,6/12/21 18:40
4506,6/12/21 18:50,4,166,169,6/12/21 18:50
4507,6/12/21 19:00,4,164,165,6/12/21 19:00
4508,6/12/21 19:10,4,173,169,6/12/21 19:10
4509,6/12/21 19:20,3.9,164,168,6/12/21 19:20
4510,6/12/21 19:30,3.9,162,168,6/12/21 19:30
4511,6/12/21 19:40,3.9,178,169,6/12/21 19:40
4512,6/12/21 19:50,3.8,161,168,6/12/21 19:50
4513,6/12/21 20:00,3.8,174,168,6/12/21 20:00
4514,6/12/21 20:10,3.7,173,168,6/12/21 20:10
4515,6/12/21 20:20,3.7,172,166,6/12/21 20:20
4516,6/12/21 20:30,3.6,169,168,6/12/21 20:30
4517,6/12/21 20:40,3.6,175,167,6/12/21 20:40
4518,6/12/21 20:50,3.6,167,166,6/12/21 20:50
4519,6/12/21 21:00,3.5,174,171,6/12/21 21:00
4520,6/12/21 21:10,3.5,175,169,6/12/21 21:10
4521,6/12/21 21:20,3.4,169,167,6/12/21 21:20
4522,6/12/21 21:30,3.4,168,170,6/12/21 21:30
4523,6/12/21 21:40,3.4,167,169,6/12/21 21:40
4524,6/12/21 21:50,3.3,168,170,6/12/21 21:50
4525,6/12/21 22:00,3.3,161,167,6/12/21 22:00
4526,6/12/21 22:10,3.2,168,168,6/12/21 22:10
4527,6/12/21 22:20,3.2,171,168,6/12/21 22:20
4528,6/12/21 22:30,3.2,172,166,6/12/21 22:30
4529,6/12/21 22:40,3.1,164,169,6/12/21 22:40
4530,6/12/21 22:50,3.1,165,166,6/12/21 22:50
4531,6/12/21 23:00,3.1,170,168,6/12/21 23:00
4532,6/12/21 23:10,3,159,165,6/12/21 23:10
4533,6/12/21 23:20,3,168,169,6/12/21 23:20
4534,6/12/21 23:30,3,166,169,6/12/21 23:30
4535,6/12/21 23:40,3,164,168,6/12/21 23:40
4536,6/12/21 23:50,2.9,171,166,6/12/21 23:50
4537,6/13/21 0:00,2.9,171,167,6/13/21 0:00
4538,6/13/21 0:10,2.9,167,166,6/13/21 0:10
4539,6/13/21 0:20,2.9,168,167,6/13/21 0:20
4540,6/13/21 0:30,2.9,169,169,6/13/21 0:30
4541,6/13/21 0:40,2.8,167,168,6/13/21 0:40
4542,6/13/21 0:50,2.8,169,166,6/13/21 0:50
4543,6/13/21 1:00,2.8,166,168,6/13/21 1:00
4544,6/13/21 1:10,2.8,164,164,6/13/21 1:10
4545,6/13/21 1:20,2.7,165,163,6/13/21 1:20
4546,6/13/21 1:30,2.7,161,166,6/13/21 1:30
4547,6/13/21 1:40,2.7,167,166,6/13/21 1:40
4548,6/13/21 1:50,2.7,170,167,6/13/21 1:50
4549,6/13/21 2:00,2.7,157,166,6/13/21 2:00
4550,6/13/21 2:10,2.7,170,167,6/13/21 2:10
4551,6/13/21 2:20,2.6,156,165,6/13/21 2:20
4552,6/13/21 2:30,2.6,166,165,6/13/21 2:30
4553,6/13/21 2:40,2.6,159,163,6/13/21 2:40
4554,6/13/21 2:50,2.6,164,161,6/13/21 2:50
4555,6/13/21 3:00,2.6,163,162,6/13/21 3:00
4556,6/13/21 3:10,2.6,165,164,6/13/21 3:10
4557,6/13/21 3:20,2.5,167,162,6/13/21 3:20
4558,6/13/21 3:30,2.5,169,162,6/13/21 3:30
4559,6/13/21 3:40,2.5,151,161,6/13/21 3:40
4560,6/13/21 3:50,2.5,156,163,6/13/21 3:50
4561,6/13/21 4:00,2.5,153,163,6/13/21 4:00
4562,6/13/21 4:10,2.5,168,164,6/13/21 4:10
4563,6/13/21 4:20,2.5,157,161,6/13/21 4:20
4564,6/13/21 4:30,2.4,168,164,6/13/21 4:30
4565,6/13/21 4:40,2.4,163,164,6/13/21 4:40
4566,6/13/21 4:50,2.4,154,161,6/13/21 4:50
4567,6/13/21 5:00,2.4,167,164,6/13/21 5:00
4568,6/13/21 5:10,2.4,167,166,6/13/21 5:10
4569,6/13/21 5:20,2.4,166,165,6/13/21 5:20
4570,6/13/21 5:30,2.4,169,162,6/13/21 5:30
4571,6/13/21 5:40,2.4,159,162,6/13/21 5:40
4572,6/13/21 5:50,2.3,166,163,6/13/21 5:50
4573,6/13/21 6:00,2.3,162,164,6/13/21 6:00
4574,6/13/21 6:10,2.3,163,164,6/13/21 6:10
4575,6/13/21 6:20,2.3,161,163,6/13/21 6:20
4576,6/13/21 6:30,2.3,159,161,6/13/21 6:30
4577,6/13/21 6:40,2.3,169,162,6/13/21 6:40
4578,6/13/21 6:50,2.3,160,164,6/13/21 6:50
4579,6/13/21 7:00,2.3,162,161,6/13/21 7:00
4580,6/13/21 7:10,2.3,167,164,6/13/21 7:10
4581,6/13/21 7:20,2.3,163,163,6/13/21 7:20
4582,6/13/21 7:30,2.4,165,163,6/13/21 7:30
4583,6/13/21 7:40,2.4,161,163,6/13/21 7:40
4584,6/13/21 7:50,2.4,162,163,6/13/21 7:50
4585,6/13/21 8:00,2.4,164,161,6/13/21 8:00
4586,6/13/21 8:10,2.4,163,160,6/13/21 8:10
4587,6/13/21 8:20,2.5,166,164,6/13/21 8:20
4588,6/13/21 8:30,2.5,167,164,6/13/21 8:30
4589,6/13/21 8:40,2.5,161,164,6/13/21 8:40
4590,6/13/21 8:50,2.6,162,161,6/13/21 8:50
4591,6/13/21 9:00,2.6,165,163,6/13/21 9:00
4592,6/13/21 9:10,2.7,168,165,6/13/21 9:10
4593,6/13/21 9:20,2.7,168,162,6/13/21 9:20
4594,6/13/21 9:30,2.8,163,163,6/13/21 9:30
4595,6/13/21 9:40,2.9,167,164,6/13/21 9:40
4596,6/13/21 9:50,2.9,168,164,6/13/21 9:50
4597,6/13/21 10:00,3,164,161,6/13/21 10:00
4598,6/13/21 10:10,3,162,163,6/13/21 10:10
4599,6/13/21 10:20,3.1,166,164,6/13/21 10:20
4600,6/13/21 10:30,3.2,162,163,6/13/21 10:30
4601,6/13/21 10:40,3.2,163,160,6/13/21 10:40
4602,6/13/21 10:50,3.3,161,162,6/13/21 10:50
4603,6/13/21 11:00,3.3,165,161,6/13/21 11:00
4604,6/13/21 11:10,3.4,163,162,6/13/21 11:10
4605,6/13/21 11:20,3.6,160,160,6/13/21 11:20
4606,6/13/21 11:30,3.6,169,164,6/13/21 11:30
4607,6/13/21 11:40,3.7,165,163,6/13/21 11:40
4608,6/13/21 11:50,3.8,165,163,6/13/21 11:50
4609,6/13/21 12:00,3.9,156,161,6/13/21 12:00
4610,6/13/21 12:10,4.1,165,162,6/13/21 12:10
4611,6/13/21 12:20,4.2,163,162,6/13/21 12:20
4612,6/13/21 12:30,4.2,168,166,6/13/21 12:30
4613,6/13/21 12:40,4.2,166,164,6/13/21 12:40
4614,6/13/21 12:50,4.4,161,161,6/13/21 12:50
4615,6/13/21 13:00,4.6,166,164,6/13/21 13:00
4616,6/13/21 13:10,4.7,162,162,6/13/21 13:10
4617,6/13/21 13:20,4.8,153,163,6/13/21 13:20
4618,6/13/21 13:30,4.8,167,163,6/13/21 13:30
4619,6/13/21 13:40,4.8,167,164,6/13/21 13:40
4620,6/13/21 13:50,4.9,164,163,6/13/21 13:50
4621,6/13/21 14:00,5,155,161,6/13/21 14:00
4622,6/13/21 14:10,5,159,162,6/13/21 14:10
4623,6/13/21 14:20,5.1,165,163,6/13/21 14:20
4624,6/13/21 14:30,5.1,167,162,6/13/21 14:30
4625,6/13/21 14:40,5.1,166,164,6/13/21 14:40
4626,6/13/21 14:50,5.1,165,164,6/13/21 14:50
4627,6/13/21 15:00,5.1,161,163,6/13/21 15:00
4628,6/13/21 15:10,5.1,164,165,6/13/21 15:10
4629,6/13/21 15:20,5,163,163,6/13/21 15:20
4630,6/13/21 15:30,5,166,165,6/13/21 15:30
4631,6/13/21 15:40,4.9,169,163,6/13/21 15:40
4632,6/13/21 15:50,4.9,163,162,6/13/21 15:50
4633,6/13/21 16:00,4.8,166,167,6/13/21 16:00
4634,6/13/21 16:10,4.8,167,164,6/13/21 16:10
4635,6/13/21 16:20,4.7,163,163,6/13/21 16:20
4636,6/13/21 16:30,4.7,171,165,6/13/21 16:30
4637,6/13/21 16:40,4.6,164,166,6/13/21 16:40
4638,6/13/21 16:50,4.6,162,165,6/13/21 16:50
4639,6/13/21 17:00,4.6,153,162,6/13/21 17:00
4640,6/13/21 17:10,4.6,162,165,6/13/21 17:10
4641,6/13/21 17:20,4.6,161,166,6/13/21 17:20
4642,6/13/21 17:30,4.6,160,165,6/13/21 17:30
4643,6/13/21 17:40,4.5,166,165,6/13/21 17:40
4644,6/13/21 17:50,4.5,165,166,6/13/21 17:50
4645,6/13/21 18:00,4.5,171,164,6/13/21 18:00
4646,6/13/21 18:10,4.4,155,162,6/13/21 18:10
4647,6/13/21 18:20,4.4,158,163,6/13/21 18:20
4648,6/13/21 18:30,4.4,165,164,6/13/21 18:30
4649,6/13/21 18:40,4.4,166,166,6/13/21 18:40
4650,6/13/21 18:50,4.4,159,165,6/13/21 18:50
4651,6/13/21 19:00,4.4,164,166,6/13/21 19:00
4652,6/13/21 19:10,4.4,165,166,6/13/21 19:10
4653,6/13/21 19:20,4.3,164,167,6/13/21 19:20
4654,6/13/21 19:30,4.3,161,161,6/13/21 19:30
4655,6/13/21 19:40,4.3,167,163,6/13/21 19:40
4656,6/13/21 19:50,4.2,161,166,6/13/21 19:50
4657,6/13/21 20:00,4.2,165,165,6/13/21 20:00
4658,6/13/21 20:10,4.2,154,164,6/13/21 20:10
